"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80300300300005","Nodes","Group 11, Logger 4057, CRITCHMERE HILL DG",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",488033.773954,133014.563404,,7150.000080,,,,,,,,,,,,,,,,1246.337189,1393.773373,,"",,,,,,,,,,,,,,,
"80300300300006","Nodes","Group 11, Logger 4059, CAMELSDALE DG",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",488535.524091,132217.688188,,2099.999985,,,,,,,,,,,,,,,,701.751398,784.765536,,"",,,,,,,,,,,,,,,
"80300300300012","Nodes","Group 11, Logger 4064, SCOTLAND LANE DG",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",490463.365616,132179.419177,,2099.999985,,,,,,,,,,,,,,,,782.698419,875.288287,,"",,,,,,,,,,,,,,,
"80300300300004","Nodes","Group 11, Logger 4056, KINGS ROAD DG",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",489447.322339,132774.159339,,10099.999614,,,,,,,,,,,,,,,,3600.295916,4026.195562,,"",,,,,,,,,,,,,,,
"80300300300003","Nodes","Group 11, Logger 4055, LION LANE DG",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",488802.274164,133593.813562,,2099.999985,,,,,,,,,,,,,,,,514.450302,575.307532,,"",,,,,,,,,,,,,,,
"80300300001060","Nodes","1060",0.000000,25.302469,"DDS demands","Known Flow",485325.854452,149087.943500,,0.000000,,,,,,,-3.650000,,,,,,,,,-3.263895,-3.650000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300300826764","Nodes",,0.000000,25.257268,"Default Known Flow Node","Known Flow",485475.913614,148959.376317,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300300080164","Nodes","80164,",21.000000,25.328259,"DDS demands","Known Flow",485297.398210,149111.067784,,0.000000,,,,,,,-20.280000,,,,,,,,,-18.134738,-20.280000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300300829031","Nodes",,0.000000,25.265306,"DDS demands","Known Flow",485389.613797,149038.855149,,0.000000,,,,,,,-6.480000,,,,,,,,,-5.794532,-6.480000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300300828733","Nodes",,0.000000,25.257268,"DDS demands","Known Flow",485424.854067,149004.000080,,0.000000,,,,,,,-7.669999,,,,,,,,,-6.858651,-7.669999,,"",,,,,,,"D1 PROFILE",,,,,,,,
