"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"80009100000352","Nodes","352",21.000000,23.589111,"DDS demands","Known Flow",431971.250000,227607.000000,,0.000000,-6.000000,-4.610000,,,,,,,,,,,-9.487651,-10.610000,,"","","C2 PROFILE",,,,,,,,,,
"80009100000353","Nodes","353",21.000000,23.019702,"DDS demands","Known Flow",432044.437500,227662.937500,,0.000000,-6.599999,,,,-4.750000,,,,,,,,-10.149372,-11.350000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,,
"80009100000354","Nodes","354",21.000000,23.386309,"DDS demands","Known Flow",431985.750000,227582.500000,,0.000000,-17.229999,,,,-0.829999,,,-24.999999,,,,,-16.149574,-18.059998,,"","C1 PROFILE",,,,"D1 PROFILE",,,"DM PROFILE",,,,
"80009100000355","Nodes","355",21.000000,23.043521,"DDS demands","Known Flow",432045.968750,227624.500000,,0.000000,-5.570000,,,,-4.330000,,,,,,,,-8.852757,-9.899999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,,
"80009100000310","Nodes","310",21.000000,41.262423,"DDS demands","Known Flow",431276.312500,226415.000000,,0.000000,,,,,-9.739999,,,,,,,,-8.709681,-9.739999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000418","Nodes","418",21.000000,40.834347,"DDS demands","Known Flow",431239.500000,226373.750000,,0.000000,,,,,-4.030000,,,,,,,,-3.603698,-4.030000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000438","Nodes","438",21.000000,36.447892,"Default Known Flow Node","Known Flow",431098.187500,226399.093750,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000048","Nodes","48",21.000000,36.343451,"DDS demands","Known Flow",431094.375000,226395.750000,,0.000000,,,,,-12.729999,,,,,,,,-11.383393,-12.729999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000420","Nodes","420",21.000000,22.556772,"DDS demands","Known Flow",431474.875000,227530.875000,,0.000000,-4.239999,,,,-1.209999,,,,,,,,-4.873487,-5.449999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,,
"80009100000230","Nodes","230",21.000000,22.361343,"DDS demands","Known Flow",431482.312500,227626.296875,,0.000000,,,,,-18.030000,,,,,,,,-16.122749,-18.030000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000213","Nodes","213",21.000000,21.949171,"DDS demands","Known Flow",431496.500000,227778.875000,,0.000000,,,,,-14.860000,,,,,,,,-13.288078,-14.860000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000219","Nodes","219",21.000000,22.676863,"DDS demands","Known Flow",431581.125000,227592.750000,,0.000000,,,,,-8.529999,,,,,,,,-7.627678,-8.529999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000221","Nodes","221",21.000000,22.672342,"DDS demands","Known Flow",431613.593750,227579.000000,,0.000000,,,,,-3.950000,,,,,,,,-3.532160,-3.950000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000220","Nodes","220",21.000000,22.852768,"DDS demands","Known Flow",431641.625000,227566.625000,,0.000000,,,,,-9.359999,,,,,,,,-8.369879,-9.359999,,"",,,,,"D1 PROFILE",,,,,,,
"800091-129695","Nodes","-129695",21.000000,21.674985,"Default Known Flow Node","Known Flow",431666.506238,227316.220108,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000168","Nodes","168",21.000000,21.796049,"DDS demands","Known Flow",431621.250000,227210.250000,,0.000000,,,,,-2.079999,,,,,,,,-1.859973,-2.079999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000377","Nodes","377",21.000000,21.756942,"DDS demands","Known Flow",431644.093750,227206.406250,,0.000000,,,,,-4.320000,,,,,,,,-3.863021,-4.320000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000296","Nodes","296",21.000000,21.592750,"DDS demands","Known Flow",431651.375000,227247.875000,,0.000000,,,,,-5.500000,,,,,,,,-4.918198,-5.500000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000412","Nodes","412",21.000000,27.518367,"DDS demands","Known Flow",431604.625000,226900.250000,,0.000000,,,,,-5.189999,,,,,,,,-4.640990,-5.189999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000233","Nodes","233",21.000000,24.530761,"DDS demands","Known Flow",431411.000000,227232.250000,,0.000000,-41.109999,,,-6.560000,-14.040000,,,,,,,,-55.182184,-61.709998,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,,,,,
"80009100000357","Nodes","357",21.000000,24.543729,"Default Known Flow Node","Known Flow",431405.000000,227235.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000057","Nodes","57",21.000000,36.315246,"DDS demands","Known Flow",431092.500000,226397.250000,,0.000000,,,,,-11.190000,,,,,,,,-10.006298,-11.190000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000430","Nodes","430",21.000000,34.739960,"DDS demands","Known Flow",430949.406250,226406.203125,,0.000000,,,,,-4.650000,,,,,,,,-4.158113,-4.650000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000432","Nodes","432",21.000000,34.739960,"Default Known Flow Node","Known Flow",430964.468750,226416.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000431","Nodes","431",21.000000,34.730254,"DDS demands","Known Flow",430932.906250,226395.093750,,0.000000,,,,,-2.630000,,,,,,,,-2.351793,-2.630000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000429","Nodes","429",21.000000,34.755121,"Default Known Flow Node","Known Flow",430946.812500,226410.406250,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000262","Nodes","262",21.000000,34.583229,"DDS demands","Known Flow",430918.250000,226391.625000,,0.000000,,,,,-27.670000,,,,,,,,-24.743009,-27.670000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000089","Nodes","89",21.000000,26.136323,"DDS demands","Known Flow",430865.000000,226880.375000,,0.000000,,,,,-16.090000,,,,,,,,-14.387966,-16.090000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000087","Nodes","87",21.000000,28.793684,"DDS demands","Known Flow",430953.406250,226876.796875,,0.000000,,,,,-13.369999,,,,,,,,-11.955693,-13.369999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000199","Nodes","199",21.000000,30.082525,"DDS demands","Known Flow",430978.125000,226875.625000,,0.000000,,,,,-5.050000,,,,,,,,-4.515800,-5.050000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000011","Nodes","11",21.000000,19.499916,"DDS demands","Known Flow",429820.593750,226985.203125,,0.000000,,,,,-12.300000,,,,,,,,-10.998880,-12.300000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000190","Nodes","190",21.000000,19.175568,"DDS demands","Known Flow",429751.687500,226990.296875,,0.000000,,,,,-5.509999,,,,,,,,-4.927140,-5.509999,,"",,,,,"D1 PROFILE",,,,,,,
"800091-456456","Nodes","-456456",21.000000,20.178293,"Default Known Flow Node","Known Flow",429876.593750,226973.093750,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-654654","Nodes","-654654",21.000000,20.042487,"Default Known Flow Node","Known Flow",429858.000000,226927.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000100","Nodes","100",21.000000,20.775661,"DDS demands","Known Flow",429928.187500,226960.093750,,0.000000,,,,,-3.690000,,,,,,,,-3.299664,-3.690000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000099","Nodes","99",21.000000,20.795667,"DDS demands","Known Flow",429949.593750,226954.906250,,0.000000,,,,,-2.809999,,,,,,,,-2.512752,-2.809999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000188","Nodes","188",21.000000,20.577439,"DDS demands","Known Flow",429935.000000,226903.593750,,0.000000,,,,,-3.130000,,,,,,,,-2.798902,-3.130000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000208","Nodes","208",21.000000,21.024177,"DDS demands","Known Flow",430039.875000,226942.000000,,0.000000,,,,,-19.440000,,,,,,,,-17.383595,-19.440000,,"",,,,,"D1 PROFILE",,,,,,,
"800091-2136","Nodes","-2136",21.000000,21.260867,"Default Known Flow Node","Known Flow",430192.375000,226941.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000328","Nodes","328",21.000000,21.209770,"DDS demands","Known Flow",430673.875000,227053.375000,,0.000000,,,,,-0.999999,,,,,,,,-0.894217,-0.999999,,"",,,,,"D1 PROFILE",,,,,,,
"800091-165986","Nodes","-165986",21.000000,20.769100,"Default Known Flow Node","Known Flow",430689.125000,226997.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000123","Nodes","123",21.000000,20.558738,"Default Known Flow Node","Known Flow",430614.312500,226833.796875,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127028","Nodes","-127028",21.000000,20.211402,"Default Known Flow Node","Known Flow",430427.500000,226732.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000195","Nodes","195",21.000000,27.311096,"DDS demands","Known Flow",430699.125000,226810.000000,,0.000000,,,,,-13.630000,,,,-15.039999,,,,-25.637228,-28.670001,,"",,,,,"D1 PROFILE",,,,"I2 PROFILE",,,
"80009100000260","Nodes","260",21.000000,28.959407,"DDS demands","Known Flow",430838.593750,226695.796875,,0.000000,,,,-1.850000,-34.540000,,,,,,,,-32.540589,-36.390000,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,,,
"80009100003006","Nodes","3006",21.000000,31.472100,"Default Known Flow Node","Known Flow",430967.375000,226590.375000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000270","Nodes","270",21.000000,29.980716,"DDS demands","Known Flow",431074.875000,226870.125000,,0.000000,,,,,-1.019999,,,,,,,,-0.912102,-1.019999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000271","Nodes","271",21.000000,29.904678,"DDS demands","Known Flow",431097.312500,226871.093750,,0.000000,,,,,-3.199999,,,,,,,,-2.861497,-3.199999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000272","Nodes","272",21.000000,29.427172,"DDS demands","Known Flow",431164.250000,226868.875000,,0.000000,,,,,-0.410000,,,,,,,,-0.366629,-0.410000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000409","Nodes","409",21.000000,28.309280,"DDS demands","Known Flow",431461.625000,226929.500000,,0.000000,,,,,-5.229999,,,,,,,,-4.676759,-5.229999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000410","Nodes","410",21.000000,28.274490,"DDS demands","Known Flow",431481.406250,226893.406250,,0.000000,,,,,-8.290000,,,,,,,,-7.413066,-8.290000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000411","Nodes","411",21.000000,28.291397,"DDS demands","Known Flow",431520.750000,226908.625000,,0.000000,,,,,-3.729999,,,,,,,,-3.335432,-3.729999,,"",,,,,"D1 PROFILE",,,,,,,
"800091-127069","Nodes","-127069",21.000000,35.167264,"Default Known Flow Node","Known Flow",430772.000000,226100.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000149","Nodes","149",21.000000,35.549053,"DDS demands","Known Flow",430847.906250,226118.406250,,0.000000,,,,,-4.530000,,,,,,,,-4.050807,-4.530000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000249","Nodes","249",21.000000,35.562730,"DDS demands","Known Flow",430855.750000,226116.500000,,0.000000,,,,,-2.799999,,,,,,,,-2.503810,-2.799999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000118","Nodes","118",21.000000,36.864330,"DDS demands","Known Flow",430960.875000,226202.000000,,0.000000,,,,,-4.110000,,,,,,,,-3.675235,-4.110000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000110","Nodes","110",21.000000,36.906547,"DDS demands","Known Flow",430948.187500,226180.406250,,0.000000,,,,,-3.079999,,,,,,,,-2.754191,-3.079999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000111","Nodes","111",21.000000,37.031783,"DDS demands","Known Flow",430969.625000,226193.750000,,0.000000,,,,,-3.329999,,,,,,,,-2.977745,-3.329999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000054","Nodes","54",21.000000,35.997386,"DDS demands","Known Flow",431033.625000,226333.000000,,0.000000,,,,,-6.139999,,,,,,,,-5.490497,-6.139999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000055","Nodes","55",21.000000,35.959545,"DDS demands","Known Flow",431086.312500,226284.203125,,0.000000,,,,,-7.989999,,,,,,,,-7.144800,-7.989999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000316","Nodes","316",21.000000,35.196615,"DDS demands","Known Flow",431207.250000,226720.375000,,0.000000,-6.000000,,,-5.650000,-19.639999,,,,,,,,-27.980077,-31.290000,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,,,,,
"800091-202992","Nodes","-202992",21.000000,27.311096,"Default Known Flow Node","Known Flow",430675.375000,226792.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-202993","Nodes","-202993",21.000000,27.311096,"Default Known Flow Node","Known Flow",430676.750000,226793.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000401","Nodes","401",21.000000,20.086160,"DDS demands","Known Flow",431384.250000,227715.250000,,0.000000,,,,,-5.260000,,,,,,,,-4.703586,-5.260000,,"",,,,,"D1 PROFILE",,,,,,,
"800091-165993","Nodes","-165993",21.000000,20.091046,"Default Known Flow Node","Known Flow",431384.875000,227714.125000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-5484","Nodes","-5484",21.000000,20.769561,"Default Known Flow Node","Known Flow",431404.000000,227617.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000007","Nodes","7",21.000000,20.096684,"Default Known Flow Node","Known Flow",431385.625000,227712.875000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000402","Nodes","402",21.000000,19.869697,"DDS demands","Known Flow",431336.125000,227667.625000,,0.000000,,,,,-5.429999,,,,,,,,-4.855602,-5.429999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000403","Nodes","403",21.000000,19.479610,"DDS demands","Known Flow",431394.750000,227748.875000,,0.000000,,,,,-7.280000,,,,,,,,-6.509906,-7.280000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000021","Nodes","21",21.000000,25.504029,"DDS demands","Known Flow",431350.625000,227252.250000,,0.000000,,,,,-10.719999,,,,,,,,-9.586015,-10.719999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000370","Nodes","370",21.000000,24.299362,"DDS demands","Known Flow",431383.193836,227364.562904,,0.000000,,,,,-15.520000,,,,,,,,-13.878262,-15.520000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000004","Nodes","4",21.000000,23.409450,"Default Known Flow Node","Known Flow",431459.375000,227422.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000393","Nodes","393",21.000000,23.409450,"Default Known Flow Node","Known Flow",431462.000000,227421.375000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000071","Nodes","71",21.000000,34.812425,"DDS demands","Known Flow",430647.625000,226092.125000,,0.000000,,,,,-3.380000,,,,,,,,-3.022456,-3.380000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000369","Nodes","369",21.000000,34.901241,"DDS demands","Known Flow",430643.500000,226062.375000,,0.000000,,,,,-0.009999,,,,,,,,-0.008942,-0.009999,,"",,,,,"D1 PROFILE",,,,,,,
"800091-127045","Nodes","-127045",21.000000,34.713688,"Default Known Flow Node","Known Flow",430671.500000,226141.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127044","Nodes","-127044",21.000000,34.713688,"Default Known Flow Node","Known Flow",430670.625000,226155.625000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000064","Nodes","64",21.000000,34.027961,"DDS demands","Known Flow",430687.375000,226355.625000,,0.000000,,,,,-6.419999,,,,,,,,-5.740878,-6.419999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000062","Nodes","62",21.000000,34.128222,"DDS demands","Known Flow",430765.750000,226388.000000,,0.000000,,,,,-11.600000,,,,,,,,-10.372928,-11.600000,,"",,,,,"D1 PROFILE",,,,,,,
"800091-127066","Nodes","-127066",21.000000,35.167264,"Default Known Flow Node","Known Flow",430766.625000,226106.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127068","Nodes","-127068",21.000000,35.167264,"Default Known Flow Node","Known Flow",430771.500000,226107.375000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127090","Nodes","-127090",21.000000,35.031964,"Default Known Flow Node","Known Flow",430826.750000,226267.625000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127082","Nodes","-127082",21.000000,34.898698,"Default Known Flow Node","Known Flow",430799.750000,226248.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000154","Nodes","154",21.000000,35.972494,"DDS demands","Known Flow",430884.625000,226206.500000,,0.000000,,,,,-3.670000,,,,,,,,-3.281779,-3.670000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000155","Nodes","155",21.000000,35.641191,"DDS demands","Known Flow",430897.625000,226155.125000,,0.000000,,,,,-6.650000,,,,,,,,-5.946549,-6.650000,,"",,,,,"D1 PROFILE",,,,,,,
"800091-127053","Nodes","-127053",21.000000,32.671426,"Default Known Flow Node","Known Flow",430698.875000,226439.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-165983","Nodes","-165983",21.000000,34.812425,"Default Known Flow Node","Known Flow",430647.250000,226090.375000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000253","Nodes","253",21.000000,34.713688,"DDS demands","Known Flow",430662.625000,226154.875000,,0.000000,,,,,-17.450001,,,,,,,,-15.604103,-17.450001,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000070","Nodes","70",21.000000,34.813033,"Default Known Flow Node","Known Flow",430665.250000,226123.125000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127042","Nodes","-127042",21.000000,34.814665,"Default Known Flow Node","Known Flow",430666.000000,226119.875000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000072","Nodes","72",21.000000,34.958895,"DDS demands","Known Flow",430680.125000,226103.125000,,0.000000,,,,,-1.599999,,,,,,,,-1.430748,-1.599999,,"",,,,,"D1 PROFILE",,,,,,,
"800091-127043","Nodes","-127043",21.000000,34.713688,"Default Known Flow Node","Known Flow",430669.625000,226173.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000073","Nodes","73",21.000000,35.129205,"DDS demands","Known Flow",430743.250000,226098.250000,,0.000000,,,,,-15.319999,,,,,,,,-13.699417,-15.319999,,"",,,,,"D1 PROFILE",,,,,,,
"800091-127050","Nodes","-127050",21.000000,34.958895,"Default Known Flow Node","Known Flow",430684.875000,226110.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127054","Nodes","-127054",21.000000,32.671426,"Default Known Flow Node","Known Flow",430699.125000,226440.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000251","Nodes","251",21.000000,35.041342,"DDS demands","Known Flow",430740.125000,226144.000000,,0.000000,,,,,-6.949999,,,,,,,,-6.214813,-6.949999,,"",,,,,"D1 PROFILE",,,,,,,
"800091-127059","Nodes","-127059",21.000000,35.041342,"Default Known Flow Node","Known Flow",430739.375000,226155.125000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127061","Nodes","-127061",21.000000,35.129591,"Default Known Flow Node","Known Flow",430742.000000,226116.125000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000063","Nodes","63",21.000000,33.950556,"DDS demands","Known Flow",430856.250000,226444.875000,,0.000000,,,,,-7.949999,,,,,,,,-7.109032,-7.949999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000061","Nodes","61",21.000000,34.589742,"DDS demands","Known Flow",430800.250000,226326.125000,,0.000000,,,,,-6.309999,,,,,,,,-5.642515,-6.309999,,"",,,,,"D1 PROFILE",,,,,,,
"800091-127072","Nodes","-127072",21.000000,35.300571,"Default Known Flow Node","Known Flow",430786.250000,226108.875000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000068","Nodes","68",21.000000,34.898698,"DDS demands","Known Flow",430787.750000,226242.750000,,0.000000,,,-11.499999,,-18.770000,,,,,,,,-27.067975,-30.270000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,,,
"80009100000067","Nodes","67",21.000000,34.908667,"Default Known Flow Node","Known Flow",430791.375000,226235.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127074","Nodes","-127074",21.000000,33.641770,"Default Known Flow Node","Known Flow",430788.500000,226485.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127071","Nodes","-127071",21.000000,33.641770,"Default Known Flow Node","Known Flow",430786.125000,226484.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-127075","Nodes","-127075",21.000000,34.908667,"Default Known Flow Node","Known Flow",430788.625000,226234.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000256","Nodes","256",21.000000,33.648090,"DDS demands","Known Flow",430792.906250,226488.796875,,0.000000,,,,,-6.939999,,,,,,,,-6.205872,-6.939999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000065","Nodes","65",21.000000,34.466360,"DDS demands","Known Flow",430717.516575,226288.336774,,0.000000,,,,,-3.629999,,,,,,,,-3.246011,-3.629999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000252","Nodes","252",21.000000,34.911581,"DDS demands","Known Flow",430806.500000,226242.750000,,0.000000,,,,,-7.389999,,,,,,,,-6.608270,-7.389999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000250","Nodes","250",21.000000,35.188293,"DDS demands","Known Flow",430817.000000,226165.750000,,0.000000,,,,,-6.849999,,,,,,,,-6.125392,-6.849999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000150","Nodes","150",21.000000,35.424746,"DDS demands","Known Flow",430837.500000,226167.000000,,0.000000,,,,,-2.079999,,,,,,,,-1.859973,-2.079999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000151","Nodes","151",21.000000,35.335235,"DDS demands","Known Flow",430854.250000,226188.000000,,0.000000,,,,,-2.180000,,,,,,,,-1.949395,-2.180000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000152","Nodes","152",21.000000,35.255612,"DDS demands","Known Flow",430832.625000,226221.875000,,0.000000,,,,,-1.700000,,,,,,,,-1.520170,-1.700000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000117","Nodes","117",21.000000,35.758967,"DDS demands","Known Flow",430901.750000,226090.250000,,0.000000,,,,,-3.950000,,,,,,,,-3.532160,-3.950000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000153","Nodes","153",21.000000,34.953931,"DDS demands","Known Flow",430867.750000,226291.250000,,0.000000,,,,,-5.440000,,,,,,,,-4.864545,-5.440000,,"",,,,,"D1 PROFILE",,,,,,,
"800091-140381","Nodes","-140381",21.000000,35.768880,"Default Known Flow Node","Known Flow",430913.000000,226247.875000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000109","Nodes","109",21.000000,35.850879,"DDS demands","Known Flow",430919.250000,226241.875000,,0.000000,,,,,-3.599999,,,,,,,,-3.219184,-3.599999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000156","Nodes","156",21.000000,35.641191,"DDS demands","Known Flow",430884.625000,226136.125000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000116","Nodes","116",21.000000,35.628726,"DDS demands","Known Flow",430922.750000,226165.250000,,0.000000,,,,,-1.720000,,,,,,,,-1.538054,-1.720000,,"",,,,,"D1 PROFILE",,,,,,,
"800091-127107","Nodes","-127107",21.000000,35.758967,"Default Known Flow Node","Known Flow",430905.375000,226086.125000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000114","Nodes","114",21.000000,35.896964,"DDS demands","Known Flow",430908.500000,226097.750000,,0.000000,,,,,-8.250000,,,,,,,,-7.377297,-8.250000,,"",,,,,"D1 PROFILE",,,,,,,
"80009100000312","Nodes","312",21.000000,37.856505,"DDS demands","Known Flow",430997.375000,226167.625000,,0.000000,,,,,-0.869999,,,,,,,,-0.777969,-0.869999,,"",,,,,"D1 PROFILE",,,,,,,
"80009100002115","Nodes","2115",21.000000,37.920771,"Default Known Flow Node","Known Flow",430999.250000,226144.625000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800091-140382","Nodes","-140382",21.000000,35.833290,"Default Known Flow Node","Known Flow",430917.875000,226243.125000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80009100000075","Nodes","75",21.000000,38.158634,"DDS demands","Known Flow",431009.875000,226155.375000,,0.000000,-10.169999,,,,-5.940000,,,,,,,,-14.405849,-16.110000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,,
"80009100000286","Nodes","286",21.000000,38.521906,"DDS demands","Known Flow",431051.375000,226194.500000,,0.000000,,,,,-21.149999,,,,,,,,-18.912709,-21.149999,,"",,,,,"D1 PROFILE",,,,,,,
