"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80015500000052","Nodes","52,PHOENIX DRIVE,GRAFTON ST, DG 5792",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",485514.273269,236894.591671,,4090.000036,,,,,,,,,,,,350.423449,391.877090,,"",,,,,,,,,,,
"80015500000006","Nodes","6, SOUTH ROW,SOUTH EIGHT STREET DG",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",485535.523275,238466.592099,,789.999976,,,,,,,,,,,,280.319376,313.479995,,"",,,,,,,,,,,
"80015500000003","Nodes","3,SIMPSON ROAD DG, 5789",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",488245.649012,235637.716329,,4969.999802,,,,,,,,,,,,97.176676,108.672268,,"",,,,,,,,,,,
"80015500000010","Nodes","10, BEAN HILL STANDING WAY DG, 5787",21.000000,45.999998,"Default Known Pressure Node","Known Pressure",486422.148516,236409.341539,,999998.967025,,,,,,,,,,,,2550.505150,2852.219413,,"",,,,,,,,,,,
"80015500000020","Nodes","20,GROVEWAY,TINKERS BRIDGE DG 5791",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",487830.773899,236311.216512,,1679.999959,,,,,,,,,,,,1196.043653,1337.530598,,"",,,,,,,,,,,
"80015500000051","Nodes","51, WOUGHTON MARINA,PEARTREE BRIDGE DG",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",487024.648680,237478.591830,,1059.999993,,,,,,,,,,,,77.591274,86.769996,,"",,,,,,,,,,,
"80015500000002","Nodes","2, WINTER HILL GRAFTON STREET DG",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",484867.648093,237616.341867,,4519.999990,,,,,,,,,,,,465.011134,520.020015,,"",,,,,,,,,,,
"80015500000060","Nodes","60,OLD BROOK, LARWOOD PLACE DG 5788",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",485668.773311,238095.716998,,999998.967025,,,,,,,,,,,,1634.029184,1827.328054,,"",,,,,,,,,,,
"80015500000001","Nodes","1,FISHERMEAD BOULEVARD MARLBOROUGH STREET DG, 5786",21.000000,45.999998,"Default Known Pressure Node","Known Pressure",486554.273552,238618.342140,,99999.002583,,,,,,,,,,,,2339.121744,2615.829863,,"",,,,,,,,,,,
"80015500000005","Nodes","5, CAMPBELL PARK SOUTH ENMORE DG, 5790",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",486617.648569,239085.342267,,99999.030236,,,,,,,,,,,,482.880211,540.002913,,"",,,,,,,,,,,
"80015505550009","Nodes","XSCAPE LEISURE COMPLEX DG",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",486057.162417,238840.039200,,1055.000029,,,,,,,,,,,,114.647814,128.210168,,"",,,,,,,,,,,
"80015505550011","Nodes","S12130938",21.000000,68.530317,"Point Loads","Known Flow",485972.235394,238813.508193,,0.000000,,,,-17.260000,,,,,-129.970005,,,-131.655690,-147.230003,,"",,,,"C4 PROFILE",,,,,"PL-AF PROFILE",,
"80015505550013","Nodes",,21.000000,68.530317,"Default Known Flow Node","Known Flow",485969.266393,238816.189194,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80015505550023","Nodes",,21.000000,68.842387,"DDS demands","Known Flow",485859.973828,238789.394314,,0.000000,,,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,"",,,,,,,
