"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"80019200009006","Nodes","9006",21.000000,24.710289,"Default Known Flow Node","Known Flow",487276.875000,237406.000000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200001052","Nodes","1052",21.000000,24.688999,"DDS demands","Known Flow",487254.093750,237398.906250,,0.000000,,,,-3.459999,,-3.093993,-3.459999,,"",,,,"D1 PROFILE",
"80019200000126","Nodes","126",21.000000,41.977587,"DDS demands","Known Flow",487305.000000,238965.796875,,0.000000,,,,-6.110000,,-5.463671,-6.110000,,"",,,,"D1 PROFILE",
"80019200000125","Nodes","125",21.000000,42.495458,"DDS demands","Known Flow",487279.093750,239063.406250,,0.000000,,,,-10.260000,,-9.174676,-10.260000,,"",,,,"D1 PROFILE",
"80019200000129","Nodes","129",21.000000,36.029313,"DDS demands","Known Flow",487400.500000,238997.796875,,0.000000,,,,-11.539999,,-10.319274,-11.539999,,"",,,,"D1 PROFILE",
"80019200001038","Nodes","1038",21.000000,22.482099,"DDS demands","Known Flow",487454.812500,237953.093750,,0.000000,,,,-11.539999,,-10.319274,-11.539999,,"",,,,"D1 PROFILE",
"80019200009012","Nodes","9012",21.000000,22.479514,"Default Known Flow Node","Known Flow",487451.375000,237971.500000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200008001","Nodes","8001",21.000000,22.479514,"Default Known Flow Node","Known Flow",487454.593750,237971.421875,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200009013","Nodes","9013",21.000000,22.479514,"Default Known Flow Node","Known Flow",487456.625000,237971.375000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200009015","Nodes","9015",21.000000,26.903311,"Default Known Flow Node","Known Flow",487594.250000,237833.625000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200008000","Nodes","8000",21.000000,26.884016,"DDS demands","Known Flow",487594.125000,237830.000000,,0.000000,,,,-1.059999,,-0.947870,-1.059999,,"",,,,"D1 PROFILE",
"80019200001048","Nodes","1048",21.000000,25.798212,"DDS demands","Known Flow",487648.593750,237621.000000,,0.000000,,-35.810002,,-1.739999,,-33.577884,-37.550002,,"",,"C3  PROFILE",,"D1 PROFILE",
"80019200001054","Nodes","1054",21.000000,44.400017,"DDS demands","Known Flow",487363.312500,239325.593750,,0.000000,,,,-4.409999,,-3.943500,-4.409999,,"",,,,"D1 PROFILE",
"80019200001055","Nodes","1055",21.000000,44.392348,"DDS demands","Known Flow",487371.281250,239325.437500,,0.000000,,,,-3.729999,,-3.335432,-3.729999,,"",,,,"D1 PROFILE",
"80019200000128","Nodes","128",21.000000,34.708456,"DDS demands","Known Flow",487435.312500,238858.000000,,0.000000,,,,-4.010000,,-3.585814,-4.010000,,"",,,,"D1 PROFILE",
"80019200000130","Nodes","130",21.000000,29.124738,"DDS demands","Known Flow",487455.312500,238688.296875,,0.000000,-5.400000,,-5.050000,-18.389999,,-25.789243,-28.840000,,"","C1 PROFILE",,"C4 PROFILE","D1 PROFILE",
"80019200001001","Nodes","1001",21.000000,29.081008,"Default Known Flow Node","Known Flow",487525.406250,238532.796875,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200000001","Nodes","NEWPORT ROAD DG, Constant/Seasonal, SITE ID 4925",21.000000,46.000010,"Default Known Pressure Node","Known Pressure",487342.906250,239484.406250,,999998.967025,,,,,,638.006543,713.480020,,"",,,,,
"80019200000101","Nodes","101",21.000000,45.948726,"DDS demands","Known Flow",487344.000000,239479.906250,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200000102","Nodes","102",21.000000,45.085103,"Default Known Flow Node","Known Flow",487359.000000,239407.906250,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200000155","Nodes","155",21.000000,42.990997,"Default Known Flow Node","Known Flow",487211.406250,239241.500000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200000122","Nodes","122",21.000000,42.909208,"Default Known Flow Node","Known Flow",487199.593750,239369.796875,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200000153","Nodes","153",21.000000,42.855339,"Default Known Flow Node","Known Flow",487235.593750,239394.906250,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200001003","Nodes","1003",21.000000,34.800897,"DDS demands","Known Flow",487307.500000,238519.500000,,0.000000,,,,-17.329999,,-15.496796,-17.329999,,"",,,,"D1 PROFILE",
"80019200001026","Nodes","1026",21.000000,34.696501,"DDS demands","Known Flow",487345.812500,238537.500000,,0.000000,,,,-4.449999,,-3.979269,-4.449999,,"",,,,"D1 PROFILE",
"80019200001028","Nodes","1028",21.000000,34.653166,"Default Known Flow Node","Known Flow",487403.593750,238567.000000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80019200001040","Nodes","1040",21.000000,22.476586,"DDS demands","Known Flow",487431.000000,237965.593750,,0.000000,,,,-1.399999,,-1.251905,-1.399999,,"",,,,"D1 PROFILE",
