"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80129500000432","Nodes","432",21.000000,40.525428,"Default Known Flow Node","Known Flow",466101.484781,133948.797389,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80129500000126","Nodes","P10123498, THORNYBUSH HOUSE PLOTS1-16 BOYNESWOOD ROAD, 21.23",22.999998,49.618303,"CSEP DDS Matched","Known Flow",467224.812150,135826.786428,,0.000000,,,,,,,-21.229999,,,,-18.984246,-21.229999,,"",,,,,,,"DC PROFILE",,,
"80129500000074","Nodes","74",21.000000,54.783157,"DDS demands","Known Flow",467123.560520,134867.700429,,0.000000,,,,,,-31.889998,,,,,-28.516608,-31.889998,,"",,,,,,"D1 PROFILE",,,,
"80129500000073","Nodes","73",21.000000,52.379031,"DDS demands","Known Flow",466976.150874,134731.531757,,0.000000,,,,,,-14.270000,,,,,-12.760490,-14.270000,,"",,,,,,"D1 PROFILE",,,,
"80129500000021","Nodes","21",21.000000,56.711198,"DDS demands","Known Flow",467010.211264,135268.042211,,0.000000,,,,,,-1.760000,,,,,-1.573823,-1.760000,,"",,,,,,"D1 PROFILE",,,,
"80129500000020","Nodes","20",21.000000,59.518886,"DDS demands","Known Flow",466962.668212,135213.977763,,0.000000,,,,,,-5.270000,,,,,-4.712528,-5.270000,,"",,,,,,"D1 PROFILE",,,,
"80129500000015","Nodes","15",21.000000,61.517498,"DDS demands","Known Flow",467037.499630,135166.641053,,0.000000,,,,,,-1.720000,,,,,-1.538054,-1.720000,,"",,,,,,"D1 PROFILE",,,,
"80129500001000","Nodes","59139/01,69-71, Winchester Road, 11.26",22.999998,56.046224,"CSEP DDS Matched","Known Flow",466904.481250,135050.586250,,0.000000,,,,,,,-11.260000,,,,-10.068893,-11.260000,,"",,,,,,,"DC PROFILE",,,
"80129500000016","Nodes","16",21.000000,60.483125,"Default Known Flow Node","Known Flow",467034.207508,135147.497174,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80129500000433","Nodes","433",21.000000,48.543956,"Default Known Flow Node","Known Flow",466507.264758,134844.801449,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80129500000045","Nodes","45",21.000000,48.768694,"DDS demands","Known Flow",466547.036286,134755.846145,,0.000000,,,,,,-1.379999,,,,,-1.234020,-1.379999,,"",,,,,,"D1 PROFILE",,,,
"80129500000040","Nodes","40",21.000000,48.556988,"DDS demands","Known Flow",466496.430209,134866.387522,,0.000000,,,,,,-10.229999,,,,,-9.147848,-10.229999,,"",,,,,,"D1 PROFILE",,,,
"80129500000109","Nodes","109",21.000000,49.139876,"DDS demands","Known Flow",466366.964115,134949.310947,,0.000000,,,,,,-1.690000,,,,,-1.511228,-1.690000,,"",,,,,,"D1 PROFILE",,,,
"80129500000111","Nodes","111",21.000000,49.132927,"DDS demands","Known Flow",466349.590292,134937.713811,,0.000000,,,,,,-1.129999,,,,,-1.010466,-1.129999,,"",,,,,,"D1 PROFILE",,,,
"80129500000403","Nodes","403",21.000000,49.150763,"Default Known Flow Node","Known Flow",466461.257353,134973.109928,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80129500000034","Nodes","34",21.000000,49.240751,"DDS demands","Known Flow",466455.485520,134981.342584,,0.000000,,,,,,-11.390000,,,,,-10.185142,-11.390000,,"",,,,,,"D1 PROFILE",,,,
"80129500000108","Nodes","108",21.000000,49.092119,"DDS demands","Known Flow",466466.519165,134965.229835,,0.000000,,,,,,-3.989999,,,,,-3.567929,-3.989999,,"",,,,,,"D1 PROFILE",,,,
"80129500000113","Nodes","113",21.000000,49.210570,"DDS demands","Known Flow",466318.235339,134935.059983,,0.000000,,,,,,-10.060000,,,,,-8.995832,-10.060000,,"",,,,,,"D1 PROFILE",,,,
"80129500000112","Nodes","112",21.000000,49.096865,"DDS demands","Known Flow",466357.686406,134920.690090,,0.000000,,,,,,-5.519999,,,,,-4.936082,-5.519999,,"",,,,,,"D1 PROFILE",,,,
