"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"80720000000200","Nodes","-4904546",21.000000,29.077696,"Default Known Flow Node","Known Flow",446872.899952,213856.187477,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80720000000013","Nodes","13",21.000000,30.534841,"DDS demands","Known Flow",447241.012854,214030.835450,,0.000000,,,,-9.920000,,-8.870642,-9.920000,,"",,,,"D1 PROFILE",
"80720000000012","Nodes","12",21.000000,32.497136,"DDS demands","Known Flow",447067.512807,213998.960441,,0.000000,-4.280000,,,-4.780000,,-8.101614,-9.060000,,"","C1 PROFILE",,,"D1 PROFILE",
"80720000000008","Nodes","8",21.000000,32.618316,"DDS demands","Known Flow",447063.637806,214014.210445,,0.000000,,,,-3.670000,,-3.281779,-3.670000,,"",,,,"D1 PROFILE",
"80720000000027","Nodes","27",21.000000,36.371051,"DDS demands","Known Flow",446997.665232,214242.743917,,0.000000,,-3.029999,,-19.019999,,-19.717504,-22.050000,,"",,"C3  PROFILE",,"D1 PROFILE",
"80720000000005","Nodes","5",21.000000,45.816471,"Default Known Flow Node","Known Flow",446773.515765,214722.487831,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80720000000001","Nodes","Begbroke DG, Constant, Site ID 4334",21.000000,45.999998,"Default Known Pressure Node","Known Pressure",446773.137727,214729.210640,,3919.999953,,,,,,354.780063,396.749014,,"",,,,,
"80720000000006","Nodes","6",21.000000,44.496950,"Default Known Flow Node","Known Flow",446810.637737,214651.210618,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80720000000026","Nodes","26",21.000000,40.627342,"Default Known Flow Node","Known Flow",446895.580202,214454.796284,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80720000000007","Nodes","7",21.000000,44.539632,"Default Known Flow Node","Known Flow",446768.262726,214626.335612,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
