"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"80018300000027","Nodes","27",21.000000,22.676931,"DDS demands","Known Flow",490925.093750,234375.093750,,0.000000,,,-4.110000,,,,-3.675235,-4.110000,,"",,,"C3  PROFILE",,,
"80018300001004","Nodes","1004",21.000000,26.655632,"Default Known Flow Node","Known Flow",491305.406250,234340.953125,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80018300001003","Nodes","1003",21.000000,26.405723,"Default Known Flow Node","Known Flow",491130.500000,234452.796875,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80018300001005","Nodes","1005",21.000000,26.247645,"Default Known Flow Node","Known Flow",491530.968750,233619.343750,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80018300001006","Nodes","1006",21.000000,26.269837,"Default Known Flow Node","Known Flow",491600.386229,233408.895310,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80018300000029","Nodes","29",21.000000,26.031814,"DDS demands","Known Flow",491757.883131,233406.912658,,0.000000,,,,-40.560001,-2.289999,,-38.317238,-42.850001,,"",,,,"C4 PROFILE","D1 PROFILE",
"80018300001000","Nodes","1000",21.000000,25.474063,"Default Known Flow Node","Known Flow",490965.872715,234427.043338,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80018300000034","Nodes","34",21.000000,26.811383,"Default Known Flow Node","Known Flow",490776.812500,234737.093750,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80018300001001","Nodes","1001",21.000000,26.806433,"Default Known Flow Node","Known Flow",490795.875000,234728.125000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80018300000028","Nodes","28",21.000000,22.501677,"DDS demands","Known Flow",490951.500000,234428.296875,,0.000000,,,,,-3.240000,,-2.897266,-3.240000,,"",,,,,"D1 PROFILE",
"80018300009001","Nodes","9001",21.000000,22.499252,"DDS demands","Known Flow",490972.772120,234436.918957,,0.000000,,,,,-1.220000,,-1.090945,-1.220000,,"",,,,,"D1 PROFILE",
"80018300001007","Nodes","1007",21.000000,22.903199,"Default Known Flow Node","Known Flow",491059.593750,234449.796875,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80018300000031","Nodes","31",21.000000,27.697644,"DDS demands","Known Flow",490711.812500,234565.906250,,0.000000,,,,,-3.559999,,-3.183415,-3.559999,,"",,,,,"D1 PROFILE",
"80018300000033","Nodes","33",21.000000,26.917916,"DDS demands","Known Flow",490737.000000,234540.796875,,0.000000,,,,,-2.219999,,-1.985163,-2.219999,,"",,,,,"D1 PROFILE",
"80018300000024","Nodes","24",21.000000,26.297207,"DDS demands","Known Flow",490756.593750,234518.906250,,0.000000,,,,,-14.210000,,-12.706836,-14.210000,,"",,,,,"D1 PROFILE",
"80018300000026","Nodes","26",21.000000,22.521607,"DDS demands","Known Flow",490937.406250,234429.296875,,0.000000,,,,,-15.810000,,-14.137584,-15.810000,,"",,,,,"D1 PROFILE",
"80018300000001","Nodes","BOW BRICKHILL DG",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",490038.000000,234693.500000,,999998.967025,,,,,,,291.899524,326.429990,,"",,,,,,
"80018300000010","Nodes","10",21.000000,49.873431,"DDS demands","Known Flow",490039.906250,234694.000000,,0.000000,,,,,-1.049999,-6.000000,-6.304236,-7.049999,,"",,,,,"D1 PROFILE","I2 PROFILE"
"80018300000013","Nodes","13",21.000000,39.782755,"DDS demands","Known Flow",490056.312500,234585.796875,,0.000000,,,,,-9.069999,,-8.110555,-9.069999,,"",,,,,"D1 PROFILE",
"80018300000012","Nodes","12",21.000000,40.018913,"DDS demands","Known Flow",490099.406250,234578.500000,,0.000000,,,,,-26.030000,,-23.276492,-26.030000,,"",,,,,"D1 PROFILE",
"80018300000011","Nodes","11",21.000000,46.158866,"DDS demands","Known Flow",490106.812500,234682.296875,,0.000000,,,,,-10.880000,,-9.729090,-10.880000,,"",,,,,"D1 PROFILE",
