"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80004500306101","Nodes","","21.000000","23.005066","Default Known Flow Node","Known Flow","439721.385000","186464.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001379","Nodes","","21.000000","22.959217","DDS demands","Known Flow","439722.260000","186425.330000","","0.000000","","","","","","-1.840000","","-6.869999","","","","-7.788637","-8.709999","","","","","","","","D1 PROFILE","","I2 PROFILE","","",""
"80004500001252","Nodes","","21.000000","68.407909","Default Known Flow Node","Known Flow","438457.322500","189686.970625","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001253","Nodes","","21.000000","68.407909","Default Known Flow Node","Known Flow","438466.148557","189665.338917","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500003757","Nodes","","21.000000","69.927489","Default Known Flow Node","Known Flow","438518.885000","189706.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500003751","Nodes","","21.000000","68.183742","Default Known Flow Node","Known Flow","438448.260000","189684.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001250","Nodes","","21.000000","24.698478","Default Known Flow Node","Known Flow","438037.891580","188294.449768","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500189348","Nodes","","21.000000","24.594661","Default Known Flow Node","Known Flow","438035.135000","188331.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001089","Nodes","","21.000000","24.698879","DDS demands","Known Flow","438038.010000","188292.955000","","0.000000","","","","","","-0.820000","","-24.999999","","","","-23.088703","-25.819998","","","","","","","","D1 PROFILE","","I2 PROFILE","","",""
"80004500001248","Nodes","","21.000000","26.615130","Default Known Flow Node","Known Flow","439029.630789","187435.330901","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001249","Nodes","","21.000000","26.615130","Default Known Flow Node","Known Flow","439014.885000","187400.298750","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001192","Nodes","","21.000000","27.745316","Default Known Flow Node","Known Flow","439070.260000","187598.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001193","Nodes","","21.000000","26.571085","DDS demands","Known Flow","439032.010000","187429.580000","","0.000000","-9.999999","","","","","","","","","","","-8.942177","-9.999999","","","C1 PROFILE","","","","","","","","","",""
"80004500001243","Nodes","","21.000000","41.416311","Default Known Flow Node","Known Flow","441044.916250","188419.439375","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001244","Nodes","","21.000000","41.324449","Default Known Flow Node","Known Flow","441013.010000","188371.986250","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001129","Nodes","","21.000000","40.975988","DDS demands","Known Flow","441070.322500","188426.642500","","0.000000","","","","","","","","-5.339999","","","","-4.775123","-5.339999","","","","","","","","","","I2 PROFILE","","",""
"80004500193056","Nodes","","21.000000","42.216942","Default Known Flow Node","Known Flow","441004.010000","188399.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001128","Nodes","","21.000000","40.952584","Default Known Flow Node","Known Flow","441118.259825","188385.827321","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001125","Nodes","","21.000000","40.952584","Default Known Flow Node","Known Flow","441136.010000","188424.267500","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001241","Nodes","","21.000000","24.276020","DDS demands","Known Flow","439955.642223","187844.071668","","0.000000","-2.460000","","","","","","","","","","","-2.199775","-2.460000","","","C1 PROFILE","","","","","","","","","",""
"80004500001242","Nodes","","21.000000","24.276020","Default Known Flow Node","Known Flow","439968.009781","187863.069935","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001239","Nodes","","21.000000","24.289103","Default Known Flow Node","Known Flow","439955.894897","187840.580001","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001240","Nodes","","21.000000","24.256082","DDS demands","Known Flow","439981.385000","187838.673750","","0.000000","","","","","","-4.230000","","","","","","-3.782541","-4.230000","","","","","","","","D1 PROFILE","","","","",""
"80004500009010","Nodes","","21.000000","24.224572","DDS demands","Known Flow","439950.010000","187865.830000","","0.000000","-5.509999","","","","","","","","","","","-4.927140","-5.509999","","","C1 PROFILE","","","","","","","","","",""
"80004500001167","Nodes","","21.000000","28.066692","DDS demands","Known Flow","440138.541250","187776.798750","","0.000000","","","","","","-5.519999","","","","","","-4.936082","-5.519999","","","","","","","","D1 PROFILE","","","","",""
"80004500184125","Nodes","","21.000000","27.561639","Default Known Flow Node","Known Flow","440117.385000","187785.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001236","Nodes","","21.000000","33.610514","Default Known Flow Node","Known Flow","440426.511257","187864.074806","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001257","Nodes","","21.000000","33.556742","Default Known Flow Node","Known Flow","440514.510000","187892.173750","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500000952","Nodes","","21.000000","33.565045","Default Known Flow Node","Known Flow","440517.510000","187880.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001233","Nodes","","21.000000","39.846667","Default Known Flow Node","Known Flow","440464.822500","188178.970625","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001234","Nodes","","21.000000","39.892654","Default Known Flow Node","Known Flow","440446.761123","188130.953851","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500000685","Nodes","","21.000000","40.633338","Default Known Flow Node","Known Flow","440485.510000","188175.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500000689","Nodes","","21.000000","39.151611","DDS demands","Known Flow","440447.010000","188183.955000","","0.000000","","","","","","-5.680000","","","","","","-5.079156","-5.680000","","","","","","","","D1 PROFILE","","","","",""
"80004500001229","Nodes","","21.000000","41.481193","Default Known Flow Node","Known Flow","440119.822500","188261.392500","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001325","Nodes","","21.000000","41.481193","DDS demands","Known Flow","440094.103750","188226.080000","","0.000000","","","","","","-15.039999","","","","","","-13.449036","-15.039999","","","","","","","","D1 PROFILE","","","","",""
"80004500001230","Nodes","","21.000000","41.481193","Default Known Flow Node","Known Flow","440158.761996","188221.830400","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001231","Nodes","","21.000000","41.481193","Default Known Flow Node","Known Flow","440181.010000","188242.267500","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001232","Nodes","","21.000000","41.481193","Default Known Flow Node","Known Flow","440185.916250","188210.845625","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001210","Nodes","","21.000000","41.562493","Default Known Flow Node","Known Flow","440067.261312","188227.453067","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001228","Nodes","","21.000000","41.562493","Default Known Flow Node","Known Flow","440076.916250","188192.814375","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001324","Nodes","","21.000000","41.516610","Default Known Flow Node","Known Flow","440079.135000","188226.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500000501","Nodes","","21.000000","41.624692","Default Known Flow Node","Known Flow","440052.760000","188233.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001149","Nodes","","21.000000","33.565666","Default Known Flow Node","Known Flow","439502.195086","188101.846691","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001147","Nodes","","21.000000","33.612086","DDS demands","Known Flow","439476.291250","188125.205000","","0.000000","-55.450001","","","","","-0.399999","","","","","","-49.942064","-55.850000","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"80004500001148","Nodes","","21.000000","33.612086","Default Known Flow Node","Known Flow","439510.996925","188135.319884","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001266","Nodes","","21.000000","32.704426","Default Known Flow Node","Known Flow","439522.885000","188062.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001146","Nodes","","21.000000","31.100942","Default Known Flow Node","Known Flow","439043.822500","187778.767500","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001041","Nodes","","21.000000","31.386206","DDS demands","Known Flow","439026.260000","187877.580000","","0.000000","","","","","","-17.020000","","","","","","-15.219586","-17.020000","","","","","","","","D1 PROFILE","","","","",""
"80004500001143","Nodes","","21.000000","24.581753","DDS demands","Known Flow","438213.385214","188373.578448","","0.000000","","","","","","-0.779999","","","","","","-0.697489","-0.779999","","","","","","","","D1 PROFILE","","","","",""
"80004500001144","Nodes","","21.000000","24.487723","Default Known Flow Node","Known Flow","438219.791250","188401.611250","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500008002","Nodes","","21.000000","24.581328","Default Known Flow Node","Known Flow","438050.322500","188352.783125","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80004500001091","Nodes","","21.000000","24.475134","DDS demands","Known Flow","438207.885000","188401.080000","","0.000000","","","","","","-6.139999","","","","","","-5.490497","-6.139999","","","","","","","","D1 PROFILE","","","","",""
