"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"80320500000026","Nodes","26",21.000000,63.560686,"DDS demands","Known Flow",474437.922560,132996.024089,,0.000000,,,,-2.910000,-2.602174,-2.910000,,"",,,,"D1 PROFILE"
"80320500000027","Nodes","27",21.000000,63.528462,"DDS demands","Known Flow",474498.906250,132903.906250,,0.000000,,,,-0.779999,-0.697489,-0.779999,,"",,,,"D1 PROFILE"
"80320500000030","Nodes","30",21.000000,62.785226,"DDS demands","Known Flow",474370.992707,133449.280431,,0.000000,,,,-5.030000,-4.497916,-5.030000,,"",,,,"D1 PROFILE"
"80320500000042","Nodes","42",21.000000,62.701706,"Default Known Flow Node","Known Flow",474404.798403,133480.503747,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80320500000014","Nodes","14",21.000000,62.163678,"DDS demands","Known Flow",474323.620016,133495.604201,,0.000000,,,,-10.970000,-9.809570,-10.970000,,"",,,,"D1 PROFILE"
"80320500000013","Nodes","13",21.000000,64.229539,"DDS demands","Known Flow",474429.529455,133323.479132,,0.000000,,,,-3.420000,-3.058225,-3.420000,,"",,,,"D1 PROFILE"
"80320500000029","Nodes","29",21.000000,63.956867,"DDS demands","Known Flow",474429.462475,133329.520624,,0.000000,,,,-1.019999,-0.912102,-1.019999,,"",,,,"D1 PROFILE"
"80320500000012","Nodes","12",21.000000,64.932773,"Default Known Flow Node","Known Flow",474472.447668,133297.479681,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80320500000011","Nodes","HONEY LANE DG",21.000000,64.999998,"Default Known Pressure Node","Known Pressure",474477.226979,133299.773750,,999998.967025,,,,,124.215795,138.909995,,"",,,,
"80320500000028","Nodes","28",21.000000,61.845135,"DDS demands","Known Flow",474529.369270,133006.509725,,0.000000,,,,-14.430000,-12.903564,-14.430000,,"",,,,"D1 PROFILE"
"80320500000040","Nodes","40",21.000000,59.380919,"Default Known Flow Node","Known Flow",473997.228798,133770.204388,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80320500000022","Nodes","22",21.000000,59.043990,"DDS demands","Known Flow",473995.705013,133987.577239,,0.000000,,-6.000000,0.000000,,-5.365307,-6.000000,,"",,"","C4 PROFILE",
"80320500000019","Nodes","19",21.000000,59.436448,"DDS demands","Known Flow",473999.000000,133705.593750,,0.000000,,,,-1.070000,-0.956813,-1.070000,,"",,,,"D1 PROFILE"
"80320500000020","Nodes","20",21.000000,58.107113,"DDS demands","Known Flow",473776.382010,133741.593979,,0.000000,,,,-16.209998,-14.495270,-16.209998,,"",,,,"D1 PROFILE"
"80320500000039","Nodes","39",21.000000,56.622069,"DDS demands","Known Flow",473701.586515,133890.507808,,0.000000,,,0.000000,-9.790000,-8.754393,-9.790000,,"",,,"C4 PROFILE","D1 PROFILE"
"80320500000021","Nodes","21",21.000000,56.681782,"DDS demands","Known Flow",473577.850758,133942.279834,,0.000000,,,,-3.989999,-3.567929,-3.989999,,"",,,,"D1 PROFILE"
"80320500000031","Nodes","31",21.000000,61.606450,"DDS demands","Known Flow",474252.411770,133539.042959,,0.000000,,,,-1.429999,-1.278731,-1.429999,,"",,,,"D1 PROFILE"
"80320500000018","Nodes","18",21.000000,59.624799,"DDS demands","Known Flow",474034.298548,133725.308995,,0.000000,,,,-2.789999,-2.494867,-2.789999,,"",,,,"D1 PROFILE"
"80320500000034","Nodes","34",21.000000,60.121152,"DDS demands","Known Flow",474080.276825,133701.525792,,0.000000,,,,-0.140000,-0.125190,-0.140000,,"",,,,"D1 PROFILE"
"80320500000038","Nodes","38",21.000000,60.121152,"Default Known Flow Node","Known Flow",474091.122585,133719.614971,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80320500000037","Nodes","37",21.000000,61.477688,"Default Known Flow Node","Known Flow",474226.239816,133506.498020,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80320500000035","Nodes","35",21.000000,59.823107,"Default Known Flow Node","Known Flow",474041.115883,133716.671121,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80320500000033","Nodes","33",21.000000,60.121152,"Default Known Flow Node","Known Flow",474078.921105,133697.652306,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80320500000016","Nodes","16",21.000000,60.599566,"DDS demands","Known Flow",474147.311137,133620.478174,,0.000000,-4.139999,,-7.349999,-25.560000,-33.130774,-37.049999,,"","C1 PROFILE",,"","D1 PROFILE"
"80320500000017","Nodes","17",21.000000,60.515763,"Default Known Flow Node","Known Flow",474174.342955,133640.086329,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80320500000032","Nodes","32",21.000000,61.435819,"Default Known Flow Node","Known Flow",474231.076459,133551.558971,,0.000000,,,,,0.000000,0.000000,,"",,,,
