"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80003300001797","Nodes","1797",21.000000,37.000394,"DDS demands","Known Flow",482525.720456,213041.749181,,0.000000,,,,,,,-1.919999,,,,,,,,,-1.716898,-1.919999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300003962","Nodes","3962",21.000000,37.050034,"DDS demands","Known Flow",482571.365468,212929.457150,,0.000000,,,,,,,-0.750000,,,,,,,,,-0.670663,-0.750000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300003963","Nodes","3963",21.000000,36.972609,"DDS demands","Known Flow",482565.772467,212900.710142,,0.000000,,,,,,,-4.770000,,,,,,,,,-4.265419,-4.770000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-117274","Nodes","-117274",21.000000,36.855235,"Default Known Flow Node","Known Flow",482388.130019,213055.743131,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-454545","Nodes","-454545",21.000000,36.855235,"Default Known Flow Node","Known Flow",482386.647418,213059.710185,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001070","Nodes","1070",21.000000,38.468761,"DDS demands","Known Flow",482708.647505,212750.585101,,0.000000,,,,,,,-14.519999,,,,,,,,,-12.984044,-14.519999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001071","Nodes","1071",21.000000,38.500281,"DDS demands","Known Flow",482744.022515,212717.085092,,0.000000,,,,,,,-1.860000,,,,,,,,,-1.663245,-1.860000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001063","Nodes","1063",21.000000,33.541668,"DDS demands","Known Flow",482431.397430,213097.585196,,0.000000,,,,,,,-3.710000,,,,,,,,,-3.317548,-3.710000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001787","Nodes","1787",21.000000,32.369833,"DDS demands","Known Flow",482261.522384,212873.335135,,0.000000,,,,,,,-7.259999,,,,,,,,,-6.492022,-7.259999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-103432","Nodes","-103432",21.000000,36.667381,"Default Known Flow Node","Known Flow",482230.895261,213005.590189,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001422","Nodes","1422",21.000000,36.783617,"DDS demands","Known Flow",482429.522429,213058.335185,,0.000000,,,,,,,-1.039999,,,,,,,,,-0.929986,-1.039999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001801","Nodes","1801",21.000000,36.785581,"DDS demands","Known Flow",482438.756228,213034.536941,,0.000000,,,,,,,-6.749999,,,,,,,,,-6.035970,-6.749999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300004337","Nodes","4337",21.000000,36.781155,"Default Known Flow Node","Known Flow",482280.522389,212986.085165,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300013975","Nodes",,0.000000,32.092816,"Default Known Flow Node","Known Flow",482379.522416,212818.210120,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001466","Nodes","1466, 73485, Wendover Road, 13.01",22.999998,26.517461,"CSEP DDS Matched","Known Flow",482718.755525,212874.907159,,0.000000,,,,,,,,-13.009999,,,,,,,,-11.633774,-13.009999,,"",,,,,,,,"DC PROFILE",,,,,,,
"800033-111564","Nodes","-111564",21.000000,25.946529,"Default Known Flow Node","Known Flow",482858.022546,212789.210112,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014022","Nodes",,0.000000,42.377233,"Default Known Flow Node","Known Flow",482867.412549,212749.165101,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001822","Nodes","1822",21.000000,39.823756,"DDS demands","Known Flow",482784.207477,212660.278623,,0.000000,,,,,,,-29.809998,,,,,,,,,-26.656635,-29.809998,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300014024","Nodes",,0.000000,33.799627,"Default Known Flow Node","Known Flow",482361.894087,213161.213502,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300004335","Nodes","4335",21.000000,36.760344,"Default Known Flow Node","Known Flow",482197.897366,212930.835150,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001816","Nodes","1816",21.000000,37.258493,"DDS demands","Known Flow",482692.779826,212850.577726,,0.000000,,,,,,,-28.340000,,,,,,,,,-25.342135,-28.340000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001817","Nodes","1817",21.000000,37.281507,"DDS demands","Known Flow",482703.397504,212861.085131,,0.000000,-21.770001,,,,,,-7.610000,,,,,,,,,-26.272123,-29.380002,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80003300014026","Nodes",,0.000000,37.057464,"Default Known Flow Node","Known Flow",482551.897463,212870.210134,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000022","Nodes",,21.000000,37.093115,"Default Known Flow Node","Known Flow",482593.217601,212827.375623,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014028","Nodes",,0.000000,38.381859,"Default Known Flow Node","Known Flow",482641.397487,212683.960083,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014029","Nodes",,0.000000,38.381859,"Default Known Flow Node","Known Flow",482635.772486,212681.085082,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014030","Nodes",,0.000000,36.919994,"Default Known Flow Node","Known Flow",482434.772431,213158.335212,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300002002","Nodes","2002",21.000000,33.799605,"Default Known Flow Node","Known Flow",482231.022375,213151.335210,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300013929","Nodes",,0.000000,32.635099,"Default Known Flow Node","Known Flow",482346.814407,212721.926093,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014034","Nodes",,0.000000,32.635099,"Default Known Flow Node","Known Flow",482340.072405,212710.105090,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300013973","Nodes",,0.000000,37.050474,"Default Known Flow Node","Known Flow",482597.937475,212956.833157,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001346","Nodes","1346",21.000000,34.157285,"Default Known Flow Node","Known Flow",482494.390467,212619.131072,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001333","Nodes","1333",21.000000,34.157285,"Default Known Flow Node","Known Flow",482494.792817,212590.119660,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-117246","Nodes","-117246",21.000000,31.975246,"Default Known Flow Node","Known Flow",482288.772391,213187.585220,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-117254","Nodes","-117254",21.000000,31.975246,"Default Known Flow Node","Known Flow",482317.897399,213223.710230,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300002013","Nodes","2013",21.000000,33.107497,"DDS demands","Known Flow",482195.272366,212808.210117,,0.000000,,,,,,,-3.819999,,,,,,,,,-3.415912,-3.819999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001821","Nodes","1821",21.000000,38.381859,"DDS demands","Known Flow",482647.772489,212686.085084,,0.000000,,,,,,,-55.400001,,,,,,,,,-49.539673,-55.400001,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300014042","Nodes",,0.000000,37.043200,"Default Known Flow Node","Known Flow",482505.747450,212909.460145,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000017","Nodes",,21.000000,37.065634,"Default Known Flow Node","Known Flow",482498.147448,212890.460139,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014046","Nodes",,0.000000,38.567498,"Default Known Flow Node","Known Flow",482767.277521,212828.538122,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014047","Nodes",,0.000000,38.561892,"Default Known Flow Node","Known Flow",482770.509522,212816.216119,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014048","Nodes",,0.000000,28.918776,"Default Known Flow Node","Known Flow",482591.296474,212996.476168,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003964","Nodes","3964",21.000000,37.060000,"DDS demands","Known Flow",482485.522445,212881.335137,,0.000000,,,,,,,-0.610000,,,,,,,,,-0.545472,-0.610000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300003965","Nodes","3965",21.000000,37.051324,"DDS demands","Known Flow",482493.272447,212865.335133,,0.000000,,,,,,,-2.539999,,,,,,,,,-2.271313,-2.539999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300013985","Nodes",,0.000000,36.997961,"Default Known Flow Node","Known Flow",482491.718446,213075.424190,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001796","Nodes","1796",21.000000,36.998228,"Default Known Flow Node","Known Flow",482495.451524,213071.723241,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001802","Nodes","1802",21.000000,36.979809,"DDS demands","Known Flow",482465.897439,212969.835161,,0.000000,,,,,,,-22.150000,,,,,,,,,-19.806927,-22.150000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300014053","Nodes",,0.000000,36.979641,"Default Known Flow Node","Known Flow",482468.366440,212972.497162,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001803","Nodes","1803",21.000000,36.936120,"DDS demands","Known Flow",482414.397425,212985.585165,,0.000000,,,,,,,-1.720000,,,,,,,,,-1.538054,-1.720000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-182055","Nodes","-182055",21.000000,37.058734,"Default Known Flow Node","Known Flow",482481.147444,212878.210136,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001842","Nodes","1842",21.000000,36.863890,"Default Known Flow Node","Known Flow",482428.772429,213148.085209,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001072","Nodes","1072",21.000000,38.381859,"Default Known Flow Node","Known Flow",482634.647485,212690.585085,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000015","Nodes",,21.000000,36.992113,"Default Known Flow Node","Known Flow",482458.272437,212963.210159,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014061","Nodes",,0.000000,37.077145,"Default Known Flow Node","Known Flow",482481.176444,212937.764152,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000016","Nodes",,21.000000,36.948794,"Default Known Flow Node","Known Flow",482438.959432,212976.599163,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001815","Nodes","1815",21.000000,36.901686,"DDS demands","Known Flow",482424.272428,212896.460141,,0.000000,,,,,,,-3.240000,,,,,,,,,-2.897266,-3.240000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-111542","Nodes","-111542",21.000000,37.062761,"Default Known Flow Node","Known Flow",482506.718243,212925.030003,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000018","Nodes",,21.000000,37.081230,"Default Known Flow Node","Known Flow",482491.885910,212925.427628,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-117297","Nodes","-117297",21.000000,36.824918,"Default Known Flow Node","Known Flow",482462.397438,213546.460318,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-109127","Nodes","-109127",21.000000,37.193890,"Default Known Flow Node","Known Flow",482500.907086,213508.727335,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003886","Nodes","3886",21.000000,37.219625,"DDS demands","Known Flow",482503.928116,213505.722891,,0.000000,,,,,,,-16.100000,,,,,,,,,-14.396908,-16.100000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001001","Nodes","1001",21.000000,38.228148,"DDS demands","Known Flow",482609.507893,213414.582868,,0.000000,,,,,,,-15.829999,,,,,,,,,-14.155468,-15.829999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300002267","Nodes","2267",21.000000,36.040799,"Default Known Flow Node","Known Flow",482408.772424,213420.210283,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003891","Nodes","3891",21.000000,36.040799,"Default Known Flow Node","Known Flow",482416.117703,213427.297834,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003893","Nodes","3893",21.000000,38.237937,"DDS demands","Known Flow",482583.272471,213370.210270,,0.000000,,,,-5.680000,,,,,,,,,,,,-5.079157,-5.680000,,"",,,,"C4 PROFILE",,,,,,,,,,,
"80003300000996","Nodes","996",21.000000,38.643086,"DDS demands","Known Flow",482624.272482,213414.960282,,0.000000,,,,,,,-1.510000,,,,,,,,,-1.350269,-1.510000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-109141","Nodes","-109141",21.000000,37.990893,"Default Known Flow Node","Known Flow",482604.897477,213411.460281,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-109138","Nodes","-109138",21.000000,38.086918,"Default Known Flow Node","Known Flow",482595.272108,213398.085522,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300004287","Nodes","4287 (C1, -58.830)",21.000000,48.699928,"DDS demands","Known Flow",482701.647504,213783.210382,,0.000000,0.000000,,,-58.830001,,,,,,,,,,,,-52.606839,-58.830001,,"","C1 PROFILE",,,"C4 PROFILE",,,,,,,,,,,
"80003300004288","Nodes","4288",21.000000,48.742335,"Default Known Flow Node","Known Flow",482729.147511,213740.460371,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001012","Nodes","1012",21.000000,37.645235,"DDS demands","Known Flow",482414.772425,213722.835366,,0.000000,,,,,,,-3.020000,,,,,,,,,-2.700538,-3.020000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001011","Nodes","1011",21.000000,37.731951,"Default Known Flow Node","Known Flow",482426.647429,213729.960368,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000412","Nodes","412",21.000000,39.467417,"Default Known Flow Node","Known Flow",482529.272457,213696.835359,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001014","Nodes","1014",21.000000,39.433751,"DDS demands","Known Flow",482538.772459,213683.710355,,0.000000,-1.570000,,,,,,-3.240000,,,,,,,,,-4.301188,-4.810000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80003300000983","Nodes","983",21.000000,42.819565,"Default Known Flow Node","Known Flow",482704.772504,213642.335344,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-109181","Nodes","-109181",21.000000,42.842053,"Default Known Flow Node","Known Flow",482708.125103,213641.217811,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-109144","Nodes","-109144",21.000000,40.967395,"Default Known Flow Node","Known Flow",482608.897478,213657.335348,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-109142","Nodes","-109142",21.000000,40.967395,"Default Known Flow Node","Known Flow",482605.148470,213663.714074,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001280","Nodes","1280",21.000000,40.972733,"DDS demands","Known Flow",482719.655417,213547.328774,,0.000000,,,,,,,-3.720000,,,,,,,,,-3.326490,-3.720000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000990","Nodes","990",21.000000,41.089762,"DDS demands","Known Flow",482724.522510,213553.210320,,0.000000,,,,,,,-1.960000,,,,,,,,,-1.752667,-1.960000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000991","Nodes","991",21.000000,35.974980,"DDS demands","Known Flow",482599.022476,213602.835333,,0.000000,,,,,,,-7.420000,,,,,,,,,-6.635097,-7.420000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300004203","Nodes","4203",21.000000,35.829825,"DDS demands","Known Flow",482617.272481,213597.960332,,0.000000,,-30.200001,,,,,-12.749999,,,,,,,,,-38.406660,-42.950001,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,
"80003300001007","Nodes","1007",21.000000,36.536947,"Default Known Flow Node","Known Flow",482383.272417,213743.210371,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001008","Nodes","1008",21.000000,36.003016,"DDS demands","Known Flow",482380.147416,213735.085369,,0.000000,-13.199999,,,-8.709999,,,-3.530000,,,,,,,,,-22.748902,-25.439999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"80003300014082","Nodes",,0.000000,37.525342,"Default Known Flow Node","Known Flow",482547.522462,213268.960242,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300002260","Nodes","2260",21.000000,37.525342,"Default Known Flow Node","Known Flow",482571.076631,213261.650519,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000814","Nodes","814",21.000000,30.195350,"DDS demands","Known Flow",482248.397380,213720.585365,,0.000000,,,,,,,-5.899999,,,,,,,,,-5.275885,-5.899999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000433","Nodes","433 (C1, -166.120; C4, -5.360; I2, -17.610)",21.000000,30.306344,"DDS demands","Known Flow",482223.522373,213739.460370,,0.000000,-166.119999,,,-3.069999,,,,,,-17.610000,,,,,,-167.039902,-186.800005,,"","C1 PROFILE",,,"C4 PROFILE",,,,,,"I2 PROFILE",,,,,
"80003300014085","Nodes",,0.000000,37.125618,"Default Known Flow Node","Known Flow",482294.522393,213448.710291,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001989","Nodes","1989",21.000000,37.082356,"Default Known Flow Node","Known Flow",482321.772400,213517.085310,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300004398","Nodes","4398",21.000000,29.511883,"Default Known Flow Node","Known Flow",482185.443262,213681.430236,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-103430","Nodes","-103430",21.000000,29.468050,"Default Known Flow Node","Known Flow",482205.022368,213667.335351,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-117293","Nodes","-117293",21.000000,36.675050,"Default Known Flow Node","Known Flow",482451.272435,213557.335321,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000425","Nodes","425",21.000000,36.768535,"DDS demands","Known Flow",482460.772605,213548.082280,,0.000000,,,,,,,-16.760000,,,,,,,,,-14.987092,-16.760000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001003","Nodes","1003",21.000000,36.195263,"DDS demands","Known Flow",482334.647404,213468.460297,,0.000000,,,,,,,-5.500000,,,,,,,,,-4.918198,-5.500000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000430","Nodes","430",21.000000,36.295997,"DDS demands","Known Flow",482370.897414,213498.085305,,0.000000,,,,-2.339999,,,-9.130000,,,,,,,,,-10.256680,-11.470000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"800033-182029","Nodes","-182029",21.000000,37.051000,"Default Known Flow Node","Known Flow",482372.772414,213665.085350,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-182026","Nodes","-182026",21.000000,37.051000,"Default Known Flow Node","Known Flow",482366.897412,213661.585349,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300014094","Nodes",,0.000000,37.323149,"Default Known Flow Node","Known Flow",482460.147438,213373.335271,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300004264","Nodes","4264",21.000000,37.323149,"DDS demands","Known Flow",482458.397437,213366.085269,,0.000000,,,,,,,-8.640000,,,,,,,,,-7.726043,-8.640000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300001281","Nodes","1281",21.000000,39.721357,"DDS demands","Known Flow",482665.147494,213481.960300,,0.000000,-2.920000,,,,,,-12.329999,,,,,,,,,-13.636822,-15.250000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80003300000994","Nodes","994",21.000000,39.854007,"DDS demands","Known Flow",482671.147495,213488.710302,,0.000000,,,,,,,-1.820000,,,,,,,,,-1.627476,-1.820000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000424","Nodes","424",21.000000,36.530306,"DDS demands","Known Flow",482521.397454,213591.960330,,0.000000,-1.339999,,,,,,-33.659998,,,,,,,,,-31.297625,-34.999999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80003300014098","Nodes",,0.000000,37.323149,"Default Known Flow Node","Known Flow",482413.022425,213420.210283,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000422","Nodes","422",21.000000,34.909000,"DDS demands","Known Flow",482426.022429,213597.210332,,0.000000,,,,,,,-12.520000,,,,,,,,,-11.195608,-12.520000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000421","Nodes","421",21.000000,35.948317,"DDS demands","Known Flow",482541.397460,213648.960346,,0.000000,-1.299999,,,,,,-12.040000,,,,,,,,,-11.928867,-13.340000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80003300004293","Nodes","4293",21.000000,42.584122,"Default Known Flow Node","Known Flow",482806.522532,213626.585340,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001277","Nodes","1277",21.000000,43.287874,"Default Known Flow Node","Known Flow",482772.034543,213668.198498,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-117249","Nodes","-117249",21.000000,30.865393,"Default Known Flow Node","Known Flow",482302.022395,213270.835243,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300002151","Nodes","2151 (C1, -33.190)",21.000000,31.493345,"DDS demands","Known Flow",482319.897400,213247.960237,,0.000000,-33.189998,,,-13.590000,,,-1.399999,,,,,,,,,-43.083416,-48.179998,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"800033-222222","Nodes","-222222",21.000000,30.865393,"Default Known Flow Node","Known Flow",482306.522396,213275.210244,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000411","Nodes","411",21.000000,31.748442,"DDS demands","Known Flow",482235.022377,213789.835384,,0.000000,,,,,,,-2.990000,,,,,,,,,-2.673711,-2.990000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300003884","Nodes","3884",21.000000,35.425289,"Default Known Flow Node","Known Flow",482302.772395,213766.960378,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000998","Nodes","998",21.000000,38.295607,"Default Known Flow Node","Known Flow",482668.647495,213374.710271,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000999","Nodes","999",21.000000,38.271471,"Default Known Flow Node","Known Flow",482663.272493,213363.710268,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-109171","Nodes","-109171",21.000000,38.223854,"Default Known Flow Node","Known Flow",482683.166349,213350.116201,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000429","Nodes","429",21.000000,36.373537,"DDS demands","Known Flow",482408.147424,213528.710313,,0.000000,,,,,,,-5.789999,,,,,,,,,-5.177521,-5.789999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000431","Nodes","431",21.000000,36.364993,"DDS demands","Known Flow",482424.897428,213539.585316,,0.000000,,,,,,,-2.480000,,,,,,,,,-2.217660,-2.480000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300003885","Nodes","3885",21.000000,37.168888,"Default Known Flow Node","Known Flow",482339.772405,213462.710295,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300001987","Nodes","1987",21.000000,37.125618,"Default Known Flow Node","Known Flow",482296.298527,213448.335329,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000419","Nodes","419",21.000000,38.116236,"DDS demands","Known Flow",482475.647442,213702.210360,,0.000000,,,,,,,-2.689999,,,,,,,,,-2.405446,-2.689999,,"",,,,,,,"D1 PROFILE",,,,,,,,
