"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80003300012368","Nodes",,0.000000,39.669646,"Default Known Flow Node","Known Flow",481499.516176,213849.527400,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300012369","Nodes",,0.000000,48.558356,"Default Known Flow Node","Known Flow",481240.466106,214009.799444,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300012370","Nodes",,21.000000,48.558356,"Default Known Flow Node","Known Flow",481240.647106,213999.710441,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119384","Nodes","-119384",21.000000,43.496346,"Default Known Flow Node","Known Flow",480971.643563,214117.088110,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003830","Nodes","3830",21.000000,44.158977,"DDS demands","Known Flow",481004.272042,214208.585498,,0.000000,-4.409999,,,,,,,,,,,,,,,-3.943500,-4.409999,,"","C1 PROFILE",,,,,,,,,,,,,,
"80003300012374","Nodes",,0.000000,44.158977,"Default Known Flow Node","Known Flow",480968.772032,214236.085505,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-155164","Nodes","-155164",21.000000,45.581443,"Default Known Flow Node","Known Flow",481002.647041,213841.210398,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119426","Nodes","-119426",21.000000,45.538839,"Default Known Flow Node","Known Flow",481055.397056,213827.960394,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003825","Nodes","3825",21.000000,46.488345,"DDS demands","Known Flow",481171.522087,214048.335454,,0.000000,,,,,,,,,,0.000000,,,,,,0.000000,0.000000,,"",,,,,,,,,,"I2 PROFILE",,,,,
"80003300003824","Nodes","3824",21.000000,46.488345,"Default Known Flow Node","Known Flow",481159.397084,214060.460458,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119415","Nodes","-119415",21.000000,43.496346,"Default Known Flow Node","Known Flow",481025.022047,214072.710461,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119413","Nodes","-119413",21.000000,43.496346,"Default Known Flow Node","Known Flow",481021.894517,214078.714373,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300012365","Nodes",,0.000000,44.458344,"Default Known Flow Node","Known Flow",481444.143713,213881.908375,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000476","Nodes","476",21.000000,44.491928,"DDS demands","Known Flow",481435.408254,213904.386856,,0.000000,-6.999999,,,,,,-1.659999,,,,,,,,,-7.743927,-8.660000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80003300003829","Nodes","3829",21.000000,44.949240,"DDS demands","Known Flow",481065.522058,214033.960450,,0.000000,-17.920000,,,,,,-3.349999,,,,,,,,,-19.020014,-21.270000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"800033-119443","Nodes","-119443",21.000000,44.949240,"Default Known Flow Node","Known Flow",481074.022061,214045.460454,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003832","Nodes","3832",21.000000,43.496346,"Default Known Flow Node","Known Flow",480995.512404,214098.947791,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119398","Nodes","-119398",21.000000,43.496346,"Default Known Flow Node","Known Flow",480997.001702,214097.815924,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119444","Nodes","-119444",21.000000,43.496346,"Default Known Flow Node","Known Flow",481074.522061,214107.085470,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119418","Nodes","-119418",21.000000,43.496346,"Default Known Flow Node","Known Flow",481036.108771,214141.158459,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119380","Nodes","-119380",21.000000,43.802099,"Default Known Flow Node","Known Flow",480967.272032,214187.210492,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119388","Nodes","-119388",21.000000,43.802099,"Default Known Flow Node","Known Flow",480976.647034,214180.585490,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119493","Nodes","-119493",21.000000,47.822611,"Default Known Flow Node","Known Flow",481237.022105,214014.710445,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003827","Nodes","3827",21.000000,46.466272,"Default Known Flow Node","Known Flow",481093.522066,214079.585463,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003826","Nodes","3826",21.000000,46.466272,"Default Known Flow Node","Known Flow",481156.022083,214055.835456,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119377","Nodes","-119377",21.000000,43.062907,"Default Known Flow Node","Known Flow",480959.527749,213998.717697,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119378","Nodes","-119378",21.000000,43.062907,"Default Known Flow Node","Known Flow",480960.647030,213997.835441,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-323787","Nodes","-323787",21.000000,43.062907,"Default Known Flow Node","Known Flow",480961.772030,214001.585442,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119407","Nodes","-119407",21.000000,43.143418,"Default Known Flow Node","Known Flow",481009.272043,214403.210551,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-188686","Nodes","-188686",21.000000,43.143418,"Default Known Flow Node","Known Flow",481028.772048,214397.460549,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000006","Nodes","Group Profile 1, Aylesbury HS, Gatehouse Road DG, Site ID 8091",0.000000,49.999998,"Default Known Pressure Node","Known Pressure",481249.680108,214009.054444,,99999.002583,,,,,,,,,,,,,,,,5800.443912,6486.611232,,"",,,,,,,,,,,,,,,
"800033-193564","Nodes","-193564",21.000000,48.558356,"Default Known Flow Node","Known Flow",481243.147107,214003.835442,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300012397","Nodes",,0.000000,48.558356,"Default Known Flow Node","Known Flow",481242.306127,214007.176067,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119483","Nodes","-119483",21.000000,49.066820,"Default Known Flow Node","Known Flow",481194.023559,213885.587487,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000495","Nodes","495",21.000000,46.575185,"Default Known Flow Node","Known Flow",481174.647088,214075.210462,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000788","Nodes","788",21.000000,46.328675,"DDS demands","Known Flow",481154.034990,214088.355704,,0.000000,,,-28.550000,,,,,,,,,,,,,-25.529921,-28.550000,,"",,,"C3  PROFILE",,,,,,,,,,,,
"80003300000501","Nodes","501",21.000000,45.472679,"DDS demands","Known Flow",481131.397076,213809.960390,,0.000000,,-25.020001,,,,,,,,,,,,,,-22.373333,-25.020001,,"",,"C2 PROFILE",,,,,,,,,,,,,
"80003300012402","Nodes",,0.000000,45.528442,"Default Known Flow Node","Known Flow",481065.143314,213835.904960,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000500","Nodes","500 (I2, -39.320)",21.000000,45.538839,"DDS demands","Known Flow",481060.009598,213839.567936,,0.000000,,,,,,,,,,-37.840000,,,,,,-33.837207,-37.840000,,"",,,,,,,,,,"I2 PROFILE",,,,,
"80003300012403","Nodes",,0.000000,45.528442,"Default Known Flow Node","Known Flow",481067.272059,213839.210398,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000472","Nodes","472",21.000000,38.655505,"DDS demands","Known Flow",481458.006796,213860.142755,,0.000000,,,,,,,-12.789999,,,,,,,,,-11.437046,-12.789999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000498","Nodes","498 (I2, -65.200)",21.000000,45.653341,"DDS demands","Known Flow",481070.156695,213879.078460,,0.000000,,,,,,,,,,-65.199998,,,,,,-58.303004,-65.199998,,"",,,,,,,,,,"I2 PROFILE",,,,,
"80003300000736","Nodes","736",21.000000,45.796667,"DDS demands","Known Flow",481088.618674,213904.680198,,0.000000,-1.510000,,,,,,-0.999999,,,-8.390000,,,,,,-9.746975,-10.900000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,"I2 PROFILE",,,,,
"800033-155167","Nodes","-155167",21.000000,45.695937,"Default Known Flow Node","Known Flow",481077.022061,213873.960407,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-298897","Nodes","-298897",21.000000,43.496346,"Default Known Flow Node","Known Flow",481038.022051,214152.835483,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300004198","Nodes","4198",21.000000,49.927875,"Default Known Flow Node","Known Flow",481227.147102,213994.835440,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300009087","Nodes","9087",21.000000,49.996390,"Default Known Flow Node","Known Flow",481228.572419,213996.973416,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300004197","Nodes","4197",21.000000,49.604364,"Default Known Flow Node","Known Flow",481231.397103,213963.460431,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000474","Nodes","474",21.000000,44.447088,"DDS demands","Known Flow",481439.808296,213877.657967,,0.000000,,,,,,,-2.289999,,,,,,,,,-2.047759,-2.289999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300003823","Nodes","3823",21.000000,49.089242,"Default Known Flow Node","Known Flow",481195.522094,213887.710411,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003822","Nodes","3822",21.000000,49.146185,"Default Known Flow Node","Known Flow",481193.650465,213899.189736,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119462","Nodes","-119462",21.000000,46.364478,"Default Known Flow Node","Known Flow",481140.582087,214034.416984,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-298898","Nodes","-298898",21.000000,46.364478,"Default Known Flow Node","Known Flow",481149.772081,214028.335449,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000478","Nodes","478",21.000000,44.492927,"DDS demands","Known Flow",481445.272162,213917.335419,,0.000000,,,,,,,-3.640000,,,,,,,,,-3.254953,-3.640000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300003828","Nodes","3828",21.000000,46.208580,"DDS demands","Known Flow",481116.647072,214001.835442,,0.000000,-5.090000,,,,,,,,,,,,,,,-4.551569,-5.090000,,"","C1 PROFILE",,,,,,,,,,,,,,
"800033-119438","Nodes","-119438",21.000000,44.949240,"Default Known Flow Node","Known Flow",481069.647059,213979.710436,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-119393","Nodes","-119393",21.000000,43.062907,"Default Known Flow Node","Known Flow",480983.897036,214007.585443,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000502","Nodes","502",21.000000,45.460346,"Default Known Flow Node","Known Flow",481081.698889,214137.523890,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000789","Nodes","789",21.000000,46.328675,"Default Known Flow Node","Known Flow",481165.022085,214130.335477,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000279","Nodes",,21.000000,46.328675,"Default Known Flow Node","Known Flow",481161.551572,214099.488008,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000504","Nodes","504",21.000000,44.350936,"Default Known Flow Node","Known Flow",481018.806528,214223.546709,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300012398","Nodes",,0.000000,44.065134,"Default Known Flow Node","Known Flow",481004.647042,214264.335513,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-6","Nodes","-6, ""AYLESBURY HOLDER STATION """,21.000000,47.625269,"Default Known Flow Node","Known Flow",481166.397086,213916.085418,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300009049","Nodes","9049",21.000000,47.625269,"Default Known Flow Node","Known Flow",481166.260662,213916.712970,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300012425","Nodes",,0.000000,44.008393,"Default Known Flow Node","Known Flow",481475.806168,213912.780457,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000491","Nodes","491",21.000000,43.994161,"DDS demands","Known Flow",481500.897177,213914.835418,,0.000000,,,,,,,-4.409999,,,,,,,,,-3.943500,-4.409999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300002266","Nodes","2266",21.000000,45.147302,"Default Known Flow Node","Known Flow",481062.204188,214156.511178,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300004388","Nodes","4388",21.000000,45.460346,"Default Known Flow Node","Known Flow",481127.397075,214202.460496,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000922","Nodes","922",21.000000,40.589304,"Default Known Flow Node","Known Flow",481302.272123,214259.210512,,0.000000,,,,,,,-1.070000,,,,,,,,,-0.956813,-1.070000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000923","Nodes","923",21.000000,37.138045,"DDS demands","Known Flow",481245.272107,214268.210514,,0.000000,,,,,,,,,,-40.259997,,,,,,-36.001210,-40.259997,,"",,,,,,,,,,"I2 PROFILE",,,,,
"800033-155177","Nodes","-155177",21.000000,47.710193,"Default Known Flow Node","Known Flow",481235.272105,213992.960439,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300003820","Nodes","3820",21.000000,47.710193,"Default Known Flow Node","Known Flow",481240.538278,214003.983339,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300012431","Nodes",,0.000000,41.236384,"Default Known Flow Node","Known Flow",481367.213140,214350.270537,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000568","Nodes","568",21.000000,41.186498,"DDS demands","Known Flow",481368.168481,214353.144521,,0.000000,,,,-4.969999,,,-4.169999,,,,,,,,,-8.173151,-9.139999,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"80003300000505","Nodes","505",21.000000,43.995719,"Default Known Flow Node","Known Flow",481002.414902,214274.589404,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300002264","Nodes","2264",21.000000,45.189947,"Default Known Flow Node","Known Flow",481091.880445,214192.108841,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000784","Nodes","784",21.000000,40.990968,"Default Known Flow Node","Known Flow",481273.647115,214363.960540,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000783","Nodes","783",21.000000,40.990968,"DDS demands","Known Flow",481280.088117,214379.209544,,0.000000,,,,,,,-5.429999,,,-8.439999,,,,,,-12.402802,-13.869998,,"",,,,,,,"D1 PROFILE",,,"I2 PROFILE",,,,,
"800033-101709","Nodes","-101709",21.000000,46.605871,"Default Known Flow Node","Known Flow",481333.147131,213968.710433,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000482","Nodes","482",21.000000,46.582019,"DDS demands","Known Flow",481327.147130,213959.710430,,0.000000,,,,,,,-2.419999,,,,,,,,,-2.164007,-2.419999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-101363","Nodes","-101363",21.000000,40.670999,"Default Known Flow Node","Known Flow",481432.647158,214221.710502,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000567","Nodes","567",21.000000,40.670999,"DDS demands","Known Flow",481439.140603,214220.305204,,0.000000,,,,,,,-6.249999,,,,,,,,,-5.588861,-6.249999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300012442","Nodes",,0.000000,41.302738,"Default Known Flow Node","Known Flow",481090.972065,214443.643562,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000053","Nodes","53, P09122689, 12-25, 49-58, 61-62 & 122 147, BICHESTER ROAD, 40.61SCH",25.000000,41.103760,"CSEP Unmatched","Known Flow",481166.159160,214418.322155,,0.000000,,,,,,,,,,,,,,-40.610001,,-36.314188,-40.610001,,"",,,,,,,,,,,,,,"DC PROFILE",
"80003300000493","Nodes","493",21.000000,42.888298,"DDS demands","Known Flow",481373.272142,214030.960450,,0.000000,,,,,,,-10.039999,,,,,,,,,-8.977947,-10.039999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000489","Nodes","489",21.000000,43.215973,"DDS demands","Known Flow",481418.106770,214013.437368,,0.000000,,,,,,,-7.639999,,,,,,,,,-6.831824,-7.639999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300002249","Nodes","2249",21.000000,41.671196,"Default Known Flow Node","Known Flow",481367.397140,214306.085525,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300002250","Nodes","2250",21.000000,41.714113,"Default Known Flow Node","Known Flow",481400.897150,214324.460530,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000927","Nodes","927",21.000000,40.460435,"Default Known Flow Node","Known Flow",481413.522153,214232.835505,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000968","Nodes","968",21.000000,40.574982,"DDS demands","Known Flow",481441.266619,214227.684774,,0.000000,,,,,,,-3.160000,,,,,,,,,-2.825728,-3.160000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000934","Nodes","934",21.000000,41.518373,"DDS demands","Known Flow",481551.772191,214178.085490,,0.000000,,,,,,,-14.100000,,,,,,,,,-12.608473,-14.100000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-101386","Nodes","-101386",21.000000,41.465264,"Default Known Flow Node","Known Flow",481544.022189,214174.085489,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300012443","Nodes","12443",0.000000,43.407352,"Default Known Flow Node","Known Flow",481520.239182,214291.783521,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000565","Nodes","565",21.000000,43.411947,"DDS demands","Known Flow",481521.780204,214290.955582,,0.000000,,,,,,,-13.839999,,,,,,,,,-12.375975,-13.839999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000940","Nodes","940",21.000000,47.359567,"Default Known Flow Node","Known Flow",481378.897144,214084.460464,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-188707","Nodes","-188707",21.000000,47.359567,"Default Known Flow Node","Known Flow",481380.522144,214095.085467,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000566","Nodes","566",21.000000,41.280074,"DDS demands","Known Flow",481477.772171,214206.085497,,0.000000,,,,,,,-21.040001,,,,,,,,,-18.814344,-21.040001,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-155172","Nodes","-155172",21.000000,45.472679,"Default Known Flow Node","Known Flow",481168.772086,213819.835392,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000864","Nodes","864",21.000000,36.348316,"DDS demands","Known Flow",481547.206582,213795.366654,,0.000000,,,,,,,-3.650000,,,,,,,,,-3.263895,-3.650000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-101382","Nodes","-101382",21.000000,39.560931,"Default Known Flow Node","Known Flow",481520.522182,213860.960403,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000494","Nodes","494",21.000000,47.567081,"Default Known Flow Node","Known Flow",481239.026528,214033.467271,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-188697","Nodes","-188697",21.000000,47.567081,"Default Known Flow Node","Known Flow",481265.772113,214106.210470,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000941","Nodes","941",21.000000,47.567081,"DDS demands","Known Flow",481267.914126,214104.990336,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-188700","Nodes","-188700",21.000000,47.609566,"Default Known Flow Node","Known Flow",481279.772117,214135.085478,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"800033-101342","Nodes","-101342",21.000000,40.715058,"Default Known Flow Node","Known Flow",481295.772121,214315.085527,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000921","Nodes","921",21.000000,40.715058,"Default Known Flow Node","Known Flow",481294.647121,214303.710524,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300012465","Nodes",,0.000000,41.038351,"Default Known Flow Node","Known Flow",481323.958129,214365.157541,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000926","Nodes","926",21.000000,40.628370,"Default Known Flow Node","Known Flow",481333.272131,214237.460506,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000924","Nodes","924",21.000000,40.585375,"DDS demands","Known Flow",481301.648144,214237.995238,,0.000000,-10.819999,,,,,,,,,,,,,,,-9.675437,-10.819999,,"","C1 PROFILE",,,,,,,,,,,,,,
"80003300000480","Nodes","480",21.000000,46.644534,"DDS demands","Known Flow",481342.022134,213983.835437,,0.000000,,,,,,,-9.249999,,,,,,,,,-8.271515,-9.249999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000930","Nodes","930",21.000000,40.260495,"DDS demands","Known Flow",481389.023622,214412.584934,,0.000000,-8.590000,,,,,,-2.759999,,,,,,,,,-10.149372,-11.350000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80003300000932","Nodes","932",21.000000,39.644931,"DDS demands","Known Flow",481419.014682,214470.342167,,0.000000,-20.690000,,,,,,,,,-52.179998,,,,,,-65.161657,-72.869995,,"","C1 PROFILE",,,,,,,,,"I2 PROFILE",,,,,
"80003300003860","Nodes","3860",21.000000,39.159522,"DDS demands","Known Flow",481376.647143,214465.085568,,0.000000,-1.479999,,,,,,,,,-17.499999,,,,,,-16.972255,-18.980000,,"","C1 PROFILE",,,,,,,,,"I2 PROFILE",,,,,
"80003300000479","Nodes","479",21.000000,45.425990,"DDS demands","Known Flow",481399.397149,213946.835427,,0.000000,,,,,,,-6.020000,,,,,,,,,-5.383191,-6.020000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000485","Nodes","485",21.000000,44.208999,"DDS demands","Known Flow",481426.135027,213990.879737,,0.000000,,,,,,,-3.079999,,,,,,,,,-2.754191,-3.079999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"800033-101373","Nodes","-101373",21.000000,40.574982,"Default Known Flow Node","Known Flow",481449.272163,214225.960503,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80003300000252","Nodes","252",21.000000,47.443731,"DDS demands","Known Flow",481303.522123,214003.960442,,0.000000,-11.260000,,,,,,-1.399999,,,,,,,,,-11.320798,-12.659999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80003300000564","Nodes","564",21.000000,43.794628,"DDS demands","Known Flow",481590.956050,214257.934612,,0.000000,-6.639999,,,,,,-16.129999,,,,,,,,,-20.361340,-22.769999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80003300000847","Nodes","847",21.000000,42.491755,"DDS demands","Known Flow",481516.901292,214281.537952,,0.000000,,,,,,,-15.959999,,,,,,,,,-14.271717,-15.959999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80003300000506","Nodes","506 (C1, -5.930; I2, -16.920)",21.000000,43.989209,"DDS demands","Known Flow",481014.166044,214277.353517,,0.000000,-5.929999,,,,,,,,,-11.790000,,,,,,-15.845541,-17.719999,,"","C1 PROFILE",,,,,,,,,"I2 PROFILE",,,,,
"80003300012477","Nodes",,0.000000,40.979403,"Default Known Flow Node","Known Flow",481265.492983,214383.299082,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
