"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80014000000210","Nodes","210","21.000000","24.211748","DDS demands","Known Flow","443035.713710","234800.518101","","0.000000","","","","","-16.719998","","","","","","","-14.951322","-16.719998","","","","","","","D1 PROFILE","","","","","",""
"80014000000253","Nodes","253","21.000000","23.507318","DDS demands","Known Flow","443018.218705","234821.066107","","0.000000","","","","","-7.230000","","","","","","","-6.465195","-7.230000","","","","","","","D1 PROFILE","","","","","",""
"80014000000237","Nodes","237","21.000000","29.932749","DDS demands","Known Flow","442915.990488","235766.503855","","0.000000","","","","","-15.649999","","","","","","","-13.994510","-15.649999","","","","","","","D1 PROFILE","","","","","",""
"80014000000021","Nodes","21","21.000000","28.854052","DDS demands","Known Flow","443012.550704","235785.427369","","0.000000","","-10.960000","","","-10.100000","","","","","","","-18.832228","-21.060000","","","","C2 PROFILE","","","D1 PROFILE","","","","","",""
"80014000001006","Nodes","P10124403, Temple Close Nursery, 12.09","22.999998","43.186153","CSEP DDS Matched","Known Flow","443301.170621","236545.313474","","0.000000","","","","","","-12.090000","","","","","","-10.811094","-12.090000","","","","","","","","DC PROFILE","","","","",""
"80014000000300","Nodes","300","21.000000","27.115448","Default Known Flow Node","Known Flow","443022.463383","235842.744743","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80014000000257","Nodes","257","21.000000","35.854265","DDS demands","Known Flow","447339.691881","236187.483479","","0.000000","","","","","-10.689999","","","","","","","-9.559189","-10.689999","","","","","","","D1 PROFILE","","","","","",""
"80014000001005","Nodes","P00048096, Banbury Road, 34.06","29.000000","34.446724","CSEP DDS Matched","Known Flow","447337.900260","236262.754144","","0.000000","","","","","","-34.060001","","","","","","-30.457062","-34.060001","","","","","","","","DC PROFILE","","","","",""
"80014000000075","Nodes","75","21.000000","33.805999","DDS demands","Known Flow","447330.314062","236328.553006","","0.000000","","","","-3.700000","-11.939999","","","","","","","-13.985567","-15.640000","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"80014000000269","Nodes","269","21.000000","27.079253","DDS demands","Known Flow","446588.840719","235466.488860","","0.000000","","","","","-11.000000","","","","","","","-9.836397","-11.000000","","","","","","","D1 PROFILE","","","","","",""
"80014000000171","Nodes","171","21.000000","21.673530","DDS demands","Known Flow","446443.400637","235470.934284","","0.000000","","","","-6.000000","-3.430000","","","","","","","-8.432475","-9.430000","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"80014000000229","Nodes","229","21.000000","38.034056","DDS demands","Known Flow","442907.751675","235466.186282","","0.000000","","","","","-2.539999","","","","","","","-2.271313","-2.539999","","","","","","","D1 PROFILE","","","","","",""
"80014000001002","Nodes","1002","21.000000","35.033887","Default Known Flow Node","Known Flow","445163.579220","235190.933946","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80014000000212","Nodes","212","21.000000","29.269341","DDS demands","Known Flow","445181.786294","235267.046228","","0.000000","","","","","-23.760000","","","","","","","-21.246617","-23.760000","","","","","","","D1 PROFILE","","","","","",""
"80014000001000","Nodes","1000","21.000000","30.868748","DDS demands","Known Flow","447309.994873","235518.983297","","0.000000","","","","","-6.760000","","","","","","","-6.044912","-6.760000","","","","","","","D1 PROFILE","","","","","",""
"80014000000066","Nodes","66","21.000000","31.288457","DDS demands","Known Flow","447322.347446","235613.263012","","0.000000","","","-5.719999","-9.109999","-10.880000","","","","","","","-22.990341","-25.709999","","","","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","","",""
