"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80004300000857","Nodes","857",21.000000,24.120533,"DDS demands","Known Flow",468318.932590,231286.499145,,0.000000,,,,,,,-12.729999,,,,,,-11.383393,-12.729999,,"",,,,,,,"D1 PROFILE",,,,,
"80004300000856","Nodes","856",21.000000,25.297799,"DDS demands","Known Flow",468349.589598,231429.813184,,0.000000,,,,,,,-9.109999,,,,,,-8.146324,-9.109999,,"",,,,,,,"D1 PROFILE",,,,,
"80004300000136","Nodes","136",21.000000,46.325025,"DDS demands","Known Flow",469954.785035,233381.225715,,0.000000,,-24.999999,,,,,-3.920000,,,,,,-25.860781,-28.919998,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,
"80004300000911","Nodes","911",21.000000,46.239612,"Default Known Flow Node","Known Flow",469973.364788,233354.425672,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80004300000632","Nodes","632",21.000000,33.196674,"DDS demands","Known Flow",469533.706920,234002.939884,,0.000000,,-39.999997,,,,,-8.050000,,,,,,-42.967170,-48.049996,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,
"80004300001039","Nodes","1039",21.000000,30.956745,"DDS demands","Known Flow",469329.143865,233231.845674,,0.000000,,,,,,,-1.090000,,,,,,-0.974697,-1.090000,,"",,,,,,,"D1 PROFILE",,,,,
"80004300001033","Nodes","1033",21.000000,37.499274,"DDS demands","Known Flow",470635.373220,233605.239776,,0.000000,,,,,,,-8.229999,,,,,,-7.359412,-8.229999,,"",,,,,,,"D1 PROFILE",,,,,
"80004300001034","Nodes","P08120124-ESN010007, Leyland Farm Main Street, 12.83",22.999998,28.032213,"CSEP DDS Matched","Known Flow",467735.143678,231881.359195,,0.000000,,,,,,,,-12.830000,,,,,-11.472815,-12.830000,,"",,,,,,,,"DC PROFILE",,,,
"80004300001032","Nodes","1032",21.000000,37.604451,"Default Known Flow Node","Known Flow",470617.184813,233612.054985,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80004300001029","Nodes","1029",21.000000,24.733964,"DDS demands","Known Flow",470442.816317,235519.620923,,0.000000,,,,,,,-1.159999,,,,,,-1.037292,-1.159999,,"",,,,,,,"D1 PROFILE",,,,,
"80004300000372","Nodes","372",21.000000,25.400458,"DDS demands","Known Flow",470376.481143,235588.834090,,0.000000,,,,-1.350000,,,-9.060000,,,,,,-9.308808,-10.410000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"80004300000877","Nodes","877",21.000000,24.663832,"DDS demands","Known Flow",470452.290170,235510.825295,,0.000000,,,,,,,-10.899999,,,,,,-9.746974,-10.899999,,"",,,,,,,"D1 PROFILE",,,,,
"80004300000018","Nodes","18",21.000000,33.181489,"DDS demands","Known Flow",469542.418642,234005.253594,,0.000000,,,,,,,-7.970000,,,,,,-7.126916,-7.970000,,"",,,,,,,"D1 PROFILE",,,,,
"80004300001025","Nodes","1025",21.000000,38.537403,"DDS demands","Known Flow",469534.043733,233913.774989,,0.000000,,,,,,,-1.059999,,,,,,-0.947870,-1.059999,,"",,,,,,,"D1 PROFILE",,,,,
"80004300000463","Nodes","463",21.000000,39.024596,"DDS demands","Known Flow",469525.710918,233885.173852,,0.000000,-4.579999,,,-10.119999,,,-3.790000,,,,,,-16.534088,-18.490000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,
