"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"80014300000006","Nodes",,21.000000,30.513418,"Default Known Flow Node","Known Flow",449507.709485,241695.182607,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000137","Nodes",,21.000000,32.881129,"DDS demands","Known Flow",450579.352822,241876.309932,,0.000000,,,,-1.420000,,,,-1.269789,-1.420000,,"",,,,"D1 PROFILE",,,
"80014300000138","Nodes","PPS6982, Water Lane, 28.00",25.000000,32.789269,"CSEP DDS Matched","Known Flow",450567.425759,241915.542037,,0.000000,,,,,-18.246999,,,-16.316794,-18.246999,,"",,,,,"DC PROFILE",,
"80014300006666","Nodes",,21.000000,31.133353,"Default Known Flow Node","Known Flow",450324.860783,241800.926372,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000147","Nodes",,21.000000,33.752821,"Default Known Flow Node","Known Flow",449865.885569,241781.951001,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000148","Nodes",,21.000000,32.382435,"DDS demands","Known Flow",449894.526576,241782.402001,,0.000000,,-33.139998,,-2.710000,,,,-32.057711,-35.849999,,"",,"C2 PROFILE",,"D1 PROFILE",,,
"80014300000071","Nodes",,21.000000,39.894951,"Default Known Flow Node","Known Flow",449879.720672,241867.857231,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300009001","Nodes",,21.000000,39.931152,"Default Known Flow Node","Known Flow",449881.471307,241867.909542,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000003","Nodes","High Street DG, Site ID 5232",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",449884.800574,241868.009024,,4969.999802,,,,,,,,901.211268,1007.820647,,"",,,,,,,
"80014300000002","Nodes","Washle Drive DG, Site ID 5231",21.000000,39.999976,"Default Known Pressure Node","Known Pressure",450753.891810,241466.467915,,0.000000,,,,,,,,499.512251,558.602361,,"",,,,,,,
"80014300008003","Nodes","Logger 5235, Adj Rectory Lane High Street",21.000000,36.658307,"Val Log Post","Known Flow",449958.124063,242082.768873,,0.000000,,,,-5.110000,,,,-4.569453,-5.110000,,"",,,,"D1 PROFILE",,,
"80014300000111","Nodes",,21.000000,36.604447,"DDS demands","Known Flow",449950.712727,242061.624144,,0.000000,,,,-5.019999,,,,-4.488973,-5.019999,,"",,,,"D1 PROFILE",,,
"80014300000046","Nodes",,21.000000,31.101051,"DDS demands","Known Flow",450121.549109,241677.947243,,0.000000,,,,-10.979999,,,,-9.818512,-10.979999,,"",,,,"D1 PROFILE",,,
"80014300000047","Nodes",,21.000000,30.979763,"DDS demands","Known Flow",450278.204308,241737.435246,,0.000000,,,,-16.629998,,,,-14.870842,-16.629998,,"",,,,"D1 PROFILE",,,
"80014300121335","Nodes",,21.000000,22.163774,"Default Known Flow Node","Known Flow",450062.315622,242342.498153,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000019","Nodes",,21.000000,21.949444,"DDS demands","Known Flow",450138.121898,242437.810753,,0.000000,,,,-30.480000,,,,-27.255762,-30.480000,,"",,,,"D1 PROFILE",,,
"80014300000175","Nodes",,21.000000,36.907398,"DDS demands","Known Flow",450718.397598,241598.545780,,0.000000,,,,-4.519999,,,,-4.041864,-4.519999,,"",,,,"D1 PROFILE",,,
"80014300000172","Nodes",,21.000000,29.669513,"DDS demands","Known Flow",449785.745547,241533.992933,,0.000000,,,,-0.569999,,,,-0.509704,-0.569999,,"",,,,"D1 PROFILE",,,
"80014300007001","Nodes",,21.000000,31.982985,"DDS demands","Known Flow",450357.319503,241910.771027,,0.000000,,,,-15.429999,,,,-13.797781,-15.429999,,"",,,,"D1 PROFILE",,,
"80014300121383","Nodes",,21.000000,30.990645,"Default Known Flow Node","Known Flow",450373.073879,241974.739399,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300007000","Nodes",,21.000000,32.596328,"DDS demands","Known Flow",450296.711838,241964.527479,,0.000000,,,,-5.119999,,,,-4.578395,-5.119999,,"",,,,"D1 PROFILE",,,
"80014300000112","Nodes",,21.000000,35.716930,"DDS demands","Known Flow",450197.938080,241938.785568,,0.000000,,,,-2.829999,,,,-2.530636,-2.829999,,"",,,,"D1 PROFILE",,,
"80014300000134","Nodes",,21.000000,32.713823,"Default Known Flow Node","Known Flow",450616.446729,241799.882572,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000096","Nodes",,21.000000,31.056254,"DDS demands","Known Flow",450690.461796,241444.701126,,0.000000,,,,-5.270000,,,,-4.712528,-5.270000,,"",,,,"D1 PROFILE",,,
"80014300000097","Nodes",,21.000000,32.863990,"DDS demands","Known Flow",450718.924925,241451.649684,,0.000000,,,,-7.179999,,,,-6.420484,-7.179999,,"",,,,"D1 PROFILE",,,
"80014300000025","Nodes",,21.000000,22.164886,"DDS demands","Known Flow",450061.188340,242340.819086,,0.000000,,,,-13.460000,,,,-12.036173,-13.460000,,"",,,,"D1 PROFILE",,,
"80014300000023","Nodes",,21.000000,22.210648,"DDS demands","Known Flow",450053.003208,242348.995078,,0.000000,,,,-0.799999,,,,-0.715374,-0.799999,,"",,,,"D1 PROFILE",,,
"80014300000022","Nodes",,21.000000,22.504889,"DDS demands","Known Flow",450012.973609,242406.999171,,0.000000,,,,-5.739999,,,,-5.132810,-5.739999,,"",,,,"D1 PROFILE",,,
"80014300000024","Nodes",,21.000000,22.511992,"DDS demands","Known Flow",450003.289216,242403.565206,,0.000000,,,,-20.790002,,,,-18.590791,-20.790002,,"",,,,"D1 PROFILE",,,
"80014300000017","Nodes",,21.000000,22.074037,"DDS demands","Known Flow",450040.107732,242529.371541,,0.000000,,,,-30.899998,,-6.000000,,-32.996640,-36.899999,,"",,,,"D1 PROFILE",,"I2 PROFILE",
"80014300000014","Nodes",,21.000000,22.746099,"DDS demands","Known Flow",449931.012586,242378.093163,,0.000000,,,,-13.569999,,,,-12.134536,-13.569999,,"",,,,"D1 PROFILE",,,
"80014300121328","Nodes",,21.000000,22.506091,"Default Known Flow Node","Known Flow",450011.395418,242406.278792,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000032","Nodes",,21.000000,37.651695,"DDS demands","Known Flow",450122.281638,242117.379092,,0.000000,,,,-6.150000,,,,-5.499440,-6.150000,,"",,,,"D1 PROFILE",,,
"80014300000031","Nodes",,21.000000,37.341121,"DDS demands","Known Flow",450052.990898,242085.507367,,0.000000,,,,-17.639999,,,,-15.774003,-17.639999,,"",,,,"D1 PROFILE",,,
"80014300000033","Nodes",,21.000000,37.763053,"DDS demands","Known Flow",450093.441558,242076.563416,,0.000000,,,,-1.179999,,,,-1.055177,-1.179999,,"",,,,"D1 PROFILE",,,
"80014300000165","Nodes",,21.000000,38.123374,"DDS demands","Known Flow",450101.562842,241937.555754,,0.000000,,,,-1.259999,,,,-1.126714,-1.259999,,"",,,,"D1 PROFILE",,,
"80014300000034","Nodes",,21.000000,36.886456,"DDS demands","Known Flow",450139.535191,241929.804154,,0.000000,,,,-4.570000,,,,-4.086576,-4.570000,,"",,,,"D1 PROFILE",,,
"80014300000081","Nodes",,21.000000,35.883694,"DDS demands","Known Flow",450179.851048,241943.802886,,0.000000,,,,-4.039999,,,,-3.612640,-4.039999,,"",,,,"D1 PROFILE",,,
"80014300000170","Nodes",,21.000000,31.188510,"Default Known Flow Node","Known Flow",449830.915228,241736.359258,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300031637","Nodes",,21.000000,31.194748,"Default Known Flow Node","Known Flow",449858.894604,241737.151409,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000108","Nodes",,21.000000,39.755023,"DDS demands","Known Flow",449874.405588,241869.269566,,0.000000,-6.659999,,,-20.430000,,,,-24.224362,-27.089999,,"","C1 PROFILE",,,"D1 PROFILE",,,
"80014300000109","Nodes",,21.000000,39.346706,"Default Known Flow Node","Known Flow",449880.280572,241912.847037,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000149","Nodes",,21.000000,31.263325,"DDS demands","Known Flow",449881.551623,241732.703931,,0.000000,,,-3.250000,-3.780000,,,,-6.286351,-7.030000,,"",,,"C4 PROFILE","D1 PROFILE",,,
"80014310000147","Nodes",,21.000000,31.188713,"Default Known Flow Node","Known Flow",449831.833559,241736.342989,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000045","Nodes",,21.000000,31.101548,"DDS demands","Known Flow",450115.706637,241677.545973,,0.000000,,,,-5.980000,,,,-5.347423,-5.980000,,"",,,,"D1 PROFILE",,,
"80014300000078","Nodes",,21.000000,31.235369,"Default Known Flow Node","Known Flow",449862.954568,241736.845989,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014300000132","Nodes",,21.000000,32.804684,"DDS demands","Known Flow",450576.109383,241853.605658,,0.000000,,,,-1.370000,,,,-1.225078,-1.370000,,"",,,,"D1 PROFILE",,,
"80014300000131","Nodes",,21.000000,32.848661,"DDS demands","Known Flow",450571.686554,241832.426729,,0.000000,,,,-1.679999,,,,-1.502286,-1.679999,,"",,,,"D1 PROFILE",,,
"80014300000051","Nodes",,21.000000,36.911368,"DDS demands","Known Flow",450716.109328,241597.737257,,0.000000,,,,-15.720000,,,,-14.057105,-15.720000,,"",,,,"D1 PROFILE",,,
"80014300000063","Nodes",,21.000000,24.487497,"DDS demands","Known Flow",450493.053739,241435.068907,,0.000000,,,,-10.629999,,,,-9.505536,-10.629999,,"",,,,"D1 PROFILE",,,
"80014300000062","Nodes",,21.000000,24.536400,"DDS demands","Known Flow",450424.488721,241436.570907,,0.000000,,,,-8.250000,,,,-7.377297,-8.250000,,"",,,,"D1 PROFILE",,,
"80014300000161","Nodes",,21.000000,24.502432,"DDS demands","Known Flow",450424.736513,241412.039425,,0.000000,,,,-4.500000,,,,-4.023980,-4.500000,,"",,,,"D1 PROFILE",,,
"80014300000173","Nodes",,21.000000,24.844071,"DDS demands","Known Flow",450352.552432,241443.280971,,0.000000,,,,-3.020000,,,,-2.700538,-3.020000,,"",,,,"D1 PROFILE",,,
"80014300000099","Nodes",,21.000000,35.260893,"DDS demands","Known Flow",450747.926706,241458.387255,,0.000000,,,,-7.790000,,,,-6.965957,-7.790000,,"",,,,"D1 PROFILE",,,
"80014300000104","Nodes",,21.000000,27.615249,"DDS demands","Known Flow",449698.327523,241868.634025,,0.000000,,,,-11.949999,,,,-10.685903,-11.949999,,"",,,,"D1 PROFILE",,,
"80014300000102","Nodes",,21.000000,30.884999,"DDS demands","Known Flow",449771.627859,241809.809961,,0.000000,,,,-22.100000,,,,-19.762216,-22.100000,,"",,,,"D1 PROFILE",,,
"80014300000171","Nodes",,21.000000,29.024672,"DDS demands","Known Flow",449772.395810,241609.204284,,0.000000,,,,-3.309999,,,,-2.959861,-3.309999,,"",,,,"D1 PROFILE",,,
