"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80012500000039","Nodes","39","21.000000","26.307837","DDS demands","Known Flow","452181.004199","157865.575167","","0.000000","","","","","-9.750000","","","","","-8.718624","-9.750000","","","","","","","D1 PROFILE","","","",""
"80012500000080","Nodes","80","21.000000","28.016397","DDS demands","Known Flow","452293.643229","158238.169268","","0.000000","","","","","-1.009999","","","","","-0.903160","-1.009999","","","","","","","D1 PROFILE","","","",""
"80012500000159","Nodes","159","21.000000","31.218189","DDS demands","Known Flow","453089.610446","158742.722405","","0.000000","","","","","-4.829999","","","","","-4.319072","-4.829999","","","","","","","D1 PROFILE","","","",""
"80012500001006","Nodes","1006","21.000000","31.272181","Default Known Flow Node","Known Flow","453118.098454","158743.855406","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80012500000157","Nodes","157","21.000000","31.281777","DDS demands","Known Flow","453118.275454","158750.068407","","0.000000","","","","","-6.510000","","","","","-5.821358","-6.510000","","","","","","","D1 PROFILE","","","",""
"80012500000005","Nodes","5","21.000000","36.973111","DDS demands","Known Flow","453062.036438","158652.362381","","0.000000","","","","","-10.220000","","","","","-9.138907","-10.220000","","","","","","","D1 PROFILE","","","",""
"80012500001004","Nodes","1004","21.000000","36.794688","DDS demands","Known Flow","453115.783900","158691.109612","","0.000000","","","","","-0.990000","","","","","-0.885275","-0.990000","","","","","","","D1 PROFILE","","","",""
"80012500000153","Nodes","153","21.000000","31.234494","DDS demands","Known Flow","453308.743837","158744.562388","","0.000000","","","","","-2.269999","","","","","-2.029874","-2.269999","","","","","","","D1 PROFILE","","","",""
"80012500000008","Nodes","8","21.000000","31.672188","DDS demands","Known Flow","453408.782533","158688.995391","","0.000000","","","","","-10.069999","","","","","-9.004774","-10.069999","","","","","","","D1 PROFILE","","","",""
"80012500000152","Nodes","Logger 0644, 30 Coppice Road","21.000000","31.061550","Val Log Cath","Known Flow","453192.075474","158798.230420","","0.000000","","","","","-15.070000","","","","","-13.475863","-15.070000","","","","","","","D1 PROFILE","","","",""
"80012500000161","Nodes","161","21.000000","29.607758","DDS demands","Known Flow","452469.170498","158532.559332","","0.000000","-9.939999","","","-6.000000","-25.189999","","-1.269999","","","-37.914839","-42.399998","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","I2 PROFILE","",""
"80012500000074","Nodes","74","21.000000","28.625153","DDS demands","Known Flow","452412.253261","158898.700448","","0.000000","","","","","-8.739999","","","","","-7.815464","-8.739999","","","","","","","D1 PROFILE","","","",""
"80012500000072","Nodes","72","21.000000","28.582465","DDS demands","Known Flow","452452.928614","158938.758100","","0.000000","","","","","-6.300000","","","","","-5.633573","-6.300000","","","","","","","D1 PROFILE","","","",""
"80012500008000","Nodes","Logger 0627, Hardys Field","21.000000","25.857012","Val Log Post","Known Flow","452155.921444","159261.954126","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80012500000109","Nodes","109","21.000000","25.899914","DDS demands","Known Flow","452203.043326","159244.444426","","0.000000","","","","","-4.179999","","","","","-3.737830","-4.179999","","","","","","","D1 PROFILE","","","",""
"80012500008001","Nodes","Logger 0642, Newbury Road","21.000000","31.935137","Val Log Cath","Known Flow","452461.002617","158780.434298","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80012500000058","Nodes","58","21.000000","29.690453","DDS demands","Known Flow","452399.472338","158837.899634","","0.000000","","","","","-9.180000","","","","","-8.208920","-9.180000","","","","","","","D1 PROFILE","","","",""
