"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80010900000158","Nodes","158",21.000000,36.570950,"DDS demands","Known Flow",457890.740891,150986.229723,,0.000000,,,,,-9.659999,,,,,,-8.638144,-9.659999,,"",,,,,"D1 PROFILE",,,,,
"80010900000100","Nodes","100",21.000000,35.898480,"DDS demands","Known Flow",457926.263588,150631.631749,,0.000000,,,,,-4.360000,,,,,,-3.898790,-4.360000,,"",,,,,"D1 PROFILE",,,,,
"80010900000099","Nodes","99",21.000000,36.384571,"DDS demands","Known Flow",457940.322215,150572.352157,,0.000000,,,,,-11.300000,,,,,,-10.104662,-11.300000,,"",,,,,"D1 PROFILE",,,,,
"80010900000189","Nodes","189",21.000000,36.123567,"DDS demands","Known Flow",457801.506289,150996.830254,,0.000000,,,,,-1.929999,,,,,,-1.725840,-1.929999,,"",,,,,"D1 PROFILE",,,,,
"80010900011002","Nodes","11002",21.000000,37.844932,"Default Known Flow Node","Known Flow",458023.185788,150925.688278,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000007","Nodes","7",21.000000,37.801515,"DDS demands","Known Flow",458015.161786,150914.550275,,0.000000,,,,,-5.199999,,,,,,-4.649932,-5.199999,,"",,,,,"D1 PROFILE",,,,,
"80010900000237","Nodes","237",21.000000,36.751825,"DDS demands","Known Flow",458050.258738,150514.525951,,0.000000,,,,,-6.500000,,,,,,-5.812416,-6.500000,,"",,,,,"D1 PROFILE",,,,,
"80010900000178","Nodes","178",21.000000,37.904390,"DDS demands","Known Flow",458084.609907,150528.604638,,0.000000,,,,,-5.489999,,,,,,-4.909256,-5.489999,,"",,,,,"D1 PROFILE",,,,,
"80010900000008","Nodes","8",21.000000,37.865024,"DDS demands","Known Flow",458014.325786,150948.886285,,0.000000,,,,,-3.420000,,,,,,-3.058225,-3.420000,,"",,,,,"D1 PROFILE",,,,,
"80010900000264","Nodes","264",21.000000,29.340889,"DDS demands","Known Flow",457248.895123,151068.384520,,0.000000,,,,,-12.830000,,,,,,-11.472815,-12.830000,,"",,,,,"D1 PROFILE",,,,,
"80010900011029","Nodes","11029",21.000000,29.369504,"Default Known Flow Node","Known Flow",457363.573609,151083.814321,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000263","Nodes","263",21.000000,29.491890,"DDS demands","Known Flow",457438.773296,151066.454720,,0.000000,,,,,-2.250000,,,,,,-2.011990,-2.250000,,"",,,,,"D1 PROFILE",,,,,
"80010900000082","Nodes","82",21.000000,36.054534,"DDS demands","Known Flow",457802.077308,151001.951163,,0.000000,,,,,-12.810000,,,,,,-11.454931,-12.810000,,"",,,,,"D1 PROFILE",,,,,
"80010900011028","Nodes","11028",21.000000,34.647203,"DDS demands","Known Flow",457921.317237,151153.698271,,0.000000,,,,,-9.560000,,,,,,-8.548724,-9.560000,,"",,,,,"D1 PROFILE",,,,,
"80010900011026","Nodes","11026",21.000000,29.447761,"Default Known Flow Node","Known Flow",457505.507606,151057.334186,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000167","Nodes","167",21.000000,32.807816,"DDS demands","Known Flow",457738.457839,151131.804671,,0.000000,,,,,-3.359999,,,,,,-3.004572,-3.359999,,"",,,,,"D1 PROFILE",,,,,
"80010900011027","Nodes","11027",0.000000,33.506761,"Default Known Flow Node","Known Flow",457718.182576,151021.828260,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000157","Nodes","157",21.000000,30.251676,"DDS demands","Known Flow",457509.534034,151056.954111,,0.000000,,,,,-24.520000,,,,,,-21.926223,-24.520000,,"",,,,,"D1 PROFILE",,,,,
"80010900000165","Nodes","165",21.000000,32.925070,"DDS demands","Known Flow",457734.839105,151124.209797,,0.000000,,,,,-0.899999,,,,,,-0.804796,-0.899999,,"",,,,,"D1 PROFILE",,,,,
"80010900000166","Nodes","166",21.000000,33.100971,"DDS demands","Known Flow",457728.252309,151087.205937,,0.000000,,,,,-5.539999,,,,,,-4.953967,-5.539999,,"",,,,,"D1 PROFILE",,,,,
"80010900000159","Nodes","159",21.000000,34.389354,"DDS demands","Known Flow",457928.097830,151189.721316,,0.000000,,,,,-24.670000,,,,,,-22.060355,-24.670000,,"",,,,,"D1 PROFILE",,,,,
"80010900000160","Nodes","160",21.000000,34.346095,"DDS demands","Known Flow",457931.108317,151208.221889,,0.000000,,,,,-1.269999,,,,,,-1.135656,-1.269999,,"",,,,,"D1 PROFILE",,,,,
"80010900000256","Nodes","256",21.000000,37.166594,"DDS demands","Known Flow",458002.067910,151040.213769,,0.000000,,,,,-3.890000,,,,,,-3.478507,-3.890000,,"",,,,,"D1 PROFILE",,,,,
"80010900000255","Nodes","255",21.000000,37.162916,"DDS demands","Known Flow",458049.089680,151031.467036,,0.000000,,,,,-12.069999,,,,,,-10.793209,-12.069999,,"",,,,,"D1 PROFILE",,,,,
"80010900011013","Nodes","11013",21.000000,34.284352,"Default Known Flow Node","Known Flow",458005.847486,151191.304996,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900011011","Nodes","11011",21.000000,34.272163,"Default Known Flow Node","Known Flow",458000.497673,151180.104387,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000162","Nodes","162",21.000000,34.340578,"DDS demands","Known Flow",458044.947794,151270.328372,,0.000000,,,,,-6.530000,,,,,,-5.839243,-6.530000,,"",,,,,"D1 PROFILE",,,,,
"80010900011012","Nodes","11012",21.000000,34.344015,"Default Known Flow Node","Known Flow",458001.847636,151259.140422,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000290","Nodes","290",21.000000,34.260535,"DDS demands","Known Flow",457988.991779,151177.953347,,0.000000,,,,,-3.250000,,,,,,-2.906208,-3.250000,,"",,,,,"D1 PROFILE",,,,,
"80010900000289","Nodes","289",21.000000,34.346193,"DDS demands","Known Flow",457975.336440,151249.089607,,0.000000,,,,,-18.350000,,,,,,-16.408899,-18.350000,,"",,,,,"D1 PROFILE",,,,,
"80010900011014","Nodes","11014",21.000000,37.173116,"Default Known Flow Node","Known Flow",458048.434795,151030.056307,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000257","Nodes","257",21.000000,37.011630,"DDS demands","Known Flow",458078.595803,151112.625329,,0.000000,,,,,-16.440000,,,,,,-14.700943,-16.440000,,"",,,,,"D1 PROFILE",,,,,
"80010900000163","Nodes","163",21.000000,32.785502,"DDS demands","Known Flow",457791.210914,151113.004936,,0.000000,,,,,-18.459998,,,,,,-16.507261,-18.459998,,"",,,,,"D1 PROFILE",,,,,
"80010900000068","Nodes","68",21.000000,32.474739,"DDS demands","Known Flow",457606.017824,149971.821093,,0.000000,,,,,-19.769999,,,,,,-17.678687,-19.769999,,"",,,,,"D1 PROFILE",,,,,
"80010900001003","Nodes","P00044984, 80-82 Oakley Lane, 19.2, ( CT 33.23 )",37.000000,37.553595,"CSEP DDS Matched","Known Flow",457752.061843,150725.355934,,0.000000,,,,0.000000,,-11.379999,,,,,-10.176199,-11.379999,,"",,,,"CT PROFILE",,"DC PROFILE",,,,
"80010900000211","Nodes","211",21.000000,37.703484,"DDS demands","Known Flow",457645.471432,150610.199395,,0.000000,,,,,-19.769999,,,,,,-17.678687,-19.769999,,"",,,,,"D1 PROFILE",,,,,
"80010900000216","Nodes","216",21.000000,24.264250,"DDS demands","Known Flow",457390.257068,150974.198857,,0.000000,,,,,-15.699999,,,,,,-14.039220,-15.699999,,"",,,,,"D1 PROFILE",,,,,
"80010900000218","Nodes","218",21.000000,21.756523,"DDS demands","Known Flow",457333.782601,150925.966278,,0.000000,,,,,-15.899999,,,,,,-14.218064,-15.899999,,"",,,,,"D1 PROFILE",,,,,
"80010900000127","Nodes","127",21.000000,36.621378,"DDS demands","Known Flow",457299.107591,150778.130238,,0.000000,,,,,-3.229999,,,,,,-2.888323,-3.229999,,"",,,,,"D1 PROFILE",,,,,
"80010900008003","Nodes","Logger 0628, Lightsfield/Pack Lane",21.000000,30.060160,"Val Log Post","Known Flow",457568.333895,151030.044174,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000144","Nodes","144",21.000000,33.577954,"DDS demands","Known Flow",457350.921605,150566.145180,,0.000000,,,,,-6.829999,,,,,,-6.107508,-6.829999,,"",,,,,"D1 PROFILE",,,,,
"80010900000087","Nodes","87",21.000000,35.512063,"DDS demands","Known Flow",457674.276693,150561.342179,,0.000000,,,,,-7.799999,,,,,,-6.974899,-7.799999,,"",,,,,"D1 PROFILE",,,,,
"80010900000186","Nodes","186",21.000000,37.705346,"DDS demands","Known Flow",457638.906413,150602.374417,,0.000000,,,,,-7.380000,,,,,,-6.599328,-7.380000,,"",,,,,"D1 PROFILE",,,,,
"80010900009000","Nodes","P11127717, Plots1-6, 8 HILL ROAD, 9.69",22.999998,33.252463,"CSEP DDS Matched","Known Flow",457415.751022,150036.711026,,0.000000,,,,,,-4.500000,,,,,-4.023980,-4.500000,,"",,,,,,"DC PROFILE",,,,
"80010900000294","Nodes","294",21.000000,36.834251,"DDS demands","Known Flow",457527.750582,150449.396985,,0.000000,,,,,-5.619999,,,,,,-5.025504,-5.619999,,"",,,,,"D1 PROFILE",,,,,
"80010900000295","Nodes","295",21.000000,36.715714,"DDS demands","Known Flow",457512.891580,150430.349033,,0.000000,,,,,-8.720000,,,,,,-7.797580,-8.720000,,"",,,,,"D1 PROFILE",,,,,
"80010900008004","Nodes","8004",21.000000,24.898628,"Default Known Flow Node","Known Flow",457311.511214,150433.429451,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000015","Nodes","15",21.000000,36.081891,"DDS demands","Known Flow",457505.019936,150541.457403,,0.000000,,,,,-7.620000,,,,,,-6.813940,-7.620000,,"",,,,,"D1 PROFILE",,,,,
"80010900000314","Nodes","314",21.000000,35.450115,"Default Known Flow Node","Known Flow",457478.206716,150546.859728,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000140","Nodes","140",21.000000,35.450115,"DDS demands","Known Flow",457483.196108,150552.541231,,0.000000,,,,,-5.189999,,,,,,-4.640990,-5.189999,,"",,,,,"D1 PROFILE",,,,,
"80010900000312","Nodes","312",21.000000,35.172717,"Default Known Flow Node","Known Flow",457476.316639,150558.482178,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000300","Nodes","300",21.000000,29.754904,"DDS demands","Known Flow",458519.191231,149796.940557,,0.000000,,,,,-3.049999,,,,,,-2.727364,-3.049999,,"",,,,,"D1 PROFILE",,,,,
"80010900000061","Nodes","61",21.000000,33.383966,"DDS demands","Known Flow",457841.863108,150202.463866,,0.000000,,,,,-14.049999,,,,,,-12.563761,-14.049999,,"",,,,,"D1 PROFILE",,,,,
"80010900000247","Nodes","247",21.000000,36.741522,"DDS demands","Known Flow",457464.649467,150446.576210,,0.000000,,,,,-3.810000,,,,,,-3.406970,-3.810000,,"",,,,,"D1 PROFILE",,,,,
"80010900000212","Nodes","212",21.000000,37.638881,"DDS demands","Known Flow",457619.066108,150571.622024,,0.000000,,,,,-5.480000,,,,,,-4.900314,-5.480000,,"",,,,,"D1 PROFILE",,,,,
"80010900000229","Nodes","229",21.000000,36.130463,"DDS demands","Known Flow",457307.853209,150819.813343,,0.000000,,,,,-7.940000,,,,,,-7.100090,-7.940000,,"",,,,,"D1 PROFILE",,,,,
"80010900000161","Nodes","161",21.000000,34.315881,"DDS demands","Known Flow",457926.716126,151218.823113,,0.000000,,,,,-11.960000,,,,,,-10.694846,-11.960000,,"",,,,,"D1 PROFILE",,,,,
"80010900000317","Nodes","P06110197, Plots 1-11, 5A Oakley Lane, 17.08",22.999998,34.422880,"CSEP DDS Matched","Known Flow",457257.316694,150114.420129,,0.000000,,,,,,-6.449999,,,,,-5.767705,-6.449999,,"",,,,,,"DC PROFILE",,,,
"80010900001035","Nodes","1035",21.000000,32.047187,"Default Known Flow Node","Known Flow",457566.500388,149986.806018,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001062","Nodes","1062",21.000000,34.581490,"Default Known Flow Node","Known Flow",457304.393593,150101.462054,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001116","Nodes","1116",21.000000,34.581490,"Default Known Flow Node","Known Flow",457300.666592,150101.861054,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001117","Nodes","1117",21.000000,34.581490,"Default Known Flow Node","Known Flow",457295.929590,150090.098051,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001139","Nodes","1139",21.000000,36.683109,"Default Known Flow Node","Known Flow",457517.494588,150527.425910,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001148","Nodes","1148",21.000000,35.463607,"Default Known Flow Node","Known Flow",457488.324643,150558.381178,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001177","Nodes","1177",21.000000,37.557211,"Default Known Flow Node","Known Flow",457748.626839,150728.135273,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001241","Nodes","1241",21.000000,29.950229,"Default Known Flow Node","Known Flow",457989.504969,149198.130412,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001335","Nodes","1335",21.000000,37.010611,"Default Known Flow Node","Known Flow",458128.522339,151247.431486,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001323","Nodes","1323",21.000000,37.010611,"Default Known Flow Node","Known Flow",458132.066818,151259.335369,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001336","Nodes","1336",21.000000,37.101264,"Default Known Flow Node","Known Flow",458155.209824,151375.547401,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900001149","Nodes","1149",21.000000,35.450115,"Default Known Flow Node","Known Flow",457477.525640,150546.084175,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000010","Nodes","10",21.000000,36.230092,"Default Known Flow Node","Known Flow",457635.900683,150424.205142,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000017","Nodes","17",21.000000,37.449709,"Default Known Flow Node","Known Flow",457579.093274,150509.421882,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010455","Nodes","10455",21.000000,31.039874,"Default Known Flow Node","Known Flow",457438.875629,149729.560953,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010456","Nodes","10456",21.000000,31.039874,"Default Known Flow Node","Known Flow",457439.387629,149737.405955,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010457","Nodes","10457",21.000000,31.323900,"Default Known Flow Node","Known Flow",457491.312644,149948.349012,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010458","Nodes","10458",21.000000,31.365456,"DDS demands","Known Flow",457459.134635,149961.812016,,0.000000,,,,,-0.920000,,,,,,-0.822680,-0.920000,,"",,,,,"D1 PROFILE",,,,,
"80010900010490","Nodes","10490",21.000000,33.117009,"Default Known Flow Node","Known Flow",457690.868992,149989.470392,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010466","Nodes","10466",21.000000,33.142593,"Default Known Flow Node","Known Flow",457747.496713,149949.855013,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010467","Nodes","10467",21.000000,33.136359,"Default Known Flow Node","Known Flow",457743.589712,149942.039011,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010468","Nodes","10468",21.000000,32.565847,"Default Known Flow Node","Known Flow",457636.679683,149954.755014,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010469","Nodes","10469",21.000000,32.576704,"Default Known Flow Node","Known Flow",457637.718683,149953.684014,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010471","Nodes","10471",21.000000,30.959186,"Default Known Flow Node","Known Flow",457415.848623,149687.913941,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010460","Nodes","10460",21.000000,30.586871,"Default Known Flow Node","Known Flow",457327.535599,149639.676928,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010483","Nodes","10483",21.000000,30.959338,"Default Known Flow Node","Known Flow",457424.732625,149688.457942,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010484","Nodes","10484",21.000000,31.114913,"Default Known Flow Node","Known Flow",457463.702636,149729.638953,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010486","Nodes","10486",21.000000,32.762220,"Default Known Flow Node","Known Flow",457625.111680,149961.881016,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010487","Nodes","10487",21.000000,32.763128,"Default Known Flow Node","Known Flow",457626.918680,149961.023016,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010488","Nodes","10488",21.000000,31.324317,"Default Known Flow Node","Known Flow",457496.528645,149943.745011,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010489","Nodes","10489",21.000000,32.578812,"Default Known Flow Node","Known Flow",457636.428683,149952.682013,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010492","Nodes","10492",21.000000,32.751185,"Default Known Flow Node","Known Flow",457621.123679,149963.588016,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010493","Nodes","10493",21.000000,32.058924,"Default Known Flow Node","Known Flow",457569.094665,149985.905023,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010494","Nodes","10494",21.000000,32.032362,"Default Known Flow Node","Known Flow",457570.158665,149989.978024,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010500","Nodes","10500",21.000000,29.490610,"Default Known Flow Node","Known Flow",457725.327707,149650.408931,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010504","Nodes","10504",21.000000,30.744164,"Default Known Flow Node","Known Flow",457352.854606,149699.887945,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010505","Nodes","10505",21.000000,33.179007,"Default Known Flow Node","Known Flow",457782.840723,149956.888015,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010506","Nodes","10506",21.000000,33.139263,"Default Known Flow Node","Known Flow",457764.447718,149950.508013,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010508","Nodes","10508",21.000000,32.387539,"Default Known Flow Node","Known Flow",457646.712686,149930.723008,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010509","Nodes","10509",21.000000,32.363542,"Default Known Flow Node","Known Flow",457649.645687,149929.916007,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010479","Nodes","10479",21.000000,32.671093,"Default Known Flow Node","Known Flow",457616.014677,149967.681018,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010513","Nodes","10513",21.000000,31.769524,"Default Known Flow Node","Known Flow",457563.578663,149880.953994,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010514","Nodes","10514",21.000000,31.857708,"Default Known Flow Node","Known Flow",457556.635661,149872.701992,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010737","Nodes","10737",21.000000,30.868070,"Default Known Flow Node","Known Flow",457815.956732,149793.255970,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010485","Nodes","10485",21.000000,31.392947,"Default Known Flow Node","Known Flow",457519.892651,149762.304962,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010516","Nodes","10516",21.000000,33.091069,"Default Known Flow Node","Known Flow",457775.765721,149983.358022,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010518","Nodes","10518",21.000000,33.242993,"Default Known Flow Node","Known Flow",457705.136702,150012.760030,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010520","Nodes","10520",21.000000,33.751580,"Default Known Flow Node","Known Flow",457702.737701,150125.310060,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010522","Nodes","10522",21.000000,37.773208,"Default Known Flow Node","Known Flow",457630.744681,150608.121192,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010523","Nodes","10523",21.000000,37.851828,"Default Known Flow Node","Known Flow",457629.261681,150605.146191,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010594","Nodes","10594",21.000000,34.463602,"Default Known Flow Node","Known Flow",457273.162584,150110.779057,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010531","Nodes","10531",21.000000,33.444891,"Default Known Flow Node","Known Flow",457697.301493,150092.335144,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010532","Nodes","10532",21.000000,34.454685,"Default Known Flow Node","Known Flow",457171.192556,150130.682062,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010534","Nodes","10534",21.000000,37.513025,"Default Known Flow Node","Known Flow",457586.928670,150524.011169,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010535","Nodes","10535",21.000000,37.854208,"Default Known Flow Node","Known Flow",457631.108682,150603.774191,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010537","Nodes","10537",21.000000,33.376616,"Default Known Flow Node","Known Flow",457727.424708,150044.869039,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010542","Nodes","10542",21.000000,37.475410,"Default Known Flow Node","Known Flow",457588.959670,150514.089166,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010547","Nodes","10547",21.000000,34.493204,"Default Known Flow Node","Known Flow",457682.188695,150240.598092,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010548","Nodes","10548",21.000000,33.524517,"Default Known Flow Node","Known Flow",457709.554703,150091.677051,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010551","Nodes","10551",21.000000,34.183531,"Default Known Flow Node","Known Flow",457674.461693,150192.953079,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010552","Nodes","10552",21.000000,34.205623,"Default Known Flow Node","Known Flow",457688.482697,150195.790080,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010521","Nodes","10521",21.000000,33.750464,"Default Known Flow Node","Known Flow",457705.182702,150125.831061,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010559","Nodes","10559",21.000000,33.706588,"Default Known Flow Node","Known Flow",457762.430717,150205.507082,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010564","Nodes","10564",21.000000,34.402957,"Default Known Flow Node","Known Flow",457750.948714,150268.812100,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010565","Nodes","10565",21.000000,34.402957,"Default Known Flow Node","Known Flow",457757.281716,150234.820090,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010570","Nodes","10570",21.000000,37.742587,"Default Known Flow Node","Known Flow",457633.443682,150606.221191,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010572","Nodes","10572",21.000000,34.675267,"Default Known Flow Node","Known Flow",457744.509712,150311.212111,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010573","Nodes","10573",21.000000,34.675267,"Default Known Flow Node","Known Flow",457734.910710,150295.138107,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010574","Nodes","10574",21.000000,33.322908,"Default Known Flow Node","Known Flow",457777.290721,150082.365049,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010578","Nodes","10578",21.000000,34.679595,"Default Known Flow Node","Known Flow",457739.532711,150333.515117,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010579","Nodes","10579",21.000000,34.641737,"Default Known Flow Node","Known Flow",457749.715714,150326.637115,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010545","Nodes","10545",21.000000,37.754645,"Default Known Flow Node","Known Flow",457627.883681,150610.136192,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010582","Nodes","10582",21.000000,33.382185,"Default Known Flow Node","Known Flow",457781.880723,150067.981045,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010593","Nodes","10593",21.000000,34.128750,"Default Known Flow Node","Known Flow",457605.930675,150179.520075,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010605","Nodes","10605",21.000000,37.560010,"Default Known Flow Node","Known Flow",457579.227667,150643.935202,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010632","Nodes","10632",21.000000,37.449709,"Default Known Flow Node","Known Flow",457581.361185,150508.549570,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010584","Nodes","10584",21.000000,37.474715,"Default Known Flow Node","Known Flow",457585.517669,150513.495166,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010637","Nodes","10637",21.000000,35.140666,"Default Known Flow Node","Known Flow",457508.064648,150241.428092,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900010611","Nodes","10611",21.000000,35.844800,"Default Known Flow Node","Known Flow",457430.011627,150331.887117,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
