"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"80060000000064","Nodes","64",21.000000,36.017350,"DDS demands","Known Flow",490303.812500,230012.796875,,0.000000,,,-4.330000,-8.199999,,,-11.204549,-12.529999,,"",,,"C4 PROFILE","D1 PROFILE",,
"80060000000065","Nodes","65",21.000000,34.843218,"DDS demands","Known Flow",490280.093750,229909.093750,,0.000000,,,,-15.050000,,,-13.457979,-15.050000,,"",,,,"D1 PROFILE",,
"80060000001001","Nodes","1001",21.000000,51.966608,"Default Known Flow Node","Known Flow",490450.244826,230327.245124,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000001000","Nodes","1000",21.000000,51.925693,"Default Known Flow Node","Known Flow",490437.879138,230298.658471,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000047","Nodes","47",21.000000,52.626507,"DDS demands","Known Flow",490522.283046,230487.281134,,0.000000,,,,-14.819999,,,-13.252309,-14.819999,,"",,,,"D1 PROFILE",,
"80060000000049","Nodes","49",21.000000,50.214458,"DDS demands","Known Flow",490412.157980,230241.353581,,0.000000,,,,-19.069999,,,-17.052735,-19.069999,,"",,,,"D1 PROFILE",,
"80060000000059","Nodes","59",21.000000,33.378474,"DDS demands","Known Flow",490586.406250,230222.500000,,0.000000,,,,-7.150000,,,-6.393657,-7.150000,,"",,,,"D1 PROFILE",,
"80060000000077","Nodes","77",21.000000,31.478195,"Default Known Flow Node","Known Flow",490233.156250,230652.468750,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000042","Nodes","42",21.000000,35.342748,"DDS demands","Known Flow",490379.312500,230572.093750,,0.000000,,,,-23.970000,,,-21.434402,-23.970000,,"",,,,"D1 PROFILE",,
"80060000000013","Nodes","13",21.000000,45.219404,"DDS demands","Known Flow",491123.438244,232271.952608,,0.000000,,,,-2.119999,,,-1.895741,-2.119999,,"",,,,"D1 PROFILE",,
"80060000007000","Nodes","7000",21.000000,45.176118,"Default Known Flow Node","Known Flow",491171.687500,232230.734375,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000022","Nodes","22",21.000000,41.082517,"DDS demands","Known Flow",490820.812500,232500.796875,,0.000000,,,-8.130000,-18.400000,,,-23.723600,-26.530001,,"",,,"C4 PROFILE","D1 PROFILE",,
"80060000000063","Nodes","63",21.000000,33.685609,"DDS demands","Known Flow",490450.593750,230082.796875,,0.000000,,,,-17.100000,,,-15.291126,-17.100000,,"",,,,"D1 PROFILE",,
"80060000000061","Nodes","61",21.000000,47.461937,"DDS demands","Known Flow",490370.312500,230159.500000,,0.000000,,,,-11.220000,,,-10.033124,-11.220000,,"",,,,"D1 PROFILE",,
"80060000000062","Nodes","62",21.000000,46.462426,"DDS demands","Known Flow",490173.589990,230041.688152,,0.000000,,,,-4.780000,,,-4.274362,-4.780000,,"",,,,"D1 PROFILE",,
"80060000000052","Nodes","52",21.000000,48.582233,"DDS demands","Known Flow",490404.762779,230221.406554,,0.000000,,,,-16.639999,,,-14.879785,-16.639999,,"",,,,"D1 PROFILE",,
"80060000000053","Nodes","53",21.000000,37.685497,"DDS demands","Known Flow",490460.133904,230187.406049,,0.000000,,,,-7.750000,,,-6.930188,-7.750000,,"",,,,"D1 PROFILE",,
"80060000000050","Nodes","50",21.000000,34.374223,"DDS demands","Known Flow",490294.593750,230398.406250,,0.000000,-6.000000,,0.000000,-24.490000,,,-27.264703,-30.490001,,"","",,"C4 PROFILE","D1 PROFILE",,
"80060000000051","Nodes","51",21.000000,34.638540,"Default Known Flow Node","Known Flow",490353.906250,230395.593750,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000056","Nodes","56",21.000000,35.211820,"DDS demands","Known Flow",490520.877869,230171.050841,,0.000000,,,,-4.510000,,,-4.032922,-4.510000,,"",,,,"D1 PROFILE",,
"80060000000054","Nodes","54",21.000000,30.307083,"DDS demands","Known Flow",490554.963163,230046.867327,,0.000000,,,,-30.970000,,,-27.693928,-30.970000,,"",,,,"D1 PROFILE",,
"80060000000058","Nodes","58",21.000000,33.256912,"DDS demands","Known Flow",490593.604585,230175.367952,,0.000000,,,,-8.470000,,,-7.574026,-8.470000,,"",,,,"D1 PROFILE",,
"80060000000057","Nodes","57",21.000000,35.827635,"Default Known Flow Node","Known Flow",490536.312500,230239.296875,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000048","Nodes","48",21.000000,52.423419,"DDS demands","Known Flow",490581.880015,230457.542275,,0.000000,,,,-8.989999,,,-8.039018,-8.989999,,"",,,,"D1 PROFILE",,
"80060000000055","Nodes","55",21.000000,30.687759,"DDS demands","Known Flow",490617.187322,230125.396553,,0.000000,,,,-1.570000,,,-1.403922,-1.570000,,"",,,,"D1 PROFILE",,
"80060000000060","Nodes","60",21.000000,32.189761,"DDS demands","Known Flow",490776.181851,230185.843782,,0.000000,,,,-11.379999,,,-10.176199,-11.379999,,"",,,,"D1 PROFILE",,
"80060000000067","Nodes","67",21.000000,31.522137,"DDS demands","Known Flow",490238.906250,230608.093750,,0.000000,,,,-13.890000,,,-12.420687,-13.890000,,"",,,,"D1 PROFILE",,
"80060000000045","Nodes","45",21.000000,27.765194,"Default Known Flow Node","Known Flow",490129.000000,230825.906250,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000044","Nodes","44",21.000000,27.897821,"DDS demands","Known Flow",490150.406250,230743.296875,,0.000000,,,,-11.379999,,,-10.176199,-11.379999,,"",,,,"D1 PROFILE",,
"80060000000046","Nodes","46",21.000000,26.285113,"DDS demands","Known Flow",490016.812500,230729.593750,,0.000000,,,,-14.460000,,,-12.930391,-14.460000,,"",,,,"D1 PROFILE",,
"80060000000043","Nodes","43",21.000000,34.648855,"DDS demands","Known Flow",490367.406250,230464.000000,,0.000000,,-2.079999,,-7.309999,,,-8.396705,-9.389999,,"",,"C2 PROFILE",,"D1 PROFILE",,
"80060000000041","Nodes","41",21.000000,52.946640,"DDS demands","Known Flow",490541.429428,230531.201445,,0.000000,-7.360000,,,-19.420000,,,-23.947155,-26.780000,,"","C1 PROFILE",,,"D1 PROFILE",,
"80060000000033","Nodes","33",21.000000,54.933330,"Default Known Flow Node","Known Flow",490646.606117,230704.017689,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000035","Nodes","35",21.000000,53.965314,"DDS demands","Known Flow",490759.812500,230768.500000,,0.000000,,,,-4.230000,-6.000000,,-9.147849,-10.230000,,"",,,,"D1 PROFILE","I2 PROFILE",
"80060000000040","Nodes","40",21.000000,54.075793,"DDS demands","Known Flow",490599.189031,230638.875122,,0.000000,,,,-5.840000,,,-5.222232,-5.840000,,"",,,,"D1 PROFILE",,
"80060000000037","Nodes","37",21.000000,54.764322,"DDS demands","Known Flow",490632.338418,230709.684731,,0.000000,,,,-5.429999,,,-4.855602,-5.429999,,"",,,,"D1 PROFILE",,
"80060000000038","Nodes","38",21.000000,54.722885,"Default Known Flow Node","Known Flow",490634.970263,230724.988523,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000039","Nodes","39",21.000000,54.404231,"DDS demands","Known Flow",490626.093750,230792.296875,,0.000000,,,,-6.269999,,,-5.606746,-6.269999,,"",,,,"D1 PROFILE",,
"80060000000034","Nodes","34",21.000000,54.929545,"DDS demands","Known Flow",490653.114307,230700.730724,,0.000000,,,,-10.490000,-3.520000,,-12.527993,-14.009999,,"",,,,"D1 PROFILE","I2 PROFILE",
"80060000000002","Nodes","2, ""GREEN END - 2/ OG35""",21.000000,55.000000,"Default Known Pressure Node","Known Pressure",490646.145942,230707.830568,,999998.967025,,,,,,,357.222134,399.480015,,"",,,,,,
"80060000000036","Nodes","36",21.000000,48.054039,"DDS demands","Known Flow",490584.284621,230563.598185,,0.000000,,0.000000,,-19.319998,,,-17.276288,-19.319998,,"",,"C2 PROFILE",,"D1 PROFILE",,
"80060000000006","Nodes","6",21.000000,49.351817,"DDS demands","Known Flow",490967.498235,232273.017045,,0.000000,,,,-4.050000,,,-3.621582,-4.050000,,"",,,,"D1 PROFILE",,
"80060000000015","Nodes","15",21.000000,48.276570,"DDS demands","Known Flow",490965.406250,232354.500000,,0.000000,,,,-12.749999,,,-11.401277,-12.749999,,"",,,,"D1 PROFILE",,
"80060000000018","Nodes","18",21.000000,47.275743,"DDS demands","Known Flow",490974.093750,232461.906250,,0.000000,,,,-6.289999,-6.000000,,-10.989937,-12.290000,,"",,,,"D1 PROFILE","I2 PROFILE",
"80060000000001","Nodes","GREAT BRICKHILL LANE DG",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",490970.654592,232251.558490,,999998.967025,,,,,,,174.050545,194.639998,,"",,,,,,
"80060000000066","Nodes","66",21.000000,49.977297,"Default Known Flow Node","Known Flow",490970.631391,232250.584036,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000021","Nodes","21",21.000000,43.986711,"DDS demands","Known Flow",490895.812500,232488.796875,,0.000000,,,,-2.250000,,,-2.011990,-2.250000,,"",,,,"D1 PROFILE",,
"80060000000017","Nodes","17",21.000000,47.744114,"DDS demands","Known Flow",490964.312500,232412.796875,,0.000000,,,,-2.850000,,,-2.548521,-2.850000,,"",,,,"D1 PROFILE",,
"80060000000016","Nodes","16",21.000000,48.029271,"DDS demands","Known Flow",491016.728443,232393.830635,,0.000000,-6.000000,,,-4.099999,,,-9.031600,-10.100000,,"","C1 PROFILE",,,"D1 PROFILE",,
"80060000000007","Nodes","7",21.000000,45.649630,"DDS demands","Known Flow",491028.969467,232276.476465,,0.000000,,,,-2.589999,,,-2.316024,-2.589999,,"",,,,"D1 PROFILE",,
"80060000000020","Nodes","20",21.000000,47.141627,"DDS demands","Known Flow",491283.906250,232295.500000,,0.000000,,,,-5.570000,,,-4.980793,-5.570000,,"",,,,"D1 PROFILE",,
