"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"80060000000012","Nodes","12",21.000000,45.139991,"DDS demands","Known Flow",491100.552850,232271.154280,,0.000000,,,,-2.019999,,,-1.806320,-2.019999,,"",,,,"D1 PROFILE",,
"80060000000009","Nodes",,21.000000,47.384253,"DDS demands","Known Flow",490615.838343,230526.415004,,0.000000,,-16.020000,,,,,-14.325371,-16.020000,,"",,"C2 PROFILE",,,,
"80060000000008","Nodes","8",21.000000,44.733498,"DDS demands","Known Flow",491025.243938,232325.174454,,0.000000,-5.670000,,,-15.959999,,,-19.341933,-21.630000,,"","C1 PROFILE",,,"D1 PROFILE",,
"80060000000011","Nodes","11",21.000000,45.153606,"DDS demands","Known Flow",491100.020632,232282.596977,,0.000000,,,,-3.180000,,,-2.843613,-3.180000,,"",,,,"D1 PROFILE",,
"80060000000010","Nodes","10",21.000000,45.137599,"DDS demands","Known Flow",491074.474146,232227.512366,,0.000000,,,,-8.669999,,,-7.752868,-8.669999,,"",,,,"D1 PROFILE",,
"80060000000014","Nodes","14",21.000000,45.139095,"DDS demands","Known Flow",491121.575479,232283.927523,,0.000000,,,,-3.110000,,,-2.781017,-3.110000,,"",,,,"D1 PROFILE",,
"80060000000024","Nodes","24",21.000000,40.415143,"Default Known Flow Node","Known Flow",490815.312500,232503.796875,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000030","Nodes","30",21.000000,23.482936,"DDS demands","Known Flow",490653.408564,232587.604853,,0.000000,,,,-5.599999,,,-5.007620,-5.599999,,"",,,,"D1 PROFILE",,
"80060000000032","Nodes","32",21.000000,23.027896,"DDS demands","Known Flow",490583.658503,232592.378622,,0.000000,,,,-5.429999,,,-4.855602,-5.429999,,"",,,,"D1 PROFILE",,
"80060000000031","Nodes","31",21.000000,22.949155,"DDS demands","Known Flow",490643.593750,232519.093750,,0.000000,,,,-12.930000,,,-11.562238,-12.930000,,"",,,,"D1 PROFILE",,
"80060000000029","Nodes","29",21.000000,24.889011,"DDS demands","Known Flow",490723.312500,232558.593750,,0.000000,,,,-8.660000,,,-7.743927,-8.660000,,"",,,,"D1 PROFILE",,
"80060000000028","Nodes","28",21.000000,25.262559,"DDS demands","Known Flow",490694.312500,232563.093750,,0.000000,,,,-1.519999,,,-1.359211,-1.519999,,"",,,,"D1 PROFILE",,
"80060000000026","Nodes","26",21.000000,31.521637,"DDS demands","Known Flow",490754.093750,232526.500000,,0.000000,-3.199999,,,-3.930000,,,-6.375773,-7.129999,,"","C1 PROFILE",,,"D1 PROFILE",,
"80060000000027","Nodes","27",21.000000,31.333219,"DDS demands","Known Flow",490726.000000,232490.406250,,0.000000,,,,-5.719999,,,-5.114926,-5.719999,,"",,,,"D1 PROFILE",,
"80060000000025","Nodes","25",21.000000,40.353286,"DDS demands","Known Flow",490810.812500,232480.593750,,0.000000,,,,-6.639999,,,-5.937606,-6.639999,,"",,,,"D1 PROFILE",,
"80060000000023","Nodes","23",21.000000,41.103875,"DDS demands","Known Flow",490830.406250,232538.593750,,0.000000,,,,-5.050000,,,-4.515800,-5.050000,,"",,,,"D1 PROFILE",,
"80060000000069","Nodes",,21.000000,52.068921,"Default Known Flow Node","Known Flow",490494.447047,230301.735755,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000073","Nodes",,21.000000,51.641157,"Default Known Flow Node","Known Flow",490416.276774,230250.615662,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000071","Nodes",,21.000000,46.479719,"Default Known Flow Node","Known Flow",490176.869828,230043.914330,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000079","Nodes",,21.000000,46.601914,"Default Known Flow Node","Known Flow",490382.535076,230275.164176,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000003","Nodes",,21.000000,52.498826,"Default Known Flow Node","Known Flow",490559.485224,230468.068247,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000005","Nodes",,21.000000,54.103619,"Default Known Flow Node","Known Flow",490604.373131,230652.264386,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000019","Nodes",,21.000000,48.085658,"Default Known Flow Node","Known Flow",490585.077699,230565.506530,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000076","Nodes","Tylers Watling Street, Little Brickhill, NA:13130",21.000000,23.192944,"Point Loads","Known Flow",490621.410126,232610.014537,,0.000000,,,,,,-5.169999,-4.623106,-5.169999,,"",,,,,,"PL-AF PROFILE"
"80060000000004","Nodes",,21.000000,52.498826,"Default Known Flow Node","Known Flow",490566.626534,230483.663862,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000068","Nodes",,21.000000,45.303442,"Default Known Flow Node","Known Flow",491050.790424,232277.807011,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000070","Nodes",,21.000000,52.068921,"Default Known Flow Node","Known Flow",490511.416538,230281.307773,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000072","Nodes",,21.000000,46.479719,"Default Known Flow Node","Known Flow",490091.483053,229977.416906,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000074","Nodes",,21.000000,52.789115,"Default Known Flow Node","Known Flow",490524.108701,230490.052703,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000075","Nodes",,21.000000,53.408822,"Default Known Flow Node","Known Flow",490592.217526,230614.928543,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000078","Nodes",,21.000000,23.192944,"Default Known Flow Node","Known Flow",490639.087259,232659.211380,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000080","Nodes",,21.000000,46.601914,"Default Known Flow Node","Known Flow",490375.420168,230270.081358,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000100","Nodes",,21.000000,52.009422,"Default Known Flow Node","Known Flow",490408.694371,230364.272948,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000081","Nodes",,21.000000,33.599398,"Default Known Flow Node","Known Flow",490603.375000,230265.406250,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000091","Nodes",,21.000000,31.197060,"Default Known Flow Node","Known Flow",490225.000000,230658.875000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000085","Nodes",,21.000000,41.022685,"Default Known Flow Node","Known Flow",490817.750000,232501.750000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000092","Nodes",,21.000000,47.461937,"Default Known Flow Node","Known Flow",490370.250000,230159.375000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000094","Nodes",,21.000000,30.307083,"Default Known Flow Node","Known Flow",490556.080135,230044.745080,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000090","Nodes","-147781",21.000000,27.898682,"Default Known Flow Node","Known Flow",490150.375000,230743.375000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000099","Nodes",,21.000000,54.983191,"Default Known Flow Node","Known Flow",490647.197771,230707.370393,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000097","Nodes",,21.000000,53.966017,"Default Known Flow Node","Known Flow",490759.875000,230768.500000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000093","Nodes",,21.000000,52.978420,"Default Known Flow Node","Known Flow",490544.350923,230532.372225,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000095","Nodes","-147809",21.000000,54.680220,"Default Known Flow Node","Known Flow",490625.898240,230728.144009,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000096","Nodes",,21.000000,54.433348,"Default Known Flow Node","Known Flow",490681.382202,230761.539569,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000098","Nodes",,21.000000,53.752643,"Default Known Flow Node","Known Flow",490932.886416,230816.531440,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000087","Nodes",,21.000000,47.135725,"Default Known Flow Node","Known Flow",490970.625000,232463.250000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000086","Nodes",,21.000000,43.986711,"Default Known Flow Node","Known Flow",490892.625000,232489.750000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000088","Nodes",,21.000000,47.830173,"Default Known Flow Node","Known Flow",490988.500000,232410.750000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000089","Nodes",,21.000000,45.096717,"Default Known Flow Node","Known Flow",491094.964556,232271.154280,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000084","Nodes",,21.000000,25.035378,"Default Known Flow Node","Known Flow",490693.125000,232576.375000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80060000000083","Nodes","Pine Haven & Tall Timbers Watling Street, Little Brickhill",21.000000,25.028538,"Point Loads","Known Flow",490692.250000,232577.000000,,0.000000,,,,,,-11.079999,-9.907934,-11.079999,,"",,,,,,"PL-AF PROFILE"
"80060000000082","Nodes",,21.000000,52.096989,"Default Known Flow Node","Known Flow",490500.234462,230311.843443,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
