"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"80060800000037","Nodes","P00106290, Vicarage Road, -5.07",22.999998,57.630753,"CSEP DDS Matched","Known Flow",493861.000000,215235.406250,,0.000000,,,,,,-6.179999,-5.070000,,,-10.059951,-11.250000,,"",,,,,,"D1 PROFILE","DC PROFILE",,
"80060800000039","Nodes","39",21.000000,54.139631,"Default Known Flow Node","Known Flow",494014.406250,215186.796875,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000036","Nodes","36",21.000000,58.461984,"DDS demands","Known Flow",493712.937500,215352.859375,,0.000000,,,,,,-7.690000,,,,-6.876535,-7.690000,,"",,,,,,"D1 PROFILE",,,
"80060800001006","Nodes","1006",21.000000,58.408884,"Default Known Flow Node","Known Flow",493724.250000,215340.843750,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800001003","Nodes","1003",21.000000,58.661797,"DDS demands","Known Flow",493691.187500,215374.281250,,0.000000,,,,,,-1.850000,,,,-1.654303,-1.850000,,"",,,,,,"D1 PROFILE",,,
"80060800001004","Nodes","1004",21.000000,58.238505,"Default Known Flow Node","Known Flow",493741.593750,215323.156250,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800001005","Nodes","1005",21.000000,58.213436,"Default Known Flow Node","Known Flow",493749.500000,215315.687500,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800001002","Nodes","1002",21.000000,58.655127,"Default Known Flow Node","Known Flow",493684.312500,215381.312500,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000035","Nodes","35",21.000000,59.943506,"Default Known Flow Node","Known Flow",493617.312500,215534.796875,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000042","Nodes","42",21.000000,50.701441,"Default Known Flow Node","Known Flow",494183.312500,215108.343750,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000043","Nodes","43",21.000000,50.698383,"DDS demands","Known Flow",494186.125000,215119.421875,,0.000000,,,,,,-1.970000,,,,-1.761609,-1.970000,,"",,,,,,"D1 PROFILE",,,
"80060800000040","Nodes","40",21.000000,50.707897,"Default Known Flow Node","Known Flow",494159.906250,215114.296875,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000044","Nodes","44",21.000000,50.701441,"Default Known Flow Node","Known Flow",494217.312500,215100.406250,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000041","Nodes","41",21.000000,48.115658,"DDS demands","Known Flow",494091.406250,214987.593750,,0.000000,,,,,,-20.839999,,,,-18.635500,-20.839999,,"",,,,,,"D1 PROFILE",,,
"80060800000050","Nodes","50",21.000000,56.376907,"DDS demands","Known Flow",493604.812500,215893.500000,,0.000000,,,,,,-18.719999,,,,-16.739759,-18.719999,,"",,,,,,"D1 PROFILE",,,
"80060800000104","Nodes","104",21.000000,59.612815,"DDS demands","Known Flow",493636.406250,215781.125000,,0.000000,,,,,,-1.360000,,,,-1.216136,-1.360000,,"",,,,,,"D1 PROFILE",,,
"80060800000045","Nodes","P09121742, MARSWORTH ROAD, -8.40",22.999998,60.696984,"CSEP DDS Matched","Known Flow",493631.406250,215731.796875,,0.000000,,,,,,-9.020000,-8.399999,,,-15.577275,-17.419999,,"",,,,,,"D1 PROFILE","DC PROFILE",,
"80060800001001","Nodes","1001",21.000000,58.475271,"Default Known Flow Node","Known Flow",493534.593750,215925.718750,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000091","Nodes","91",21.000000,57.192193,"DDS demands","Known Flow",493621.593750,215993.796875,,0.000000,,,,,,-14.109999,,,,-12.617414,-14.109999,,"",,,,,,"D1 PROFILE",,,
"80060800000090","Nodes","90",21.000000,58.627182,"DDS demands","Known Flow",493524.593750,215916.593750,,0.000000,,,,,,-11.239999,,,,-10.051008,-11.239999,,"",,,,,,"D1 PROFILE",,,
"80060800001000","Nodes","1000",21.000000,58.980583,"Default Known Flow Node","Known Flow",493463.281250,215846.625000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000012","Nodes","12",21.000000,59.074179,"DDS demands","Known Flow",493444.593750,215827.796875,,0.000000,,,,,,-27.250000,,,,-24.367437,-27.250000,,"",,,,,,"D1 PROFILE",,,
"80060800000015","Nodes","15",21.000000,56.098445,"DDS demands","Known Flow",493309.812500,215794.000000,,0.000000,,,,,,-9.560000,,,,-8.548724,-9.560000,,"",,,,,,"D1 PROFILE",,,
"80060800000102","Nodes","102",21.000000,56.779890,"DDS demands","Known Flow",493286.843750,215823.546875,,0.000000,,,,,,-2.730000,,,,-2.441214,-2.730000,,"",,,,,,"D1 PROFILE",,,
"80060800000023","Nodes","23",21.000000,58.377762,"DDS demands","Known Flow",493386.812500,215887.406250,,0.000000,,,,,,-1.460000,,,,-1.305558,-1.460000,,"",,,,,,"D1 PROFILE",,,
"80060800000100","Nodes","100",21.000000,58.274061,"DDS demands","Known Flow",493376.593750,215897.984375,,0.000000,,,,,,-3.520000,,,,-3.147647,-3.520000,,"",,,,,,"D1 PROFILE",,,
"80060800000025","Nodes","25",21.000000,58.096543,"DDS demands","Known Flow",493339.406250,215935.906250,,0.000000,,,,,,-28.110000,,,,-25.136466,-28.110000,,"",,,,,,"D1 PROFILE",,,
"80060800000101","Nodes","101",21.000000,57.896701,"Default Known Flow Node","Known Flow",493311.593750,215843.812500,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000103","Nodes","103",21.000000,56.481065,"DDS demands","Known Flow",493281.218750,215901.531250,,0.000000,,,,,,-7.430000,,,,-6.644039,-7.430000,,"",,,,,,"D1 PROFILE",,,
"80060800000065","Nodes","65",21.000000,51.358832,"DDS demands","Known Flow",494085.593750,216151.296875,,0.000000,,,,,,-7.510000,,,,-6.715576,-7.510000,,"",,,,,,"D1 PROFILE",,,
"80060800007002","Nodes","7002",21.000000,51.314379,"DDS demands","Known Flow",494095.468750,216112.296875,,0.000000,,,,,,-2.529999,,,,-2.262371,-2.529999,,"",,,,,,"D1 PROFILE",,,
"80060800000007","Nodes","7",21.000000,61.775621,"DDS demands","Known Flow",493553.312500,215718.796875,,0.000000,,,,,,-1.559999,,,,-1.394979,-1.559999,,"",,,,,,"D1 PROFILE",,,
"80060800000006","Nodes","6",21.000000,64.956091,"DDS demands","Known Flow",493350.500000,215553.093750,,0.000000,,,,,,-6.340000,,,,-5.669341,-6.340000,,"",,,,,,"D1 PROFILE",,,
"80060800000001","Nodes","PITSTONE IVINGHOE DG",21.000000,64.999998,"Default Known Pressure Node","Known Pressure",493347.500000,215550.906250,,999998.967025,,,,,,,,,,772.648856,864.050016,,"",,,,,,,,,
"80060800000032","Nodes","32",21.000000,61.427292,"DDS demands","Known Flow",493603.000000,215714.093750,,0.000000,-1.460000,,,,,-44.209997,,,,-40.838930,-45.669997,,"","C1 PROFILE",,,,,"D1 PROFILE",,,
"80060800000099","Nodes","99",21.000000,34.972091,"Default Known Flow Node","Known Flow",494381.118418,216487.819606,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000086","Nodes","86",21.000000,34.600785,"DDS demands","Known Flow",494410.406250,216471.593750,,0.000000,,,,,,-33.819999,,,,-30.242448,-33.819999,,"",,,,,,"D1 PROFILE",,,
"80060800000085","Nodes","85",21.000000,36.209309,"Default Known Flow Node","Known Flow",494319.906250,216448.406250,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80060800000014","Nodes","14",21.000000,55.947882,"DDS demands","Known Flow",493324.406250,215775.406250,,0.000000,,,,,,-8.770000,,,,-7.842291,-8.770000,,"",,,,,,"D1 PROFILE",,,
