"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80003500000710","Nodes","710",21.000000,37.579440,"DDS demands","Known Flow",457735.686710,237882.201940,,0.000000,,,,,,-16.909999,,,,,,-15.121224,-16.909999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000712","Nodes","712",21.000000,36.500178,"DDS demands","Known Flow",457789.553062,237906.594821,,0.000000,,,,,,-15.390000,,,,,,-13.762014,-15.390000,,"",,,,,,"D1 PROFILE",,,,,
"80003500005896","Nodes","5896",21.000000,37.532829,"Default Known Flow Node","Known Flow",457726.469708,237873.919938,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000732","Nodes","732",21.000000,40.315169,"DDS demands","Known Flow",457958.624729,237313.279320,,0.000000,,,,,,-9.260000,,,,,,-8.280457,-9.260000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000731","Nodes","731",21.000000,40.618605,"DDS demands","Known Flow",457834.812490,237151.980602,,0.000000,,,,,,-5.810000,,,,,,-5.195405,-5.810000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000247","Nodes","247",21.000000,40.831881,"DDS demands","Known Flow",457792.032922,237190.321654,,0.000000,-6.480000,,,,,-8.120000,,,,,,-13.055581,-14.600000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"80003500000706","Nodes","706",21.000000,37.805776,"Default Known Flow Node","Known Flow",458931.931036,237829.258925,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000065","Nodes","65",21.000000,37.645058,"DDS demands","Known Flow",458949.412674,237915.950940,,0.000000,,,,,,-7.730000,,,,,,-6.912304,-7.730000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000066","Nodes","66",21.000000,40.104076,"Default Known Flow Node","Known Flow",458937.512449,237779.519454,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000424","Nodes","424",21.000000,42.424892,"DDS demands","Known Flow",458932.945769,237045.721435,,0.000000,,,,,,-10.239999,,,,,,-9.156791,-10.239999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000425","Nodes","425",21.000000,41.449660,"DDS demands","Known Flow",458899.968536,236857.547879,,0.000000,-9.980000,,,,,-0.199999,,-2.929999,,,,-11.723197,-13.109999,,"","C1 PROFILE",,,,,"D1 PROFILE",,"I2 PROFILE",,,
"80003500000028","Nodes","28",21.000000,40.009350,"DDS demands","Known Flow",458613.541786,237074.938829,,0.000000,,,,,,-5.700000,,,,,,-5.097042,-5.700000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000319","Nodes","319",21.000000,40.704586,"DDS demands","Known Flow",458758.916454,237099.850277,,0.000000,,,,,,-18.649999,,,,,,-16.677163,-18.649999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000173","Nodes","173",21.000000,32.889814,"DDS demands","Known Flow",458285.003688,238123.772971,,0.000000,,,,,,-3.609999,,,,,,-3.228126,-3.609999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000435","Nodes","435",21.000000,33.166618,"DDS demands","Known Flow",458288.764885,238100.207784,,0.000000,,-22.469998,,,,-3.260000,,,,,,-23.008225,-25.729999,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,
"80003500000177","Nodes","177",21.000000,34.388015,"DDS demands","Known Flow",458331.453880,238013.233519,,0.000000,,,,,,-4.330000,,,,,,-3.871963,-4.330000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000430","Nodes","430",21.000000,38.974414,"DDS demands","Known Flow",459367.079832,236930.228795,,0.000000,,,,,,-2.289999,,,,,,-2.047759,-2.289999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000432","Nodes","432",21.000000,37.132518,"DDS demands","Known Flow",459421.233061,237011.873420,,0.000000,,,,,,-7.750000,,,,,,-6.930188,-7.750000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000107","Nodes","107",21.000000,41.212290,"DDS demands","Known Flow",458645.674958,236623.666597,,0.000000,,,,,,-7.420000,,,,,,-6.635097,-7.420000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000587","Nodes","587",21.000000,41.149179,"DDS demands","Known Flow",458645.674958,236619.296875,,0.000000,,,,,,-7.239999,,,,,,-6.474137,-7.239999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000108","Nodes","108",21.000000,40.346509,"DDS demands","Known Flow",458661.662962,236512.290567,,0.000000,,,,,,-10.869999,,,,,,-9.720147,-10.869999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000346","Nodes","346",21.000000,32.142006,"DDS demands","Known Flow",458374.505923,236571.534138,,0.000000,-6.429999,,,-3.510000,,-24.479999,,,,,,-30.778980,-34.419999,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,
"80003500000420","Nodes","420",21.000000,32.138130,"DDS demands","Known Flow",458373.674884,236573.198584,,0.000000,,,,,,-4.839999,,,,,,-4.328014,-4.839999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000345","Nodes","345",21.000000,34.173972,"DDS demands","Known Flow",458410.873894,236571.996583,,0.000000,,,,,,-0.180000,,,,,,-0.160959,-0.180000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000189","Nodes","189",21.000000,37.029946,"DDS demands","Known Flow",459359.978654,237065.021394,,0.000000,,,,,,-6.350000,,,,,,-5.678283,-6.350000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000185","Nodes","185",21.000000,38.815919,"DDS demands","Known Flow",459323.999023,236996.723874,,0.000000,,,,,,-6.419999,,,,,,-5.740878,-6.419999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000428","Nodes","428",21.000000,40.114325,"DDS demands","Known Flow",459242.190278,236985.561713,,0.000000,,,,,,-2.720000,,,,,,-2.432272,-2.720000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000637","Nodes","637",21.000000,38.652135,"DDS demands","Known Flow",459196.557020,236992.495631,,0.000000,,,,,,-4.650000,,,,,,-4.158113,-4.650000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000335","Nodes","335",21.000000,44.948652,"DDS demands","Known Flow",458407.571473,236732.473092,,0.000000,-2.689999,,,,,-3.479999,,,,,,-5.517324,-6.170000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"80003500000334","Nodes","334",21.000000,45.345507,"DDS demands","Known Flow",458384.957846,236738.313997,,0.000000,,,,,,-6.210000,,,,,,-5.553093,-6.210000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000333","Nodes","333",21.000000,46.020245,"DDS demands","Known Flow",458365.615937,236755.464451,,0.000000,-6.399999,,,,,-0.829999,,,,,,-6.465195,-7.229999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"80003500000318","Nodes","P08116712, College Place, 24.74",24.000000,41.615515,"CSEP DDS Matched","Known Flow",458506.783675,236889.444611,,0.000000,,,,,-24.739999,,,,,,,-22.122949,-24.739999,,"",,,,,"CC PROFILE",,,,,,
"80003500000023","Nodes","23",21.000000,35.812055,"DDS demands","Known Flow",458447.118184,237135.132447,,0.000000,,,,,,-6.049999,,,,,,-5.410018,-6.049999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000327","Nodes","327",21.000000,37.506733,"DDS demands","Known Flow",458282.971007,236919.723104,,0.000000,-2.490000,,,,,-13.329999,,,,,,-14.146526,-15.819999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"80003500005940","Nodes","5940",21.000000,35.655188,"Default Known Flow Node","Known Flow",458357.620456,237025.752515,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000524","Nodes","524",21.000000,36.539413,"DDS demands","Known Flow",458187.992572,237154.901206,,0.000000,,,,,,-9.529999,,,,,,-8.521896,-9.529999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000522","Nodes","522",21.000000,37.336255,"DDS demands","Known Flow",458051.610372,237242.816022,,0.000000,,,,,,-15.789999,,,,,,-14.119700,-15.789999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000629","Nodes","629",21.000000,49.170329,"DDS demands","Known Flow",453785.568487,239806.745720,,0.000000,,,,,,-4.719999,,,,,,-4.220708,-4.719999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000628","Nodes","628",21.000000,49.210003,"DDS demands","Known Flow",453737.194622,239802.895462,,0.000000,,,,,,-12.000000,,,,,,-10.730614,-12.000000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000523","Nodes","523",21.000000,39.867314,"DDS demands","Known Flow",458001.035611,237147.154425,,0.000000,,,,,,-7.340000,,,,,,-6.563559,-7.340000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000611","Nodes","611",21.000000,43.468306,"Default Known Flow Node","Known Flow",459139.974092,237400.045809,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000612","Nodes","612",21.000000,43.425167,"Default Known Flow Node","Known Flow",459133.011090,237359.108797,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000410","Nodes","410",21.000000,43.956772,"Default Known Flow Node","Known Flow",459101.988963,237415.400253,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000046","Nodes","46",21.000000,46.041241,"DDS demands","Known Flow",458998.955426,237514.449669,,0.000000,,,,,,-24.340000,,,,,,-21.765265,-24.340000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000045","Nodes","45",21.000000,48.127995,"DDS demands","Known Flow",458901.988027,237582.059858,,0.000000,,,,,,-10.010000,,,,,,-8.951121,-10.010000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000619","Nodes","619",21.000000,44.376502,"Default Known Flow Node","Known Flow",459094.477080,237452.955823,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000536","Nodes","536",21.000000,44.931930,"Default Known Flow Node","Known Flow",459073.255074,237494.199834,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000039","Nodes","39",21.000000,40.724916,"DDS demands","Known Flow",458675.232966,237218.360759,,0.000000,,-91.090000,,,,,,,,,,-81.454312,-91.090000,,"",,"C2 PROFILE",,,,,,,,,
"80003500000306","Nodes","306",21.000000,44.570397,"DDS demands","Known Flow",458759.499067,237360.649536,,0.000000,,-6.000000,,-4.730000,,-5.440000,,-6.000000,,,,-19.824811,-22.169999,,"",,"C2 PROFILE",,"C4 PROFILE",,"D1 PROFILE",,"I2 PROFILE",,,
"80003500000048","Nodes","48",21.000000,48.813435,"Default Known Flow Node","Known Flow",458841.511887,237495.935849,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000038","Nodes","38",21.000000,40.574777,"DDS demands","Known Flow",458660.207962,237189.417751,,0.000000,-9.549999,,,,,-6.079999,,,,,,-13.976625,-15.630000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"80003500000307","Nodes","307",21.000000,40.510955,"DDS demands","Known Flow",458672.489387,237183.104356,,0.000000,-7.730000,,,-8.590000,,-8.420000,,,,,,-22.122951,-24.740001,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,
"80003500000416","Nodes","416",21.000000,49.059082,"DDS demands","Known Flow",458661.332678,237651.473831,,0.000000,,-20.659999,,,,,,,,,,-18.474541,-20.659999,,"",,"C2 PROFILE",,,,,,,,,
"80003500000303","Nodes","303",21.000000,49.015080,"DDS demands","Known Flow",458686.714319,237613.798676,,0.000000,,,,,,-20.030001,,,,,,-17.911185,-20.030001,,"",,,,,,"D1 PROFILE",,,,,
"80003500000304","Nodes","304",21.000000,48.805676,"DDS demands","Known Flow",458833.403240,237499.931242,,0.000000,,,,,,-12.550000,,,,,,-11.222435,-12.550000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000478","Nodes","478",21.000000,49.318327,"Default Known Flow Node","Known Flow",458886.512623,237579.294721,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000574","Nodes","574",21.000000,49.164094,"DDS demands","Known Flow",458877.573157,237561.655631,,0.000000,,,,-5.879999,,-7.089999,,,,,,-11.598006,-12.969999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,
"80003500005930","Nodes","5930",21.000000,48.907035,"Default Known Flow Node","Known Flow",458849.622605,237509.817853,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000067","Nodes","67",21.000000,47.970939,"DDS demands","Known Flow",458916.436031,237612.918867,,0.000000,,,,,,-0.159999,,,,,,-0.143074,-0.159999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000059","Nodes","59",21.000000,43.685243,"DDS demands","Known Flow",458804.494899,237680.713596,,0.000000,,,,,,-2.170000,,,,,,-1.940452,-2.170000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000061","Nodes",,21.000000,43.463424,"DDS demands","Known Flow",458793.579903,237650.654341,,0.000000,,,,,,-0.340000,,,,,,-0.304034,-0.340000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000060","Nodes","60",21.000000,43.271715,"DDS demands","Known Flow",458780.239994,237624.408870,,0.000000,,,,,,-9.859999,,,,,,-8.816988,-9.859999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000180","Nodes","180",21.000000,33.255242,"DDS demands","Known Flow",458508.305399,238085.045197,,0.000000,,,,,,-2.679999,,,,,,-2.396503,-2.679999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000182","Nodes","182",21.000000,31.755134,"DDS demands","Known Flow",458506.866175,238154.109193,,0.000000,,,,,,-2.829999,,,,,,-2.530636,-2.829999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000302","Nodes","302",21.000000,49.170838,"DDS demands","Known Flow",458543.187930,237714.044894,,0.000000,,,,,,-0.280000,,,,,,-0.250381,-0.280000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000205","Nodes","205",21.000000,49.150570,"Default Known Flow Node","Known Flow",458533.765486,237719.382475,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000127","Nodes","127",21.000000,46.869440,"DDS demands","Known Flow",458457.479906,237765.941908,,0.000000,,,,,,-10.209999,,,,,,-9.129964,-10.209999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000150","Nodes","150",21.000000,40.906548,"DDS demands","Known Flow",458317.055868,237902.543945,,0.000000,,,,,,-3.280000,,,,,,-2.933034,-3.280000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000166","Nodes","166",21.000000,40.069033,"Default Known Flow Node","Known Flow",458473.346956,238018.163889,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000165","Nodes","165",21.000000,40.112644,"Default Known Flow Node","Known Flow",458491.391916,238017.067976,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000164","Nodes","164",21.000000,40.069033,"Default Known Flow Node","Known Flow",458456.855906,238005.219973,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500005939","Nodes","5939",21.000000,34.461227,"Default Known Flow Node","Known Flow",458316.342283,237988.168323,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000159","Nodes","159",21.000000,34.608326,"DDS demands","Known Flow",458338.710300,237999.807113,,0.000000,,,,,,-6.170000,,,,,,-5.517324,-6.170000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000696","Nodes","696",21.000000,32.774148,"Default Known Flow Node","Known Flow",458175.582078,238004.389140,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000698","Nodes","698",21.000000,32.682278,"Default Known Flow Node","Known Flow",458152.791671,238033.147252,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000199","Nodes","199",21.000000,41.464746,"DDS demands","Known Flow",458254.758456,237726.875572,,0.000000,,,,,,-5.130000,,,,,,-4.587338,-5.130000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000200","Nodes","200",21.000000,40.631731,"DDS demands","Known Flow",458227.730918,237753.654275,,0.000000,,,,,,-4.010000,,,,,,-3.585814,-4.010000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000201","Nodes","201",21.000000,39.876343,"DDS demands","Known Flow",458183.243815,237778.651285,,0.000000,,,,,,-11.220000,,,,,,-10.033124,-11.220000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000541","Nodes","541",21.000000,33.905778,"DDS demands","Known Flow",457816.344732,237726.950898,,0.000000,,,,,,-4.419999,,,,,,-3.952443,-4.419999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000516","Nodes","516",21.000000,33.929996,"DDS demands","Known Flow",457814.844149,237703.061859,,0.000000,,,,,,-3.270000,,,,,,-2.924092,-3.270000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000397","Nodes","397",21.000000,34.555875,"Default Known Flow Node","Known Flow",457949.337669,237710.774875,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80003500000398","Nodes","398",21.000000,34.151477,"DDS demands","Known Flow",458000.240048,237658.019504,,0.000000,,,,,,-3.660000,,,,,,-3.272837,-3.660000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000400","Nodes","400",21.000000,33.952034,"DDS demands","Known Flow",457972.629308,237616.171056,,0.000000,,,,,,-3.020000,,,,,,-2.700538,-3.020000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000285","Nodes","285",21.000000,32.001147,"DDS demands","Known Flow",457693.252429,237708.459330,,0.000000,,,,,,-11.790000,,,,,,-10.542829,-11.790000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000678","Nodes","678",21.000000,37.728520,"DDS demands","Known Flow",457699.979206,237943.022777,,0.000000,,,,,,-24.100000,,,,,,-21.550650,-24.100000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000681","Nodes","681",21.000000,37.591564,"DDS demands","Known Flow",457819.520091,238053.972267,,0.000000,,,,,,-32.509998,,,,,,-29.071021,-32.509998,,"",,,,,,"D1 PROFILE",,,,,
"80003500000235","Nodes","235",21.000000,30.290762,"DDS demands","Known Flow",458257.113833,238314.997782,,0.000000,,,,,,-3.540000,,,,,,-3.165531,-3.540000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000236","Nodes","236",21.000000,30.285459,"DDS demands","Known Flow",458262.874484,238330.397403,,0.000000,,,,,,-2.089999,,,,,,-1.868915,-2.089999,,"",,,,,,"D1 PROFILE",,,,,
"80003500000239","Nodes","239",21.000000,28.992416,"DDS demands","Known Flow",458307.948519,238436.868322,,0.000000,,,,,,-5.980000,,,,,,-5.347423,-5.980000,,"",,,,,,"D1 PROFILE",,,,,
"80003500000237","Nodes","237",21.000000,29.814427,"DDS demands","Known Flow",458322.365204,238347.248914,,0.000000,,,,,,-6.459999,,,,,,-5.776647,-6.459999,,"",,,,,,"D1 PROFILE",,,,,
