"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"80061300000045","Nodes","45",21.000000,28.102892,"DDS demands","Known Flow",449630.593750,248422.000000,,0.000000,,,,,-7.320000,,-6.545675,-7.320000,,"",,,,,"D1 PROFILE",
"80061300000044","Nodes","44",21.000000,28.878173,"Default Known Flow Node","Known Flow",449594.000000,248475.593750,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061300000035","Nodes","35",21.000000,30.020375,"Default Known Flow Node","Known Flow",449944.875000,249118.000000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061300000036","Nodes","36",21.000000,30.002663,"Default Known Flow Node","Known Flow",449976.468750,249119.031250,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061300000032","Nodes","32",21.000000,30.255681,"DDS demands","Known Flow",449945.000000,249143.796875,,0.000000,,-14.600000,,,-4.150000,,-16.766585,-18.750000,,"",,"C2 PROFILE",,,"D1 PROFILE",
"80061300007001","Nodes","7001",21.000000,21.093039,"DDS demands","Known Flow",449917.625000,248570.515625,,0.000000,,,,,-2.329999,,-2.083527,-2.329999,,"",,,,,"D1 PROFILE",
"80061300000034","Nodes","34",21.000000,30.913204,"Default Known Flow Node","Known Flow",449943.937500,249179.250000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061300000002","Nodes","BYFIELD ROAD",21.000000,31.000000,"Default Known Pressure Node","Known Pressure",449943.375000,249184.250000,,999998.967025,,,,,,,59.373664,66.397321,,"",,,,,,
"80061300000042","Nodes","42",21.000000,28.890072,"DDS demands","Known Flow",449623.812500,248478.406250,,0.000000,,,,,-4.559999,,-4.077633,-4.559999,,"",,,,,"D1 PROFILE",
"80061300000043","Nodes","43",21.000000,28.668561,"Default Known Flow Node","Known Flow",449631.593750,248467.093750,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
