"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"80820000000030","Nodes","30",21.000000,34.246605,"DDS demands","Known Flow",484335.376948,230882.924035,,0.000000,,,,-6.880000,,-6.152219,-6.880000,,"",,,,"",
"80820000000043","Nodes","43",21.000000,31.952323,"DDS demands","Known Flow",484749.448061,231462.302193,,0.000000,,,,-3.579999,,-3.201299,-3.579999,,"",,,,"",
"80820000001002","Nodes","1002",21.000000,29.676949,"Default Known Flow Node","Known Flow",484802.248896,231447.665619,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80820000000038","Nodes","38",21.000000,26.264168,"DDS demands","Known Flow",484847.636087,231395.244175,,0.000000,,,,-10.329999,,-9.237270,-10.329999,,"",,,,"D1 PROFILE",
"80820000000129","Nodes","129",21.000000,26.851160,"DDS demands","Known Flow",484830.088370,231448.837922,,0.000000,,,,-7.730000,,-6.912304,-7.730000,,"",,,,"D1 PROFILE",
"80820000001000","Nodes","1000",21.000000,27.375343,"Default Known Flow Node","Known Flow",484818.429633,231462.950511,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80820000000128","Nodes","128",21.000000,28.170622,"DDS demands","Known Flow",484801.756075,231487.423200,,0.000000,,,,-2.679999,,-2.396503,-2.679999,,"",,,,"D1 PROFILE",
"80820000000081","Nodes","81",21.000000,36.055906,"DDS demands","Known Flow",484406.188986,231524.014918,,0.000000,,,,-8.029999,,-7.180569,-8.029999,,"",,,,"",
"80820000000120","Nodes","120",21.000000,27.940006,"DDS demands","Known Flow",484626.079992,231188.218275,,0.000000,,,,-7.560000,,-6.760287,-7.560000,,"",,,,"D1 PROFILE",
"80820000000119","Nodes","119",21.000000,28.222701,"DDS demands","Known Flow",484626.823027,231118.159099,,0.000000,,,,-9.330000,,-8.343053,-9.330000,,"",,,,"D1 PROFILE",
"80820000000396","Nodes","396",21.000000,26.195776,"Default Known Flow Node","Known Flow",484895.945338,231684.405080,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80820000001001","Nodes","1001",21.000000,25.822724,"DDS demands","Known Flow",484884.931436,231683.526172,,0.000000,,,,-5.929999,,-5.302711,-5.929999,,"",,,,"D1 PROFILE",
"80820000000025","Nodes","25",21.000000,37.431503,"DDS demands","Known Flow",484573.293866,230954.920133,,0.000000,,,,-2.669999,,-2.387561,-2.669999,,"",,,,"D1 PROFILE",
"80820000000026","Nodes","26",21.000000,37.431610,"DDS demands","Known Flow",484552.871900,230930.976007,,0.000000,,,,-1.580000,,-1.412864,-1.580000,,"",,,,"D1 PROFILE",
"80820000000024","Nodes","24",21.000000,37.431704,"DDS demands","Known Flow",484548.003006,230933.769049,,0.000000,,,,-5.099999,,-4.560511,-5.099999,,"",,,,"",
"80820000000061","Nodes","61",21.000000,37.370508,"DDS demands","Known Flow",484637.843030,231477.573197,,0.000000,,,,-5.150000,,-4.605222,-5.150000,,"",,,,"",
"80820000000114","Nodes","114",21.000000,37.219263,"DDS demands","Known Flow",484641.119430,231457.981997,,0.000000,,,,-2.720000,,-2.432272,-2.720000,,"",,,,"D1 PROFILE",
"80820000000063","Nodes","63",21.000000,36.620548,"DDS demands","Known Flow",484595.158019,231377.567170,,0.000000,,,,-7.150000,,-6.393657,-7.150000,,"",,,,"D1 PROFILE",
"80820000000391","Nodes","391",21.000000,36.417838,"Default Known Flow Node","Known Flow",484438.610582,231656.789702,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80820000000106","Nodes","106",21.000000,36.413351,"DDS demands","Known Flow",484440.667977,231659.486247,,0.000000,,,,-2.150000,,-1.922568,-2.150000,,"",,,,"D1 PROFILE",
