"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80320000000028","Nodes","28",21.000000,27.221521,"DDS demands","Known Flow",449922.593750,217578.406250,,0.000000,,,,,,-4.610000,,,,,-4.122344,-4.610000,,"",,,,,,"D1 PROFILE",,,,
"80320000000027","Nodes","27",21.000000,27.651826,"DDS demands","Known Flow",449933.812500,217644.296875,,0.000000,,,,,,-16.780000,,,,,-15.004977,-16.780000,,"",,,,,,"D1 PROFILE",,,,
"80320000000034","Nodes","P00021275, Crutchmore Crescent, 34.24",29.299999,39.091122,"CSEP DDS Matched","Known Flow",450069.500000,219103.000000,,0.000000,,,,,,-8.050000,-19.999998,,,,-25.082810,-28.049999,,"",,,,,,"D1 PROFILE","DC PROFILE",,,
"80320000000076","Nodes","76",21.000000,39.091122,"Default Known Flow Node","Known Flow",450027.968750,219098.921875,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80320000000035","Nodes","35",21.000000,39.091122,"Default Known Flow Node","Known Flow",449986.812500,219087.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80320000000067","Nodes","67",21.000000,28.773545,"DDS demands","Known Flow",450011.000000,220062.796875,,0.000000,,,,,,-8.930000,,,,,-7.985366,-8.930000,,"",,,,,,"D1 PROFILE",,,,
"80320000000282","Nodes","282",0.000000,29.511377,"Default Known Flow Node","Known Flow",449855.250000,220000.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80320000000064","Nodes","64",21.000000,29.443407,"DDS demands","Known Flow",449821.093750,220087.609375,,0.000000,,,,,,-4.260000,,,,,-3.809368,-4.260000,,"",,,,,,"D1 PROFILE",,,,
"80320000000065","Nodes","65",21.000000,29.182509,"DDS demands","Known Flow",449973.593750,219945.000000,,0.000000,,,,,,-5.070000,,,,,-4.533684,-5.070000,,"",,,,,,"D1 PROFILE",,,,
"80320000000016","Nodes","16",21.000000,27.085415,"Default Known Flow Node","Known Flow",449875.312500,215517.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80320000000015","Nodes","15",21.000000,27.129275,"DDS demands","Known Flow",450005.593750,215539.406250,,0.000000,,,,,,,,-10.869999,,,-9.720147,-10.869999,,"",,,,,,,,"I2 PROFILE",,
"80320000000014","Nodes","14",21.000000,28.077663,"DDS demands","Known Flow",450150.906250,215559.203125,,0.000000,,,,,,-5.599999,,,,,-5.007620,-5.599999,,"",,,,,,"D1 PROFILE",,,,
"80320000000013","Nodes","13",21.000000,30.091759,"DDS demands","Known Flow",450296.593750,215502.406250,,0.000000,,,,,,-9.260000,,,,,-8.280457,-9.260000,,"",,,,,,"D1 PROFILE",,,,
