"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-PL)"
"80016200000053","Nodes","53",21.000000,31.725757,"DDS demands","Known Flow",486125.648435,242081.093082,,0.000000,,,,-4.980000,,,-4.453205,-4.980000,,"",,,,"D1 PROFILE",,
"80016200000048","Nodes","48",21.000000,31.123948,"DDS demands","Known Flow",486158.280919,242042.242446,,0.000000,,,,-4.400000,,,-3.934558,-4.400000,,"",,,,"D1 PROFILE",,
"80016200000150","Nodes","150",21.000000,30.929284,"DDS demands","Known Flow",486116.898433,242407.718171,,0.000000,-0.660000,,-7.739999,-1.159999,,,-8.548723,-9.559999,,"","C1 PROFILE",,"C4 PROFILE","D1 PROFILE",,
"80016200180682","Nodes","180682",21.000000,30.935046,"Default Known Flow Node","Known Flow",486116.898433,242413.843173,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000059","Nodes","59",21.000000,31.662190,"DDS demands","Known Flow",486123.773435,242156.468103,,0.000000,,,,-4.650000,,,-4.158113,-4.650000,,"",,,,"D1 PROFILE",,
"80016200000060","Nodes","60",21.000000,31.622066,"DDS demands","Known Flow",486088.648425,242153.843102,,0.000000,,,,-3.980000,,,-3.558987,-3.980000,,"",,,,"D1 PROFILE",,
"80016200000063","Nodes","63",21.000000,31.559306,"DDS demands","Known Flow",486131.523437,242183.218110,,0.000000,,,,-0.049999,,,-0.044710,-0.049999,,"",,,,"D1 PROFILE",,
"80016200000055","Nodes","55",21.000000,31.684583,"DDS demands","Known Flow",486136.898438,242130.468096,,0.000000,,,,-2.939999,,,-2.629000,-2.939999,,"",,,,"D1 PROFILE",,
"80016200000054","Nodes","54",21.000000,31.632019,"DDS demands","Known Flow",486093.273426,242106.468089,,0.000000,,,,-5.519999,,,-4.936082,-5.519999,,"",,,,"D1 PROFILE",,
"80016200000069","Nodes","69",21.000000,31.130174,"DDS demands","Known Flow",486130.273437,242257.843130,,0.000000,,,,-1.139999,,,-1.019408,-1.139999,,"",,,,"D1 PROFILE",,
"80016200000068","Nodes","68",21.000000,31.088825,"DDS demands","Known Flow",486090.773426,242253.593129,,0.000000,,,,-3.839999,,,-3.433796,-3.839999,,"",,,,"D1 PROFILE",,
"80016200000070","Nodes","70",21.000000,31.047133,"DDS demands","Known Flow",486089.773425,242278.718136,,0.000000,,,,-4.400000,,,-3.934558,-4.400000,,"",,,,"D1 PROFILE",,
"80016200000071","Nodes","71",21.000000,31.361764,"DDS demands","Known Flow",486130.523437,242306.093144,,0.000000,,,,-5.320000,,,-4.757239,-5.320000,,"",,,,"D1 PROFILE",,
"80016200000061","Nodes","61",21.000000,31.526024,"DDS demands","Known Flow",486142.523440,242181.468110,,0.000000,,,,-2.470000,,,-2.208718,-2.470000,,"",,,,"D1 PROFILE",,
"80016200000064","Nodes","64",21.000000,31.465381,"DDS demands","Known Flow",486094.398427,242200.343115,,0.000000,,,,-5.249999,,,-4.694643,-5.249999,,"",,,,"D1 PROFILE",,
"80016200000067","Nodes","67",21.000000,31.283190,"DDS demands","Known Flow",486132.774623,242225.428774,,0.000000,,,,-1.240000,,,-1.108830,-1.240000,,"",,,,"D1 PROFILE",,
"80016200000066","Nodes","66",21.000000,31.237724,"DDS demands","Known Flow",486097.523428,242225.718122,,0.000000,,,-0.899999,-3.430000,,,-3.871963,-4.330000,,"",,,"C4 PROFILE","D1 PROFILE",,
"80016200180694","Nodes","180694",21.000000,31.536502,"Default Known Flow Node","Known Flow",486154.648443,242132.093096,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000065","Nodes","65",21.000000,31.426741,"DDS demands","Known Flow",486146.523441,242225.843122,,0.000000,,,,-3.289999,,,-2.941976,-3.289999,,"",,,,"D1 PROFILE",,
"80016200180698","Nodes","180698",21.000000,31.499028,"Default Known Flow Node","Known Flow",486159.023444,242179.343109,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000056","Nodes","56",21.000000,31.501194,"DDS demands","Known Flow",486159.407356,242131.404700,,0.000000,,,,-6.599999,,,-5.901837,-6.599999,,"",,,,"D1 PROFILE",,
"80016200180693","Nodes","180693",21.000000,31.536502,"Default Known Flow Node","Known Flow",486153.898443,242117.093092,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000062","Nodes","62",21.000000,31.486922,"DDS demands","Known Flow",486158.114026,242171.970402,,0.000000,,,,-4.990000,,,-4.462147,-4.990000,,"",,,,"D1 PROFILE",,
"80016200180695","Nodes","180695",21.000000,31.486922,"Default Known Flow Node","Known Flow",486156.273444,242172.093107,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000050","Nodes","50",21.000000,30.871181,"DDS demands","Known Flow",486196.275804,242010.350485,,0.000000,,,,-5.769999,,,-5.159637,-5.769999,,"",,,,"D1 PROFILE",,
"80016200000049","Nodes","49",21.000000,31.035392,"DDS demands","Known Flow",486188.773452,242096.468087,,0.000000,,,,-4.239999,,,-3.791483,-4.239999,,"",,,,"D1 PROFILE",,
"80016200104646","Nodes","104646",21.000000,31.499028,"Default Known Flow Node","Known Flow",486162.398445,242178.968109,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000058","Nodes","58",21.000000,31.495055,"DDS demands","Known Flow",486174.523449,242129.218095,,0.000000,,,,-2.400000,,,-2.146123,-2.400000,,"",,,,"D1 PROFILE",,
"80016200000057","Nodes","57",21.000000,31.488327,"DDS demands","Known Flow",486161.898445,242149.468101,,0.000000,,,,-3.180000,,,-2.843613,-3.180000,,"",,,,"D1 PROFILE",,
"80016200000051","Nodes","51",21.000000,30.809761,"DDS demands","Known Flow",486229.023463,242004.218061,,0.000000,,,,-2.730000,,,-2.441214,-2.730000,,"",,,,"D1 PROFILE",,
"80016200180706","Nodes","180706",21.000000,30.871181,"Default Known Flow Node","Known Flow",486201.398456,242020.218066,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200180708","Nodes","180708",21.000000,30.809761,"Default Known Flow Node","Known Flow",486235.273465,242011.218063,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000052","Nodes","52",21.000000,30.809761,"Default Known Flow Node","Known Flow",486249.523469,241983.968056,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000159","Nodes","159",21.000000,34.287650,"Default Known Flow Node","Known Flow",486394.148508,242219.343120,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200015900","Nodes","15900",21.000000,34.279088,"Default Known Flow Node","Known Flow",486391.773508,242224.593121,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200275558","Nodes","275558",21.000000,34.379419,"Default Known Flow Node","Known Flow",486482.124720,242031.119717,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000158","Nodes","158",21.000000,34.260227,"DDS demands","Known Flow",486430.523518,242137.968098,,0.000000,-33.400001,,,,,,-29.866878,-33.400001,,"","C1 PROFILE",,,,,
"80016200000044","Nodes","44",21.000000,34.377471,"DDS demands","Known Flow",486483.773533,242032.593069,,0.000000,,,,,-50.949999,,-45.560401,-50.949999,,"",,,,,"I2 PROFILE",
"80016200279613","Nodes","279613",21.000000,31.419495,"Default Known Flow Node","Known Flow",486005.271496,242497.186299,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000147","Nodes","147",21.000000,31.315340,"DDS demands","Known Flow",486027.898409,242468.843188,,0.000000,,-42.769998,,,,,-38.245699,-42.769998,,"",,"C2 PROFILE",,,,
"80016200279618","Nodes","279618",21.000000,31.315340,"Default Known Flow Node","Known Flow",486049.398415,242474.718189,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279616","Nodes","279616",21.000000,31.314954,"Default Known Flow Node","Known Flow",486034.254707,242458.676384,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279650","Nodes","279650",21.000000,63.560115,"Default Known Flow Node","Known Flow",486222.023461,242330.468150,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000036","Nodes","36",21.000000,63.486561,"DDS demands","Known Flow",486227.648463,242318.093147,,0.000000,,,,-5.639999,,,-5.043388,-5.639999,,"",,,,"D1 PROFILE",,
"80016200279652","Nodes","279652",21.000000,63.560115,"Default Known Flow Node","Known Flow",486223.523462,242338.093152,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000082","Nodes","82",21.000000,63.971785,"DDS demands","Known Flow",486279.273477,242433.343178,,0.000000,,,,-6.599999,,,-5.901837,-6.599999,,"",,,,"D1 PROFILE",,
"80016200000031","Nodes","31",21.000000,63.889823,"DDS demands","Known Flow",486271.898475,242393.093167,,0.000000,,,,-5.659999,,,-5.061273,-5.659999,,"",,,,"D1 PROFILE",,
"80016200000032","Nodes","32",21.000000,63.770115,"DDS demands","Known Flow",486209.648458,242370.843161,,0.000000,,,,-6.989999,,,-6.250582,-6.989999,,"",,,,"D1 PROFILE",,
"80016200000083","Nodes","83",21.000000,63.853712,"DDS demands","Known Flow",486335.148492,242446.843182,,0.000000,,,,-7.900000,,,-7.064321,-7.900000,,"",,,,"D1 PROFILE",,
"80016200279660","Nodes","279660",21.000000,61.335023,"Default Known Flow Node","Known Flow",486256.398471,242458.468185,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000043","Nodes","43",21.000000,62.759006,"DDS demands","Known Flow",486323.273489,242315.968146,,0.000000,,,,-4.340000,,,-3.880905,-4.340000,,"",,,,"D1 PROFILE",,
"80016200000160","Nodes","160",21.000000,34.271919,"DDS demands","Known Flow",486388.898507,242228.468122,,0.000000,-31.880000,,,,,,-28.507667,-31.880000,,"","C1 PROFILE",,,,,
"80016200279688","Nodes","279688",21.000000,34.315291,"Default Known Flow Node","Known Flow",486358.898499,242256.593130,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279682","Nodes","279682",21.000000,34.390341,"Default Known Flow Node","Known Flow",486324.523489,242094.343086,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000092","Nodes","92",21.000000,61.812554,"DDS demands","Known Flow",486490.772525,242437.448751,,0.000000,,,,-1.549999,,,-1.386037,-1.549999,,"",,,,"D1 PROFILE",,
"80016200310639","Nodes","310639",21.000000,31.314493,"Default Known Flow Node","Known Flow",486029.773409,242431.593178,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200310661","Nodes","310661",21.000000,34.279088,"Default Known Flow Node","Known Flow",486400.398510,242228.718123,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000093","Nodes","93",21.000000,61.729351,"DDS demands","Known Flow",486506.773539,242436.843179,,0.000000,,,,-1.990000,,,-1.779493,-1.990000,,"",,,,"D1 PROFILE",,
"80016200000537","Nodes","537",21.000000,29.201530,"Default Known Flow Node","Known Flow",486579.273559,242226.593122,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000045","Nodes","45",21.000000,32.589528,"DDS demands","Known Flow",486614.273568,242147.593100,,0.000000,,,,,-94.769994,,-84.745027,-94.769994,,"",,,,,"I2 PROFILE",
"80016200104647","Nodes","104647",21.000000,28.862534,"DDS demands","Known Flow",486576.773558,242225.718122,,0.000000,-162.640004,,,,,,-145.435596,-162.640004,,"","C1 PROFILE",,,,,
"80016200000155","Nodes","155",21.000000,60.711220,"DDS demands","Known Flow",486545.273549,242445.968182,,0.000000,,,,-6.199999,,,-5.544150,-6.199999,,"",,,,"D1 PROFILE",,
"80016200000156","Nodes","156",21.000000,60.444959,"DDS demands","Known Flow",486603.523565,242407.718171,,0.000000,,,,-7.269999,,,-6.500963,-7.269999,,"",,,,"D1 PROFILE",,
"80016200279733","Nodes","279733",21.000000,60.320755,"Default Known Flow Node","Known Flow",486561.523554,242389.843166,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000157","Nodes","157",21.000000,59.812850,"DDS demands","Known Flow",486594.648563,242360.718158,,0.000000,,,,-11.700000,,,-10.462349,-11.700000,,"",,,,"D1 PROFILE",,
"80016200279734","Nodes","279734",21.000000,60.320755,"Default Known Flow Node","Known Flow",486569.148556,242391.093167,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000161","Nodes","161",21.000000,31.556448,"DDS demands","Known Flow",485986.198995,242518.646690,,0.000000,,,,-0.869999,,,-0.777969,-0.869999,,"",,,,"D1 PROFILE",,
"80016200275152","Nodes","275152",21.000000,29.220909,"Default Known Flow Node","Known Flow",485558.523281,242659.718240,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200275153","Nodes","275153",21.000000,29.220909,"Default Known Flow Node","Known Flow",485560.773282,242660.343240,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200275154","Nodes","275154",21.000000,29.280324,"Default Known Flow Node","Known Flow",485567.523283,242631.093232,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200275155","Nodes","275155",21.000000,29.280324,"Default Known Flow Node","Known Flow",485569.023284,242632.468232,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000140","Nodes","140",21.000000,29.187282,"DDS demands","Known Flow",485577.023286,242664.968241,,0.000000,,,,-5.630000,,,-5.034446,-5.630000,,"",,,,"D1 PROFILE",,
"80016200000124","Nodes","124",21.000000,30.540671,"DDS demands","Known Flow",485716.148324,242701.218251,,0.000000,,,,-3.629999,,,-3.246011,-3.629999,,"",,,,"D1 PROFILE",,
"80016200000122","Nodes","122",21.000000,30.561930,"DDS demands","Known Flow",485733.022737,242687.881700,,0.000000,,,,-1.720000,,,-1.538054,-1.720000,,"",,,,"D1 PROFILE",,
"80016200000144","Nodes","144",21.000000,31.705059,"DDS demands","Known Flow",485923.898380,242501.718197,,0.000000,,,,-4.409999,,,-3.943500,-4.409999,,"",,,,"D1 PROFILE",,
"80016200000143","Nodes","143",21.000000,31.742830,"DDS demands","Known Flow",485949.148387,242547.968209,,0.000000,,,,-4.689999,,,-4.193881,-4.689999,,"",,,,"D1 PROFILE",,
"80016200000139","Nodes","139",21.000000,29.365635,"DDS demands","Known Flow",485636.773302,242672.218243,,0.000000,,,,-7.570000,,,-6.769229,-7.570000,,"",,,,"D1 PROFILE",,
"80016200275164","Nodes","275164",21.000000,29.383123,"Default Known Flow Node","Known Flow",485646.273305,242678.218245,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000133","Nodes","133",21.000000,29.466480,"DDS demands","Known Flow",485687.273316,242645.218236,,0.000000,,,,-5.030000,,,-4.497916,-5.030000,,"",,,,"D1 PROFILE",,
"80016200275163","Nodes","275163",21.000000,29.383123,"Default Known Flow Node","Known Flow",485641.398303,242686.593247,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000134","Nodes","134",21.000000,28.887528,"DDS demands","Known Flow",485676.523313,242586.093220,,0.000000,,,,-13.520000,,,-12.089825,-13.520000,,"",,,,"D1 PROFILE",,
"80016200000136","Nodes","136",21.000000,27.088497,"DDS demands","Known Flow",485585.465343,242567.207735,,0.000000,,,,-6.510000,,,-5.821358,-6.510000,,"",,,,"D1 PROFILE",,
"80016200000135","Nodes","135",21.000000,28.307486,"DDS demands","Known Flow",485662.773309,242470.093188,,0.000000,,,,-8.960000,,,-8.012192,-8.960000,,"",,,,"D1 PROFILE",,
"80016200000128","Nodes","128",21.000000,30.774468,"DDS demands","Known Flow",485748.898333,242638.343234,,0.000000,,,,-2.430000,,,-2.172949,-2.430000,,"",,,,"D1 PROFILE",,
"80016200000120","Nodes","120",21.000000,30.652464,"DDS demands","Known Flow",485763.659663,242693.686229,,0.000000,,,,-3.430000,,,-3.067167,-3.430000,,"",,,,"D1 PROFILE",,
"80016200000123","Nodes","123",21.000000,30.602806,"DDS demands","Known Flow",485731.523328,242674.468244,,0.000000,,,,-1.669999,,,-1.493343,-1.669999,,"",,,,"D1 PROFILE",,
"80016200000130","Nodes","130",21.000000,28.559272,"DDS demands","Known Flow",485746.898332,242547.593209,,0.000000,,,,-9.549999,,,-8.539781,-9.549999,,"",,,,"D1 PROFILE",,
"80016200275187","Nodes","275187",21.000000,28.534590,"Default Known Flow Node","Known Flow",485774.023340,242542.843208,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000131","Nodes","131",21.000000,27.782627,"DDS demands","Known Flow",485711.023322,242470.593188,,0.000000,,,,-11.439999,,,-10.229852,-11.439999,,"",,,,"D1 PROFILE",,
"80016200275180","Nodes","275180",21.000000,30.653794,"Default Known Flow Node","Known Flow",485749.023333,242612.468227,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000118","Nodes","118",21.000000,31.251588,"DDS demands","Known Flow",485797.648346,242649.593237,,0.000000,,,,-5.830000,,,-5.213290,-5.830000,,"",,,,"D1 PROFILE",,
"80016200000129","Nodes","129",21.000000,29.917744,"DDS demands","Known Flow",485757.023335,242599.343223,,0.000000,,,,-5.420000,,,-4.846660,-5.420000,,"",,,,"D1 PROFILE",,
"80016200275186","Nodes","275186",21.000000,29.917744,"Default Known Flow Node","Known Flow",485772.648339,242599.843223,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000119","Nodes","119",21.000000,30.859146,"DDS demands","Known Flow",485781.773342,242700.093251,,0.000000,,,,-2.559999,,,-2.289197,-2.559999,,"",,,,"D1 PROFILE",,
"80016200000121","Nodes","121",21.000000,30.642636,"DDS demands","Known Flow",485757.273335,242710.468254,,0.000000,,,,-2.799999,,,-2.503810,-2.799999,,"",,,,"D1 PROFILE",,
"80016200275190","Nodes","275190",21.000000,28.534590,"Default Known Flow Node","Known Flow",485779.148341,242542.968208,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000132","Nodes","132",21.000000,28.522116,"DDS demands","Known Flow",485777.273340,242530.218205,,0.000000,,,,-3.569999,,,-3.192357,-3.569999,,"",,,,"D1 PROFILE",,
"80016200000125","Nodes","125",21.000000,30.595696,"DDS demands","Known Flow",485800.898347,242707.343253,,0.000000,,,,-4.650000,,,-4.158113,-4.650000,,"",,,,"D1 PROFILE",,
"80016200004004","Nodes","4004",21.000000,32.697356,"DDS demands","Known Flow",485869.921810,242626.978819,,0.000000,,,,-10.750000,,,-9.612842,-10.750000,,"",,,,"D1 PROFILE",,
"80016200000127","Nodes","127",21.000000,30.172784,"DDS demands","Known Flow",485850.773360,242751.218265,,0.000000,,,,-9.720000,,,-8.691797,-9.720000,,"",,,,"D1 PROFILE",,
"80016200000126","Nodes","126",21.000000,30.587524,"DDS demands","Known Flow",485795.148345,242724.843258,,0.000000,,,,-2.519999,,,-2.253428,-2.519999,,"",,,,"D1 PROFILE",,
"80016200275204","Nodes","275204",21.000000,32.722262,"Default Known Flow Node","Known Flow",485870.773366,242625.093230,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200275211","Nodes","275211",21.000000,33.110802,"Default Known Flow Node","Known Flow",485909.273376,242686.593247,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000142","Nodes","142",21.000000,32.137956,"DDS demands","Known Flow",485889.273371,242570.968216,,0.000000,,,,-1.159999,,,-1.037292,-1.159999,,"",,,,"D1 PROFILE",,
"80016200000115","Nodes","115",21.000000,31.848981,"DDS demands","Known Flow",485873.398367,242549.843210,,0.000000,,,,-3.920000,,,-3.505334,-3.920000,,"",,,,"D1 PROFILE",,
"80016200000116","Nodes","116",21.000000,31.836767,"DDS demands","Known Flow",485844.523359,242552.593211,,0.000000,,,,-2.170000,,,-1.940452,-2.170000,,"",,,,"D1 PROFILE",,
"80016200000113","Nodes","113",21.000000,31.968079,"Default Known Flow Node","Known Flow",485879.148368,242561.593213,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000114","Nodes","114",21.000000,31.943438,"DDS demands","Known Flow",485846.148359,242590.718221,,0.000000,,,,-2.689999,,,-2.405446,-2.689999,,"",,,,"D1 PROFILE",,
"80016200275212","Nodes","275212",21.000000,31.785124,"Default Known Flow Node","Known Flow",485943.148386,242551.343210,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000109","Nodes","109",21.000000,33.788120,"DDS demands","Known Flow",485951.134172,242798.872832,,0.000000,,,,-11.499999,,,-10.283505,-11.499999,,"",,,,"D1 PROFILE",,
"80016200275217","Nodes","275217",21.000000,34.159225,"Default Known Flow Node","Known Flow",485992.398399,242798.718278,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000110","Nodes","110",21.000000,32.827833,"DDS demands","Known Flow",485971.898393,242762.843268,,0.000000,,,,-9.079999,,,-8.119498,-9.079999,,"",,,,"D1 PROFILE",,
"80016200275216","Nodes","275216",21.000000,32.557586,"DDS demands","Known Flow",485981.281176,242740.220336,,0.000000,,,,-6.650000,,,-5.946549,-6.650000,,"",,,,"",,
"80016200000111","Nodes","111",21.000000,32.399369,"DDS demands","Known Flow",485997.877589,242694.443379,,0.000000,,,,-7.469999,,,-6.679807,-7.469999,,"",,,,"D1 PROFILE",,
"80016200000112","Nodes","112",21.000000,32.555308,"DDS demands","Known Flow",485976.398395,242720.468256,,0.000000,,,,-1.070000,,,-0.956813,-1.070000,,"",,,,"D1 PROFILE",,
"80016200000138","Nodes","138",21.000000,26.685379,"DDS demands","Known Flow",485585.773288,242488.593193,,0.000000,,,,-8.739999,,,-7.815464,-8.739999,,"",,,,"D1 PROFILE",,
"80016200000137","Nodes","137",21.000000,27.062393,"DDS demands","Known Flow",485556.398280,242561.843213,,0.000000,,,,-3.549999,,,-3.174473,-3.549999,,"",,,,"D1 PROFILE",,
"80016200000162","Nodes","162",21.000000,31.535413,"DDS demands","Known Flow",485966.273392,242515.593201,,0.000000,,,,-3.370000,,,-3.013514,-3.370000,,"",,,,"D1 PROFILE",,
"80016200310638","Nodes","310638",21.000000,32.399369,"Default Known Flow Node","Known Flow",486001.273401,242687.218247,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279624","Nodes","279624",21.000000,34.991131,"Default Known Flow Node","Known Flow",486072.884427,242784.690286,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279628","Nodes","279628",21.000000,35.034462,"Default Known Flow Node","Known Flow",486081.898423,242761.968268,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279630","Nodes","279630",21.000000,34.832981,"Default Known Flow Node","Known Flow",486133.523437,242862.093295,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279632","Nodes","279632",21.000000,34.832981,"Default Known Flow Node","Known Flow",486148.398441,242846.968291,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279635","Nodes","279635",21.000000,34.622660,"Default Known Flow Node","Known Flow",486159.273444,242889.968302,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200004012","Nodes","4012",21.000000,34.666008,"DDS demands","Known Flow",486175.648449,242875.343298,,0.000000,,,,-6.000000,,,-5.365307,-6.000000,,"",,,,"D1 PROFILE",,
"80016200004020","Nodes","4020",21.000000,33.399260,"DDS demands","Known Flow",486294.898481,242854.468293,,0.000000,-5.709999,,,,,,-5.105984,-5.709999,,"","C1 PROFILE",,,,,
"80016200279689","Nodes","279689",21.000000,59.291247,"Default Known Flow Node","Known Flow",486359.148499,242541.718208,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279692","Nodes","279692",21.000000,59.291247,"Default Known Flow Node","Known Flow",486360.273499,242537.343206,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200004049","Nodes","4049",21.000000,33.420661,"Default Known Flow Node","Known Flow",486359.148499,242961.218322,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200004048","Nodes","4048",21.000000,33.464124,"DDS demands","Known Flow",486389.136340,242933.205290,,0.000000,,,,-1.240000,-18.340000,,-17.508786,-19.580000,,"",,,,"D1 PROFILE","I2 PROFILE",
"80016200004027","Nodes","4027",21.000000,34.358126,"DDS demands","Known Flow",486360.023499,242792.968276,,0.000000,,,,,-6.000000,,-5.365307,-6.000000,,"",,,,,"I2 PROFILE",
"80016200004026","Nodes","4026",21.000000,34.465006,"DDS demands","Known Flow",486338.148493,242813.468282,,0.000000,-15.909999,,,,,,-14.227006,-15.909999,,"","C1 PROFILE",,,,,
"80016200000090","Nodes","90",21.000000,59.294120,"DDS demands","Known Flow",486411.398513,242599.593223,,0.000000,,,,-5.500000,,,-4.918198,-5.500000,,"",,,,"D1 PROFILE",,
"80016200000088","Nodes","88",21.000000,59.329504,"DDS demands","Known Flow",486400.773510,242565.968214,,0.000000,,,,-7.499999,,,-6.706634,-7.499999,,"",,,,"D1 PROFILE",,
"80016200004053","Nodes","4053",21.000000,32.799752,"DDS demands","Known Flow",486425.898517,242898.343305,,0.000000,,,,,-10.239999,,-9.156791,-10.239999,,"",,,,,"I2 PROFILE",
"80016200004052","Nodes","4052",21.000000,33.215744,"Default Known Flow Node","Known Flow",486460.171436,242866.117661,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200279611","Nodes","279611",21.000000,34.272656,"Default Known Flow Node","Known Flow",486001.038391,242785.575578,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200000021","Nodes","Blakelands No 1 North, Constant",21.000000,34.999999,"Default Known Pressure Node","Known Pressure",486072.273421,242787.218274,,999998.967025,,,,,,,963.328720,1077.286312,,"",,,,,,
"80016200279619","Nodes","279619",21.000000,34.993880,"Default Known Flow Node","Known Flow",486056.148416,242806.593280,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200004008","Nodes","4008",21.000000,34.481438,"DDS demands","Known Flow",486075.023421,242899.343305,,0.000000,,,,,-19.390000,,-17.338884,-19.390000,,"",,,,,"I2 PROFILE",
"80016200279620","Nodes","279620",21.000000,34.481438,"Default Known Flow Node","Known Flow",486065.648419,242890.468303,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200004002","Nodes","4002",21.000000,34.969999,"DDS demands","Known Flow",486080.023423,242787.968275,,0.000000,,,,,-43.139999,,-38.576559,-43.139999,,"",,,,,"I2 PROFILE",
"80016200004001","Nodes","4001",21.000000,34.991131,"DDS demands","Known Flow",486074.273421,242785.593274,,0.000000,,,,,-49.360001,,-44.138596,-49.360001,,"",,,,,"I2 PROFILE",
"80016200004007","Nodes","4007",21.000000,34.713125,"DDS demands","Known Flow",486081.398423,242893.343303,,0.000000,,,,-2.400000,,,-2.146123,-2.400000,,"",,,,"D1 PROFILE",,
"80016200004006","Nodes","4006",21.000000,34.827310,"Default Known Flow Node","Known Flow",486124.898435,242850.468292,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80016200004005","Nodes","4005",21.000000,34.883032,"DDS demands","Known Flow",486139.148439,242836.968288,,0.000000,,,,,-5.840000,,-5.222232,-5.840000,,"",,,,,"I2 PROFILE",
"80016200004009","Nodes","4009",21.000000,34.818630,"Default Known Flow Node","Known Flow",486151.398442,242849.468291,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
