"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80220800000025","Nodes","25",21.000000,26.370444,"DDS demands","Known Flow",477152.635000,179485.235000,,0.000000,,,,-9.090000,,,-8.128440,-9.090000,,"",,,,"D1 PROFILE",,
"80220800001008","Nodes","1008",21.000000,27.366060,"Default Known Flow Node","Known Flow",477261.385000,179494.110000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000045","Nodes","45",21.000000,32.988032,"DDS demands","Known Flow",477120.519065,179631.794601,,0.000000,,,,-7.530000,,,-6.733460,-7.530000,,"",,,,"D1 PROFILE",,
"80220800000046","Nodes","46",21.000000,32.890872,"DDS demands","Known Flow",477030.468766,179609.805574,,0.000000,,,,-11.379999,,,-10.176199,-11.379999,,"",,,,"D1 PROFILE",,
"80220800000048","Nodes","48",21.000000,33.102624,"DDS demands","Known Flow",476784.379823,179587.477288,,0.000000,-6.049999,,,-27.159999,,,-29.696976,-33.209998,,"","C1 PROFILE",,,"D1 PROFILE",,
"80220800000047","Nodes","47",21.000000,32.758632,"DDS demands","Known Flow",477038.740828,179592.947320,,0.000000,,-2.549999,,-6.179999,,,-7.806522,-8.729999,,"",,"C3  PROFILE",,"D1 PROFILE",,
"80220800000076","Nodes","76",21.000000,32.845254,"Default Known Flow Node","Known Flow",476984.917457,179529.353035,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000062","Nodes","62",21.000000,25.371511,"DDS demands","Known Flow",477277.990379,179908.605135,,0.000000,,,,-5.830000,,,-5.213290,-5.830000,,"",,,,"D1 PROFILE",,
"80220800000063","Nodes","63",21.000000,22.795840,"DDS demands","Known Flow",477340.631130,179991.429908,,0.000000,,,,-9.560000,,,-8.548724,-9.560000,,"",,,,"D1 PROFILE",,
"80220800000064","Nodes","64",21.000000,22.786250,"DDS demands","Known Flow",477327.416250,180024.500625,,0.000000,,,,-1.820000,,,-1.627476,-1.820000,,"",,,,"D1 PROFILE",,
"80220800000065","Nodes","65",21.000000,22.449611,"DDS demands","Known Flow",477377.175167,180008.752541,,0.000000,,,,-5.339999,,,-4.775123,-5.339999,,"",,,,"D1 PROFILE",,
"80220800000066","Nodes","66",21.000000,22.412721,"DDS demands","Known Flow",477374.510000,180047.110000,,0.000000,,,,-5.639999,,,-5.043388,-5.639999,,"",,,,"D1 PROFILE",,
"80220800000068","Nodes","68",21.000000,22.445797,"DDS demands","Known Flow",477401.421732,179976.887811,,0.000000,,,,-1.150000,,,-1.028350,-1.150000,,"",,,,"D1 PROFILE",,
"80220800000044","Nodes","44",21.000000,21.694417,"DDS demands","Known Flow",477506.711879,179945.451164,,0.000000,,,,-14.330000,,,-12.814142,-14.330000,,"",,,,"D1 PROFILE",,
"80220800000060","Nodes","60",21.000000,22.931089,"DDS demands","Known Flow",477464.935807,179879.666698,,0.000000,,,,-6.869999,,,-6.143277,-6.869999,,"",,,,"D1 PROFILE",,
"80220800000072","Nodes","72",21.000000,24.685746,"Default Known Flow Node","Known Flow",477408.791250,179873.406875,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000061","Nodes","61",21.000000,22.842492,"DDS demands","Known Flow",477453.996202,179914.174175,,0.000000,,,,-6.360000,,,-5.687226,-6.360000,,"",,,,"D1 PROFILE",,
"80220800001028","Nodes","1028",21.000000,27.863602,"Default Known Flow Node","Known Flow",477580.722284,180437.369986,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000069","Nodes","69",21.000000,27.667503,"Default Known Flow Node","Known Flow",477574.356485,180460.595466,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000020","Nodes","20",21.000000,27.250352,"DDS demands","Known Flow",477574.236527,180502.448692,,0.000000,-9.310000,,,-7.739999,,,-15.246415,-17.050000,,"","C1 PROFILE",,,"D1 PROFILE",,
"80220800000075","Nodes","75",21.000000,25.144291,"Default Known Flow Node","Known Flow",477133.472891,179994.547079,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000074","Nodes","74",21.000000,25.169288,"DDS demands","Known Flow",477104.072218,179995.668885,,0.000000,,,,-2.730000,,,-2.441214,-2.730000,,"",,,,"D1 PROFILE",,
"80220800000067","Nodes","67",21.000000,25.144291,"Default Known Flow Node","Known Flow",477132.117375,179995.388434,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000058","Nodes","58",21.000000,25.159127,"DDS demands","Known Flow",477158.159366,179980.392709,,0.000000,,,,-33.240000,,,-29.723803,-33.240000,,"",,,,"D1 PROFILE",,
"80220800000073","Nodes","73",21.000000,24.685746,"Default Known Flow Node","Known Flow",477381.447500,179913.953750,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000043","Nodes","43",21.000000,26.203605,"DDS demands","Known Flow",477374.931363,179837.927898,,0.000000,,,,-34.540000,,,-30.886287,-34.540000,,"",,,,"D1 PROFILE",,
"80220800000015","Nodes","15",21.000000,29.252265,"DDS demands","Known Flow",477617.833127,180123.488133,,0.000000,,,-7.259999,-11.750000,,,-16.999081,-19.009998,,"",,,"C4 PROFILE","D1 PROFILE",,
"80220800001000","Nodes","1000",21.000000,28.639266,"Default Known Flow Node","Known Flow",477615.587401,180227.925732,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000017","Nodes","17",21.000000,28.205233,"DDS demands","Known Flow",477611.975824,180301.746363,,0.000000,,,,-29.309998,,,-26.209525,-29.309998,,"",,,,"D1 PROFILE",,
"80220800001025","Nodes","1025",21.000000,27.002223,"Default Known Flow Node","Known Flow",477534.992068,179087.731317,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000049","Nodes","49",21.000000,27.193321,"DDS demands","Known Flow",477544.756589,179086.135194,,0.000000,,-0.629999,-8.839999,-31.999999,,,-37.083215,-41.469999,,"",,"C3  PROFILE","C4 PROFILE","D1 PROFILE",,
"80220800000008","Nodes","CROWSLEY  ROAD DG",21.000000,28.000000,"Default Known Pressure Node","Known Pressure",477543.307024,179079.965688,,999998.967025,,,,,,,56.180882,62.826845,,"",,,,,,
"80220800000007","Nodes","LOWES  CLOSE RRI",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",477619.961081,179567.856016,,999998.967025,,,,,,,7.109031,7.949999,,"",,,,,,
"80220800000052","Nodes","52",21.000000,39.975482,"DDS demands","Known Flow",477626.830292,179568.581500,,0.000000,,,,-3.729999,,,-3.335432,-3.729999,,"",,,,"D1 PROFILE",,
"80220800000006","Nodes","THE  CRESCENT RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",477609.714770,179555.787523,,999998.967025,,,,,,,13.386440,14.970000,,"",,,,,,
"80220800000050","Nodes","50",21.000000,74.924092,"DDS demands","Known Flow",477608.844476,179563.330068,,0.000000,,,,-4.760000,,,-4.256477,-4.760000,,"",,,,"D1 PROFILE",,
"80220800000051","Nodes","51",21.000000,74.267164,"DDS demands","Known Flow",477597.530659,179509.081765,,0.000000,,,,-10.209999,,,-9.129964,-10.209999,,"",,,,"D1 PROFILE",,
"80220800000053","Nodes","53",21.000000,39.809730,"DDS demands","Known Flow",477724.206731,179527.648029,,0.000000,,,,-4.219999,,,-3.773599,-4.219999,,"",,,,"D1 PROFILE",,
"80220800001035","Nodes","1035",21.000000,27.863602,"Default Known Flow Node","Known Flow",477574.938578,180477.065331,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001029","Nodes","1029",21.000000,27.863602,"Default Known Flow Node","Known Flow",477619.886040,180478.419226,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000018","Nodes","18",21.000000,27.889125,"DDS demands","Known Flow",477581.311284,180434.863309,,0.000000,,0.000000,-6.000000,-0.750000,,,-6.035971,-6.750000,,"",,"C3  PROFILE","C4 PROFILE","D1 PROFILE",,
"80220800000012","Nodes","12",21.000000,29.885546,"DDS demands","Known Flow",477694.767400,179792.305069,,0.000000,-24.999999,,,-8.970000,,,-30.376582,-33.969998,,"","C1 PROFILE",,,"D1 PROFILE",,
"80220800000014","Nodes","14",21.000000,29.493096,"DDS demands","Known Flow",477655.641434,179961.132076,,0.000000,,,,-34.619998,,,-30.957822,-34.619998,,"",,,,"D1 PROFILE",,
"80220800001030","Nodes","1030",21.000000,29.303736,"Default Known Flow Node","Known Flow",477620.828566,180119.176335,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000019","Nodes","19",21.000000,30.971196,"Default Known Flow Node","Known Flow",477528.857203,179725.444861,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000001","Nodes","MILL ROAD/STATION ROAD DG",21.000000,31.000000,"Default Known Pressure Node","Known Pressure",477527.223726,179725.973339,,999998.967025,,,,,,,345.409518,386.270016,,"",,,,,,
"80220800000057","Nodes","57",21.000000,25.615415,"DDS demands","Known Flow",477316.510541,179881.102935,,0.000000,,,,-24.849999,,,-22.221314,-24.849999,,"",,,,"D1 PROFILE",,
"80220800000055","Nodes","55",21.000000,30.114695,"DDS demands","Known Flow",477527.752204,179750.907884,,0.000000,,,,-4.400000,,,-3.934558,-4.400000,,"",,,,"D1 PROFILE",,
"80220800000005","Nodes","WAR MEMORIAL RRI",21.000000,32.999999,"Default Known Pressure Node","Known Pressure",477124.183903,179633.155826,,999998.967025,,,,,,,54.413153,60.850000,,"",,,,,,
"80220800001009","Nodes","1009",21.000000,28.513510,"Default Known Flow Node","Known Flow",477292.773641,179385.053148,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000030","Nodes","30",21.000000,28.409071,"DDS demands","Known Flow",477296.072500,179386.016250,,0.000000,,,,-7.259999,,,-6.492022,-7.259999,,"",,,,"D1 PROFILE",,
"80220800001034","Nodes","1034",21.000000,27.382110,"Default Known Flow Node","Known Flow",477263.510000,179493.485000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000021","Nodes","21",21.000000,27.391438,"DDS demands","Known Flow",477279.341296,179473.326503,,0.000000,,,,-16.399999,,,-14.665173,-16.399999,,"",,,,"D1 PROFILE",,
"80220800000004","Nodes","BASKERVILLE  LANE DG",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",477269.260000,179376.110000,,999998.967025,,,,,,,243.176401,271.943154,,"",,,,,,
"80220800000031","Nodes","31",21.000000,29.714525,"DDS demands","Known Flow",477266.987637,179378.950568,,0.000000,,,,-13.100000,,,-11.714255,-13.100000,,"",,,,"D1 PROFILE",,
"80220800000035","Nodes","35",21.000000,22.899671,"DDS demands","Known Flow",477197.510000,179177.485000,,0.000000,,,,-8.319999,,,-7.439892,-8.319999,,"",,,,"D1 PROFILE",,
"80220800000040","Nodes","40",21.000000,22.655653,"DDS demands","Known Flow",477075.635000,179065.485000,,0.000000,,,,-7.269999,,,-6.500963,-7.269999,,"",,,,"D1 PROFILE",,
"80220800001033","Nodes","1033",21.000000,29.446682,"Default Known Flow Node","Known Flow",477272.760000,179380.235000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001010","Nodes","1010",21.000000,28.352897,"Default Known Flow Node","Known Flow",477296.576076,179384.242793,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001011","Nodes","1011",21.000000,28.349718,"Default Known Flow Node","Known Flow",477297.860177,179389.510100,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000029","Nodes","29",21.000000,24.991784,"DDS demands","Known Flow",477325.510000,179277.985000,,0.000000,,,,-15.689999,,,-14.030278,-15.689999,,"",,,,"D1 PROFILE",,
"80220800000070","Nodes","70",21.000000,24.299038,"Default Known Flow Node","Known Flow",477435.141090,179315.125678,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000034","Nodes","34",21.000000,24.480891,"DDS demands","Known Flow",477327.280133,179269.915457,,0.000000,,,,-16.459998,,,-14.718825,-16.459998,,"",,,,"D1 PROFILE",,
"80220800001016","Nodes","1016",21.000000,25.804921,"Default Known Flow Node","Known Flow",477364.562811,179475.476304,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001018","Nodes","1018",21.000000,25.673751,"Default Known Flow Node","Known Flow",477397.116517,179493.208071,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001015","Nodes","1015",21.000000,25.804921,"Default Known Flow Node","Known Flow",477350.385000,179438.360000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000036","Nodes","36",21.000000,23.807567,"DDS demands","Known Flow",477372.557184,179130.768504,,0.000000,,,,-30.899998,,,-27.631331,-30.899998,,"",,,,"D1 PROFILE",,
"80220800001014","Nodes","1014",21.000000,23.939355,"Default Known Flow Node","Known Flow",477337.758846,179008.575571,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001020","Nodes","1020",21.000000,25.628155,"Default Known Flow Node","Known Flow",477415.796595,179494.334149,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000024","Nodes","24",21.000000,25.466189,"DDS demands","Known Flow",477467.515545,179491.422506,,0.000000,,,,-29.150000,,,-26.066452,-29.150000,,"",,,,"D1 PROFILE",,
"80220800001021","Nodes","1021",21.000000,25.628155,"Default Known Flow Node","Known Flow",477426.385000,179457.610000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001023","Nodes","1023",21.000000,25.509957,"Default Known Flow Node","Known Flow",477466.509018,179459.270469,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000071","Nodes","71",21.000000,24.299038,"Default Known Flow Node","Known Flow",477452.152789,179265.481320,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000032","Nodes","32",21.000000,29.487649,"DDS demands","Known Flow",477071.760000,179381.610000,,0.000000,,,,-33.929999,,,-30.340812,-33.929999,,"",,,,"D1 PROFILE",,
"80220800001002","Nodes","1002",21.000000,28.367531,"Default Known Flow Node","Known Flow",477298.234187,179387.870690,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000033","Nodes","33",21.000000,28.256679,"DDS demands","Known Flow",477440.135000,179426.735000,,0.000000,,,,-1.519999,,,-1.359211,-1.519999,,"",,,,"D1 PROFILE",,
"80220800000027","Nodes","27",21.000000,23.487844,"DDS demands","Known Flow",477557.306522,179356.508730,,0.000000,,,,-20.109999,,,-17.982721,-20.109999,,"",,,,"D1 PROFILE",,
"80220800000026","Nodes","26",21.000000,22.269551,"DDS demands","Known Flow",477592.468746,179435.607952,,0.000000,,,,-14.819999,,,-13.252309,-14.819999,,"",,,,"D1 PROFILE",,
"80220800000022","Nodes","22",21.000000,25.970825,"DDS demands","Known Flow",477327.280242,179513.133340,,0.000000,,,,-23.799999,,,-21.282385,-23.799999,,"",,,,"D1 PROFILE",,
"80220800001019","Nodes","1019",21.000000,25.673751,"Default Known Flow Node","Known Flow",477399.994297,179534.248886,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001024","Nodes","1024",21.000000,25.422428,"Default Known Flow Node","Known Flow",477474.642204,179537.722739,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001007","Nodes","1007",21.000000,25.746696,"Default Known Flow Node","Known Flow",477207.641945,179843.353385,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001013","Nodes","1013",21.000000,25.505533,"Default Known Flow Node","Known Flow",477332.521097,179605.549332,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000023","Nodes","23",21.000000,25.291569,"DDS demands","Known Flow",477369.938581,179625.467384,,0.000000,,,,-13.239999,,,-11.839444,-13.239999,,"",,,,"D1 PROFILE",,
"80220800001012","Nodes","1012",21.000000,25.549314,"Default Known Flow Node","Known Flow",477308.334891,179599.431644,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000037","Nodes","37",21.000000,25.132940,"DDS demands","Known Flow",477382.307048,179629.083841,,0.000000,,,,-21.600000,,,-19.315106,-21.600000,,"",,,,"D1 PROFILE",,
"80220800001017","Nodes","1017",21.000000,25.132940,"Default Known Flow Node","Known Flow",477387.952026,179639.593597,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000038","Nodes","38",21.000000,24.981448,"DDS demands","Known Flow",477435.635739,179589.992862,,0.000000,,,,-6.670000,,,-5.964433,-6.670000,,"",,,,"D1 PROFILE",,
"80220800000039","Nodes","39",21.000000,24.865704,"DDS demands","Known Flow",477459.618201,179618.871892,,0.000000,,,,-3.970000,,,-3.550045,-3.970000,,"",,,,"D1 PROFILE",,
"80220800001022","Nodes","1022",21.000000,25.466189,"Default Known Flow Node","Known Flow",477462.355148,179541.164293,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
