"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80123100000004","Nodes","4","21.000000","27.837418","Default Known Flow Node","Known Flow","439921.257863","198173.654135","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123110000077","Nodes","10000077","21.000000","38.258625","Default Known Flow Node","Known Flow","440722.527068","198261.861218","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100008002","Nodes","P13133210, Plots 1-4, Beggars Lane, 11.26","22.999998","24.514543","CSEP Unmatched","Known Flow","439412.000000","198013.000000","","0.000000","","","","","","","","-11.260000","","-10.068893","-11.260000","","","","","","","","","","PL-DC PROFILE",""
"80123100008003","Nodes","8003","21.000000","26.734836","DDS demands","Known Flow","439636.644785","198080.578109","","0.000000","","","","","-3.599999","","","","","-3.219184","-3.599999","","","","","","","D1 PROFILE","","","",""
"80123100000304","Nodes","304","21.000000","24.472584","Default Known Flow Node","Known Flow","440017.938889","197777.819027","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000312","Nodes","312","21.000000","24.562117","Default Known Flow Node","Known Flow","439419.777726","198009.166090","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000346","Nodes","346","21.000000","26.362550","Default Known Flow Node","Known Flow","439596.368841","198058.921843","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000321","Nodes","321","21.000000","27.633366","Default Known Flow Node","Known Flow","439887.901853","198028.829095","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000322","Nodes","322","21.000000","28.696814","Default Known Flow Node","Known Flow","439902.028857","198099.864115","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000324","Nodes","324","21.000000","29.404464","Default Known Flow Node","Known Flow","440005.354885","198129.184123","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000327","Nodes","327","21.000000","27.837418","Default Known Flow Node","Known Flow","439916.330861","198180.232137","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000364","Nodes","364","21.000000","27.837418","Default Known Flow Node","Known Flow","439918.648935","198200.251084","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000365","Nodes","365","21.000000","28.017989","Default Known Flow Node","Known Flow","439950.214870","198360.811186","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000339","Nodes","339","21.000000","25.900617","Default Known Flow Node","Known Flow","439520.333753","198105.633116","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000317","Nodes","317","21.000000","25.941439","Default Known Flow Node","Known Flow","439536.217758","198084.542111","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000347","Nodes","347","21.000000","26.362550","DDS demands","Known Flow","439595.398774","198063.339105","","0.000000","","","","","-1.179999","","","","","-1.055177","-1.179999","","","","","","","D1 PROFILE","","","",""
"80123100000353","Nodes","353","21.000000","27.371905","Default Known Flow Node","Known Flow","439704.338803","198077.665109","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000351","Nodes","351","21.000000","27.371905","Default Known Flow Node","Known Flow","439704.024803","198080.455109","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000352","Nodes","352","21.000000","27.371905","Default Known Flow Node","Known Flow","439694.108801","198120.334120","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000354","Nodes","354","21.000000","27.594430","Default Known Flow Node","Known Flow","439726.962810","198080.939110","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000355","Nodes","355","21.000000","27.594430","Default Known Flow Node","Known Flow","439730.637811","198085.985111","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000358","Nodes","358","21.000000","27.816915","Default Known Flow Node","Known Flow","439855.166845","198196.305141","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000360","Nodes","360","21.000000","27.427611","Default Known Flow Node","Known Flow","439860.645846","198156.084130","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000363","Nodes","363","21.000000","27.837418","Default Known Flow Node","Known Flow","439915.350861","198181.825137","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000369","Nodes","369","21.000000","25.904924","Default Known Flow Node","Known Flow","440101.447912","197910.137063","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000370","Nodes","370","21.000000","25.904924","Default Known Flow Node","Known Flow","440157.133927","197916.160065","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000378","Nodes","378","21.000000","29.734814","Default Known Flow Node","Known Flow","440173.577931","197993.088086","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000373","Nodes","373","21.000000","29.883750","Default Known Flow Node","Known Flow","440395.574992","198075.256108","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000391","Nodes","391","21.000000","32.006654","Default Known Flow Node","Known Flow","440406.847887","198192.895375","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000416","Nodes","416","21.000000","32.497870","Default Known Flow Node","Known Flow","440435.291290","198208.709656","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000393","Nodes","393","21.000000","29.885155","Default Known Flow Node","Known Flow","440408.308014","198076.323382","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000390","Nodes","390","21.000000","29.885155","Default Known Flow Node","Known Flow","440409.501995","198076.583108","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000395","Nodes","395","21.000000","30.954419","Default Known Flow Node","Known Flow","440450.410007","198168.510133","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000398","Nodes","398","21.000000","33.413032","Default Known Flow Node","Known Flow","440481.061941","198235.985701","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000397","Nodes","397","21.000000","33.369468","Default Known Flow Node","Known Flow","440483.053015","198197.453141","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000399","Nodes","399","21.000000","35.248149","Default Known Flow Node","Known Flow","440535.635030","198262.853159","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000407","Nodes","407","21.000000","35.596038","Default Known Flow Node","Known Flow","440600.042054","198289.402944","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000401","Nodes","401","21.000000","34.965479","Default Known Flow Node","Known Flow","440566.566038","198208.294144","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000403","Nodes","403","21.000000","34.962199","Default Known Flow Node","Known Flow","440568.948039","198202.659143","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000405","Nodes","405","21.000000","39.063066","Default Known Flow Node","Known Flow","440726.018082","198151.707129","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000400","Nodes","400","21.000000","35.596038","Default Known Flow Node","Known Flow","440603.194048","198290.413167","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000453","Nodes","P14133947, WITNEY ROAD CSEP, 81.05 SCMH","25.000000","37.466878","CSEP Unmatched","Known Flow","440702.601075","198298.680606","","0.000000","","","","","","","","-37.569999","","-33.595766","-37.569999","","","","","","","","","","PL-DC PROFILE",""
"80123100000429","Nodes","429","21.000000","28.280936","Default Known Flow Node","Known Flow","440125.518918","198420.878202","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000432","Nodes","432","21.000000","43.443061","Default Known Flow Node","Known Flow","440869.634121","197626.337986","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000433","Nodes","433","21.000000","43.312548","Default Known Flow Node","Known Flow","440889.177126","197569.767970","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000434","Nodes","434","21.000000","43.312548","Default Known Flow Node","Known Flow","440891.065126","197570.426971","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000442","Nodes","442","21.000000","43.285334","Default Known Flow Node","Known Flow","440894.870284","197552.096016","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000388","Nodes","388","21.000000","39.079878","Default Known Flow Node","Known Flow","440736.717084","198222.055148","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000437","Nodes","437","21.000000","43.457387","DDS demands","Known Flow","440869.261120","197636.080989","","0.000000","","","","","-0.950000","","","","","-0.849507","-0.950000","","","","","","","D1 PROFILE","","","",""
"80123100000438","Nodes","438","21.000000","43.457387","Default Known Flow Node","Known Flow","440820.886107","197581.955974","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000439","Nodes","439","21.000000","44.669467","DDS demands","Known Flow","440919.054361","198038.991774","","0.000000","","","","","-6.690000","","","","","-5.982318","-6.690000","","","","","","","D1 PROFILE","","","",""
"80123100000445","Nodes","445","21.000000","44.896016","Default Known Flow Node","Known Flow","440927.521136","198033.700097","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000440","Nodes","440","21.000000","43.598662","DDS demands","Known Flow","440874.780523","197696.784151","","0.000000","-6.000000","","","","","","","","","-5.365307","-6.000000","","","C1 PROFILE","","","","","","","",""
"80123100000441","Nodes","441","21.000000","43.513113","Default Known Flow Node","Known Flow","441148.151196","197571.942971","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000435","Nodes","435","21.000000","43.267293","Default Known Flow Node","Known Flow","440901.294129","197532.155960","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000443","Nodes","443","21.000000","43.256345","DDS demands","Known Flow","440922.961135","197592.659977","","0.000000","","","","","-4.340000","","","","","-3.880905","-4.340000","","","","","","","D1 PROFILE","","","",""
"80123100000444","Nodes","444","21.000000","42.405885","Default Known Flow Node","Known Flow","440943.985141","197445.622937","","0.000000","","","","","","","-11.799999","","","-10.551771","-11.799999","","","","","","","","","I2 PROFILE","",""
"80123100000436","Nodes","436","21.000000","44.896016","Default Known Flow Node","Known Flow","440929.048137","198032.540096","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000447","Nodes","447","21.000000","36.871525","Default Known Flow Node","Known Flow","440667.365066","198313.031173","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000448","Nodes","448","21.000000","36.767105","DDS demands","Known Flow","440663.822065","198344.788181","","0.000000","","","-3.629999","","","","","","","-3.246011","-3.629999","","","","","C4 PROFILE","","","","","",""
"80123100000450","Nodes","450","21.000000","40.383964","Default Known Flow Node","Known Flow","440769.487093","198170.234134","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000451","Nodes","451","21.000000","37.361323","Default Known Flow Node","Known Flow","440843.758114","198235.131152","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000452","Nodes","452","21.000000","37.361323","Default Known Flow Node","Known Flow","440843.608114","198236.122152","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000456","Nodes","456","21.000000","37.371429","Default Known Flow Node","Known Flow","440832.885432","198233.407526","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000455","Nodes","455","21.000000","37.222920","Default Known Flow Node","Known Flow","440830.686110","198246.597155","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000394","Nodes","394","21.000000","30.436844","Default Known Flow Node","Known Flow","440474.337013","198153.188129","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000319","Nodes","319","21.000000","27.265617","Default Known Flow Node","Known Flow","439771.539822","197941.866072","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000392","Nodes","392","21.000000","32.006654","Default Known Flow Node","Known Flow","440411.386996","198146.175127","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000375","Nodes","375","21.000000","24.957734","Default Known Flow Node","Known Flow","440072.218904","197808.021035","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000396","Nodes","396","21.000000","30.949752","Default Known Flow Node","Known Flow","440435.974003","198153.011129","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000404","Nodes","404","21.000000","34.962199","Default Known Flow Node","Known Flow","440574.095040","198204.622143","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000001","Nodes","1","21.000000","28.582362","Default Known Flow Node","Known Flow","440150.995459","198347.693872","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100000090","Nodes","90","21.000000","27.293862","DDS demands","Known Flow","439716.594807","197944.233072","","0.000000","","","","","-16.330000","","","","","-14.602578","-16.330000","","","","","","","D1 PROFILE","","","",""
"80123100000107","Nodes","107","21.000000","27.810890","DDS demands","Known Flow","439707.332804","197961.896077","","0.000000","","","","","-8.680000","","","","","-7.761811","-8.680000","","","","","","","D1 PROFILE","","","",""
"80123100000057","Nodes","57","21.000000","35.626400","DDS demands","Known Flow","440599.536764","198293.504342","","0.000000","-3.940000","","","","-16.270000","","","","","-18.072144","-20.210001","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"80123100000085","Nodes","85","21.000000","34.961032","DDS demands","Known Flow","440552.219034","198199.333142","","0.000000","","","","","-0.980000","","","","","-0.876333","-0.980000","","","","","","","D1 PROFILE","","","",""
"80123100000031","Nodes","31","21.000000","29.457696","DDS demands","Known Flow","440068.349017","198138.204322","","0.000000","","","","","-20.940001","","","","","-18.724923","-20.940001","","","","","","","D1 PROFILE","","","",""
"80123100000059","Nodes","59","21.000000","44.780413","DDS demands","Known Flow","440923.160829","198036.333805","","0.000000","","","","","-0.710000","","","","","-0.634894","-0.710000","","","","","","","D1 PROFILE","","","",""
"80123100000086","Nodes","86","21.000000","29.409213","DDS demands","Known Flow","440008.731886","198129.954123","","0.000000","","","","","-4.880000","","","","","-4.363783","-4.880000","","","","","","","D1 PROFILE","","","",""
"80123100000049","Nodes","49","21.000000","30.367427","DDS demands","Known Flow","440506.721022","198154.503130","","0.000000","","","","","-5.680000","","","","","-5.079157","-5.680000","","","","","","","D1 PROFILE","","","",""
"80123100000056","Nodes","56","21.000000","34.945461","DDS demands","Known Flow","440607.933049","198230.570150","","0.000000","","","","","-2.390000","","","","","-2.137181","-2.390000","","","","","","","D1 PROFILE","","","",""
"80123100000100","Nodes","100","21.000000","24.050693","DDS demands","Known Flow","439423.789727","198169.772134","","0.000000","","","","","-20.839999","","","","","-18.635500","-20.839999","","","","","","","D1 PROFILE","","","",""
"80123100000003","Nodes","P13133126, Draycott Road, 127.48 Con 13","24.000000","27.683653","CSEP DDS Matched","Known Flow","439959.262669","198407.629574","","0.000000","","","","","","-93.319995","","","","-83.448407","-93.319995","","","","","","","","DC PROFILE","","",""
"80123100000006","Nodes","Abingdon Road/Rectory Lane, Site 4279","21.000000","45.000010","Default Known Pressure Node","Known Pressure","440930.356137","198037.301098","","0.000000","","","","","","","","","","886.187860","991.019987","","","","","","","","","","",""
"80123100000062","Nodes","62","21.000000","37.849017","DDS demands","Known Flow","440588.577044","198138.434125","","0.000000","","","","","-12.640000","","","","","-11.302914","-12.640000","","","","","","","D1 PROFILE","","","",""
"80123100000040","Nodes","40","21.000000","24.350529","DDS demands","Known Flow","439982.995879","197729.563014","","0.000000","","","","","-2.099999","","","","","-1.877857","-2.099999","","","","","","","D1 PROFILE","","","",""
"80123100000038","Nodes","38","21.000000","24.461077","DDS demands","Known Flow","440008.998886","197815.241037","","0.000000","","","","","-2.049999","","","","","-1.833146","-2.049999","","","","","","","D1 PROFILE","","","",""
"80123100000087","Nodes","87","21.000000","27.939739","DDS demands","Known Flow","439964.502874","198047.534100","","0.000000","","","","","-11.740000","","","","","-10.498118","-11.740000","","","","","","","D1 PROFILE","","","",""
"80123100000092","Nodes","92","21.000000","27.163233","DDS demands","Known Flow","439693.259800","197891.026058","","0.000000","","","","","-5.270000","","","","","-4.712528","-5.270000","","","","","","","D1 PROFILE","","","",""
"80123100000108","Nodes","108","21.000000","27.480228","DDS demands","Known Flow","439804.550831","198023.883094","","0.000000","","","","","-4.369999","","","","","-3.907732","-4.369999","","","","","","","D1 PROFILE","","","",""
"80123100000043","Nodes","43","21.000000","27.821596","DDS demands","Known Flow","439899.736857","198314.794173","","0.000000","-4.770000","","","","","","","","","-4.265419","-4.770000","","","C1 PROFILE","","","","","","","",""
"80123100000028","Nodes","28","21.000000","26.452196","DDS demands","Known Flow","440004.957885","198424.446203","","0.000000","","","","","-18.230000","","","","","-16.301591","-18.230000","","","","","","","D1 PROFILE","","","",""
"80123100000036","Nodes","36","21.000000","25.829492","DDS demands","Known Flow","440057.572900","197879.941055","","0.000000","","","","","-5.619999","","","","","-5.025504","-5.619999","","","","","","","D1 PROFILE","","","",""
"80123100000061","Nodes","61","21.000000","38.433377","DDS demands","Known Flow","440670.607066","198238.442152","","0.000000","","","","","-9.699999","","","","","-8.673912","-9.699999","","","","","","","D1 PROFILE","","","",""
"80123100000007","Nodes","7","21.000000","30.221109","Default Known Flow Node","Known Flow","440292.830692","198166.309226","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"801231-453","Nodes","-453","21.000000","36.880805","Default Known Flow Node","Known Flow","440669.256166","198303.079589","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80123100001862","Nodes","","0.000000","36.801223","Default Known Flow Node","Known Flow","440694.780073","198350.221183","","0.000000","","","","","","","","","-268.589993","0.000000","0.000000","","","","","","","","","","","PL-PL PROFILE"
