"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"800005-168881","Nodes","-168881",21.000000,43.554455,"Default Known Flow Node","Known Flow",490746.024693,224948.088420,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500004241","Nodes","4241",21.000000,42.832814,"DDS demands","Known Flow",490802.899708,224985.213430,,0.000000,,,,,,,-13.850000,,,,,,-12.384918,-13.850000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000540","Nodes","540",21.000000,45.279507,"DDS demands","Known Flow",490731.649689,224707.338355,,0.000000,,,,,,,-3.970000,,,,,,-3.550045,-3.970000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000541","Nodes","541",21.000000,45.018869,"DDS demands","Known Flow",490679.399674,224725.838360,,0.000000,,,,,,,-7.459999,,,,,,-6.670865,-7.459999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500004144","Nodes","4144",21.000000,43.558458,"DDS demands","Known Flow",491001.649762,224958.463423,,0.000000,,,,,,,-15.819999,,,,,,-14.146526,-15.819999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000379","Nodes","379",21.000000,38.561408,"DDS demands","Known Flow",491116.899793,224720.463358,,0.000000,,,,,,,-4.389999,,,,,,-3.925616,-4.389999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000378","Nodes","378",21.000000,38.619817,"DDS demands","Known Flow",491140.266889,224746.463416,,0.000000,,,,,,,-6.969999,,,,,,-6.232698,-6.969999,,"",,,,,,,"D1 PROFILE",,,,,
"800005-72342","Nodes","-72342",21.000000,37.639531,"Default Known Flow Node","Known Flow",491230.024824,224601.213326,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007093","Nodes","7093",21.000000,37.639531,"DDS demands","Known Flow",491232.037835,224599.851583,,0.000000,,,,,,,-17.389999,,,,,,-15.550448,-17.389999,,"",,,,,,,"D1 PROFILE",,,,,
"800005-72350","Nodes","-72350",21.000000,41.060342,"Default Known Flow Node","Known Flow",491313.400519,224990.216120,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000517","Nodes","517",21.000000,41.467007,"Default Known Flow Node","Known Flow",491302.149844,224956.463423,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500004216","Nodes","4216",21.000000,45.553704,"DDS demands","Known Flow",491470.274890,224981.088429,,0.000000,-8.050000,,,-5.599999,,,-2.869999,,,,,,-14.772479,-16.519999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"800005-85900","Nodes","-85900",21.000000,37.855104,"Default Known Flow Node","Known Flow",491306.198620,224519.323772,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007064","Nodes","7064",21.000000,37.919349,"DDS demands","Known Flow",491314.899847,224542.713310,,0.000000,-5.800000,,,,,,-25.560000,,,,,,-28.042674,-31.360000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"800005-85901","Nodes","-85901",21.000000,37.959455,"Default Known Flow Node","Known Flow",491315.549767,224544.457634,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-85906","Nodes","-85906",21.000000,43.393573,"Default Known Flow Node","Known Flow",491388.272190,224969.956866,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000511","Nodes","511",21.000000,42.809603,"DDS demands","Known Flow",491372.648078,224976.334055,,0.000000,,,,,,,-3.739999,,,,,,-3.344374,-3.739999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500004212","Nodes","4212",21.000000,43.930664,"DDS demands","Known Flow",491402.649871,224964.088425,,0.000000,-19.139998,,,,,,-24.139999,,,,,,-38.701748,-43.279998,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"800005-85914","Nodes","-85914",21.000000,37.137585,"Default Known Flow Node","Known Flow",491469.649889,224532.338307,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-85913","Nodes","-85913",21.000000,37.137585,"Default Known Flow Node","Known Flow",491465.024888,224515.588303,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-86083","Nodes","-86083",21.000000,48.167912,"Default Known Flow Node","Known Flow",491010.154925,224510.590202,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000291","Nodes","291",21.000000,47.820832,"Default Known Flow Node","Known Flow",491088.149786,224546.838311,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-86084","Nodes","-86084",21.000000,47.823478,"Default Known Flow Node","Known Flow",491072.524781,224533.963308,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-86085","Nodes","-86085",21.000000,47.628260,"Default Known Flow Node","Known Flow",491074.401964,224504.216860,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000529","Nodes","529",21.000000,47.768229,"Default Known Flow Node","Known Flow",491121.274795,224517.463303,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000530","Nodes","530",21.000000,47.768229,"Default Known Flow Node","Known Flow",491141.524800,224534.088308,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-86091","Nodes","-86091",21.000000,43.309071,"Default Known Flow Node","Known Flow",491121.401706,224502.961500,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000484","Nodes","484",21.000000,47.745437,"DDS demands","Known Flow",491102.024789,224561.088315,,0.000000,,,,,,,-2.990000,,,,,,-2.673711,-2.990000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500007107","Nodes","7107",21.000000,47.757182,"DDS demands","Known Flow",491096.399788,224542.963310,,0.000000,,,,,,,-9.529999,,,,,,-8.521896,-9.529999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000384","Nodes","384",21.000000,47.786525,"Default Known Flow Node","Known Flow",491104.399790,224533.963308,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000381","Nodes","381",21.000000,47.779222,"Default Known Flow Node","Known Flow",491105.649790,224532.338307,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-85903","Nodes","-85903",21.000000,41.192843,"Default Known Flow Node","Known Flow",491322.903755,224996.461877,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-72334","Nodes","-72334",21.000000,38.733049,"Default Known Flow Node","Known Flow",491136.774799,224769.088372,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-72332","Nodes","-72332",21.000000,38.733049,"Default Known Flow Node","Known Flow",491106.149791,224765.338371,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000377","Nodes","377",21.000000,38.720058,"DDS demands","Known Flow",491137.024799,224761.463370,,0.000000,,,,,,,-2.609999,,,,,,-2.333908,-2.609999,,"",,,,,,,"D1 PROFILE",,,,,
"800005-72337","Nodes","-72337",21.000000,38.776105,"Default Known Flow Node","Known Flow",491139.274800,224789.838377,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-72340","Nodes","-72340",21.000000,36.107868,"Default Known Flow Node","Known Flow",491147.524802,224871.338399,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007051","Nodes","7051",21.000000,35.058018,"DDS demands","Known Flow",491147.487044,224885.341687,,0.000000,-7.489999,,,,,,-24.290000,,,,,,-28.418244,-31.780000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"80000500007129","Nodes","7129",21.000000,35.058018,"Default Known Flow Node","Known Flow",491140.899800,224899.338407,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007050","Nodes","7050",21.000000,34.084770,"DDS demands","Known Flow",491269.149835,224874.213400,,0.000000,,,,-0.079999,,,-5.449999,,,,,,-4.945024,-5.530000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"80000500007133","Nodes","7133",21.000000,35.722343,"Default Known Flow Node","Known Flow",491146.399801,224875.713401,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-72341","Nodes","-72341",21.000000,37.677964,"Default Known Flow Node","Known Flow",491227.962377,224548.445746,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-72344","Nodes","-72344",21.000000,37.647898,"Default Known Flow Node","Known Flow",491242.774828,224592.588324,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007136","Nodes","7136",21.000000,33.938928,"DDS demands","Known Flow",491282.649839,224831.213389,,0.000000,,,,,,,-6.910000,,,,,,-6.179045,-6.910000,,"",,,,,,,"D1 PROFILE",,,,,
"800005-72348","Nodes","-72348",21.000000,41.896981,"Default Known Flow Node","Known Flow",491284.899839,224918.088412,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-85898","Nodes","-85898",21.000000,41.896981,"Default Known Flow Node","Known Flow",491270.774835,224891.588405,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-72349","Nodes","-72349",21.000000,41.896981,"Default Known Flow Node","Known Flow",491287.024840,224922.088413,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007058","Nodes","7058",21.000000,42.386549,"DDS demands","Known Flow",491322.024849,224897.338407,,0.000000,,,,,,,-21.280001,,,,,,-19.028959,-21.280001,,"",,,,,,,"D1 PROFILE",,,,,
"800005-72352","Nodes","-72352",21.000000,46.232572,"Default Known Flow Node","Known Flow",491385.221271,224850.512828,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007057","Nodes","7057",21.000000,46.463161,"DDS demands","Known Flow",491388.899867,224847.713393,,0.000000,,,,-9.359999,,,-18.530000,,,,,,-24.939738,-27.889999,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"800005-72353","Nodes","-72353",21.000000,47.381915,"Default Known Flow Node","Known Flow",491426.529243,224868.962214,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-152940","Nodes","-152940",21.000000,47.644732,"Default Known Flow Node","Known Flow",491419.748825,224870.237251,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-85890","Nodes","-85890",21.000000,47.693504,"Default Known Flow Node","Known Flow",491111.899792,224574.213319,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000294","Nodes","294",21.000000,47.705706,"Default Known Flow Node","Known Flow",491095.399788,224554.713313,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007061","Nodes","7061",21.000000,47.752826,"DDS demands","Known Flow",491248.149829,224729.588361,,0.000000,,,,,,,-32.069998,,,,,,-28.677567,-32.069998,,"",,,,,,,"D1 PROFILE",,,,,
"80000500007132","Nodes","7132",21.000000,42.386549,"Default Known Flow Node","Known Flow",491332.774852,224915.588411,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500004211","Nodes","4211",21.000000,40.960203,"DDS demands","Known Flow",491315.524847,224998.713434,,0.000000,,,-9.109999,,,,-13.179999,,,,,,-19.932116,-22.289998,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,
"800005-85908","Nodes","-85908",21.000000,43.393573,"Default Known Flow Node","Known Flow",491392.899869,224981.713429,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000510","Nodes","510",21.000000,45.902670,"Default Known Flow Node","Known Flow",491443.524882,224947.338420,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000528","Nodes","528",21.000000,46.467739,"Default Known Flow Node","Known Flow",491412.274874,224873.713400,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007070","Nodes","7070",21.000000,37.120193,"DDS demands","Known Flow",491436.024880,224546.963311,,0.000000,,,,,,,-2.009999,,,,,,-1.797377,-2.009999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500007069","Nodes","7069",21.000000,37.139015,"DDS demands","Known Flow",491472.163509,224530.620408,,0.000000,,,,,,,-3.899999,,,,,,-3.487449,-3.899999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500007067","Nodes","7067",21.000000,37.302084,"DDS demands","Known Flow",491475.024891,224538.088309,,0.000000,,,,,,,-7.690000,,,,,,-6.876535,-7.690000,,"",,,,,,,"D1 PROFILE",,,,,
"800005-299001","Nodes","-299001",21.000000,47.820832,"Default Known Flow Node","Known Flow",491092.524787,224553.088313,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000382","Nodes","382",21.000000,47.817696,"Default Known Flow Node","Known Flow",491092.524787,224541.963310,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-292175","Nodes","-292175",21.000000,38.619817,"Default Known Flow Node","Known Flow",491147.899860,224746.090165,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007052","Nodes","7052",21.000000,35.700981,"DDS demands","Known Flow",491122.649795,224878.463401,,0.000000,,,,,,,-2.769999,,,,,,-2.476983,-2.769999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500007131","Nodes","7131",21.000000,43.596410,"DDS demands","Known Flow",491389.524868,224804.713381,,0.000000,,,,,,,-4.419999,,,,,,-3.952443,-4.419999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000481","Nodes","481",21.000000,45.963217,"Default Known Flow Node","Known Flow",491448.774884,224946.213420,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000482","Nodes","482",21.000000,45.617361,"Default Known Flow Node","Known Flow",491465.149888,224987.838431,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500004218","Nodes","4218",21.000000,45.429664,"Default Known Flow Node","Known Flow",491470.399890,224995.963433,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000463","Nodes","463",21.000000,45.422509,"DDS demands","Known Flow",491473.228546,224992.484782,,0.000000,-0.449999,,,-1.789999,,,-1.669999,,,,,,-3.496391,-3.910000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"80000500000383","Nodes","383",21.000000,47.809900,"Default Known Flow Node","Known Flow",491096.899788,224541.088310,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000380","Nodes","380",21.000000,47.772269,"Default Known Flow Node","Known Flow",491102.649790,224537.088308,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-292173","Nodes","-292173",21.000000,38.619817,"Default Known Flow Node","Known Flow",491147.274802,224753.838367,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500007066","Nodes","7066",21.000000,37.523952,"DDS demands","Known Flow",491378.399865,224531.838307,,0.000000,,,,,,,-15.659999,,,,,,-14.003452,-15.659999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500007108","Nodes","7108",21.000000,46.845563,"DDS demands","Known Flow",491511.149901,224870.213399,,0.000000,,,,,,,-1.220000,,,-6.439999,,,-6.849708,-7.659999,,"",,,,,,,"D1 PROFILE",,,"I2 PROFILE",,
"80000500007068","Nodes","7068",21.000000,37.121935,"DDS demands","Known Flow",491532.024906,224566.963317,,0.000000,,,,,,,-4.839999,,,,,,-4.328014,-4.839999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500007073","Nodes","7073",21.000000,36.350815,"DDS demands","Known Flow",491551.774912,224582.963321,,0.000000,,,,,,,-4.060000,,,,,,-3.630524,-4.060000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000657","Nodes","657",21.000000,34.215747,"DDS demands","Known Flow",491946.775019,224915.088411,,0.000000,-39.479998,-9.159999,,-6.300000,,,-3.430000,,,,,,-52.195497,-58.369997,,"","C1 PROFILE","C2 PROFILE",,"C4 PROFILE",,,"D1 PROFILE",,,,,
"80000500000672","Nodes","672",21.000000,33.069393,"DDS demands","Known Flow",491985.025030,224882.713403,,0.000000,,,,,,,-2.230000,,,,,,-1.994105,-2.230000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000659","Nodes","659",21.000000,32.487855,"DDS demands","Known Flow",491997.025033,224847.463393,,0.000000,,,,,,,-9.229999,,,,,,-8.253630,-9.229999,,"",,,,,,,"D1 PROFILE",,,,,
"800005-74305","Nodes","-74305",21.000000,32.469150,"Default Known Flow Node","Known Flow",491998.900033,224840.338391,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-74299","Nodes","-74299",21.000000,32.910560,"Default Known Flow Node","Known Flow",491899.650006,224883.213403,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000387","Nodes","387",21.000000,32.910560,"Default Known Flow Node","Known Flow",491907.400009,224887.088404,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-74301","Nodes","-74301",21.000000,32.910560,"Default Known Flow Node","Known Flow",491913.025010,224875.338401,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000658","Nodes","658",21.000000,33.041450,"DDS demands","Known Flow",491931.650015,224906.588409,,0.000000,-19.459999,-86.830001,,,,,,,,,,,-95.046425,-106.290001,,"","C1 PROFILE","C2 PROFILE",,,,,,,,,,
"800005-74297","Nodes","-74297",21.000000,32.866940,"Default Known Flow Node","Known Flow",491863.899997,224891.713405,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000656","Nodes","656",21.000000,37.456958,"DDS demands","Known Flow",491938.400017,224973.338427,,0.000000,-16.350000,,,-18.680000,,,-0.199999,,,-0.349999,,,-31.816274,-35.580000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,"I2 PROFILE",,
"80000500000660","Nodes","660",21.000000,32.328692,"DDS demands","Known Flow",491997.525033,224819.588385,,0.000000,,-17.589999,,,,,,,,,,,-15.729293,-17.589999,,"",,"C2 PROFILE",,,,,,,,,,
"80000500007071","Nodes","7071",21.000000,36.464429,"DDS demands","Known Flow",491516.149902,224533.463307,,0.000000,,,,,,,-7.070000,,,,,,-6.322121,-7.070000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500007072","Nodes","7072",21.000000,36.413901,"DDS demands","Known Flow",491525.899905,224522.963305,,0.000000,,,,,,,-2.069999,,,,,,-1.851031,-2.069999,,"",,,,,,,"D1 PROFILE",,,,,
"800005-222630","Nodes","-222630",21.000000,46.760330,"Default Known Flow Node","Known Flow",491532.899907,224795.838379,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-175735","Nodes","-175735",21.000000,42.830447,"Default Known Flow Node","Known Flow",492414.025146,224504.838300,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000673","Nodes","673",21.000000,33.028869,"DDS demands","Known Flow",492018.275039,224916.088412,,0.000000,,,,,,,-3.020000,,,,,,-2.700538,-3.020000,,"",,,,,,,"D1 PROFILE",,,,,
"800005-94702","Nodes","-94702",21.000000,32.300354,"Default Known Flow Node","Known Flow",492002.655116,224850.089426,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000661","Nodes","661",21.000000,29.356137,"DDS demands","Known Flow",492090.266697,224875.875106,,0.000000,,,,,,,-11.939999,,,,,,-10.676961,-11.939999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000662","Nodes","662",21.000000,29.336247,"DDS demands","Known Flow",492070.900053,224871.463399,,0.000000,,,,,,,-3.780000,,,,,,-3.380143,-3.780000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000654","Nodes","654",21.000000,31.196866,"DDS demands","Known Flow",492225.275095,224840.338391,,0.000000,,,,,,,-0.970000,,,,,,-0.867391,-0.970000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000653","Nodes","653",21.000000,31.241034,"Default Known Flow Node","Known Flow",492205.025090,224867.463398,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-94731","Nodes","-94731",21.000000,37.713393,"Default Known Flow Node","Known Flow",492274.276771,224997.711771,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000650","Nodes","650",21.000000,37.685797,"DDS demands","Known Flow",492304.150116,224966.338425,,0.000000,-9.909999,-10.649999,,-6.059999,,,-2.160000,,,,,,-25.735590,-28.779999,,"","C1 PROFILE","C2 PROFILE",,"C4 PROFILE",,,"D1 PROFILE",,,,,
"80000500000682","Nodes","682",21.000000,37.717095,"DDS demands","Known Flow",492345.275128,224903.338408,,0.000000,,,,,,,-1.739999,,,,,,-1.555939,-1.739999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000643","Nodes","643",21.000000,37.773590,"DDS demands","Known Flow",492366.400133,224704.338354,,0.000000,,,,-2.289999,,,,,,,,,-2.047758,-2.289999,,"",,,,"C4 PROFILE",,,,,,,,
"800005-287312","Nodes","-287312",21.000000,37.773590,"Default Known Flow Node","Known Flow",492355.900131,224694.838351,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000642","Nodes","642",21.000000,37.786662,"DDS demands","Known Flow",492440.025153,224759.963369,,0.000000,,,,-2.609999,,,,,,,,,-2.333908,-2.609999,,"",,,,"C4 PROFILE",,,,,,,,
"80000500000636","Nodes","636",21.000000,37.817624,"Default Known Flow Node","Known Flow",492449.400156,224747.963366,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-175728","Nodes","-175728",21.000000,31.727448,"Default Known Flow Node","Known Flow",492227.650096,224877.463401,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000652","Nodes","652",21.000000,31.683689,"Default Known Flow Node","Known Flow",492258.025104,224850.713394,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-65889","Nodes","-65889",21.000000,37.068453,"Default Known Flow Node","Known Flow",492419.400148,224831.338389,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000637","Nodes","637",21.000000,37.025113,"Default Known Flow Node","Known Flow",492402.275376,224823.963546,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000663","Nodes","663",21.000000,29.162851,"DDS demands","Known Flow",492116.025065,224884.463403,,0.000000,,,,,,,-11.890000,,,,,,-10.632251,-11.890000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000655","Nodes","655",21.000000,30.527859,"DDS demands","Known Flow",492177.400082,224847.338393,,0.000000,,-55.900000,,,,,-2.230000,,,,,,-51.980887,-58.129999,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,
"800005-94719","Nodes","-94719",21.000000,30.527859,"Default Known Flow Node","Known Flow",492181.275083,224834.838390,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000648","Nodes","648",21.000000,31.379723,"DDS demands","Known Flow",492250.025102,224787.463377,,0.000000,,,,,,,-6.840000,,,,,,-6.116450,-6.840000,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000388","Nodes","388",21.000000,31.310252,"DDS demands","Known Flow",492230.775097,224808.713382,,0.000000,,,,-4.039999,,,-2.289999,,,,,,-5.660399,-6.329999,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"800005-94726","Nodes","-94726",21.000000,31.379723,"Default Known Flow Node","Known Flow",492244.025100,224780.338375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-94729","Nodes","-94729",21.000000,31.588090,"Default Known Flow Node","Known Flow",492269.525107,224764.963370,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000649","Nodes","649",21.000000,31.326927,"DDS demands","Known Flow",492207.400090,224697.963352,,0.000000,,,,,,,-5.619999,,,,,,-5.025504,-5.619999,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000647","Nodes","647",21.000000,31.589918,"DDS demands","Known Flow",492270.525107,224766.838371,,0.000000,,,,,,,-35.540001,,,,,,-31.780505,-35.540001,,"",,,,,,,"D1 PROFILE",,,,,
"80000500000651","Nodes","651",21.000000,31.727448,"DDS demands","Known Flow",492222.446545,224883.161853,,0.000000,-28.370000,,,,,,-7.760000,,,,,,-32.308093,-36.130000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"80000500000683","Nodes","683",21.000000,37.669440,"DDS demands","Known Flow",492310.150118,224887.338404,,0.000000,-1.720000,,,,,,-2.160000,,,,,,-3.469565,-3.880000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"80000500000584","Nodes","584",21.000000,38.904029,"Default Known Flow Node","Known Flow",492491.025167,224648.838339,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80000500000645","Nodes","645",21.000000,37.826739,"Default Known Flow Node","Known Flow",492395.650141,224745.713365,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-287315","Nodes","-287315",21.000000,37.826739,"Default Known Flow Node","Known Flow",492392.900141,224748.463366,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-305846","Nodes","-305846",21.000000,37.747856,"Default Known Flow Node","Known Flow",492388.650139,224722.463359,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"800005-141012","Nodes","-141012",21.000000,38.783087,"Default Known Flow Node","Known Flow",492491.651518,224649.716491,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
