"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"80019500000012","Nodes","12",21.000000,61.854197,"DDS demands","Known Flow",456449.341888,199409.123829,,0.000000,,-15.649999,,-13.994510,-15.649999,,"",,"D1 PROFILE",
"80019500000013","Nodes","13",21.000000,60.261675,"DDS demands","Known Flow",456257.738308,199282.846437,,0.000000,-11.279999,-12.130000,,-20.933641,-23.409999,,"","C4 PROFILE","D1 PROFILE",
"80019500000015","Nodes","15",21.000000,58.803574,"DDS demands","Known Flow",456153.714280,199292.589439,,0.000000,,-3.880000,,-3.469565,-3.880000,,"",,"D1 PROFILE",
"80019500000027","Nodes","27",21.000000,59.169254,"Default Known Flow Node","Known Flow",456225.463283,199238.940682,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000028","Nodes","28",21.000000,59.199390,"DDS demands","Known Flow",456218.058297,199255.161429,,0.000000,,-3.079999,,-2.754191,-3.079999,,"",,"D1 PROFILE",
"80019500000001","Nodes","Marsh Baldon DG, Constant/Seasonal, Site ID 5456",21.000000,64.999998,"Default Known Pressure Node","Known Pressure",456650.870415,199487.526492,,999998.967025,,,,155.012673,173.350003,,"",,,
"80019500000024","Nodes","24",21.000000,58.527064,"DDS demands","Known Flow",456175.420285,199848.943591,,0.000000,,-15.500000,,-13.860377,-15.500000,,"",,"D1 PROFILE",
"80019500000411","Nodes","411",21.000000,60.036699,"Default Known Flow Node","Known Flow",456206.212294,199705.170552,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000023","Nodes","23",21.000000,61.405129,"Default Known Flow Node","Known Flow",456237.470302,199578.289517,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000025","Nodes","25",21.000000,60.847477,"Default Known Flow Node","Known Flow",456242.777304,199519.436501,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000026","Nodes","26",21.000000,60.603519,"DDS demands","Known Flow",456181.398287,199517.819501,,0.000000,,-8.489999,,-7.591909,-8.489999,,"",,"D1 PROFILE",
"80019500000022","Nodes","22",21.000000,61.499074,"DDS demands","Known Flow",456260.415309,199620.686529,,0.000000,,-5.239999,,-4.685701,-5.239999,,"",,"D1 PROFILE",
"80019500000412","Nodes","412",21.000000,54.376701,"Default Known Flow Node","Known Flow",456437.846357,200142.974671,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000034","Nodes","34",21.000000,56.069037,"DDS demands","Known Flow",456670.017420,200143.787671,,0.000000,,-7.730000,,-6.912304,-7.730000,,"",,"D1 PROFILE",
"80019500000050","Nodes","50",21.000000,55.926742,"DDS demands","Known Flow",456725.024314,200292.457760,,0.000000,,-1.339999,,-1.198251,-1.339999,,"",,"D1 PROFILE",
"80019500000049","Nodes","49",21.000000,55.926742,"Default Known Flow Node","Known Flow",456722.842434,200299.689713,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000048","Nodes","48",21.000000,55.899705,"DDS demands","Known Flow",456759.169444,200315.019717,,0.000000,,-3.079999,,-2.754191,-3.079999,,"",,"D1 PROFILE",
"80019500000039","Nodes","39",21.000000,51.958422,"DDS demands","Known Flow",456421.247352,200615.380799,,0.000000,,-6.769999,,-6.053854,-6.769999,,"",,"D1 PROFILE",
"80019500000042","Nodes","42",21.000000,47.116529,"DDS demands","Known Flow",456685.983424,200805.782851,,0.000000,,-4.219999,,-3.773599,-4.219999,,"",,"D1 PROFILE",
"80019500000043","Nodes","43",21.000000,46.909073,"Default Known Flow Node","Known Flow",456799.199455,200749.641836,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000044","Nodes","44",21.000000,46.951685,"Default Known Flow Node","Known Flow",456801.619456,200809.249852,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000047","Nodes","47",21.000000,46.576582,"DDS demands","Known Flow",456866.396473,200679.158817,,0.000000,,-4.190000,,-3.746773,-4.190000,,"",,"D1 PROFILE",
"80019500000045","Nodes","45",21.000000,46.757532,"DDS demands","Known Flow",456834.093465,200750.547836,,0.000000,,-1.869999,,-1.672187,-1.869999,,"",,"D1 PROFILE",
"80019500000046","Nodes","46",21.000000,46.730840,"DDS demands","Known Flow",456872.772475,200774.396842,,0.000000,,-2.920000,,-2.611116,-2.920000,,"",,"D1 PROFILE",
"80019500000004","Nodes","4",21.000000,61.267979,"Default Known Flow Node","Known Flow",456405.445541,199328.082152,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000003","Nodes","3",21.000000,58.464216,"Default Known Flow Node","Known Flow",455903.780063,199072.651942,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000325","Nodes","325",21.000000,58.550407,"Default Known Flow Node","Known Flow",456137.924645,199062.636309,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000352","Nodes","352",0.000000,58.505904,"Default Known Flow Node","Known Flow",455996.332237,199093.218385,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000353","Nodes","353",0.000000,58.464216,"Default Known Flow Node","Known Flow",455840.292194,199061.173376,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000372","Nodes","372",0.000000,61.000063,"Default Known Flow Node","Known Flow",456378.661186,199304.626654,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000363","Nodes","363",0.000000,59.205723,"Default Known Flow Node","Known Flow",456222.053298,199246.195427,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000365","Nodes","365",0.000000,59.206401,"Default Known Flow Node","Known Flow",456222.499298,199245.248426,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000368","Nodes","368",0.000000,58.479713,"Default Known Flow Node","Known Flow",456132.036274,199086.234383,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000369","Nodes","369",0.000000,58.563113,"Default Known Flow Node","Known Flow",456106.923267,199063.943377,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000373","Nodes","373",0.000000,61.000063,"Default Known Flow Node","Known Flow",456396.449346,199259.320430,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000374","Nodes","374",0.000000,61.297745,"Default Known Flow Node","Known Flow",456407.970260,199332.078816,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000376","Nodes","376",0.000000,58.547596,"Default Known Flow Node","Known Flow",456122.753271,199130.469395,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000377","Nodes","377",0.000000,58.024571,"Default Known Flow Node","Known Flow",456665.213419,200010.496635,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000381","Nodes","381",0.000000,52.210653,"Default Known Flow Node","Known Flow",456444.519359,200524.275774,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000395","Nodes","395",0.000000,47.638949,"Default Known Flow Node","Known Flow",456692.112516,200696.565766,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000396","Nodes","396",0.000000,47.638949,"Default Known Flow Node","Known Flow",456695.525427,200693.450820,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000397","Nodes","397",0.000000,55.926952,"Default Known Flow Node","Known Flow",456725.522435,200290.806711,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000401","Nodes","401",0.000000,47.638949,"Default Known Flow Node","Known Flow",456697.140427,200691.976820,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000359","Nodes","359",0.000000,58.536327,"Default Known Flow Node","Known Flow",456144.450277,199036.484370,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000371","Nodes","371",0.000000,58.536327,"Default Known Flow Node","Known Flow",456146.054277,199031.252368,,0.000000,,,,0.000000,0.000000,,"",,,
"80019500000410","Nodes","410",0.000000,63.174885,"Default Known Flow Node","Known Flow",456551.362056,199747.103995,,0.000000,,,,0.000000,0.000000,,"",,,
