"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80004200000013","Nodes","13",21.000000,49.146078,"DDS demands","Known Flow",477266.098775,228084.602569,,0.000000,,,,,-4.219999,,,,,,,-3.773598,-4.219999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000005","Nodes","5, Lowndes Way/Cricketers Row DG, Site 5086",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",477249.790020,228081.312273,,4969.999802,,,,,,,,,,,,1724.504873,1928.506488,,"",,,,,,,,,,,
"80004200000076","Nodes",,21.000000,48.603036,"DDS demands","Known Flow",477257.031589,227994.092176,,0.000000,,,,,-5.659999,,,,,,,-5.061272,-5.659999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000327","Nodes","327",21.000000,45.016033,"Default Known Flow Node","Known Flow",477377.816597,227832.984463,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80004200000326","Nodes","326",21.000000,45.059077,"Default Known Flow Node","Known Flow",477372.795054,227802.858197,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80004200000092","Nodes","92",21.000000,45.017229,"DDS demands","Known Flow",477379.553465,227840.795736,,0.000000,,,,,-9.289999,,,,,,,-8.307283,-9.289999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000011","Nodes","11",21.000000,43.229140,"DDS demands","Known Flow",477187.007003,227545.354127,,0.000000,,,,-6.190000,-18.920000,,,,,,,-22.453810,-25.109999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,,
"80004200000012","Nodes","12",21.000000,44.841839,"DDS demands","Known Flow",477211.046009,227699.991169,,0.000000,,,,,-4.619999,,,,,,,-4.131286,-4.619999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000233","Nodes","233",21.000000,43.012815,"DDS demands","Known Flow",477255.234211,227530.787491,,0.000000,,,,,-12.510000,,,,,,,-11.186664,-12.510000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000317","Nodes","317",21.000000,40.434126,"Default Known Flow Node","Known Flow",477055.981760,227554.411544,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80004200000325","Nodes","325",21.000000,40.160607,"DDS demands","Known Flow",477042.798964,227554.966130,,0.000000,,,,,-5.509999,,,,,,,-4.927139,-5.509999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000318","Nodes","318",21.000000,40.160607,"Default Known Flow Node","Known Flow",477009.498955,227505.597116,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80004200000277","Nodes","277",21.000000,39.029051,"DDS demands","Known Flow",476990.400949,227566.691133,,0.000000,,,-18.059999,,-1.360000,,,,,,,-17.365709,-19.420000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,,
"80004200000100","Nodes","100",21.000000,38.784505,"DDS demands","Known Flow",476979.393946,227560.073131,,0.000000,0.000000,,,,-4.050000,,,,,,,-3.621582,-4.050000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,
"80004200000072","Nodes","72",21.000000,39.030633,"DDS demands","Known Flow",476987.273779,227578.955828,,0.000000,-4.829999,,,-7.659999,-8.300000,,,,,,,-18.590787,-20.789999,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,,,,
"80004200000235","Nodes","235",21.000000,36.638651,"DDS demands","Known Flow",476979.894947,227594.467140,,0.000000,-4.679999,,,,,,,,,,,-4.184939,-4.679999,,"","C1 PROFILE",,,,,,,,,,
"80004200000236","Nodes","236",21.000000,36.726087,"DDS demands","Known Flow",476942.896937,227591.382140,,0.000000,-4.239999,,,,-3.910000,,,,,,,-7.287875,-8.149999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,
"80004200000238","Nodes","238",21.000000,37.936733,"DDS demands","Known Flow",476944.003937,227549.000128,,0.000000,,,,-11.100000,-1.649999,,,,,,,-11.401276,-12.749999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,,
"80004200000132","Nodes","132",21.000000,37.890717,"DDS demands","Known Flow",476932.558934,227539.079125,,0.000000,0.000000,,,-7.230000,-26.760000,,,0.000000,,,,-30.394464,-33.990000,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,"I2 PROFILE",,,
"80004200000057","Nodes","57",21.000000,33.618265,"DDS demands","Known Flow",476836.897425,227852.665641,,0.000000,,,,,-8.859999,,,,,,,-7.922769,-8.859999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000061","Nodes","61",21.000000,35.078850,"Default Known Flow Node","Known Flow",476809.646479,227734.863742,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80004200000055","Nodes","55",21.000000,36.703020,"DDS demands","Known Flow",476892.908923,227731.313178,,0.000000,,,,,-9.569999,,,,,,,-8.557663,-9.569999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000058","Nodes","58",21.000000,35.118845,"DDS demands","Known Flow",476810.696962,227726.580174,,0.000000,0.000000,,,,-19.359999,,,,,,,-17.312056,-19.359999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,
"80004200000084","Nodes","84",21.000000,34.085797,"DDS demands","Known Flow",476731.600654,227705.609013,,0.000000,,,,,-8.649999,,,,,,,-7.734983,-8.649999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000097","Nodes","97",21.000000,34.082645,"Default Known Flow Node","Known Flow",476738.334881,227687.952166,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80004200000085","Nodes","85",21.000000,33.764523,"DDS demands","Known Flow",476730.788879,227637.792152,,0.000000,,,,,-11.090000,,,,,,,-9.916876,-11.090000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000272","Nodes","272",21.000000,33.505354,"DDS demands","Known Flow",476675.159864,227689.234166,,0.000000,,,,,-4.400000,,,,,,,-3.934558,-4.400000,,"",,,,,"D1 PROFILE",,,,,,
"80004200001000","Nodes","1000",21.000000,33.207063,"DDS demands","Known Flow",476611.962846,227717.201174,,0.000000,,,,,-5.290000,,,,,,,-4.730412,-5.290000,,"",,,,,"D1 PROFILE",,,,,,
"80004200001001","Nodes","1001, P10125038, VERNEY ROAD, FY1 (-40.06)& CT 16 -191.82SCMH",26.000000,33.256723,"CSEP DDS Matched","Known Flow",476614.953907,227687.738380,,0.000000,,,,,,-80.029998,,,,,,-71.564249,-80.029998,,"",,,,,,"DC PROFILE",,,,,
"80004200000059","Nodes","59",21.000000,33.470141,"DDS demands","Known Flow",476656.221810,227678.643061,,0.000000,,,,,-15.060000,,,,,,,-13.466920,-15.060000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000060","Nodes","60",21.000000,33.043688,"DDS demands","Known Flow",476519.752821,227688.237166,,0.000000,,,,,-5.019999,,,,,,,-4.488973,-5.019999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000118","Nodes","118",21.000000,46.208777,"DDS demands","Known Flow",477612.909067,228429.519883,,0.000000,,,,,-6.150000,,,,,,,-5.499439,-6.150000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000158","Nodes","158, Logger 5090, Leapingwell Lane",21.000000,46.191891,"Val Log Post","Known Flow",477583.995111,228427.492367,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"80004200000270","Nodes","270",21.000000,31.117855,"DDS demands","Known Flow",476437.225037,227696.093295,,0.000000,,,,,-13.430000,,,,,,,-12.009345,-13.430000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000302","Nodes","302",21.000000,29.708410,"DDS demands","Known Flow",476365.870840,227709.746913,,0.000000,,,,,-1.500000,,0.000000,,,,,-1.341326,-1.500000,,"",,,,,"D1 PROFILE",,"",,,,
"80004200000093","Nodes","93",21.000000,44.981516,"DDS demands","Known Flow",477422.425046,227831.163575,,0.000000,,,,,-4.659999,,,,,,,-4.167054,-4.659999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000239","Nodes","239",21.000000,44.980896,"DDS demands","Known Flow",477423.477067,227831.792205,,0.000000,,,,,-4.770000,,,,,,,-4.265419,-4.770000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000240","Nodes","240",21.000000,44.915105,"DDS demands","Known Flow",477452.922075,227875.937217,,0.000000,,,,,-1.919999,,,,,,,-1.716898,-1.919999,,"",,,,,"D1 PROFILE",,,,,,
"80004200000231","Nodes","231",21.000000,44.890974,"DDS demands","Known Flow",477123.121986,228246.398318,,0.000000,,,,,-5.940000,,,,,,,-5.311653,-5.940000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000099","Nodes","99",21.000000,45.074028,"DDS demands","Known Flow",477174.258093,228218.681509,,0.000000,,,,,-5.980000,,,,,,,-5.347422,-5.980000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000285","Nodes","285",21.000000,45.225643,"DDS demands","Known Flow",477167.517998,228198.975305,,0.000000,,,,,-2.750000,,,,,,,-2.459098,-2.750000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000087","Nodes","87",21.000000,48.394540,"DDS demands","Known Flow",477292.338043,228140.002418,,0.000000,,,,,-6.820000,,,,,,,-6.098565,-6.820000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000283","Nodes","283",21.000000,45.813964,"DDS demands","Known Flow",477159.655996,228156.519293,,0.000000,,,,,-2.190000,,,,,,,-1.958337,-2.190000,,"",,,,,"D1 PROFILE",,,,,,
"80004200000086","Nodes","86",21.000000,47.920042,"DDS demands","Known Flow",477249.847912,228141.100423,,0.000000,,,,,-16.559999,,,,,,,-14.808246,-16.559999,,"",,,,,"D1 PROFILE",,,,,,
