"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-DC)"
"80014200000216","Nodes","216","21.000000","38.532386","DDS demands","Known Flow","453485.635864","252810.895044","","0.000000","","","","-3.739999","","","","-3.344374","-3.739999","","","","","","D1 PROFILE","","",""
"80014200000032","Nodes","32","21.000000","40.288609","DDS demands","Known Flow","453487.217554","252985.077049","","0.000000","","","","-11.350000","","","","-10.149373","-11.350000","","","","","","D1 PROFILE","","",""
"80014200000156","Nodes","156","21.000000","38.361689","DDS demands","Known Flow","453548.951867","252798.801463","","0.000000","","","","-6.210000","","","","-5.553093","-6.210000","","","","","","D1 PROFILE","","",""
"80014200000846","Nodes","846","21.000000","40.720692","DDS demands","Known Flow","453643.171290","252998.837870","","0.000000","","","","-7.250000","","","","-6.483080","-7.250000","","","","","","D1 PROFILE","","",""
"80014200000848","Nodes","848","21.000000","41.183950","Default Known Flow Node","Known Flow","453825.714224","252998.657743","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000028","Nodes","28","21.000000","41.226493","DDS demands","Known Flow","453810.659543","252936.668270","","0.000000","","","","-14.020000","","","","-12.536936","-14.020000","","","","","","D1 PROFILE","","",""
"80014200000849","Nodes","849","21.000000","42.872193","Default Known Flow Node","Known Flow","453853.819654","252620.796950","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000162","Nodes","162","21.000000","32.792980","DDS demands","Known Flow","453578.818579","252689.842969","","0.000000","","","","-3.110000","","","","-2.781017","-3.110000","","","","","","D1 PROFILE","","",""
"80014200000161","Nodes","161","21.000000","32.795283","DDS demands","Known Flow","453640.348596","252667.241963","","0.000000","","","","-4.889999","","","","-4.372725","-4.889999","","","","","","D1 PROFILE","","",""
"80014200000089","Nodes","89","21.000000","38.746656","DDS demands","Known Flow","453570.395577","252864.441017","","0.000000","","","","-8.899999","","","","-7.958538","-8.899999","","","","","","D1 PROFILE","","",""
"80014200000143","Nodes","143","21.000000","39.839841","DDS demands","Known Flow","453627.622592","252828.636007","","0.000000","","","","-3.219999","","","","-2.879381","-3.219999","","","","","","D1 PROFILE","","",""
"80014200000142","Nodes","142","21.000000","39.839401","DDS demands","Known Flow","453681.401607","252802.784000","","0.000000","","","","-6.260000","","","","-5.597804","-6.260000","","","","","","D1 PROFILE","","",""
"80014200000092","Nodes","92","21.000000","42.571321","DDS demands","Known Flow","453779.649634","252707.327974","","0.000000","","","","-5.709999","","","","-5.105984","-5.709999","","","","","","D1 PROFILE","","",""
"80014200000263","Nodes","P12129387, Adams Road, 14.40","22.999998","41.808222","CSEP DDS Matched","Known Flow","453780.173650","252775.161686","","0.000000","","","","","-14.399999","","","-12.876737","-14.399999","","","","","","","DC PROFILE","",""
"80014200000261","Nodes","261","21.000000","42.199131","DDS demands","Known Flow","453868.503550","252752.686968","","0.000000","","","","-9.130000","","","","-8.164209","-9.130000","","","","","","D1 PROFILE","","",""
"80014200000259","Nodes","259","21.000000","42.430296","DDS demands","Known Flow","453872.609659","252783.299994","","0.000000","","","","-13.100000","","","","-11.714255","-13.100000","","","","","","D1 PROFILE","","",""
"80014200000314","Nodes","314","21.000000","42.112295","Default Known Flow Node","Known Flow","453900.352885","252756.617832","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000262","Nodes","262","21.000000","42.112295","Default Known Flow Node","Known Flow","453891.987580","252736.137305","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000295","Nodes","295","21.000000","42.848143","DDS demands","Known Flow","453948.261679","252982.243049","","0.000000","","","","-11.449999","","","","-10.238795","-11.449999","","","","","","D1 PROFILE","","",""
"80014200000103","Nodes","103","21.000000","41.630503","DDS demands","Known Flow","453773.459632","252789.008996","","0.000000","","","","-8.800000","","","","-7.869117","-8.800000","","","","","","D1 PROFILE","","",""
"80014200000847","Nodes","847","21.000000","42.662217","Default Known Flow Node","Known Flow","453813.430333","252703.194777","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000093","Nodes","93","21.000000","42.717659","DDS demands","Known Flow","453815.523724","252699.242667","","0.000000","","","","-10.710000","","","","-9.577073","-10.710000","","","","","","D1 PROFILE","","",""
"80014200000850","Nodes","850","21.000000","38.435765","Default Known Flow Node","Known Flow","453554.564260","252802.398893","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000851","Nodes","851","21.000000","38.697279","Default Known Flow Node","Known Flow","453563.958012","252862.119975","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000160","Nodes","160","21.000000","36.828202","DDS demands","Known Flow","453516.022562","252724.049978","","0.000000","","","","-9.469999","","","","-8.468243","-9.469999","","","","","","D1 PROFILE","","",""
"80014200000163","Nodes","163","21.000000","31.445758","DDS demands","Known Flow","453688.405571","252649.198573","","0.000000","","","","-9.770000","","","","-8.736509","-9.770000","","","","","","D1 PROFILE","","",""
"80014200000165","Nodes","165","21.000000","30.926414","DDS demands","Known Flow","453747.261625","252615.784949","","0.000000","","","","-9.960000","","","","-8.906410","-9.960000","","","","","","D1 PROFILE","","",""
"80014200000164","Nodes","164","21.000000","31.394359","DDS demands","Known Flow","453702.631613","252669.838964","","0.000000","","","","-5.409999","","","","-4.837718","-5.409999","","","","","","D1 PROFILE","","",""
"80014200000281","Nodes","281","21.000000","38.614171","DDS demands","Known Flow","453578.066144","252608.605108","","0.000000","","","","-0.860000","","","","-0.769027","-0.860000","","","","","","D1 PROFILE","","",""
"80014200000853","Nodes","853","21.000000","38.526842","Default Known Flow Node","Known Flow","453573.978155","252568.588082","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000854","Nodes","854","21.000000","39.718982","Default Known Flow Node","Known Flow","453698.788612","252794.101997","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000144","Nodes","144","21.000000","39.087366","DDS demands","Known Flow","453693.965610","252708.110974","","0.000000","","","","-11.010000","","","","-9.845339","-11.010000","","","","","","D1 PROFILE","","",""
"80014200000030","Nodes","30","21.000000","40.403546","DDS demands","Known Flow","453731.529259","252988.231467","","0.000000","","","","-22.110001","","","","-19.771159","-22.110001","","","","","","D1 PROFILE","","",""
"80014200000257","Nodes","257","21.000000","42.414536","DDS demands","Known Flow","453878.892149","252799.183290","","0.000000","","","","-2.650000","","","","-2.369677","-2.650000","","","","","","D1 PROFILE","","",""
"80014200000260","Nodes","260","21.000000","42.193785","DDS demands","Known Flow","453829.146647","252799.414999","","0.000000","","","","-8.199999","","","","-7.332586","-8.199999","","","","","","D1 PROFILE","","",""
"80014200000258","Nodes","258","21.000000","42.500895","DDS demands","Known Flow","453872.742783","252806.241157","","0.000000","","","","-0.720000","","","","-0.643836","-0.720000","","","","","","D1 PROFILE","","",""
"80014200000315","Nodes","315","21.000000","42.025484","Default Known Flow Node","Known Flow","453887.284710","252715.155274","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000255","Nodes","255","21.000000","42.528293","DDS demands","Known Flow","453895.542359","252850.722677","","0.000000","","","","-5.489999","","","","-4.909256","-5.489999","","","","","","D1 PROFILE","","",""
"80014200000859","Nodes","859","21.000000","42.571703","Default Known Flow Node","Known Flow","453906.797156","252876.388559","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000256","Nodes","256","21.000000","42.542714","DDS demands","Known Flow","453854.114654","252871.724019","","0.000000","","","","-2.380000","","","","-2.128238","-2.380000","","","","","","D1 PROFILE","","",""
"80014200000860","Nodes","860","21.000000","42.571703","Default Known Flow Node","Known Flow","453907.324698","252889.260582","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000301","Nodes","301","21.000000","42.766564","DDS demands","Known Flow","453925.548673","252930.789035","","0.000000","","","","-2.300000","","","","-2.056701","-2.300000","","","","","","D1 PROFILE","","",""
"80014200000297","Nodes","297","21.000000","42.830583","Default Known Flow Node","Known Flow","453933.040675","252985.975050","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000233","Nodes","233","21.000000","42.620998","DDS demands","Known Flow","454128.336689","252596.722085","","0.000000","","-6.000000","","-5.599999","","","","-10.372928","-11.600000","","","","C2 PROFILE","","D1 PROFILE","","",""
"80014200000189","Nodes","189","21.000000","36.848729","DDS demands","Known Flow","454116.530725","252518.773923","","0.000000","","","","-4.219999","","","","-3.773599","-4.219999","","","","","","D1 PROFILE","","",""
"80014200000188","Nodes","188","21.000000","37.006912","DDS demands","Known Flow","454133.402730","252509.887920","","0.000000","","","","-2.880000","","","","-2.575347","-2.880000","","","","","","D1 PROFILE","","",""
"80014200000202","Nodes","202","21.000000","41.265164","DDS demands","Known Flow","454119.950600","252681.225402","","0.000000","","","","-2.329999","","","","-2.083527","-2.329999","","","","","","D1 PROFILE","","",""
"80014200000201","Nodes","201","21.000000","41.362204","DDS demands","Known Flow","454144.616788","252675.294683","","0.000000","","","","-17.249999","","","","-15.425258","-17.249999","","","","","","D1 PROFILE","","",""
"80014200000234","Nodes","234","21.000000","42.599673","DDS demands","Known Flow","454127.300707","252635.068793","","0.000000","","","","-2.499999","","","","-2.235544","-2.499999","","","","","","D1 PROFILE","","",""
"80014200000171","Nodes","171","21.000000","36.587100","DDS demands","Known Flow","454443.186814","252844.006011","","0.000000","","","","-9.840000","","","","-8.799104","-9.840000","","","","","","D1 PROFILE","","",""
"80014200000007","Nodes","7","21.000000","36.491606","DDS demands","Known Flow","454473.002822","252849.280012","","0.000000","","-23.289999","","-15.220000","","","","-34.436330","-38.509999","","","","C2 PROFILE","","D1 PROFILE","","",""
"80014200000013","Nodes","13","21.000000","42.392471","DDS demands","Known Flow","454189.744152","252636.296540","","0.000000","-5.749999","","-7.219999","-1.739999","","","","-13.153945","-14.709999","","","C1 PROFILE","","C4 PROFILE","D1 PROFILE","","",""
"80014200000124","Nodes","124","21.000000","40.771881","DDS demands","Known Flow","454147.240734","252689.502969","","0.000000","","","","-19.500000","","","","-17.437249","-19.500000","","","","","","D1 PROFILE","","",""
"80014200000011","Nodes","11","21.000000","42.426495","DDS demands","Known Flow","454241.886759","252674.140965","","0.000000","-4.179999","","-5.119999","-3.110000","","","","-11.097243","-12.409999","","","C1 PROFILE","","C4 PROFILE","D1 PROFILE","","",""
"80014200000123","Nodes","123","21.000000","39.812603","DDS demands","Known Flow","454191.673892","252826.985721","","0.000000","","","","-14.310000","","","","-12.796258","-14.310000","","","","","","D1 PROFILE","","",""
"80014200000125","Nodes","125","21.000000","41.842016","DDS demands","Known Flow","454216.901913","252709.782126","","0.000000","","","","-20.209999","","","","-18.072142","-20.209999","","","","","","D1 PROFILE","","",""
"80014200000012","Nodes","12","21.000000","39.956603","DDS demands","Known Flow","454253.158107","252819.184812","","0.000000","","","","-31.249999","","","","-27.944309","-31.249999","","","","","","D1 PROFILE","","",""
"80014200000210","Nodes","210","21.000000","41.771935","DDS demands","Known Flow","454278.524769","252608.330947","","0.000000","","","","-12.659999","","","","-11.320798","-12.659999","","","","","","D1 PROFILE","","",""
"80014200000009","Nodes","Logger 61, Church Street","21.000000","40.281894","Val Log Cath","Known Flow","454325.664009","252806.049814","","0.000000","","","","-23.079999","","","","-20.638548","-23.079999","","","","","","D1 PROFILE","","",""
"80014200000172","Nodes","172","21.000000","36.851956","DDS demands","Known Flow","454425.642809","252845.915012","","0.000000","","","","-6.489999","","","","-5.803474","-6.489999","","","","","","D1 PROFILE","","",""
"80014200000168","Nodes","168","21.000000","38.363559","DDS demands","Known Flow","454460.136819","252738.853982","","0.000000","","","","-14.080000","","","","-12.590588","-14.080000","","","","","","D1 PROFILE","","",""
"80014200000857","Nodes","857","21.000000","38.260137","Default Known Flow Node","Known Flow","454491.687823","252724.911704","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000190","Nodes","190","21.000000","36.150735","DDS demands","Known Flow","454158.076502","252505.849612","","0.000000","-27.250000","","","-2.319999","","","","-26.442023","-29.570000","","","C1 PROFILE","","","D1 PROFILE","","",""
"80014200000008","Nodes","8","21.000000","35.303464","DDS demands","Known Flow","454546.479842","252847.235012","","0.000000","","","","-4.260000","","","","-3.809368","-4.260000","","","","","","D1 PROFILE","","",""
"80014200000169","Nodes","169","21.000000","38.082940","DDS demands","Known Flow","454537.403840","252734.117981","","0.000000","","","","-5.070000","","","","-4.533684","-5.070000","","","","","","D1 PROFILE","","",""
"80014200000858","Nodes","858","21.000000","33.838944","Default Known Flow Node","Known Flow","454622.958863","252871.892019","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000170","Nodes","170","21.000000","33.577356","DDS demands","Known Flow","454639.734868","252876.307020","","0.000000","","","","-14.539999","","","","-13.001927","-14.539999","","","","","","D1 PROFILE","","",""
"80014200000095","Nodes","95","21.000000","23.815293","DDS demands","Known Flow","451249.416945","252993.684052","","0.000000","","","","-1.190000","","","","-1.064119","-1.190000","","","","","","D1 PROFILE","","",""
"80014200000063","Nodes","63","21.000000","23.818881","DDS demands","Known Flow","451230.392303","253023.721517","","0.000000","","","","-4.810000","","","","-4.301188","-4.810000","","","","","","D1 PROFILE","","",""
"80014200000110","Nodes","110","21.000000","22.324387","DDS demands","Known Flow","451177.439553","253061.944299","","0.000000","","","","-4.369999","","","","-3.907732","-4.369999","","","","","","D1 PROFILE","","",""
"80014200000131","Nodes","131","21.000000","22.531135","DDS demands","Known Flow","451308.767961","253181.122103","","0.000000","","","","-6.910000","","","","-6.179045","-6.910000","","","","","","D1 PROFILE","","",""
"80014200000130","Nodes","130","21.000000","22.647541","DDS demands","Known Flow","451341.148881","253142.554844","","0.000000","","","","-7.949999","","","","-7.109032","-7.949999","","","","","","D1 PROFILE","","",""
"80014200000094","Nodes","94","21.000000","22.801861","DDS demands","Known Flow","451196.506965","253008.286734","","0.000000","","","","-1.009999","","","","-0.903160","-1.009999","","","","","","D1 PROFILE","","",""
"80014200000073","Nodes","73","21.000000","24.965844","DDS demands","Known Flow","451249.644945","253036.115063","","0.000000","","","","-18.180000","","","","-16.256881","-18.180000","","","","","","D1 PROFILE","","",""
"80014200000841","Nodes","841","21.000000","24.965844","Default Known Flow Node","Known Flow","451249.875421","253034.281513","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000132","Nodes","132","21.000000","22.441907","DDS demands","Known Flow","451393.455984","253149.577094","","0.000000","","","","-8.529999","","","","-7.627678","-8.529999","","","","","","D1 PROFILE","","",""
"80014200000111","Nodes","111","21.000000","22.492352","DDS demands","Known Flow","451205.979933","252964.483044","","0.000000","","","","-8.729999","","","","-7.806521","-8.729999","","","","","","D1 PROFILE","","",""
"80014200000070","Nodes","70","21.000000","33.718483","DDS demands","Known Flow","451686.422546","253010.674979","","0.000000","","","","-16.670000","","","","-14.906612","-16.670000","","","","","","D1 PROFILE","","",""
"80014200000842","Nodes","842","21.000000","38.676008","Default Known Flow Node","Known Flow","451746.588949","253431.628027","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000100","Nodes","100","21.000000","38.616131","Default Known Flow Node","Known Flow","451769.144086","253449.018176","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000114","Nodes","114","21.000000","20.830824","DDS demands","Known Flow","451570.128458","253473.023758","","0.000000","","","","-21.519999","","","","-19.243569","-21.519999","","","","","","D1 PROFILE","","",""
"80014200000115","Nodes","115","21.000000","25.304395","DDS demands","Known Flow","451569.843032","253491.364187","","0.000000","","","","-11.589999","","","","-10.363985","-11.589999","","","","","","D1 PROFILE","","",""
"80014200000290","Nodes","290","21.000000","29.612646","DDS demands","Known Flow","451573.123033","253304.468136","","0.000000","","","","-2.630000","","","","-2.351793","-2.630000","","","","","","D1 PROFILE","","",""
"80014200000223","Nodes","223","21.000000","29.619719","DDS demands","Known Flow","451564.864022","253313.804792","","0.000000","","","","-7.250000","","","","-6.483080","-7.250000","","","","","","D1 PROFILE","","",""
"80014200000222","Nodes","222","21.000000","33.750121","Default Known Flow Node","Known Flow","451634.467058","253019.575644","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000069","Nodes","69","21.000000","33.931652","DDS demands","Known Flow","451650.821054","253101.816081","","0.000000","","","-4.130000","-2.710000","","","","-6.116450","-6.840000","","","","","C4 PROFILE","D1 PROFILE","","",""
"80014200000061","Nodes","61","21.000000","35.024842","DDS demands","Known Flow","451676.658456","253141.966111","","0.000000","-15.999999","","","-5.760000","","","","-19.458181","-21.760000","","","C1 PROFILE","","","D1 PROFILE","","",""
"80014200000071","Nodes","71","21.000000","33.716090","DDS demands","Known Flow","451695.482564","253043.372208","","0.000000","","","","-4.050000","","","","-3.621582","-4.050000","","","","","","D1 PROFILE","","",""
"80014200000098","Nodes","98","21.000000","33.694921","DDS demands","Known Flow","451700.221920","253065.212451","","0.000000","","","","-2.840000","","","","-2.539578","-2.840000","","","","","","D1 PROFILE","","",""
"80014200000101","Nodes","101","21.000000","38.604324","DDS demands","Known Flow","451767.727086","253455.072177","","0.000000","","","","-1.299999","","","","-1.162483","-1.299999","","","","","","D1 PROFILE","","",""
"80014200000118","Nodes","118","21.000000","34.187814","DDS demands","Known Flow","451681.303426","253455.979157","","0.000000","","","","-1.590000","","","","-1.421806","-1.590000","","","","","","D1 PROFILE","","",""
"80014200000224","Nodes","224","21.000000","31.782702","DDS demands","Known Flow","451682.034231","253482.130494","","0.000000","","","","-1.830000","","","","-1.636418","-1.830000","","","","","","D1 PROFILE","","",""
"80014200000230","Nodes","230","21.000000","30.869223","DDS demands","Known Flow","451678.619854","253493.366900","","0.000000","","","","-7.780000","","","","-6.957015","-7.780000","","","","","","D1 PROFILE","","",""
"80014200000225","Nodes","225","21.000000","31.761494","DDS demands","Known Flow","451699.929068","253462.292179","","0.000000","","","","-3.140000","","","","-2.807844","-3.140000","","","","","","D1 PROFILE","","",""
"80014200000077","Nodes","77","21.000000","34.495427","Default Known Flow Node","Known Flow","451754.145082","253184.765104","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000844","Nodes","844","21.000000","35.559385","Default Known Flow Node","Known Flow","451723.702799","253135.285018","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000137","Nodes","137","21.000000","39.934678","DDS demands","Known Flow","451797.826094","253419.684168","","0.000000","","","","-5.079999","","","","-4.542626","-5.079999","","","","","","D1 PROFILE","","",""
"80014200000049","Nodes","49","21.000000","38.368018","DDS demands","Known Flow","451916.510127","253471.673182","","0.000000","","","","-9.370000","","","","-8.378822","-9.370000","","","","","","D1 PROFILE","","",""
"80014200000048","Nodes","48","21.000000","38.186366","DDS demands","Known Flow","452043.680258","253462.692685","","0.000000","","","","-3.280000","","","","-2.933034","-3.280000","","","","","","D1 PROFILE","","",""
"80014200000191","Nodes","191","21.000000","37.765231","DDS demands","Known Flow","453338.024003","253203.784979","","0.000000","","","","-8.770000","","","","-7.842291","-8.770000","","","","","","D1 PROFILE","","",""
"80014200000194","Nodes","194","21.000000","36.666181","DDS demands","Known Flow","453330.926337","253050.853626","","0.000000","","","","-5.610000","","","","-5.016562","-5.610000","","","","","","D1 PROFILE","","",""
"80014200000196","Nodes","196","21.000000","36.468547","DDS demands","Known Flow","453336.900999","253010.231470","","0.000000","","","","-7.860000","","","","-7.028552","-7.860000","","","","","","D1 PROFILE","","",""
"80014200000195","Nodes","195","21.000000","36.649948","DDS demands","Known Flow","453303.829504","253061.403070","","0.000000","","","","-2.720000","","","","-2.432272","-2.720000","","","","","","D1 PROFILE","","",""
"80014200000192","Nodes","192","21.000000","37.057583","Default Known Flow Node","Known Flow","453346.842149","253123.186754","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000193","Nodes","193","21.000000","37.071893","DDS demands","Known Flow","453298.342503","253122.434087","","0.000000","","","","-2.499999","","","","-2.235544","-2.499999","","","","","","D1 PROFILE","","",""
"80014200000175","Nodes","175","21.000000","36.256319","DDS demands","Known Flow","453361.660048","253121.198780","","0.000000","","","","-3.729999","","","","-3.335432","-3.729999","","","","","","D1 PROFILE","","",""
"80014200000173","Nodes","173","21.000000","36.343623","DDS demands","Known Flow","453363.156947","253133.744217","","0.000000","","","","-0.820000","","","","-0.733258","-0.820000","","","","","","D1 PROFILE","","",""
"80014200000174","Nodes","174","21.000000","35.570321","DDS demands","Known Flow","453396.608529","253124.106087","","0.000000","","","","-21.329999","","","","-19.073667","-21.329999","","","","","","D1 PROFILE","","",""
"80014200000861","Nodes","861","21.000000","42.915664","Default Known Flow Node","Known Flow","453913.885864","253047.193656","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000862","Nodes","862","21.000000","42.848143","Default Known Flow Node","Known Flow","453975.083385","253035.372492","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000182","Nodes","182","21.000000","37.361858","DDS demands","Known Flow","453513.192561","253105.491082","","0.000000","","","","-9.399999","","","","-8.405647","-9.399999","","","","","","D1 PROFILE","","",""
"80014200000033","Nodes","33","21.000000","40.612794","DDS demands","Known Flow","453614.469362","253090.034317","","0.000000","","","","-11.470000","","","","-10.256680","-11.470000","","","","","","D1 PROFILE","","",""
"80014200000102","Nodes","102","21.000000","37.375526","DDS demands","Known Flow","453876.503887","253067.659440","","0.000000","","","","-6.569999","","","","-5.875011","-6.569999","","","","","","D1 PROFILE","","",""
"80014200000126","Nodes","126","21.000000","41.211476","DDS demands","Known Flow","453866.956657","253026.670061","","0.000000","","","","-1.299999","","","","-1.162483","-1.299999","","","","","","D1 PROFILE","","",""
"80014200000300","Nodes","300","21.000000","42.828865","Default Known Flow Node","Known Flow","453925.053540","253045.889402","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000231","Nodes","231","21.000000","30.836069","DDS demands","Known Flow","451695.022066","253515.178194","","0.000000","","","","-4.050000","","","","-3.621582","-4.050000","","","","","","D1 PROFILE","","",""
"80014200000139","Nodes","139","21.000000","36.389852","DDS demands","Known Flow","451826.995698","253598.899769","","0.000000","","","","-1.039999","","","","-0.929986","-1.039999","","","","","","D1 PROFILE","","",""
"80014200000138","Nodes","138","21.000000","36.309711","DDS demands","Known Flow","451813.148098","253550.104203","","0.000000","","","","-0.920000","","","","-0.822680","-0.920000","","","","","","D1 PROFILE","","",""
"80014200000864","Nodes","864","21.000000","37.403250","Default Known Flow Node","Known Flow","451913.912126","253550.595203","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000051","Nodes","51","21.000000","36.408423","DDS demands","Known Flow","451836.176105","253554.932204","","0.000000","","","","-14.810000","","","","-13.243367","-14.810000","","","","","","D1 PROFILE","","",""
"80014200000140","Nodes","140","21.000000","36.309711","Default Known Flow Node","Known Flow","451814.271099","253511.998193","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000050","Nodes","50","21.000000","37.410145","DDS demands","Known Flow","451916.750127","253550.369203","","0.000000","","","","-8.430000","","","","-7.538257","-8.430000","","","","","","D1 PROFILE","","",""
"80014200000044","Nodes","44","21.000000","37.953976","DDS demands","Known Flow","452096.558176","253601.554217","","0.000000","","","","-3.579999","","","","-3.201299","-3.579999","","","","","","D1 PROFILE","","",""
"80014200000043","Nodes","43","21.000000","37.987815","DDS demands","Known Flow","452059.234675","253603.594737","","0.000000","","","","-8.130000","","","","-7.269991","-8.130000","","","","","","D1 PROFILE","","",""
"80014200000047","Nodes","47","21.000000","38.043126","DDS demands","Known Flow","452053.009164","253543.883201","","0.000000","","","","-6.989999","","","","-6.250582","-6.989999","","","","","","D1 PROFILE","","",""
"80014200000335","Nodes","335","21.000000","41.556419","Default Known Flow Node","Known Flow","453633.047206","252386.002059","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000337","Nodes","337","21.000000","42.056039","Default Known Flow Node","Known Flow","453602.741502","252400.444068","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000422","Nodes","422","21.000000","40.606770","DDS demands","Known Flow","454438.788813","252665.153962","","0.000000","","","","-5.050000","","","","-4.515800","-5.050000","","","","","","D1 PROFILE","","",""
"80014200000415","Nodes","415","21.000000","42.400699","Default Known Flow Node","Known Flow","454449.715854","252595.985249","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000410","Nodes","410","21.000000","42.093149","Default Known Flow Node","Known Flow","454544.580842","252535.015927","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000421","Nodes","421","21.000000","42.352357","Default Known Flow Node","Known Flow","454275.199232","252670.701891","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000400","Nodes","400","21.000000","40.672289","DDS demands","Known Flow","453636.521536","253020.498512","","0.000000","","","","-4.559999","","","","-4.077633","-4.559999","","","","","","D1 PROFILE","","",""
"80014200000338","Nodes","338","21.000000","38.530787","Default Known Flow Node","Known Flow","453545.490316","252870.875982","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000430","Nodes","430","21.000000","22.665147","Default Known Flow Node","Known Flow","450994.467423","253297.288958","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000412","Nodes","412","21.000000","35.689651","Default Known Flow Node","Known Flow","454524.504624","252846.400514","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000408","Nodes","408","21.000000","33.577356","Default Known Flow Node","Known Flow","454646.067869","252879.548021","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000413","Nodes","413","21.000000","35.689651","Default Known Flow Node","Known Flow","454517.352834","252814.272003","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000414","Nodes","414","21.000000","35.689651","Default Known Flow Node","Known Flow","454514.615834","252812.282002","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000060","Nodes","60","21.000000","34.584092","DDS demands","Known Flow","451683.368063","253289.510132","","0.000000","","","","-12.740000","","","","-11.392336","-12.740000","","","","","","D1 PROFILE","","",""
"80014200000205","Nodes","205","21.000000","42.676794","Default Known Flow Node","Known Flow","453944.179678","252598.152944","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000308","Nodes","308","21.000000","39.837642","Default Known Flow Node","Known Flow","453492.022080","252708.960070","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"80014200000211","Nodes","211","21.000000","43.850054","DDS demands","Known Flow","453804.295800","252505.131116","","0.000000","","","","-1.940000","","","","-1.734782","-1.940000","","","","","","D1 PROFILE","","",""
"80014200000167","Nodes","167","21.000000","42.094476","DDS demands","Known Flow","454542.830841","252534.404927","","0.000000","","","","-2.580000","","","","-2.307082","-2.580000","","","","","","D1 PROFILE","","",""
"80014200000288","Nodes","288","21.000000","42.946757","DDS demands","Known Flow","453456.094652","252387.205257","","0.000000","","","","-1.039999","","","","-0.929986","-1.039999","","","","","","D1 PROFILE","","",""
