"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80005800000709","Nodes","709",21.000000,34.353562,"DDS demands","Known Flow",479981.396763,134461.438798,,0.000000,,,,,,,-14.229999,,,,,,,,,,,-12.724720,-14.229999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009242","Nodes","-265975",21.000000,32.952966,"Default Known Flow Node","Known Flow",479998.896768,134327.563762,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000777","Nodes","777",21.000000,33.367337,"DDS demands","Known Flow",479986.271765,134356.313770,,0.000000,,,,,,,-4.119999,,,,,,,,,,,-3.684177,-4.119999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009237","Nodes","-265966",21.000000,34.349249,"Default Known Flow Node","Known Flow",479990.521766,134462.188798,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009248","Nodes","-265986",21.000000,34.292156,"Default Known Flow Node","Known Flow",479999.522923,134402.062338,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000674","Nodes","674",21.000000,27.143693,"DDS demands","Known Flow",479593.771658,134151.188714,,0.000000,,,,,,,-6.179999,,,,,,,,,,,-5.526266,-6.179999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009070","Nodes","-257000",21.000000,19.393767,"Default Known Flow Node","Known Flow",478423.271339,134949.063931,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009069","Nodes","-256999",21.000000,19.393767,"Default Known Flow Node","Known Flow",478396.023379,134952.579797,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000817","Nodes","817",21.000000,26.201421,"Default Known Flow Node","Known Flow",478324.396312,134899.313917,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000819","Nodes","819",21.000000,26.136619,"DDS demands","Known Flow",478304.896307,134911.063921,,0.000000,,,,,,,-5.879999,,,,,,,,,,,-5.258001,-5.879999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000818","Nodes","818",21.000000,26.201421,"Default Known Flow Node","Known Flow",478322.771312,134883.188913,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009063","Nodes","-256987",21.000000,19.152404,"Default Known Flow Node","Known Flow",478343.146318,134953.813932,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000805","Nodes","805, 10.04",21.000000,19.152466,"DDS demands","Known Flow",478342.021317,134954.063932,,0.000000,,,,,,,-3.430000,,,,,,,,,,,-3.067167,-3.430000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000815","Nodes","815",21.000000,26.305537,"DDS demands","Known Flow",478352.021320,134895.188916,,0.000000,,,,,,,-0.730000,,,,,,,,,,,-0.652779,-0.730000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000816","Nodes","816",21.000000,26.305467,"DDS demands","Known Flow",478352.896320,134906.688919,,0.000000,,,,,,,-0.289999,,,,,,,,,,,-0.259323,-0.289999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000813","Nodes","813",21.000000,26.470149,"DDS demands","Known Flow",478378.896327,134891.188915,,0.000000,,,,,,,-4.839999,,,,,,,,,,,-4.328014,-4.839999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009066","Nodes","-256996",21.000000,26.470149,"Default Known Flow Node","Known Flow",478379.396327,134902.188918,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000814","Nodes","814",21.000000,26.447136,"DDS demands","Known Flow",478377.021327,134872.938910,,0.000000,,,,,,,-4.260000,,,,,,,,,,,-3.809368,-4.260000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009067","Nodes","-256997",21.000000,26.483499,"Default Known Flow Node","Known Flow",478380.021328,134891.063915,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009068","Nodes","-256998",21.000000,19.393767,"Default Known Flow Node","Known Flow",478395.271332,134948.313931,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009065","Nodes","-256993",21.000000,19.304541,"Default Known Flow Node","Known Flow",478369.021325,134956.063933,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800001013","Nodes","1013 7.97",21.000000,19.718567,"DDS demands","Known Flow",478443.146345,134942.063929,,0.000000,,,,,,,-4.579999,,,,,,,,,,,-4.095518,-4.579999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000572","Nodes","572",21.000000,30.911636,"DDS demands","Known Flow",478451.832158,134805.178757,,0.000000,,,,,,,-5.840000,,,,,,,,,,,-5.222232,-5.840000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000574","Nodes","574",21.000000,30.702938,"DDS demands","Known Flow",478476.271354,134720.438869,,0.000000,,,,,,,-6.619999,,,,,,,,,,,-5.919722,-6.619999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000573","Nodes","573",21.000000,30.902617,"DDS demands","Known Flow",478435.271343,134826.938898,,0.000000,,,,,,,-2.140000,,,,,,,,,,,-1.913626,-2.140000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000812","Nodes","812",21.000000,26.900274,"DDS demands","Known Flow",478490.271358,134880.188912,,0.000000,,,,,,,-6.560000,,,,,,,,,,,-5.866069,-6.560000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009074","Nodes","-257014",21.000000,26.944368,"Default Known Flow Node","Known Flow",478488.521357,134864.188908,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000571","Nodes","571",21.000000,31.954816,"DDS demands","Known Flow",478491.271358,134754.438878,,0.000000,,,,,,,-3.390000,,,,,,,,,,,-3.031398,-3.390000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000568","Nodes","568",21.000000,31.892459,"DDS demands","Known Flow",478493.271358,134660.188852,,0.000000,,,,,,,-2.750000,,,,,,,,,,,-2.459099,-2.750000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000569","Nodes","569",21.000000,31.870943,"DDS demands","Known Flow",478495.021359,134628.063844,,0.000000,,,,,,,-3.089999,,,,,,,,,,,-2.763133,-3.089999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000570","Nodes","570",21.000000,31.883586,"DDS demands","Known Flow",478478.521354,134672.563856,,0.000000,,,,,,,-2.470000,,,,,,,,,,,-2.208718,-2.470000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800001082","Nodes","1082",21.000000,19.038957,"DDS demands","Known Flow",478284.396302,134963.813935,,0.000000,,,,,,,-3.569999,,,,,,,,,,,-3.192357,-3.569999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009075","Nodes","-257024",21.000000,37.478985,"Default Known Flow Node","Known Flow",478508.896363,134588.813833,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000655","Nodes","655",21.000000,37.479010,"DDS demands","Known Flow",478509.472524,134587.729293,,0.000000,,,,,,,-4.130000,,,,,,,,,,,-3.693120,-4.130000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009077","Nodes","-257040",21.000000,32.594067,"Default Known Flow Node","Known Flow",478546.771373,134690.188860,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009080","Nodes","-257045",21.000000,32.594067,"Default Known Flow Node","Known Flow",478559.521376,134694.438862,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009084","Nodes","-257058",21.000000,38.723917,"Default Known Flow Node","Known Flow",478579.271382,134571.938828,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000385","Nodes","385",21.000000,38.723917,"DDS demands","Known Flow",478580.179117,134570.585789,,0.000000,,,,,,,-0.759999,,,,,,,,,,,-0.679605,-0.759999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009434","Nodes","-292227",21.000000,32.183204,"Default Known Flow Node","Known Flow",478515.771365,134652.688850,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000567","Nodes","567",21.000000,32.183204,"DDS demands","Known Flow",478524.646367,134653.688851,,0.000000,,,,,,,-1.799999,,,,,,,,,,,-1.609592,-1.799999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000657","Nodes","657",21.000000,37.476421,"DDS demands","Known Flow",478500.396360,134607.813838,,0.000000,,,,,,,-1.330000,,,,,,,,,,,-1.189309,-1.330000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000653","Nodes","653",21.000000,37.541250,"DDS demands","Known Flow",478513.146364,134580.813831,,0.000000,,,,,,,-6.860000,,,,,,,,,,,-6.134335,-6.860000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000652","Nodes","652",21.000000,38.724476,"DDS demands","Known Flow",478599.521387,134546.063821,,0.000000,,,,,,,-2.339999,,,,,,,,,,,-2.092469,-2.339999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000654","Nodes","654",21.000000,37.530585,"DDS demands","Known Flow",478502.021361,134569.563828,,0.000000,,,,,,,-3.089999,,,,,,,,,,,-2.763133,-3.089999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000566","Nodes","566",21.000000,32.034893,"DDS demands","Known Flow",478516.771365,134685.938859,,0.000000,,,,,,,-3.510000,,,,,,,,,,,-3.138704,-3.510000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000808","Nodes","808",21.000000,27.101194,"DDS demands","Known Flow",478517.021365,134868.313909,,0.000000,,,,,,,-1.840000,,,,,,,,,,,-1.645360,-1.840000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009076","Nodes","-257033",21.000000,27.009219,"Default Known Flow Node","Known Flow",478518.021365,134877.688911,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000811","Nodes","811",21.000000,27.085619,"DDS demands","Known Flow",478515.646364,134850.563904,,0.000000,,,,,,,-3.530000,,,,,,,,,,,-3.156589,-3.530000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000565","Nodes","565",21.000000,32.054601,"DDS demands","Known Flow",478517.271365,134722.188869,,0.000000,,,,,,,-0.620000,,,,,,,,,,,-0.554415,-0.620000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000809","Nodes","809",21.000000,26.990648,"DDS demands","Known Flow",478519.646366,134896.938917,,0.000000,,,,,,,-3.700000,,,,,,,,,,,-3.308606,-3.700000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000651","Nodes","651",21.000000,32.618741,"DDS demands","Known Flow",478563.646378,134681.563858,,0.000000,,,,,,,-12.510000,,,,,,,,,,,-11.186666,-12.510000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000564","Nodes","564",21.000000,32.099486,"DDS demands","Known Flow",478524.926136,134726.994806,,0.000000,,,,,,,-4.239999,,,,,,,,,,,-3.791483,-4.239999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000656","Nodes","656",21.000000,32.586563,"DDS demands","Known Flow",478563.396377,134695.813862,,0.000000,,,,,,,-5.349999,,,,,,,,,,,-4.784065,-5.349999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009081","Nodes","-257048",21.000000,35.664562,"Default Known Flow Node","Known Flow",478561.271377,134605.563837,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000803","Nodes","803",21.000000,27.508591,"Default Known Flow Node","Known Flow",478562.154988,134863.813611,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000802","Nodes","802",21.000000,30.449193,"DDS demands","Known Flow",478570.646379,134834.563900,,0.000000,,,,,,,-2.700000,,,,,,,,,,,-2.414388,-2.700000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000804","Nodes","Logger 507, Hogmoor Road, 13.68",21.000000,23.412483,"Val Log Post","Known Flow",478562.972313,134933.562881,,0.000000,,,,,,,-8.800000,,,,,,,,,,,-7.869117,-8.800000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009087","Nodes","-257068",21.000000,32.630480,"Default Known Flow Node","Known Flow",478601.771388,134735.813873,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000384","Nodes","384",21.000000,38.723971,"DDS demands","Known Flow",478593.396386,134553.438823,,0.000000,,,,,,,-4.630000,,,,,,,,,,,-4.140228,-4.630000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000387","Nodes","387",21.000000,38.710713,"DDS demands","Known Flow",478599.521387,134571.813828,,0.000000,,,,,,,-2.359999,,,,,,,,,,,-2.110354,-2.359999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009085","Nodes","-257060",21.000000,38.741930,"Default Known Flow Node","Known Flow",478581.271382,134517.313813,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000381","Nodes","381",21.000000,38.609523,"DDS demands","Known Flow",478554.896375,134488.813806,,0.000000,,,,,,,-4.999999,,,,,,,,,,,-4.471089,-4.999999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000380","Nodes","380",21.000000,38.742123,"DDS demands","Known Flow",478583.042905,134518.008968,,0.000000,,,,,,,-7.970000,,,,,,,,,,,-7.126916,-7.970000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000386","Nodes","386",21.000000,38.465761,"DDS demands","Known Flow",478619.646393,134585.063832,,0.000000,,,,,,,-7.329999,,,,,,,,,,,-6.554617,-7.329999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000379","Nodes","379",21.000000,38.739024,"DDS demands","Known Flow",478610.896390,134528.938817,,0.000000,,,,,,,-4.590000,,,,,,,,,,,-4.104460,-4.590000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000563","Nodes","563",21.000000,32.658230,"DDS demands","Known Flow",478602.271388,134734.563873,,0.000000,,,,,,,-10.909999,,,,,,,,,,,-9.755916,-10.909999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000562","Nodes","562",21.000000,38.823661,"DDS demands","Known Flow",478662.021404,134545.938821,,0.000000,,,,,,,-3.359999,,,,,,,,,,,-3.004572,-3.359999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000378","Nodes","378",21.000000,38.884278,"DDS demands","Known Flow",478665.146405,134528.313816,,0.000000,,,,,,,-10.540000,,,,,,,,,,,-9.425056,-10.540000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000209","Nodes","209",21.000000,36.011638,"Default Known Flow Node","Known Flow",479404.146606,134578.688830,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000459","Nodes","459",21.000000,35.688525,"Default Known Flow Node","Known Flow",479407.021607,134505.938810,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000458","Nodes","458",21.000000,35.615625,"DDS demands","Known Flow",479422.396611,134531.313817,,0.000000,,,,,,,-3.380000,,,,,,,,,,,-3.022456,-3.380000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000677","Nodes","677",21.000000,39.485495,"DDS demands","Known Flow",479489.396629,134830.188899,,0.000000,-6.130000,,,-6.000000,,,-0.779999,,,,,,,,,,,-11.544353,-12.910000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,,
"80005800009141","Nodes","-265562",21.000000,39.549560,"Default Known Flow Node","Known Flow",479486.646629,134822.188896,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000472","Nodes","472",21.000000,38.978388,"DDS demands","Known Flow",479404.146606,134886.063914,,0.000000,-10.249999,,,,,,-2.079999,,,,,,,,,,,-11.025706,-12.329999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000473","Nodes","473",21.000000,38.888129,"DDS demands","Known Flow",479433.396614,134876.563911,,0.000000,,,,,,,,,,,-7.389999,,,,,,,-6.608270,-7.389999,,"",,,,,,,,,,,"I2 PROFILE",,,,,,
"80005800000474","Nodes","474",21.000000,38.684642,"DDS demands","Known Flow",479419.639079,134964.439762,,0.000000,,,,,,,,,,,-21.290000,,,,,,,-19.037900,-21.290000,,"",,,,,,,,,,,"I2 PROFILE",,,,,,
"80005800000475","Nodes","475",21.000000,38.446746,"DDS demands","Known Flow",479470.646624,134947.688931,,0.000000,-11.859999,,,,,,,,,,-12.560000,,,,,,,-21.836800,-24.419998,,"","C1 PROFILE",,,,,,,,,,"I2 PROFILE",,,,,,
"80005800000602","Nodes","602",21.000000,38.874226,"DDS demands","Known Flow",479459.021621,134868.188909,,0.000000,,,,,,,-1.500000,,,,-5.379999,,,,,,,-6.152219,-6.880000,,"",,,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,,,,
"80005800000601","Nodes","601",21.000000,38.640073,"DDS demands","Known Flow",479418.146610,134830.313899,,0.000000,,,,,,,-0.829999,,,,-9.029999,,,,,,,-8.816988,-9.859999,,"",,,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,,,,
"80005800009125","Nodes","-265531",21.000000,35.942235,"Default Known Flow Node","Known Flow",479448.021618,134548.313822,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000453","Nodes","453",21.000000,35.941923,"DDS demands","Known Flow",479450.146619,134556.938824,,0.000000,,,,,,,-0.710000,,,,,,,,,,,-0.634894,-0.710000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000603","Nodes","603",21.000000,38.874226,"Default Known Flow Node","Known Flow",479444.271617,134821.813896,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000687","Nodes","687",21.000000,35.942736,"DDS demands","Known Flow",479461.396622,134543.438821,,0.000000,,,,,,,-2.400000,,,,,,,,,,,-2.146123,-2.400000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009132","Nodes","-265548",21.000000,35.942736,"Default Known Flow Node","Known Flow",479464.271623,134552.563823,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000211","Nodes","211",21.000000,39.605985,"DDS demands","Known Flow",479486.471276,134812.817697,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000470","Nodes","470",21.000000,36.944323,"DDS demands","Known Flow",479466.112214,134753.457377,,0.000000,,,,,,,-2.349999,,,,,,,,,,,-2.101411,-2.349999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009131","Nodes","-265546",21.000000,36.792975,"Default Known Flow Node","Known Flow",479462.271622,134746.313876,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009142","Nodes","-265571",21.000000,36.790961,"Default Known Flow Node","Known Flow",479494.396631,134732.188872,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000476","Nodes","476",21.000000,38.489979,"Default Known Flow Node","Known Flow",479492.021630,134940.188928,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009139","Nodes","-265559",21.000000,37.939071,"Default Known Flow Node","Known Flow",479482.771628,134773.063883,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009143","Nodes","-265572",21.000000,38.681556,"Default Known Flow Node","Known Flow",479495.146631,134790.063888,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009134","Nodes","-265553",21.000000,36.790961,"Default Known Flow Node","Known Flow",479473.396625,134720.938869,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009438","Nodes","-292231",21.000000,36.024534,"Default Known Flow Node","Known Flow",479495.396631,134513.063812,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009437","Nodes","-292230",21.000000,36.024534,"Default Known Flow Node","Known Flow",479493.146630,134512.938812,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000455","Nodes","455",21.000000,35.660304,"DDS demands","Known Flow",479571.521652,134512.313812,,0.000000,,,,,,,-1.869999,,,,,,,,,,,-1.672187,-1.869999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000683","Nodes","683",21.000000,36.400438,"DDS demands","Known Flow",479539.019713,134683.619827,,0.000000,,,,,,,-1.630000,,,,,,,,,,,-1.457575,-1.630000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000679","Nodes","679,",21.000000,37.951050,"DDS demands","Known Flow",479533.271641,134844.688902,,0.000000,-6.289999,,,,,,-3.260000,,,,,,,,,,,-8.539781,-9.549999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000678","Nodes","678",21.000000,37.936922,"DDS demands","Known Flow",479526.520155,134821.689332,,0.000000,,,,,,,-4.340000,,,,,,,,,,,-3.880905,-4.340000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000464","Nodes","464",21.000000,35.674396,"DDS demands","Known Flow",479623.021666,134656.313851,,0.000000,,,,,,,-5.919999,,,,,,,,,,,-5.293770,-5.919999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000463","Nodes","463",21.000000,35.737010,"DDS demands","Known Flow",479650.021673,134645.938848,,0.000000,,,,,,,-2.539999,,,,,,,,,,,-2.271313,-2.539999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009206","Nodes","-265818",21.000000,38.864679,"Default Known Flow Node","Known Flow",479817.646719,134639.563847,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800009205","Nodes","-265817",21.000000,38.805041,"Default Known Flow Node","Known Flow",479816.771719,134635.063845,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000551","Nodes","551",21.000000,35.675230,"DDS demands","Known Flow",479840.271725,134951.938932,,0.000000,,,,,,,-1.070000,,,,,,,,,,,-0.956813,-1.070000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000420","Nodes","420",21.000000,35.590819,"DDS demands","Known Flow",479845.956062,134981.429488,,0.000000,,,,,,,-3.170000,,,,,,,,,,,-2.834670,-3.170000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800009244","Nodes","-265980",21.000000,29.794734,"Default Known Flow Node","Known Flow",479999.019371,134798.313454,,0.000000,,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,,
"80005800000785","Nodes","785",21.000000,29.730904,"DDS demands","Known Flow",479992.771766,134769.313882,,0.000000,,,,,,,-4.739999,,,,,,,,,,,-4.238592,-4.739999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000452","Nodes","452",21.000000,36.042665,"DDS demands","Known Flow",479520.021638,134523.938815,,0.000000,,,,,,,-3.769999,,,,,,,,,,,-3.371201,-3.769999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000451","Nodes","451",21.000000,36.167876,"DDS demands","Known Flow",479525.521639,134545.063821,,0.000000,,,,,,,-4.030000,,,,,,,,,,,-3.603698,-4.030000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000680","Nodes","680",21.000000,37.646723,"DDS demands","Known Flow",479565.021650,134807.813892,,0.000000,,,,,,,-4.610000,,,,,,,,,,,-4.122344,-4.610000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000468","Nodes","468",21.000000,36.366353,"DDS demands","Known Flow",479548.146645,134682.313858,,0.000000,,,,,,,-9.340000,,,,,,,,,,,-8.351995,-9.340000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000684","Nodes","684",21.000000,36.398663,"DDS demands","Known Flow",479543.021644,134705.563865,,0.000000,,,,,,,-1.070000,,,,,,,,,,,-0.956813,-1.070000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000466","Nodes","466",21.000000,36.345123,"DDS demands","Known Flow",479584.267124,134668.420492,,0.000000,,,,,,,-15.670000,,,,,,,,,,,-14.012395,-15.670000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000469","Nodes","469",21.000000,35.912646,"DDS demands","Known Flow",479452.146619,134632.563845,,0.000000,,,,,,,-8.529999,,,,,,,,,,,-7.627678,-8.529999,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"80005800000681","Nodes","681",21.000000,37.780979,"DDS demands","Known Flow",479581.021654,134827.438898,,0.000000,,,,,,,-4.030000,,,,,,,,,,,-3.603698,-4.030000,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
