"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80005400007613","Nodes","7613,",21.000000,42.435445,"Default Known Flow Node","Known Flow",451735.404623,206764.630745,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80005400074565","Nodes","-74565",21.000000,43.228071,"Default Known Flow Node","Known Flow",451537.627023,207034.441546,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80005400091510","Nodes","-91510",21.000000,43.228071,"Default Known Flow Node","Known Flow",451545.264026,207025.083543,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80005400001135","Nodes","1135",21.000000,37.247866,"DDS demands","Known Flow",447944.746046,206041.412276,,0.000000,,,,,,,-5.519999,,,,,,,,-4.936082,-5.519999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80005400001134","Nodes","1134",21.000000,38.245096,"DDS demands","Known Flow",447987.513057,206049.833278,,0.000000,,,,,,,-6.599999,,,,,,,,-5.901837,-6.599999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80005400000147","Nodes","147",21.000000,47.504196,"DDS demands","Known Flow",450364.291715,209202.344703,,0.000000,,,,,,,-4.369999,,,,,,,,-3.907731,-4.369999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80005400001766","Nodes","1766",21.000000,47.381027,"Default Known Flow Node","Known Flow",450384.763710,209213.834139,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80005400000146","Nodes","146",21.000000,47.613515,"DDS demands","Known Flow",450346.263699,209193.709133,,0.000000,,,,,,,-13.839999,,,,,,,,-12.375975,-13.839999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80005400000595","Nodes","595",21.000000,46.633635,"DDS demands","Known Flow",448968.888324,205744.208195,,0.000000,,,,,,,-3.160000,,,,,,,,-2.825728,-3.160000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80005400000594","Nodes","594",21.000000,46.575218,"DDS demands","Known Flow",448980.746060,205733.907987,,0.000000,,,,,,,-0.730000,,,,,,,,-0.652779,-0.729999,,"",,,,,,,"D1 PROFILE",,,,,,,
