"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80018100000045","Nodes","45",21.000000,23.657004,"Default Known Flow Node","Known Flow",447782.229002,225457.921559,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100000047","Nodes","47",21.000000,23.509358,"DDS demands","Known Flow",447789.101886,225389.863207,,0.000000,,,,,-1.679999,,,,-1.502286,-1.679999,,"",,,,,"D1 PROFILE",,,
"80018100000060","Nodes","60",21.000000,26.785203,"DDS demands","Known Flow",447065.410807,226213.985765,,0.000000,,,,,-8.090000,,,,-7.234223,-8.090000,,"",,,,,"D1 PROFILE",,,
"80018100000059","Nodes","59",21.000000,30.450539,"DDS demands","Known Flow",447170.218835,226126.457741,,0.000000,,,,,-5.579999,,,,-4.989735,-5.579999,,"",,,,,"D1 PROFILE",,,
"80018100001000","Nodes","1000",21.000000,24.465423,"DDS demands","Known Flow",447705.173981,225585.643594,,0.000000,,,,,-4.980000,,,,-4.453205,-4.980000,,"",,,,,"D1 PROFILE",,,
"80018100008000","Nodes","Logger 4292, Heyford Road",21.000000,23.948025,"Val Log Post","Known Flow",447781.221810,225502.774637,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100000044","Nodes","44",21.000000,22.560975,"DDS demands","Known Flow",447902.673209,225480.943326,,0.000000,,,,,-12.300000,,,,-10.998880,-12.300000,,"",,,,,"D1 PROFILE",,,
"80018100000043","Nodes","43",21.000000,23.905673,"DDS demands","Known Flow",447784.587002,225493.762569,,0.000000,,,,,-16.079999,,,,-14.379023,-16.079999,,"",,,,,"D1 PROFILE",,,
"80018100008001","Nodes","Logger- ID unknown-Next to Orchard Place",21.000000,22.526555,"Val Log Post","Known Flow",447780.619571,225262.758049,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100000048","Nodes","48",21.000000,22.325248,"DDS demands","Known Flow",447779.397001,225228.995497,,0.000000,,,,,-10.699999,,,,-9.568131,-10.699999,,"",,,,,"D1 PROFILE",,,
"80018100000064","Nodes","64",21.000000,29.209906,"DDS demands","Known Flow",447627.494201,226175.917941,,0.000000,,,,-3.769999,-2.710000,,,,-5.794532,-6.480000,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"80018100000053","Nodes","53",21.000000,29.745402,"DDS demands","Known Flow",447627.395885,226115.277200,,0.000000,,,,,-2.890000,,,,-2.584289,-2.890000,,"",,,,,"D1 PROFILE",,,
"80018100000050","Nodes","50",21.000000,30.197690,"DDS demands","Known Flow",447646.636965,226008.040709,,0.000000,,,,,-6.829999,,,,-6.107508,-6.829999,,"",,,,,"D1 PROFILE",,,
"80018100000049","Nodes","49",21.000000,26.907051,"DDS demands","Known Flow",447640.959506,225841.766472,,0.000000,,,,,-4.239999,,,,-3.791483,-4.239999,,"",,,,,"D1 PROFILE",,,
"80018100000038","Nodes","38",21.000000,25.624201,"DDS demands","Known Flow",447584.418948,225652.235612,,0.000000,,,,,-22.889999,,,,-20.468647,-22.889999,,"",,,,,"D1 PROFILE",,,
"80018100000058","Nodes","58",21.000000,34.038296,"DDS demands","Known Flow",447262.259860,226054.477721,,0.000000,,,-1.190000,,-29.349999,,,,-27.309414,-30.539999,,"",,,"C3  PROFILE",,"D1 PROFILE",,,
"80018100000057","Nodes","57",21.000000,31.927534,"DDS demands","Known Flow",447449.698548,226004.165814,,0.000000,,,-2.599999,,-15.779999,,,,-16.435724,-18.379999,,"",,,"C3  PROFILE",,"D1 PROFILE",,,
"80018100000052","Nodes","52",21.000000,30.537061,"DDS demands","Known Flow",447637.963962,226042.000718,,0.000000,,,,,-2.700000,,,,-2.414388,-2.700000,,"",,,,,"D1 PROFILE",,,
"80018100000026","Nodes","26",21.000000,35.791824,"DDS demands","Known Flow",447121.473463,225818.671292,,0.000000,,,,-3.790000,-3.569999,,,,-6.581443,-7.359999,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"80018100000022","Nodes","22",21.000000,37.856620,"DDS demands","Known Flow",447014.576369,225873.605834,,0.000000,,,,,-1.990000,,,,-1.779493,-1.990000,,"",,,,,"D1 PROFILE",,,
"80018100000046","Nodes","46",21.000000,23.442351,"DDS demands","Known Flow",447745.530198,225392.716144,,0.000000,,,,,-18.419999,,,,-16.471493,-18.419999,,"",,,,,"D1 PROFILE",,,
"80018100000027","Nodes","27",21.000000,35.425872,"DDS demands","Known Flow",447169.633018,225804.126156,,0.000000,,,,,-3.489999,,,,-3.120820,-3.489999,,"",,,,,"D1 PROFILE",,,
"80018100000028","Nodes","28",21.000000,35.293149,"DDS demands","Known Flow",447169.108083,225839.674673,,0.000000,,,,,-1.230000,,,,-1.099888,-1.230000,,"",,,,,"D1 PROFILE",,,
"80018100000033","Nodes","33",21.000000,35.244845,"DDS demands","Known Flow",447175.327836,225795.670651,,0.000000,,,,,-7.960000,,,,-7.117974,-7.960000,,"",,,,,"D1 PROFILE",,,
"80018100000034","Nodes","34",21.000000,29.420148,"DDS demands","Known Flow",447376.725891,225752.262639,,0.000000,,,,,-24.399999,,,,-21.818916,-24.399999,,"",,,,,"D1 PROFILE",,,
"80018100000030","Nodes","30",21.000000,35.282008,"DDS demands","Known Flow",447170.776202,225853.592116,,0.000000,,,,,-9.450000,,,,-8.450359,-9.450000,,"",,,,,"D1 PROFILE",,,
"80018100000032","Nodes","32",21.000000,34.885946,"DDS demands","Known Flow",447183.147662,225876.460040,,0.000000,,,,,-4.159999,,,,-3.719946,-4.159999,,"",,,,,"D1 PROFILE",,,
"80018100000031","Nodes","31",21.000000,34.917676,"DDS demands","Known Flow",447247.535856,225835.032662,,0.000000,,,,,-8.489999,,,,-7.591909,-8.489999,,"",,,,,"D1 PROFILE",,,
"80018100000036","Nodes","36",21.000000,27.025343,"DDS demands","Known Flow",447489.641922,225712.263628,,0.000000,,,,,-25.339999,,,,-22.659481,-25.339999,,"",,,,,"D1 PROFILE",,,
"80018100000039","Nodes","39",21.000000,25.455352,"DDS demands","Known Flow",447590.265342,225639.955708,,0.000000,,,,,-0.779999,,,,-0.697489,-0.779999,,"",,,,,"D1 PROFILE",,,
"80018100000042","Nodes","42",21.000000,24.063439,"DDS demands","Known Flow",447715.610983,225658.684614,,0.000000,,,,,-11.479999,,,,-10.265620,-11.479999,,"",,,,,"D1 PROFILE",,,
"80018100000063","Nodes","63",21.000000,28.306469,"DDS demands","Known Flow",447297.943870,226309.375791,,0.000000,,,,,-13.109999,,,,-11.723196,-13.109999,,"",,,,,"D1 PROFILE",,,
"80018100000061","Nodes","61",21.000000,29.630665,"DDS demands","Known Flow",447221.424849,226169.053753,,0.000000,,,,,-17.389999,,,,-15.550448,-17.389999,,"",,,,,"D1 PROFILE",,,
"80018100000062","Nodes","62",21.000000,28.413330,"DDS demands","Known Flow",447329.111878,226110.868737,,0.000000,,,,,-12.619999,,,,-11.285030,-12.619999,,"",,,,,"D1 PROFILE",,,
"80018100000056","Nodes","56",21.000000,29.386624,"Default Known Flow Node","Known Flow",447592.961950,226172.613754,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100000054","Nodes","54",21.000000,29.904526,"DDS demands","Known Flow",447562.901942,226108.890736,,0.000000,,,,,-1.249999,,,,-1.117772,-1.249999,,"",,,,,"D1 PROFILE",,,
"80018100000051","Nodes","51",21.000000,30.077482,"DDS demands","Known Flow",447714.916983,225975.704700,,0.000000,,,,,-3.780000,,,,-3.380143,-3.780000,,"",,,,,"D1 PROFILE",,,
"80018100008007","Nodes","8007",21.000000,30.270831,"Default Known Flow Node","Known Flow",447170.077623,226124.506439,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100008011","Nodes","8011",21.000000,31.221503,"DDS demands","Known Flow",447320.735384,225762.555045,,0.000000,,,,,-0.730000,,,,-0.652779,-0.730000,,"",,,,,"D1 PROFILE",,,
"80018100008013","Nodes","8013",21.000000,28.149353,"DDS demands","Known Flow",447118.492326,226171.250448,,0.000000,,,,,,-6.000000,,,-5.365307,-6.000000,,"",,,,,,"I2 PROFILE",,
"80018100008014","Nodes","8014",21.000000,28.513226,"DDS demands","Known Flow",447640.667409,225927.843678,,0.000000,,,,,-4.110000,,,,-3.675235,-4.110000,,"",,,,,"D1 PROFILE",,,
"80018100009006","Nodes","9006",21.000000,34.885946,"Default Known Flow Node","Known Flow",447182.872838,225875.361673,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009008","Nodes","9008",21.000000,31.221503,"Default Known Flow Node","Known Flow",447322.431876,225770.375644,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009009","Nodes","9009",21.000000,31.045397,"Default Known Flow Node","Known Flow",447317.056875,225792.304650,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009017","Nodes","9017",21.000000,25.459626,"Default Known Flow Node","Known Flow",447590.906950,225640.877609,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009057","Nodes","9057",21.000000,26.260085,"Default Known Flow Node","Known Flow",447633.916186,225772.890614,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009026","Nodes","9026",21.000000,30.270831,"Default Known Flow Node","Known Flow",447165.405834,226124.252740,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009027","Nodes","9027",21.000000,30.270831,"Default Known Flow Node","Known Flow",447133.548825,226094.011732,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009029","Nodes","9029",21.000000,33.173666,"Default Known Flow Node","Known Flow",447333.706880,226023.479713,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009030","Nodes","9030",21.000000,33.173666,"Default Known Flow Node","Known Flow",447332.309879,226023.537713,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009031","Nodes","9031",21.000000,33.349039,"Default Known Flow Node","Known Flow",447334.089880,226052.812721,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009034","Nodes","9034",21.000000,36.827627,"Default Known Flow Node","Known Flow",447045.778801,225932.938688,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009037","Nodes","9037",21.000000,30.138586,"Default Known Flow Node","Known Flow",447118.496821,226094.172732,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009038","Nodes","9038",21.000000,29.735036,"Default Known Flow Node","Known Flow",447627.542959,226116.425738,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009040","Nodes","9040, P13132453, FENWAY, SCH 14.40",22.999998,26.518486,"CSEP Unmatched","Known Flow",447040.762800,226237.677771,,0.000000,,,,,,,,-14.399999,-12.876737,-14.399999,,"",,,,,,,,"DC PROFILE"
"80018100009043","Nodes","9043",21.000000,26.518486,"Default Known Flow Node","Known Flow",447028.604797,226268.456780,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009046","Nodes","9046",21.000000,24.870481,"DDS demands","Known Flow",447663.651969,225602.694598,,0.000000,,,,,-5.270000,,,,-4.712528,-5.270000,,"",,,,,"D1 PROFILE",,,
"80018100009051","Nodes","9051",21.000000,24.687641,"Default Known Flow Node","Known Flow",447716.722984,225550.885584,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009050","Nodes","9050",21.000000,23.517483,"Default Known Flow Node","Known Flow",447789.097003,225390.926541,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009056","Nodes","9056",21.000000,26.260085,"Default Known Flow Node","Known Flow",447636.660962,225772.131645,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009060","Nodes","9060",21.000000,26.260085,"Default Known Flow Node","Known Flow",447641.289963,225771.023644,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009065","Nodes","9065",21.000000,29.431232,"Default Known Flow Node","Known Flow",447629.569960,226147.364747,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009066","Nodes","9066",21.000000,29.431232,"Default Known Flow Node","Known Flow",447634.156961,226147.496747,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009068","Nodes","9068",21.000000,29.758035,"DDS demands","Known Flow",447627.238959,226114.051738,,0.000000,,,-3.569999,,,,,,-3.192357,-3.569999,,"",,,"C3  PROFILE",,,,,
"80018100009062","Nodes","9062",21.000000,24.643185,"Default Known Flow Node","Known Flow",447742.396991,225522.920577,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009047","Nodes","9047",21.000000,24.692784,"Default Known Flow Node","Known Flow",447675.699973,225586.039594,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100009049","Nodes","9049",21.000000,22.560975,"Default Known Flow Node","Known Flow",447903.191034,225480.144565,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100000041","Nodes","41",21.000000,25.054451,"DDS demands","Known Flow",447634.582961,225615.216602,,0.000000,-2.430000,,,,,,,,-2.172949,-2.430000,,"","C1 PROFILE",,,,,,,
"80018100000001","Nodes","STEEPLE ASTON DG, Site ID 4293",21.000000,38.000000,"Default Known Pressure Node","Known Pressure",447009.893791,225880.459674,,999998.967025,,,,,,,,,382.868321,428.160011,,"",,,,,,,,
"80018100000023","Nodes","23",21.000000,36.827627,"DDS demands","Known Flow",447047.377802,225931.022688,,0.000000,,,-2.920000,,-1.700000,,,,-4.131287,-4.620000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,
"80018100000055","Nodes","55",21.000000,29.431232,"DDS demands","Known Flow",447627.501550,226147.238754,,0.000000,,,,-2.049999,-3.720000,,,,-5.159637,-5.769999,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"80018100000037","Nodes","37",21.000000,26.391886,"DDS demands","Known Flow",447467.307916,225569.452589,,0.000000,,,,,-10.379999,,,,-9.281981,-10.379999,,"",,,,,"D1 PROFILE",,,
"80018100000035","Nodes","35",21.000000,29.619562,"DDS demands","Known Flow",447331.307879,225629.961606,,0.000000,,,,,-3.410000,,,,-3.049283,-3.410000,,"",,,,,"D1 PROFILE",,,
"80018100000040","Nodes","40",21.000000,25.460062,"DDS demands","Known Flow",447559.655941,225579.780592,,0.000000,,,,-2.300000,-5.150000,,,,-6.661923,-7.450000,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"80018100000029","Nodes","29",21.000000,35.287671,"DDS demands","Known Flow",447151.552830,225842.571664,,0.000000,,,,,-2.039999,,,,-1.824204,-2.039999,,"",,,,,"D1 PROFILE",,,
"80018100000024","Nodes","24",21.000000,36.556085,"DDS demands","Known Flow",447051.155803,225977.288700,,0.000000,,,,,-8.010000,,,,-7.162685,-8.010000,,"",,,,,"D1 PROFILE",,,
"80018100000065","Nodes","65",21.000000,28.633989,"DDS demands","Known Flow",447627.312959,226202.131762,,0.000000,,-20.120000,,,-2.789999,,,,-20.486533,-22.910000,,"",,"C2 PROFILE",,,"D1 PROFILE",,,
"80018100010001","Nodes","10001",21.000000,35.009817,"Default Known Flow Node","Known Flow",447214.801847,225837.171662,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100010000","Nodes","10000",21.000000,24.465423,"Default Known Flow Node","Known Flow",447720.523985,225575.354591,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100010004","Nodes","10004",21.000000,24.776568,"Default Known Flow Node","Known Flow",447671.162971,225550.839584,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80018100010003","Nodes","10003",21.000000,29.405046,"Default Known Flow Node","Known Flow",447753.658994,226140.800745,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
