"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80003400000015","Nodes","Group Profile 3, Tramways DG,5534","21.000000","49.999998","Default Known Pressure Node","Known Pressure","446068.125000","239991.750000","","2039.999981","","","","","","","","","","","","","671.238553","750.643270","","","","","","","","","","","","","",""
"80003400000020","Nodes","Thorpe Way Ind Estate DG, Tel, Profiled","21.000000","69.999999","Default Known Pressure Node","Known Pressure","446751.750000","240376.125000","","4090.000036","","","","","","","","","","","","","186.909410","209.020000","","","","","","","","","","","","","",""
"80003400000017","Nodes","Thorpe Way DG, Tel, Profiled","21.000000","69.999999","Default Known Pressure Node","Known Pressure","446938.375000","240674.125000","","499.999994","","","","","","","","","","","","","202.799645","226.789997","","","","","","","","","","","","","",""
"80003400000023","Nodes","Banbury Cross Warehouses DG, Tel, Profiled","21.000000","69.999999","Default Known Pressure Node","Known Pressure","447243.250000","240998.750000","","9998.999917","","","","","","","","","","","","","671.441334","750.869968","","","","","","","","","","","","","",""
"80003401463817","Nodes","1463817","21.000000","49.976644","DDS demands","Known Flow","446268.907452","242017.455404","","0.000000","-2.859999","","","","","","","","-31.870001","","","","-31.056188","-34.730001","","","C1 PROFILE","","","","","","","","I2 PROFILE","","",""
"80003400000004","Nodes","Group Profile 3, Bodicote DG,5508","21.000000","49.999998","Default Known Pressure Node","Known Pressure","446108.875000","238437.375000","","6910.000065","","","","","","","","","","","","","576.264774","644.434482","","","","","","","","","","","","","",""
"80003400000009","Nodes","Group Profile 3, LEAD, Hightown Road DG,5512, MASTER GOVERNOR","21.000000","49.999998","Default Known Pressure Node","Known Pressure","445553.375000","239495.000000","","999999.999410","","","","","","","","","","","","","1868.160175","2089.155627","","","","","","","","","","","","","",""
"80003400000014","Nodes","Group Profile 1, Marley Estate DG, Tel, 5515","21.000000","49.999998","Default Known Pressure Node","Known Pressure","445388.250000","241442.875000","","4969.999802","","","","","","","","","","","","","779.150806","871.321067","","","","","","","","","","","","","",""
"80003401002350","Nodes","1002350","21.000000","45.879122","Default Known Flow Node","Known Flow","446194.500000","241738.625000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003400000005","Nodes","Group Profile 2, Holder Station DG, 5509","21.000000","49.999998","Default Known Pressure Node","Known Pressure","446549.000000","240086.375000","","18209.999754","","","","","","","","","","","","","2755.652237","3081.634318","","","","","","","","","","","","","",""
"80003400000007","Nodes","Group Profile 2, Grimsbury DG, 5511","21.000000","49.999998","Default Known Pressure Node","Known Pressure","446613.125000","241123.375000","","4969.999802","","","","","","","","","","","","","1464.097295","1637.293836","","","","","","","","","","","","","",""
"80003400000011","Nodes","Group Profile 2, Manor Road DG,5513","21.000000","49.999998","Default Known Pressure Node","Known Pressure","446669.750000","241629.750000","","1870.000043","","","","","","","","","","","","","980.782543","1096.805048","","","","","","","","","","","","","",""
"80003400000382","Nodes","DRS LIGHTING, WILDMERE RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","446338.329933","242074.371282","","609.999965","","","","","","","","","","","","","31.056188","34.730001","","","","","","","","","","","","","",""
"80003499900464","Nodes","","21.000000","49.994759","Default Known Flow Node","Known Flow","446259.466992","242069.597547","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900403","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446288.468564","242005.299656","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900412","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446322.618750","242005.850466","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900423","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446292.392154","241980.910435","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900474","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446292.970493","241977.315455","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900424","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446295.199777","241981.565483","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900427","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446296.511706","241955.303110","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900420","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446319.655152","241937.169572","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900432","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446299.338379","241955.855986","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900472","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446278.230996","241961.142977","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900434","Nodes","","21.000000","49.976644","Default Known Flow Node","Known Flow","446275.312452","241949.974155","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900504","Nodes","","21.000000","45.879122","Default Known Flow Node","Known Flow","446207.629764","241800.863539","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900502","Nodes","","21.000000","45.879122","Default Known Flow Node","Known Flow","446211.672037","241811.979791","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900538","Nodes","","21.000000","45.879122","Default Known Flow Node","Known Flow","446223.039163","241850.476047","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900507","Nodes","","21.000000","45.879122","Default Known Flow Node","Known Flow","446200.700411","241802.331323","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900542","Nodes","","21.000000","45.879122","Default Known Flow Node","Known Flow","446229.623544","241922.190842","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900541","Nodes","","21.000000","45.879122","Default Known Flow Node","Known Flow","446215.975883","241851.635031","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900488","Nodes","","21.000000","45.879122","Default Known Flow Node","Known Flow","446216.137680","241986.277313","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80003499900545","Nodes","","21.000000","45.879122","Default Known Flow Node","Known Flow","446213.314232","241925.645531","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
