"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80001200001635","Nodes","1635","21.000000","47.553416","DDS demands","Known Flow","485501.406250","235482.500000","","0.000000","","","","","","-6.830999","","","","","","","-6.108402","-6.830999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001654","Nodes","1654","21.000000","46.087499","Default Known Flow Node","Known Flow","485434.000000","235283.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001339","Nodes","1339","21.000000","46.032163","Default Known Flow Node","Known Flow","485430.906250","235284.906250","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001653","Nodes","1653","21.000000","45.563386","DDS demands","Known Flow","485408.000000","235292.000000","","0.000000","","","","","","-2.775000","","","","","","","-2.481454","-2.775000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001121","Nodes","1121","21.000000","30.090105","DDS demands","Known Flow","485449.906250","232810.000000","","0.000000","","","","","","-6.403999","","","","","","","-5.726571","-6.403999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001496","Nodes","1496","21.000000","29.601443","DDS demands","Known Flow","485486.312500","232842.093750","","0.000000","","","","","","-8.854000","","","","","","","-7.917405","-8.854000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000563","Nodes","563","21.000000","49.200727","Default Known Flow Node","Known Flow","486985.812500","234793.296875","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200002149","Nodes","2149","21.000000","49.267455","DDS demands","Known Flow","486972.687500","234772.093750","","0.000000","","","","","","","","-95.500004","","","","","-85.397812","-95.500004","","","","","","","","","","I2 PROFILE","","","",""
"80001200000841","Nodes","841","21.000000","49.297040","DDS demands","Known Flow","486964.500000","234758.796875","","0.000000","","","","","","-1.504000","","","","","","","-1.344903","-1.504000","","","","","","","","D1 PROFILE","","","","","",""
"800012-142","Nodes","-142","21.000000","49.341715","Default Known Flow Node","Known Flow","486954.000000","234741.703125","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000842","Nodes","842","21.000000","49.370675","DDS demands","Known Flow","486947.312500","234730.593750","","0.000000","","","","","","","","-20.440001","","","","","-18.277815","-20.440001","","","","","","","","","","I2 PROFILE","","","",""
"80001200002100","Nodes","2100","21.000000","45.260870","DDS demands","Known Flow","486548.500000","234554.906250","","0.000000","","","","","","-2.785000","","","","","","","-2.490396","-2.785000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001058","Nodes","1058","21.000000","45.187888","Default Known Flow Node","Known Flow","486623.312500","234490.500000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001440","Nodes","1440","21.000000","45.103165","DDS demands","Known Flow","486657.312500","234394.000000","","0.000000","-9.859999","","","","","","","","","","","","-8.816988","-9.859999","","","C1 PROFILE","","","","","","","","","","",""
"80001200000705","Nodes","705","21.000000","45.361625","DDS demands","Known Flow","486530.312500","234655.796875","","0.000000","","","","","","-8.324999","","","","","","","-7.444363","-8.324999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000706","Nodes","706","21.000000","45.317353","DDS demands","Known Flow","486583.312500","234651.000000","","0.000000","","","","","","-6.150000","","","","","","","-5.499440","-6.150000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000707","Nodes","707","21.000000","45.361066","DDS demands","Known Flow","486531.500000","234647.093750","","0.000000","","","","","","-2.663000","","","","","","","-2.381302","-2.663000","","","","","","","","D1 PROFILE","","","","","",""
"80001200002458","Nodes","2458","21.000000","39.397718","DDS demands","Known Flow","486078.500000","234501.296875","","0.000000","","","","","","-6.657999","","","","","","","-5.953702","-6.657999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000062","Nodes","62","21.000000","39.544941","DDS demands","Known Flow","486095.312500","234443.000000","","0.000000","","","","","","-8.609999","","","","","","","-7.699215","-8.609999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000063","Nodes","63","21.000000","40.470878","DDS demands","Known Flow","486016.500000","234389.296875","","0.000000","","","","","","-7.836999","","","","","","","-7.007985","-7.836999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000072","Nodes","72","21.000000","40.636392","DDS demands","Known Flow","486065.687500","234907.796875","","0.000000","","","","","","-35.506000","","","","","","","-31.750100","-35.506000","","","","","","","","D1 PROFILE","","","","","",""
"800012-213739","Nodes","-213739","21.000000","40.636034","Default Known Flow Node","Known Flow","486102.625000","234960.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001777","Nodes","1777","21.000000","39.889736","DDS demands","Known Flow","486069.812500","235018.093750","","0.000000","","","","","","-4.350999","","","","","","","-3.890741","-4.350999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001778","Nodes","1778","21.000000","39.926558","DDS demands","Known Flow","486074.312500","235027.093750","","0.000000","","","","","","-4.168000","","","","","","","-3.727100","-4.168000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000681","Nodes","681","21.000000","39.885655","DDS demands","Known Flow","486059.093750","235023.796875","","0.000000","","","","","","-2.286999","","","","","","","-2.045076","-2.286999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001374","Nodes","1374","21.000000","46.953481","Default Known Flow Node","Known Flow","485998.812500","235485.406250","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001373","Nodes","1373","21.000000","46.893062","DDS demands","Known Flow","485935.593750","235525.796875","","0.000000","","","","","","","","-44.720001","","","","","-39.989425","-44.720001","","","","","","","","","","I2 PROFILE","","","",""
"80001200001372","Nodes","1372","21.000000","46.944900","DDS demands","Known Flow","485893.687500","235556.296875","","0.000000","","","","","","","","-22.889999","","","","","-20.468647","-22.889999","","","","","","","","","","I2 PROFILE","","","",""
"80001200001371","Nodes","1371","21.000000","46.981537","Default Known Flow Node","Known Flow","485868.500000","235566.796875","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000068","Nodes","68","21.000000","43.078141","DDS demands","Known Flow","485907.000000","234630.296875","","0.000000","","","","","","-13.518999","","","","","","","-12.088931","-13.518999","","","","","","","","D1 PROFILE","","","","","",""
"80001200002456","Nodes","2456","21.000000","43.058690","DDS demands","Known Flow","485921.093750","234632.000000","","0.000000","","","","","","-2.306999","","","","","","","-2.062960","-2.306999","","","","","","","","D1 PROFILE","","","","","",""
"80001200002457","Nodes","2457","21.000000","43.051322","DDS demands","Known Flow","485921.000000","234660.593750","","0.000000","","","","","","-1.930999","","","","","","","-1.726734","-1.930999","","","","","","","","D1 PROFILE","","","","","",""
"80001200002576","Nodes","2576","21.000000","40.826806","Default Known Flow Node","Known Flow","485359.500000","234837.906250","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001274","Nodes","1274","21.000000","40.719171","DDS demands","Known Flow","485369.812500","234823.203125","","0.000000","","","","","","-4.320000","","","","","","","-3.863021","-4.320000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001275","Nodes","1275","21.000000","40.758126","DDS demands","Known Flow","485387.593750","234840.906250","","0.000000","","","","","","-3.780999","","","","","","","-3.381037","-3.780999","","","","","","","","D1 PROFILE","","","","","",""
"800012-218829","Nodes","-218829","21.000000","40.795696","Default Known Flow Node","Known Flow","485380.000000","234935.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001281","Nodes","1281","21.000000","40.497323","DDS demands","Known Flow","485320.406250","234970.796875","","0.000000","","","","","","-7.136000","","","","","","","-6.381139","-7.136000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001280","Nodes","1280","21.000000","40.499838","DDS demands","Known Flow","485351.187500","234966.203125","","0.000000","","","","","","-7.420000","","","","","","","-6.635097","-7.420000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001279","Nodes","1279","21.000000","40.797188","DDS demands","Known Flow","485381.593750","234933.296875","","0.000000","","","","","","-6.058000","","","","","","","-5.417172","-6.058000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001282","Nodes","1282","21.000000","40.876647","DDS demands","Known Flow","485337.000000","234885.000000","","0.000000","","","","","","-5.630999","","","","","","","-5.035340","-5.630999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001283","Nodes","1283","21.000000","40.657170","DDS demands","Known Flow","485281.687500","234922.703125","","0.000000","","","","","","-10.215999","","","","","","","-9.135329","-10.215999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001284","Nodes","1284","21.000000","40.874350","DDS demands","Known Flow","485333.093750","234878.906250","","0.000000","","","","","","-5.093000","","","","","","","-4.554252","-5.093000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000600","Nodes","600","21.000000","43.728086","DDS demands","Known Flow","485063.406250","234076.093750","","0.000000","","","","","","-1.198999","","","","","","","-1.072167","-1.198999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000594","Nodes","594","21.000000","43.241468","DDS demands","Known Flow","485027.406250","234036.093750","","0.000000","","","","","","-0.874000","","","","","","","-0.781546","-0.874000","","","","","","","","D1 PROFILE","","","","","",""
