"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"800012-246451","Nodes","-246451","21.000000","32.704488","Default Known Flow Node","Known Flow","485270.625000","232814.875000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200002428","Nodes","2428","21.000000","32.689663","DDS demands","Known Flow","485269.812500","232815.406250","","0.000000","","","","","","-0.834000","","","","","","","-0.745777","-0.834000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001113","Nodes","1113","21.000000","32.722036","DDS demands","Known Flow","485324.093750","232795.906250","","0.000000","","","","","","-5.824999","","","","","","","-5.208818","-5.824999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001114","Nodes","1114","21.000000","33.460278","DDS demands","Known Flow","485367.312500","232870.500000","","0.000000","","","","","","-4.025000","","","","","","","-3.599227","-4.025000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000273","Nodes","273, ""SOP10505, P104712.01"", ""Newton Road, Plots 1-4"", 4.06","22.999998","33.743774","CSEP DDS Matched","Known Flow","485380.500000","232891.406250","","0.000000","","","","","","-4.065999","-4.060000","","","","","","-7.266414","-8.125999","","","","","","","","D1 PROFILE","DC PROFILE","","","","",""
"80001200000245","Nodes","245","21.000000","34.366256","DDS demands","Known Flow","485020.500000","232815.593750","","0.000000","","","","","","-4.534000","","","","","","","-4.054383","-4.534000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000254","Nodes","254","21.000000","32.821932","DDS demands","Known Flow","485166.093750","232818.500000","","0.000000","","","","","","-11.465999","","","","","","","-10.253102","-11.465999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001829","Nodes","1829","21.000000","32.545899","DDS demands","Known Flow","485085.906250","232774.296875","","0.000000","","","","","","-7.165999","","","","","","","-6.407965","-7.165999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000256","Nodes","256","21.000000","33.711191","DDS demands","Known Flow","485083.812500","232913.796875","","0.000000","","","","","","-7.877999","","","","","","","-7.044648","-7.877999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001828","Nodes","1828","21.000000","34.158675","DDS demands","Known Flow","485056.593750","232849.593750","","0.000000","","","","","","-13.803999","","","","","","","-12.343783","-13.803999","","","","","","","","D1 PROFILE","","","","","",""
"800012-549","Nodes","-549","21.000000","32.192282","Default Known Flow Node","Known Flow","485211.875000","232888.750000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-550","Nodes","-550","21.000000","31.416689","Default Known Flow Node","Known Flow","485224.625000","232906.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001298","Nodes","1298","21.000000","31.627209","DDS demands","Known Flow","485196.593750","232917.796875","","0.000000","","","","","","-11.160999","","","","","","","-9.980365","-11.160999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000274","Nodes","274","21.000000","33.817642","DDS demands","Known Flow","485361.593750","232836.093750","","0.000000","","","","","","-4.808000","","","","","","","-4.299399","-4.808000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000272","Nodes","272","21.000000","33.899717","DDS demands","Known Flow","485390.812500","232885.500000","","0.000000","","","","","","-8.234000","","","","","","","-7.362990","-8.234000","","","","","","","","D1 PROFILE","","","","","",""
"80001200002340","Nodes","2340","21.000000","31.287877","DDS demands","Known Flow","485059.406250","232597.296875","","0.000000","","","","","","-7.836999","","","","","","","-7.007985","-7.836999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000251","Nodes","251","21.000000","31.980005","DDS demands","Known Flow","485215.406250","232673.093750","","0.000000","","","","","","-9.696999","","","","","","","-8.671230","-9.696999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000248","Nodes","248","21.000000","32.662667","DDS demands","Known Flow","485318.312500","232786.000000","","0.000000","","","","","","-5.580999","","","","","","","-4.990629","-5.580999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000252","Nodes","252","21.000000","31.720503","DDS demands","Known Flow","485165.000000","232730.593750","","0.000000","","","","","","-13.590999","","","","","","","-12.153314","-13.590999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001830","Nodes","1830","21.000000","32.581662","DDS demands","Known Flow","485262.000000","232820.093750","","0.000000","","","","","","-5.052000","","","","","","","-4.517588","-5.052000","","","","","","","","D1 PROFILE","","","","","",""
"800012-556","Nodes","-556","21.000000","32.581662","Default Known Flow Node","Known Flow","485266.250000","232824.875000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200002429","Nodes","2429","21.000000","32.642622","DDS demands","Known Flow","485290.000000","232820.093750","","0.000000","","","","","","-1.259999","","","","","","","-1.126714","-1.259999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000249","Nodes","249","21.000000","32.705955","DDS demands","Known Flow","485273.906250","232812.906250","","0.000000","","","","","","-5.559999","","","","","","","-4.971851","-5.559999","","","","","","","","D1 PROFILE","","","","","",""
"800012-548","Nodes","-548","21.000000","32.844763","Default Known Flow Node","Known Flow","485204.500000","232841.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001116","Nodes","1116","21.000000","32.713778","DDS demands","Known Flow","485341.500000","232790.500000","","0.000000","","","","","","-2.611999","","","","","","","-2.335697","-2.611999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001118","Nodes","1118","21.000000","32.711051","DDS demands","Known Flow","485354.406250","232784.500000","","0.000000","","","","","","-15.663999","","","","","","","-14.007029","-15.663999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001115","Nodes","1115","21.000000","33.390571","DDS demands","Known Flow","485311.000000","232888.000000","","0.000000","","","","","","-7.826999","","","","","","","-6.999043","-7.826999","","","","","","","","D1 PROFILE","","","","","",""
"800012-254531","Nodes","-254531","21.000000","31.947106","Default Known Flow Node","Known Flow","485190.750000","232913.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000255","Nodes","255","21.000000","31.944032","DDS demands","Known Flow","485192.906250","232911.593750","","0.000000","","","","","","-10.755000","","","","","","","-9.617314","-10.755000","","","","","","","","D1 PROFILE","","","","","",""
"800012-538","Nodes","-538","21.000000","34.158675","Default Known Flow Node","Known Flow","485054.875000","232857.375000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-542","Nodes","-542","21.000000","30.147407","Default Known Flow Node","Known Flow","485138.000000","232997.250000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001117","Nodes","1117","21.000000","32.556058","DDS demands","Known Flow","485305.500000","232730.500000","","0.000000","","","","","","-4.553999","","","","","","","-4.072268","-4.553999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001125","Nodes","1125","21.000000","32.765160","DDS demands","Known Flow","485584.093750","232880.093750","","0.000000","","","","","","-19.995000","","","","","","","-17.879887","-19.995000","","","","","","","","D1 PROFILE","","","","","",""
"800012-246463","Nodes","-246463","21.000000","32.797426","Default Known Flow Node","Known Flow","485575.750000","232893.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001495","Nodes","1495","21.000000","32.797426","DDS demands","Known Flow","485579.500000","232893.796875","","0.000000","","","","","","-0.497999","","","","","","","-0.445320","-0.497999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001494","Nodes","1494","21.000000","29.416996","DDS demands","Known Flow","485582.593750","232892.093750","","0.000000","","","","","","-2.733999","","","","","","","-2.444791","-2.733999","","","","","","","","D1 PROFILE","","","","","",""
"800012-246467","Nodes","-246467","21.000000","32.765148","Default Known Flow Node","Known Flow","485585.000000","232880.625000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001127","Nodes","1127","21.000000","32.700308","DDS demands","Known Flow","485664.500000","232903.000000","","0.000000","","","","","","-2.592000","","","","","","","-2.317812","-2.592000","","","","","","","","D1 PROFILE","","","","","",""
"800012-309751","Nodes","-309751","21.000000","33.582667","Default Known Flow Node","Known Flow","485698.250000","232963.125000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-246470","Nodes","-246470","21.000000","33.910790","Default Known Flow Node","Known Flow","485668.750000","232995.125000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241519","Nodes","-241519","21.000000","29.164441","Default Known Flow Node","Known Flow","487172.250000","232805.750000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241526","Nodes","-241526","21.000000","29.152310","Default Known Flow Node","Known Flow","487175.125000","232806.375000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241607","Nodes","-241607","21.000000","40.003777","Default Known Flow Node","Known Flow","487471.375000","232852.875000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241608","Nodes","-241608","21.000000","40.003777","Default Known Flow Node","Known Flow","487472.000000","232849.750000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001528","Nodes","1528","21.000000","29.056240","DDS demands","Known Flow","487125.906250","232796.000000","","0.000000","","","","","","","","-5.859999","","","","","-5.240117","-5.859999","","","","","","","","","","I2 PROFILE","","","",""
"80001200001527","Nodes","1527","21.000000","29.194476","DDS demands","Known Flow","487165.093750","232804.296875","","0.000000","-1.009999","","","","","","-119.959994","-7.420000","","","","","-114.808633","-128.389994","","","C1 PROFILE","","","","","","DC PROFILE","I2 PROFILE","","","",""
"80001200000911","Nodes","911","21.000000","35.514693","DDS demands","Known Flow","487128.812500","232609.593750","","0.000000","","","","","","-1.473999","","-24.479999","","","","","-23.208531","-25.953999","","","","","","","","D1 PROFILE","","I2 PROFILE","","","",""
"80001200000913","Nodes","913","21.000000","34.474904","DDS demands","Known Flow","487155.406250","232481.796875","","0.000000","-11.570000","","","","","-1.524999","","","","","","","-11.709783","-13.095000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"80001200001526","Nodes","1526","21.000000","33.562245","DDS demands","Known Flow","487173.312500","232768.406250","","0.000000","","","","","","","","-15.890000","","","","","-14.209122","-15.890000","","","","","","","","","","I2 PROFILE","","","",""
"800012-241522","Nodes","-241522","21.000000","33.644346","Default Known Flow Node","Known Flow","487173.625000","232766.500000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241525","Nodes","-241525","21.000000","33.891898","Default Known Flow Node","Known Flow","487174.875000","232760.875000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241535","Nodes","-241535","21.000000","29.062815","Default Known Flow Node","Known Flow","487196.375000","232810.750000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241528","Nodes","-241528","21.000000","34.686593","Default Known Flow Node","Known Flow","487178.625000","232742.750000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241530","Nodes","-241530","21.000000","34.917154","Default Known Flow Node","Known Flow","487179.750000","232737.500000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241531","Nodes","-241531","21.000000","35.689187","Default Known Flow Node","Known Flow","487183.375000","232719.875000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001529","Nodes","1529","21.000000","29.051425","DDS demands","Known Flow","487199.000000","232811.500000","","0.000000","","","","","","","","-6.520000","","","","","-5.830300","-6.520000","","","","","","","","","","I2 PROFILE","","","",""
"80001200002322","Nodes","2322","21.000000","36.713425","DDS demands","Known Flow","487317.593750","232689.500000","","0.000000","","","","","","","","-28.129999","","","","","-25.154350","-28.129999","","","","","","","","","","I2 PROFILE","","","",""
"80001200002323","Nodes","2323","21.000000","36.713425","Default Known Flow Node","Known Flow","487313.000000","232710.906250","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241565","Nodes","-241565","21.000000","43.691387","Default Known Flow Node","Known Flow","487328.750000","232924.375000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241561","Nodes","-241561","21.000000","43.691387","Default Known Flow Node","Known Flow","487317.375000","232909.500000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001151","Nodes","1151","21.000000","43.681799","DDS demands","Known Flow","487342.312500","232914.500000","","0.000000","","","","","","-13.925999","","","","","","","-12.452877","-13.925999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001152","Nodes","1152","21.000000","43.571514","DDS demands","Known Flow","487383.093750","232926.296875","","0.000000","","","","","","-4.797999","","","","","","","-4.290457","-4.797999","","","","","","","","D1 PROFILE","","","","","",""
"800012-241570","Nodes","-241570","21.000000","43.678199","Default Known Flow Node","Known Flow","487350.500000","232909.875000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001158","Nodes","1158","21.000000","40.097866","DDS demands","Known Flow","487442.906250","232873.906250","","0.000000","","","","","","-8.467000","","","","","","","-7.571343","-8.467000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001159","Nodes","1159","21.000000","40.095322","DDS demands","Known Flow","487406.906250","232866.796875","","0.000000","","","","","","-6.231000","","","","","","","-5.571871","-6.231000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001160","Nodes","1160","21.000000","40.165691","DDS demands","Known Flow","487434.906250","232913.093750","","0.000000","","","","","","-6.018000","","","","","","","-5.381403","-6.018000","","","","","","","","D1 PROFILE","","","","","",""
"800012-241610","Nodes","-241610","21.000000","40.089898","Default Known Flow Node","Known Flow","487477.500000","232820.750000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241612","Nodes","-241612","21.000000","40.046833","Default Known Flow Node","Known Flow","487479.250000","232851.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241609","Nodes","-241609","21.000000","40.006296","Default Known Flow Node","Known Flow","487473.625000","232879.875000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000809","Nodes","809","21.000000","46.853454","DDS demands","Known Flow","487804.000000","232540.406250","","0.000000","","","","","","-8.954999","","","","","","","-8.007721","-8.954999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000802","Nodes","802","21.000000","49.466967","DDS demands","Known Flow","487820.812500","232591.796875","","0.000000","","","","","","-12.666000","","","","","","","-11.326164","-12.666000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000775","Nodes","775","21.000000","49.571100","DDS demands","Known Flow","487918.593750","232579.500000","","0.000000","","","","","","-18.409000","","","","","","","-16.461658","-18.409000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000807","Nodes","807","21.000000","48.821806","DDS demands","Known Flow","487744.406250","232571.296875","","0.000000","","","","","","-5.651999","","","","","","","-5.054119","-5.651999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000804","Nodes","804","21.000000","49.003779","DDS demands","Known Flow","487769.906250","232660.906250","","0.000000","","","","","","-13.977000","","","","","","","-12.498483","-13.977000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000806","Nodes","806","21.000000","49.004293","DDS demands","Known Flow","487755.000000","232657.796875","","0.000000","","","","","","-4.422000","","","","","","","-3.954231","-4.422000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000801","Nodes","801","21.000000","48.906809","DDS demands","Known Flow","487768.000000","232596.906250","","0.000000","","","","","","-4.929999","","","","","","","-4.408494","-4.929999","","","","","","","","D1 PROFILE","","","","","",""
"80001200002553","Nodes","2553","21.000000","49.425350","DDS demands","Known Flow","487785.500000","232864.906250","","0.000000","","","","","","-10.581999","","","","","","","-9.462613","-10.581999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000427","Nodes","427","21.000000","49.379622","Default Known Flow Node","Known Flow","487790.500000","232867.796875","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241702","Nodes","-241702","21.000000","49.108409","Default Known Flow Node","Known Flow","487829.125000","232882.500000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000426","Nodes","426","21.000000","49.145560","DDS demands","Known Flow","487803.093750","232892.906250","","0.000000","","","","","","-12.137000","","","","","","","-10.853123","-12.137000","","","","","","","","D1 PROFILE","","","","","",""
"800012-241716","Nodes","-241716","21.000000","49.263025","Default Known Flow Node","Known Flow","487888.000000","232641.250000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000803","Nodes","803","21.000000","49.107065","DDS demands","Known Flow","487914.500000","232646.906250","","0.000000","","","","","","-9.088000","","","","","","","-8.126652","-9.088000","","","","","","","","D1 PROFILE","","","","","",""
"800012-241718","Nodes","-241718","21.000000","49.452724","Default Known Flow Node","Known Flow","487892.125000","232607.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241714","Nodes","-241714","21.000000","49.439154","Default Known Flow Node","Known Flow","487857.750000","232599.500000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001918","Nodes","1918","21.000000","48.391063","Default Known Flow Node","Known Flow","487921.593750","232992.500000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001917","Nodes","1917","21.000000","48.348681","DDS demands","Known Flow","487928.312500","232987.093750","","0.000000","-16.930000","","","-3.769999","","-12.706000","","","","","","","-29.872244","-33.406000","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","",""
"800012-241733","Nodes","-241733","21.000000","48.881358","Default Known Flow Node","Known Flow","487923.000000","232780.250000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000765","Nodes","765","21.000000","48.881477","DDS demands","Known Flow","487923.500000","232778.296875","","0.000000","","","","","","-11.924000","","","","","","","-10.662654","-11.924000","","","","","","","","D1 PROFILE","","","","","",""
"800012-241739","Nodes","-241739","21.000000","48.994089","Default Known Flow Node","Known Flow","487938.375000","232707.750000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001536","Nodes","1536","21.000000","36.193656","DDS demands","Known Flow","487624.500000","232692.796875","","0.000000","","","","","","-8.579000","","","","","","","-7.671496","-8.579000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001539","Nodes","1539","21.000000","36.162369","DDS demands","Known Flow","487623.000000","232656.000000","","0.000000","","","","","","-3.780999","","","","","","","-3.381037","-3.780999","","","","","","","","D1 PROFILE","","","","","",""
"80001200002555","Nodes","2555","21.000000","49.861447","Default Known Flow Node","Known Flow","487727.812500","232716.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200002554","Nodes","2554","21.000000","49.803404","DDS demands","Known Flow","487732.312500","232726.000000","","0.000000","","","","","","-6.892000","","","","","","","-6.162949","-6.892000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000012","Nodes","12, ""DRAYTON ROAD OG10D""","21.000000","49.999998","Default Known Pressure Node","Known Pressure","487730.000000","232719.750000","","9750.000528","","","","","","","","","","","","","1210.203324","1353.365342","","","","","","","","","","","","","",""
"800012-241679","Nodes","-241679","21.000000","48.963304","Default Known Flow Node","Known Flow","487742.000000","232678.125000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241683","Nodes","-241683","21.000000","49.021557","Default Known Flow Node","Known Flow","487744.500000","232709.625000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241686","Nodes","-241686","21.000000","49.005649","Default Known Flow Node","Known Flow","487751.375000","232674.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000769","Nodes","769","21.000000","48.958689","DDS demands","Known Flow","487853.593750","232699.906250","","0.000000","","","","","","-14.423999","","","","","","","-12.898198","-14.423999","","","","","","","","D1 PROFILE","","","","","",""
"80001200002422","Nodes","2422","21.000000","48.676207","DDS demands","Known Flow","487847.906250","232967.906250","","0.000000","","-5.969999","-6.619999","","","-3.181999","","","","","","","-14.103604","-15.771999","","","","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","","","",""
"80001200001541","Nodes","1541","21.000000","49.369603","DDS demands","Known Flow","487794.000000","232564.500000","","0.000000","","","","","","-4.512999","","","","","","","-4.035605","-4.512999","","","","","","","","D1 PROFILE","","","","","",""
"800012-241705","Nodes","-241705","21.000000","48.591443","Default Known Flow Node","Known Flow","487843.625000","232990.125000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000767","Nodes","767","21.000000","48.917786","DDS demands","Known Flow","487848.906250","232762.000000","","0.000000","","","","","","-6.556000","","","","","","","-5.862492","-6.556000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000763","Nodes","763","21.000000","48.916841","DDS demands","Known Flow","487840.406250","232801.593750","","0.000000","","","","","","-3.282999","","","","","","","-2.935717","-3.282999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000768","Nodes","768","21.000000","48.915341","DDS demands","Known Flow","487845.406250","232737.500000","","0.000000","","","","","","-3.344000","","","","","","","-2.990264","-3.344000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000773","Nodes","773","21.000000","49.460861","DDS demands","Known Flow","487895.093750","232607.593750","","0.000000","","","","","","-4.085999","","","","","","","-3.653774","-4.085999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000774","Nodes","774","21.000000","49.495862","DDS demands","Known Flow","487896.000000","232603.500000","","0.000000","","","","","","-0.792999","","","","","","","-0.709114","-0.792999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001319","Nodes","1319","21.000000","48.646741","DDS demands","Known Flow","487896.406250","232897.796875","","0.000000","","","","-12.649999","","-2.063000","","","","","","","-13.156627","-14.712999","","","","","","C4 PROFILE","","D1 PROFILE","","","","","",""
"800012-241715","Nodes","-241715","21.000000","48.646741","Default Known Flow Node","Known Flow","487884.125000","232916.250000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001318","Nodes","1318","21.000000","48.800099","DDS demands","Known Flow","487906.093750","232872.093750","","0.000000","","","","","","-14.413999","","","","","","","-12.889256","-14.413999","","","","","","","","D1 PROFILE","","","","","",""
"800012-241726","Nodes","-241726","21.000000","48.800527","Default Known Flow Node","Known Flow","487905.250000","232872.750000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800012-241736","Nodes","-241736","21.000000","49.031346","Default Known Flow Node","Known Flow","487926.000000","232639.375000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000772","Nodes","772","21.000000","48.971486","DDS demands","Known Flow","487950.093750","232644.593750","","0.000000","","","","","","-7.887999","","","","","","","-7.053590","-7.887999","","","","","","","","D1 PROFILE","","","","","",""
"800012-241735","Nodes","-241735","21.000000","48.475864","Default Known Flow Node","Known Flow","487923.875000","232946.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200000770","Nodes","770","21.000000","48.993164","DDS demands","Known Flow","487938.093750","232708.796875","","0.000000","","","","","","-14.607000","","","","","","","-13.061840","-14.607000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000771","Nodes","771","21.000000","48.970779","DDS demands","Known Flow","487942.000000","232681.500000","","0.000000","","","","","","-2.947999","","","","","","","-2.636154","-2.947999","","","","","","","","D1 PROFILE","","","","","",""
"80001200000764","Nodes","764, ""SOP10498, P104025.01"", ""Bletchley Plots 1-94"", 76.83","40.000000","48.777447","CSEP DDS Matched","Known Flow","488021.812500","232655.500000","","0.000000","","","","","","-43.476000","-40.869996","","","","","","-75.423697","-84.345997","","","","","","","","D1 PROFILE","DC PROFILE","","","","",""
"80001200001547","Nodes","1547","21.000000","40.051103","DDS demands","Known Flow","488075.406250","232922.093750","","0.000000","","","","","","-2.652999","","","","","","","-2.372360","-2.652999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001915","Nodes","1915","21.000000","40.058809","DDS demands","Known Flow","488129.406250","232944.906250","","0.000000","","","","","","-1.911000","","","","","","","-1.708850","-1.911000","","","","","","","","D1 PROFILE","","","","","",""
"80001200001971","Nodes","1971","21.000000","40.619994","DDS demands","Known Flow","488158.593750","232976.593750","","0.000000","","","","","","-2.296999","","","","","","","-2.054018","-2.296999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001970","Nodes","1970","21.000000","40.630125","DDS demands","Known Flow","488144.000000","232974.906250","","0.000000","","","","","","-6.962999","","","","","","","-6.226438","-6.962999","","","","","","","","D1 PROFILE","","","","","",""
"80001200001546","Nodes","1546","21.000000","40.263277","DDS demands","Known Flow","488127.593750","232966.093750","","0.000000","","","","","","-3.303999","","","","","","","-2.954495","-3.303999","","","","","","","","D1 PROFILE","","","","","",""
"800012-221788","Nodes","-221788","21.000000","40.263277","Default Known Flow Node","Known Flow","488124.625000","232972.375000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80001200001916","Nodes","1916","21.000000","39.960659","DDS demands","Known Flow","488141.093750","232919.796875","","0.000000","","","","","","-6.150000","","","","","","","-5.499440","-6.150000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000865","Nodes","865","21.000000","31.601670","DDS demands","Known Flow","484225.906250","233195.500000","","0.000000","","","","","","-10.439000","","","","","","","-9.334740","-10.439000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000864","Nodes","864","21.000000","31.620582","DDS demands","Known Flow","484104.312500","233190.406250","","0.000000","","","","","","-32.254001","","","","","","","-28.842106","-32.254001","","","","","","","","D1 PROFILE","","","","","",""
"80001200000862","Nodes","862","21.000000","34.313175","DDS demands","Known Flow","484353.812500","233047.000000","","0.000000","","","","","","-5.093000","","","","","","","-4.554252","-5.093000","","","","","","","","D1 PROFILE","","","","","",""
"80001200000861","Nodes","861","21.000000","34.315102","DDS demands","Known Flow","484343.000000","233077.906250","","0.000000","","","","","","-7.156000","","","","","","","-6.399023","-7.156000","","","","","","","","D1 PROFILE","","","","","",""
