"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80016900003006","Nodes","3006",21.000000,33.199004,"DDS demands","Known Flow",466574.143115,152266.568643,,0.000000,,,,,,-27.569998,,,,,-24.653586,-27.569998,,"",,,,,,"D1 PROFILE",,,,
"80016900003004","Nodes","3004",21.000000,35.584215,"DDS demands","Known Flow",466548.643108,152137.568608,,0.000000,,,,,,-19.180000,,,,,-17.151099,-19.180000,,"",,,,,,"D1 PROFILE",,,,
"80016900002058","Nodes","2058",21.000000,60.100575,"DDS demands","Known Flow",466144.517998,153608.194008,,0.000000,,,,,,-3.299999,,,,,-2.950918,-3.299999,,"",,,,,,"D1 PROFILE",,,,
"80016900000337","Nodes","337",21.000000,36.952982,"DDS demands","Known Flow",466542.893107,155707.194579,,0.000000,,,,,,-1.549999,,,,,-1.386037,-1.549999,,"",,,,,,"D1 PROFILE",,,,
"80016900008016","Nodes","LOGGER-5384-THORNHILL WAY",21.000000,36.727874,"Val Log Post","Known Flow",466498.274333,155740.292141,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80016900009854","Nodes","-152396",21.000000,36.675855,"Default Known Flow Node","Known Flow",466489.018092,155745.069590,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80016900002080","Nodes","2080",21.000000,68.300513,"DDS demands","Known Flow",465879.517926,153249.693911,,0.000000,,,,,,-3.089999,,,,,-2.763133,-3.089999,,"",,,,,,"D1 PROFILE",,,,
"80016900008022","Nodes","LOGGER-5390-OLIVERS WALK J/O WHITEHEAD CLOSE",21.000000,67.836843,"Val Log Post","Known Flow",465920.099328,153262.388264,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80016900002082","Nodes","2082",21.000000,67.652322,"DDS demands","Known Flow",465931.267940,153269.443916,,0.000000,,,,,,-16.509999,,,,,-14.763537,-16.509999,,"",,,,,,"D1 PROFILE",,,,
"80016900007000","Nodes","7000",21.000000,25.001770,"Default Known Flow Node","Known Flow",466801.268177,152798.943788,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80016900008021","Nodes","LOGGER-5389-JUNC OF BELLE VUE ROAD/MILKINGPEN LANE",21.000000,24.997098,"Val Log Post","Known Flow",466771.252595,152814.406361,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80016900002192","Nodes","2192",21.000000,56.322484,"DDS demands","Known Flow",466079.142980,153473.943972,,0.000000,,,,,,-16.850000,,,,,-15.067571,-16.850000,,"",,,,,,"D1 PROFILE",,,,
"80016900008020","Nodes","LOGGER-5388-FIELD WAY (END OF CUL-DE-SAC)",21.000000,56.362877,"Val Log Post","Known Flow",466077.931298,153472.449626,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
