"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-1031.099995,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-90.890001,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-11.649999,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-9.399999,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"DC","Flow Categories",-10.810000,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-6.000000,0.000000,1.000000,"Volumetric",-1.000000
