"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"800171-1001","Nodes","-1001",21.000000,30.168504,"Default Known Flow Node","Known Flow",443358.062500,226269.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000056","Nodes","56, ""SOP10586, P106034.01"", ""Worton Road, Middle Barton"", 15.20",22.999998,31.067634,"CSEP DDS Matched","Known Flow",443453.312500,225882.000000,,0.000000,-6.190000,,,-16.299999,0.000000,-5.369999,,,-24.912911,-27.859999,,"","C1 PROFILE",,,"D1 PROFILE","DC PROFILE","I2 PROFILE",,
"80017100001000","Nodes","1000, ""33118/01"", ""PROPOSED 6 & 8 WARTON ROAD"", 15.10",22.999998,30.876468,"Default Known Flow Node","Known Flow",443446.093750,225916.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000057","Nodes","57",21.000000,30.501595,"DDS demands","Known Flow",443422.593750,226054.796875,,0.000000,,,,-7.999999,,,,,-7.153743,-7.999999,,"",,,,"D1 PROFILE",,,,
"80017100000080","Nodes","80",21.000000,25.525018,"DDS demands","Known Flow",443943.000000,225509.906250,,0.000000,,-16.229999,,-5.729999,,,,,-19.637023,-21.959999,,"",,"C2 PROFILE",,"D1 PROFILE",,,,
"80017100000081","Nodes","81",21.000000,25.435972,"Default Known Flow Node","Known Flow",444024.781250,225517.546875,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"800171-7000","Nodes","-7000",21.000000,30.885698,"Default Known Flow Node","Known Flow",443402.375000,225749.218750,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100007001","Nodes","7001",21.000000,30.797496,"Default Known Flow Node","Known Flow",443420.593750,225695.609375,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000040","Nodes","40",21.000000,41.891968,"DDS demands","Known Flow",443856.000000,225789.406250,,0.000000,,,,-24.910000,,,,,-22.274967,-24.910000,,"",,,,"D1 PROFILE",,,,
"80017100000013","Nodes","13",21.000000,59.461541,"DDS demands","Known Flow",443949.000000,225870.593750,,0.000000,,,,-7.530000,,,,,-6.733460,-7.530000,,"",,,,"D1 PROFILE",,,,
"80017100000015","Nodes","15",21.000000,54.840062,"DDS demands","Known Flow",443884.687500,225953.093750,,0.000000,,,,-5.090000,,,,,-4.551569,-5.090000,,"",,,,"D1 PROFILE",,,,
"80017100000016","Nodes","16",21.000000,54.781340,"DDS demands","Known Flow",443882.906250,225953.000000,,0.000000,,,,-4.409999,,,,,-3.943500,-4.409999,,"",,,,"D1 PROFILE",,,,
"80017100000041","Nodes","41",21.000000,40.129144,"DDS demands","Known Flow",443776.812500,225786.093750,,0.000000,,,,-4.159999,,,,,-3.719946,-4.159999,,"",,,,"D1 PROFILE",,,,
"80017100000072","Nodes","72",21.000000,28.395172,"DDS demands","Known Flow",443267.187500,226109.406250,,0.000000,,,,-4.460000,,,,,-3.988211,-4.460000,,"",,,,"D1 PROFILE",,,,
"80017100000075","Nodes","75",21.000000,28.356486,"DDS demands","Known Flow",443267.312500,226089.000000,,0.000000,,,,-10.840000,,,,,-9.693321,-10.840000,,"",,,,"D1 PROFILE",,,,
"80017100000073","Nodes","73",21.000000,28.450767,"DDS demands","Known Flow",443334.312500,226067.593750,,0.000000,,,,-12.619999,,,,,-11.285030,-12.619999,,"",,,,"D1 PROFILE",,,,
"80017100000071","Nodes","71",21.000000,28.798934,"DDS demands","Known Flow",443317.500000,226134.406250,,0.000000,,,,-4.349999,,,,,-3.889847,-4.349999,,"",,,,"D1 PROFILE",,,,
"80017100000066","Nodes","66",21.000000,30.239372,"DDS demands","Known Flow",443405.312500,226210.906250,,0.000000,,,,-13.499999,,,,,-12.071941,-13.499999,,"",,,,"D1 PROFILE",,,,
"80017100000059","Nodes","59",21.000000,30.105604,"DDS demands","Known Flow",443388.593750,225869.093750,,0.000000,,,,-4.139999,,,,,-3.702062,-4.139999,,"",,,,"D1 PROFILE",,,,
"80017100000058","Nodes","58",21.000000,30.107881,"DDS demands","Known Flow",443390.406250,225869.593750,,0.000000,,,,-6.650000,,,,,-5.946549,-6.650000,,"",,,,"D1 PROFILE",,,,
"800171-147626","Nodes","-147626, Fox Inn Enstone Road(REF:4878)",21.000000,26.235430,"Point Loads","Known Flow",443281.000000,225671.875000,,0.000000,,,,,,,-14.770000,,-13.207598,-14.770000,,"",,,,,,,"PL-AF PROFILE",
"80017100000051","Nodes","51",21.000000,21.158725,"DDS demands","Known Flow",443370.500000,225541.000000,,0.000000,-6.840000,,,-18.159999,,,,,-22.355447,-24.999999,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"80017100000060","Nodes","60",21.000000,29.059114,"DDS demands","Known Flow",443385.812500,225881.093750,,0.000000,,,,-18.200000,,,,,-16.274766,-18.200000,,"",,,,"D1 PROFILE",,,,
"80017100000061","Nodes","61",21.000000,23.986156,"DDS demands","Known Flow",443299.593750,225878.296875,,0.000000,,,,-22.720000,,,,,-20.316631,-22.720000,,"",,,,"D1 PROFILE",,,,
"80017100000062","Nodes","62",21.000000,28.850008,"DDS demands","Known Flow",443331.000000,225865.406250,,0.000000,,,,-7.929999,,,,,-7.091147,-7.929999,,"",,,,"D1 PROFILE",,,,
"80017100000052","Nodes","52",21.000000,31.854901,"DDS demands","Known Flow",443467.093750,225832.296875,,0.000000,,,,-16.950000,,,,,-15.156994,-16.950000,,"",,,,"D1 PROFILE",,,,
"80017100000053","Nodes","53",21.000000,36.960675,"DDS demands","Known Flow",443614.406250,225841.906250,,0.000000,,,,-18.959999,,,,,-16.954371,-18.959999,,"",,,,"D1 PROFILE",,,,
"800171-147668","Nodes","-147668",21.000000,52.351262,"Default Known Flow Node","Known Flow",443819.250000,225888.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000029","Nodes","29",21.000000,52.351262,"DDS demands","Known Flow",443815.093750,225881.906250,,0.000000,,,,-9.829999,,,,,-8.790161,-9.829999,,"",,,,"D1 PROFILE",,,,
"80017100000027","Nodes","27",21.000000,57.687075,"DDS demands","Known Flow",443883.000000,225862.093750,,0.000000,,,,-4.800000,,,,,-4.292246,-4.800000,,"",,,,"D1 PROFILE",,,,
"80017100000026","Nodes","26",21.000000,57.752286,"DDS demands","Known Flow",443910.000000,225863.093750,,0.000000,,,,-2.480000,,,,,-2.217660,-2.480000,,"",,,,"D1 PROFILE",,,,
"80017100000014","Nodes","14",21.000000,59.457896,"DDS demands","Known Flow",443964.312500,225853.500000,,0.000000,,,,-1.179999,,,,,-1.055177,-1.179999,,"",,,,"D1 PROFILE",,,,
"800171-147694","Nodes",,21.000000,43.534150,"Default Known Flow Node","Known Flow",443993.406250,225785.906250,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000035","Nodes","35",21.000000,43.211838,"DDS demands","Known Flow",443993.906250,225780.593750,,0.000000,,,,-5.219999,,,,,-4.667817,-5.219999,,"",,,,"D1 PROFILE",,,,
"800171-147675","Nodes","-147675",21.000000,37.625480,"Default Known Flow Node","Known Flow",443900.750000,225710.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000054","Nodes","54",21.000000,37.500951,"DDS demands","Known Flow",443626.906250,225842.906250,,0.000000,,,,-2.799999,,,,,-2.503810,-2.799999,,"",,,,"D1 PROFILE",,,,
"80017100000063","Nodes","063, P14134341, FRANCES ROAD, SCH 7.20",22.999998,38.010064,"CSEP Unmatched","Known Flow",443636.821780,225844.978987,,0.000000,,,,,,,,-7.199999,-6.438368,-7.199999,,"",,,,,,,,"DC PROFILE"
"80017100000022","Nodes","22",21.000000,24.058583,"DDS demands","Known Flow",443621.312500,225977.000000,,0.000000,,,,-7.459999,,,,,-6.670865,-7.459999,,"",,,,"D1 PROFILE",,,,
"80017100000024","Nodes","24",21.000000,22.133971,"DDS demands","Known Flow",443645.812500,225915.500000,,0.000000,,,,-17.950000,,,,,-16.051212,-17.950000,,"",,,,"D1 PROFILE",,,,
"80017100000032","Nodes","32",21.000000,40.254935,"DDS demands","Known Flow",443674.312500,225855.906250,,0.000000,,,,-6.370000,,,,,-5.696168,-6.370000,,"",,,,"D1 PROFILE",,,,
"80017100000055","Nodes","55",21.000000,37.472887,"DDS demands","Known Flow",443659.593750,225808.796875,,0.000000,,,,-2.519999,,,,,-2.253428,-2.519999,,"",,,,"D1 PROFILE",,,,
"80017100000021","Nodes","21",21.000000,24.323685,"DDS demands","Known Flow",443627.593750,225974.296875,,0.000000,,,,-6.939999,,,,,-6.205872,-6.939999,,"",,,,"D1 PROFILE",,,,
"800171-147648","Nodes","-147648",21.000000,24.323685,"Default Known Flow Node","Known Flow",443626.250000,225971.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"800171-147652","Nodes","-147652",21.000000,22.133971,"Default Known Flow Node","Known Flow",443648.625000,225912.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000025","Nodes","25",21.000000,21.934473,"DDS demands","Known Flow",443684.812500,225941.000000,,0.000000,,,,-6.890000,,,,,-6.161161,-6.890000,,"",,,,"D1 PROFILE",,,,
"80017100000030","Nodes","30",21.000000,45.283329,"DDS demands","Known Flow",443736.500000,225892.906250,,0.000000,,,,-18.019999,,,,,-16.113806,-18.019999,,"",,,,"D1 PROFILE",,,,
"80017100000047","Nodes","47",21.000000,27.389324,"DDS demands","Known Flow",443693.000000,225582.406250,,0.000000,,,,-14.170000,,,,,-12.671067,-14.170000,,"",,,,"D1 PROFILE",,,,
"80017100000048","Nodes","48",21.000000,24.683731,"DDS demands","Known Flow",443516.906250,225587.296875,,0.000000,,,,-18.059999,,,,,-16.149575,-18.059999,,"",,,,"D1 PROFILE",,,,
"800171-147661","Nodes","-147661",21.000000,47.360791,"Default Known Flow Node","Known Flow",443761.375000,225896.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"800171-147660","Nodes","-147660",21.000000,47.360791,"Default Known Flow Node","Known Flow",443761.376580,225896.091630,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000018","Nodes","18",21.000000,38.786708,"DDS demands","Known Flow",443792.500000,225959.093750,,0.000000,,,,-3.190000,,,,,-2.852555,-3.190000,,"",,,,"D1 PROFILE",,,,
"80017100000020","Nodes","20",21.000000,34.980828,"DDS demands","Known Flow",443765.500000,225967.593750,,0.000000,,,,-5.070000,,,,,-4.533684,-5.070000,,"",,,,"D1 PROFILE",,,,
"80017100000019","Nodes","19",21.000000,38.606654,"DDS demands","Known Flow",443806.906250,225917.406250,,0.000000,,,,-5.300000,,,,,-4.739355,-5.300000,,"",,,,"D1 PROFILE",,,,
"80017100000045","Nodes","45",21.000000,27.109226,"DDS demands","Known Flow",443794.406250,225582.406250,,0.000000,-1.820000,,,-22.839999,,,,,-22.051412,-24.659999,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"80017100000028","Nodes","28",21.000000,57.425355,"DDS demands","Known Flow",443909.812500,225869.500000,,0.000000,,,,-7.770000,,,,,-6.948073,-7.770000,,"",,,,"D1 PROFILE",,,,
"80017100000036","Nodes","36",21.000000,37.302404,"DDS demands","Known Flow",443897.406250,225703.500000,,0.000000,,,,-9.609999,,,,,-8.593433,-9.609999,,"",,,,"D1 PROFILE",,,,
"80017100000017","Nodes","17",21.000000,54.477703,"DDS demands","Known Flow",443860.812500,225914.593750,,0.000000,,,,-7.250000,,,,,-6.483080,-7.250000,,"",,,,"D1 PROFILE",,,,
"800171-147677","Nodes","-147677",21.000000,34.517019,"Default Known Flow Node","Known Flow",443906.500000,225679.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000043","Nodes","43",21.000000,28.906677,"DDS demands","Known Flow",443904.406250,225629.406250,,0.000000,,,,-10.710000,,,,,-9.577073,-10.710000,,"",,,,"D1 PROFILE",,,,
"80017100000044","Nodes","44",21.000000,25.361456,"DDS demands","Known Flow",443851.093750,225497.796875,,0.000000,,0.000000,,-5.119999,,,,,-4.578395,-5.119999,,"",,"C2 PROFILE",,"D1 PROFILE",,,,
"80017100000034","Nodes","34, P14134105, North Street, SCH 10.15",22.999998,44.439806,"CSEP Unmatched","Known Flow",443992.622060,225802.952785,,0.000000,,,,,,,,-10.150000,-9.076311,-10.150000,,"",,,,,,,,"DC PROFILE"
"80017100000031","Nodes","31",21.000000,45.260747,"DDS demands","Known Flow",443730.593750,225924.406250,,0.000000,,,,-3.190000,,,,,-2.852555,-3.190000,,"",,,,"D1 PROFILE",,,,
"800171-147625","Nodes","-147625",21.000000,29.198181,"Default Known Flow Node","Known Flow",443273.125000,226193.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000070","Nodes","70",21.000000,29.144292,"DDS demands","Known Flow",443242.500000,226190.296875,,0.000000,,,,-5.189999,,,,,-4.640990,-5.189999,,"",,,,"D1 PROFILE",,,,
"80017100000068","Nodes","68",21.000000,29.204921,"DDS demands","Known Flow",443305.312500,226197.406250,,0.000000,,,,-9.450000,,,,,-8.450359,-9.450000,,"",,,,"D1 PROFILE",,,,
"800171-147630","Nodes","-147630",21.000000,29.280866,"Default Known Flow Node","Known Flow",443313.250000,226198.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000069","Nodes","69",21.000000,29.172586,"DDS demands","Known Flow",443243.000000,226239.406250,,0.000000,,,,-4.689999,,,,,-4.193881,-4.689999,,"",,,,"D1 PROFILE",,,,
"80017100000074","Nodes","74",21.000000,28.362010,"Default Known Flow Node","Known Flow",443390.312500,226054.093750,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017100000023","Nodes","23",21.000000,23.994083,"DDS demands","Known Flow",443610.406250,226016.906250,,0.000000,,,,-4.760000,,,,,-4.256477,-4.760000,,"",,,,"D1 PROFILE",,,,
"80017100000001","Nodes",,21.000000,30.876468,"Default Known Flow Node","Known Flow",443453.496892,225917.361368,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"800171-0117","Nodes",,21.000000,37.004343,"Default Known Flow Node","Known Flow",443605.812500,225881.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
