"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80003000001201","Nodes",,21.000000,25.149319,"DDS demands","Known Flow",435697.625261,207447.163696,,0.000000,,,,,,,-2.329999,,,,,,,,-2.083527,-2.329999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000838","Nodes","838",21.000000,25.233040,"DDS demands","Known Flow",435627.020146,207497.622964,,0.000000,,,,,,,-6.599999,,,,,,,,-5.901837,-6.599999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000001091","Nodes",,21.000000,36.437051,"DDS demands","Known Flow",435298.312605,209603.992245,,0.000000,-1.150000,,,-4.519999,,,-1.200000,,,,,,,,-6.143276,-6.869999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"80003000001093","Nodes",,21.000000,35.457940,"Default Known Flow Node Sub","Known Flow",435273.646598,209546.057229,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000001096","Nodes",,21.000000,36.425182,"DDS demands","Known Flow",435293.082111,209591.194235,,0.000000,,,,,,,-6.390000,,,,,,,,-5.714051,-6.390000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000001247","Nodes",,21.000000,39.311396,"DDS demands","Known Flow",436762.787041,209226.237323,,0.000000,,,,,,,-1.860000,,,,,,,,-1.663245,-1.860000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000765","Nodes","765",21.000000,38.211833,"DDS demands","Known Flow",436257.402337,209417.484483,,0.000000,,,,,,,-6.670000,,,,,,,,-5.964432,-6.670000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000763","Nodes","763",21.000000,38.409813,"DDS demands","Known Flow",436279.495226,209388.504448,,0.000000,,,,,,,-2.809999,,,,,,,,-2.512751,-2.809999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000001439","Nodes",,21.000000,42.639996,"DDS demands","Known Flow",437129.903332,209730.996665,,0.000000,,,,,,,-1.190000,,,,,,,,-1.064119,-1.190000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000001442","Nodes",,21.000000,42.465532,"DDS demands","Known Flow",437434.227946,209610.415837,,0.000000,,,,,,,-2.099999,,,,-8.189999,,,,-9.201500,-10.289998,,"",,,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,
"80003000001165","Nodes",,21.000000,67.718540,"DDS demands","Known Flow",435270.983473,208243.111258,,0.000000,,,,,,,-5.429999,,,,,,,,-4.855602,-5.429999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000821","Nodes","821",21.000000,68.891493,"DDS demands","Known Flow",435253.269398,208278.468964,,0.000000,,,,,,,-2.259999,,,,,,,,-2.020932,-2.259999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000001419","Nodes",,21.000000,37.725080,"DDS demands","Known Flow",435801.573430,208788.386988,,0.000000,-3.829999,,,,,,,,,,-18.209999,,,,-19.708559,-22.039999,,"","C1 PROFILE",,,,,,,,,,"I2 PROFILE",,,
"80003000008020","Nodes","Monitor low Point 5076, Avenue Two o/s Abs Manufacturing",21.000000,37.779245,"Low Point","Known Flow",435782.368021,208788.246283,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000000392","Nodes",,21.000000,37.807732,"Default Known Flow Node","Known Flow",435772.268734,208788.495023,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000001594","Nodes",,21.000000,29.766111,"DDS demands","Known Flow",435703.546715,208991.523078,,0.000000,-7.300000,,,,,,-2.369999,,,,-6.500000,,,,-14.459502,-16.169999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,
"80003000001595","Nodes",,21.000000,29.976933,"Default Known Flow Node","Known Flow",435822.711747,209079.024102,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000000741","Nodes","741",21.000000,43.043846,"DDS demands","Known Flow",435627.062694,209521.095223,,0.000000,-8.260000,,,,,,-16.309999,,,,,,,,-21.970930,-24.570000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"80003000000739","Nodes","739",21.000000,40.203918,"DDS demands","Known Flow",435651.131596,209419.623919,,0.000000,,,,,,,-15.010000,,,,,,,,-13.422209,-15.010000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000383","Nodes",,21.000000,38.159132,"DDS demands","Known Flow",435648.184243,209340.134429,,0.000000,,-22.460000,-3.540000,,,,-12.090000,,,,,,,,-34.060756,-38.089999,,"",,"C2 PROFILE","C3  PROFILE",,,,"D1 PROFILE",,,,,,,
"80003000008001","Nodes","8001",21.000000,69.861694,"DDS demands","Known Flow",439380.684128,212966.246696,,0.000000,,,,,,,-6.560000,,,,,,,,-5.866069,-6.560000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000001927","Nodes",,21.000000,69.940681,"DDS demands","Known Flow",439381.716545,212964.041126,,0.000000,,,,,,,-6.409999,,,,,,,,-5.731935,-6.409999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000001","Nodes","PARK ROAD/NORTH LEIGH DG, PMAC, SITE ID 5057",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",439382.476716,212962.417159,,999998.967025,,,,,,,,,,,,,,,517.215574,578.400005,,"",,,,,,,,,,,,,,
"80003000001769","Nodes",,21.000000,66.686255,"DDS demands","Known Flow",439295.349191,212969.381391,,0.000000,,,,,,,-2.119999,,,,,,,,-1.895741,-2.119999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000164215","Nodes",,21.000000,50.809679,"Default Known Flow Node","Known Flow",438582.604498,213113.727200,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000001793","Nodes",,21.000000,44.436802,"DDS demands","Known Flow",438598.671697,213325.704115,,0.000000,,,,,,,-24.150000,,,,,,,,-21.595359,-24.150000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000011610","Nodes",,21.000000,43.909804,"Default Known Flow Node","Known Flow",438779.268438,213648.932495,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000000216","Nodes",,21.000000,31.330675,"DDS demands","Known Flow",436401.235903,210826.287923,,0.000000,,,,,,,-21.879999,,,,,,,,-19.565484,-21.879999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000287","Nodes",,21.000000,31.314754,"DDS demands","Known Flow",436486.002470,210921.188979,,0.000000,,,,,,,-13.100000,,,,,,,,-11.714254,-13.100000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000188","Nodes",,21.000000,35.383823,"DDS demands","Known Flow",435534.187669,210905.518599,,0.000000,,,,,,,-3.910000,,,,,,,,-3.496391,-3.910000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000174","Nodes",,21.000000,35.508282,"DDS demands","Known Flow",435638.013789,210876.273070,,0.000000,,,,,,,-9.569999,,,,,,,,-8.557663,-9.569999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000339","Nodes",,21.000000,35.520882,"DDS demands","Known Flow",435822.983370,211024.743153,,0.000000,,,,,,,-26.399998,,,,,,,,-23.607348,-26.399998,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000340","Nodes",,21.000000,35.595180,"DDS demands","Known Flow",435902.032114,210974.682315,,0.000000,,,,,,,-3.640000,,,,,,,,-3.254952,-3.640000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000001333","Nodes",,21.000000,35.596515,"DDS demands","Known Flow",435932.576963,211075.124357,,0.000000,,,,,,,-18.329999,,,,,,,,-16.391012,-18.329999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000006393","Nodes","6393",21.000000,35.477460,"Default Known Flow Node","Known Flow",435342.958617,209531.149225,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000000844","Nodes","844",21.000000,34.947610,"DDS demands","Known Flow",435233.905587,209628.176252,,0.000000,-3.209999,,,-4.829999,,,-3.359999,,,,,,,,-10.194082,-11.400000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"80003000000846","Nodes","846",21.000000,36.296018,"DDS demands","Known Flow",435292.198555,209605.583089,,0.000000,,,,,,,-1.080000,,,,,,,,-0.965755,-1.080000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000059","Nodes","59",21.000000,30.879700,"DDS demands","Known Flow",434427.096368,209324.657169,,0.000000,,,,,,,-27.700000,,,,,,,,-24.769834,-27.700000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000008015","Nodes","8015",21.000000,30.876620,"Default Known Flow Node","Known Flow",434444.120063,209326.756565,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000000949","Nodes","949",21.000000,32.909725,"DDS demands","Known Flow",434277.321215,210078.832430,,0.000000,,,,,,,-8.029999,,,,,,,,-7.180568,-8.029999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000951","Nodes","951",21.000000,32.315543,"DDS demands","Known Flow",434361.517486,210038.521317,,0.000000,,,,,,,-11.579999,,,,,,,,-10.355042,-11.579999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000953","Nodes","953",21.000000,32.070893,"DDS demands","Known Flow",434392.080320,210022.734934,,0.000000,,,,,,,-2.650000,,,,,,,,-2.369677,-2.650000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000001464","Nodes",,21.000000,64.656575,"DDS demands","Known Flow",433034.674952,210244.796010,,0.000000,-29.600001,,,-5.389999,,,,,,,,,,,-31.288680,-34.990001,,"","C1 PROFILE",,,"C4 PROFILE",,,,,,,,,,
"80003000008017","Nodes","8017, P10123549,  Hailey Road, 9.88scm/h",22.999998,36.568591,"CSEP DDS Matched","Known Flow",435671.018620,211281.564179,,0.000000,,,,,,,,-9.880000,,,,,,,-8.834872,-9.880000,,"",,,,,,,,"DC PROFILE",,,,,,
"80003000086018","Nodes",,21.000000,30.825519,"Default Known Flow Node","Known Flow",434786.980486,209898.988573,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000001414","Nodes",,21.000000,30.823035,"Default Known Flow Node","Known Flow",434802.315863,209925.963113,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000001408","Nodes",,21.000000,30.809346,"Default Known Flow Node","Known Flow",434795.417468,209930.258334,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000086019","Nodes",,21.000000,30.809346,"Default Known Flow Node","Known Flow",434793.457467,209927.600333,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000001748","Nodes",,21.000000,35.681604,"DDS demands","Known Flow",435335.790267,209531.357587,,0.000000,,,,,,,-0.460000,,,,,,,,-0.411340,-0.460000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000391","Nodes",,21.000000,37.920389,"DDS demands","Known Flow",435560.365676,208792.108024,,0.000000,-7.570000,,,,,,,,,,,,,,-6.769229,-7.570000,,"","C1 PROFILE",,,,,,,,,,,,,
"80003000000496","Nodes",,21.000000,46.291836,"DDS demands","Known Flow",436147.252021,210239.591830,,0.000000,,,-10.350000,,,,-18.930000,,,,,,,,-26.182698,-29.280000,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,
"80003000001605","Nodes",,21.000000,37.718698,"Default Known Flow Node","Known Flow",435816.133047,208782.412217,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000001724","Nodes",,21.000000,43.600105,"DDS demands","Known Flow",434088.040206,209771.129079,,0.000000,,,,,,,-8.749999,,,,,,,,-7.824405,-8.749999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000000978","Nodes","978",21.000000,32.066829,"Default Known Flow Node","Known Flow",434941.180507,209730.563280,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000008022","Nodes","Logger 5078, o/s 177 Corn Street",21.000000,31.873937,"Val Log Cath","Known Flow",434914.978610,209734.513122,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000000117","Nodes",,21.000000,31.687546,"DDS demands","Known Flow",434892.147572,209739.745611,,0.000000,,,,,,,-9.729999,,,,,,,,-8.700738,-9.729999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000111802","Nodes",,21.000000,25.449930,"Default Known Flow Node","Known Flow",435795.238446,207609.075838,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000008021","Nodes","Logger 5077-Standlake Road,Grass By Pub",21.000000,25.011089,"Val Log Post","Known Flow",435822.694388,207592.175420,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80003000001189","Nodes",,21.000000,24.953080,"DDS demands","Known Flow",435826.460748,207590.163697,,0.000000,,,,,,,-14.270000,,,,,,,,-12.760489,-14.270000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80003000001811","Nodes",,21.000000,44.041253,"Default Known Flow Node","Known Flow",437691.529193,212993.279122,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
