"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"80014900000037","Nodes","37",21.000000,31.238856,"DDS demands","Known Flow",458930.412035,185992.481820,,0.000000,,,,-7.539999,,,,-6.742402,-7.539999,,"",,,,"D1 PROFILE",,,
"80014900000110","Nodes","110",21.000000,32.612517,"DDS demands","Known Flow",459076.710075,185960.361811,,0.000000,,,,-13.120000,,,,-11.732139,-13.120000,,"",,,,"D1 PROFILE",,,
"80014900008189","Nodes","-254387",21.000000,28.578657,"Default Known Flow Node","Known Flow",458379.070025,186324.996568,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014900000062","Nodes","62",21.000000,27.954379,"DDS demands","Known Flow",458339.137132,186186.562161,,0.000000,,,,-11.319999,,,,-10.122546,-11.319999,,"",,,,"D1 PROFILE",,,
"80014900000060","Nodes","60",21.000000,28.006655,"DDS demands","Known Flow",458472.967748,186114.272164,,0.000000,,,,-15.240000,,,,-13.627881,-15.240000,,"",,,,"D1 PROFILE",,,
"80014900000048","Nodes","48",21.000000,37.238455,"DDS demands","Known Flow",458900.864210,186162.894079,,0.000000,,,,-2.150000,,,,-1.922568,-2.150000,,"",,,,"D1 PROFILE",,,
"80014900000038","Nodes","38",21.000000,36.728396,"DDS demands","Known Flow",458944.754267,186167.922867,,0.000000,,,,-12.069999,,,,-10.793209,-12.069999,,"",,,,"D1 PROFILE",,,
"80014900000112","Nodes","112",21.000000,36.544250,"DDS demands","Known Flow",458843.382089,186175.587799,,0.000000,,,,-0.360000,,,,-0.321918,-0.360000,,"",,,,"D1 PROFILE",,,
"80014900000040","Nodes","40",21.000000,36.718492,"DDS demands","Known Flow",458855.017125,186176.131723,,0.000000,,,,-4.219999,,,,-3.773599,-4.219999,,"",,,,"D1 PROFILE",,,
"80014900000118","Nodes","118",21.000000,32.645667,"DDS demands","Known Flow",459324.331142,185825.769775,,0.000000,,,,-7.230000,,,,-6.465195,-7.230000,,"",,,,"D1 PROFILE",,,
"80014900000109","Nodes","109",21.000000,32.750476,"DDS demands","Known Flow",459331.213601,185874.405042,,0.000000,,,,-5.530000,,,,-4.945025,-5.530000,,"",,,,"D1 PROFILE",,,
"80014900000108","Nodes","108",21.000000,32.913155,"DDS demands","Known Flow",459334.790528,185900.146987,,0.000000,,,,-3.980000,,,,-3.558987,-3.980000,,"",,,,"D1 PROFILE",,,
"80014900000107","Nodes","107",21.000000,33.490290,"Default Known Flow Node","Known Flow",458832.947009,186389.067928,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014900000106","Nodes","106",21.000000,33.566837,"DDS demands","Known Flow",458834.050364,186380.740209,,0.000000,,,,-14.040000,,,,-12.554819,-14.040000,,"",,,,"D1 PROFILE",,,
"80014900000043","Nodes","43",21.000000,33.873978,"DDS demands","Known Flow",458836.579010,186361.654921,,0.000000,,,,-1.290000,,,,-1.153541,-1.290000,,"",,,,"D1 PROFILE",,,
"80014900008000","Nodes","8000",21.000000,31.386056,"DDS demands","Known Flow",459183.705128,186533.419535,,0.000000,,,,-3.069999,,,,-2.745248,-3.069999,,"",,,,"D1 PROFILE",,,
"80014900000096","Nodes","96",21.000000,29.814908,"DDS demands","Known Flow",459334.442145,186508.401961,,0.000000,,,,-15.439999,,,,-13.806723,-15.439999,,"",,,,"D1 PROFILE",,,
"80014900000007","Nodes","7",21.000000,40.761003,"Default Known Flow Node","Known Flow",458657.870216,186806.234277,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014900000030","Nodes","30",21.000000,40.928588,"DDS demands","Known Flow",458661.906927,186811.629948,,0.000000,,,,-7.139999,,,,-6.384715,-7.139999,,"",,,,"D1 PROFILE",,,
"80014900000010","Nodes","Church Road DG",21.000000,42.000001,"Default Known Pressure Node","Known Pressure",458646.434958,186802.420041,,22199.999927,,,,,,,,218.465994,244.309568,,"",,,,,,,
"80014900000080","Nodes","80",21.000000,41.140672,"DDS demands","Known Flow",458659.351058,186814.498274,,0.000000,,,,-7.600000,,,,-6.796056,-7.600000,,"",,,,"D1 PROFILE",,,
"80014900000079","Nodes","79",21.000000,32.456792,"DDS demands","Known Flow",458763.116990,186640.180996,,0.000000,,,,-4.900000,,,,-4.381668,-4.900000,,"",,,,"D1 PROFILE",,,
"80014900008184","Nodes","-100",21.000000,30.026591,"Default Known Flow Node","Known Flow",458836.666741,186722.262175,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014900000086","Nodes","86",21.000000,26.350457,"DDS demands","Known Flow",459040.927065,186854.987055,,0.000000,,,,-7.880000,,,,-7.046437,-7.880000,,"",,,,"D1 PROFILE",,,
"80014900000088","Nodes","88",21.000000,21.297636,"DDS demands","Known Flow",459166.578843,186964.409088,,0.000000,,,,-5.700000,,,,-5.097042,-5.700000,,"",,,,"D1 PROFILE",,,
"80014900000089","Nodes","89",21.000000,20.727162,"DDS demands","Known Flow",459275.917129,187069.235113,,0.000000,,,,-6.809999,,,,-6.089623,-6.809999,,"",,,,"D1 PROFILE",,,
"80014900008195","Nodes","-261137",21.000000,35.517701,"Default Known Flow Node","Known Flow",458746.939005,186699.564701,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014900000045","Nodes","45",21.000000,35.479536,"DDS demands","Known Flow",458744.963985,186699.775013,,0.000000,,,,-9.229999,,,,-8.253630,-9.229999,,"",,,,"D1 PROFILE",,,
"80014900000009","Nodes","Abbots Mead RRI",21.000000,32.999999,"Default Known Pressure Node","Known Pressure",459337.044146,185905.018796,,499.999994,,,,,,,,14.969207,16.740000,,"",,,,,,,
"80014900000111","Nodes","111",21.000000,32.574779,"DDS demands","Known Flow",459109.583084,185953.516810,,0.000000,,,,-3.970000,,,,-3.550045,-3.970000,,"",,,,"D1 PROFILE",,,
"80014900000035","Nodes","35",21.000000,33.164288,"DDS demands","Known Flow",459081.704166,185971.043028,,0.000000,,,,-15.489999,,,,-13.851434,-15.489999,,"",,,,"D1 PROFILE",,,
"80014900000119","Nodes","119",21.000000,32.107300,"DDS demands","Known Flow",459273.733129,185935.942805,,0.000000,,,,-6.130000,,,,-5.481555,-6.130000,,"",,,,"D1 PROFILE",,,
"80014900000061","Nodes","61",21.000000,27.820515,"DDS demands","Known Flow",458464.627249,186079.111681,,0.000000,,,,-9.890000,,,,-8.843815,-9.890000,,"",,,,"D1 PROFILE",,,
"80014900000063","Nodes","63",21.000000,28.746767,"DDS demands","Known Flow",458413.727895,186311.590907,,0.000000,,,,-16.070000,,,,-14.370081,-16.070000,,"",,,,"D1 PROFILE",,,
"80014900008190","Nodes","-254388",21.000000,28.395080,"Default Known Flow Node","Known Flow",458397.980808,186342.701409,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014900000066","Nodes","66",21.000000,26.498801,"DDS demands","Known Flow",458490.900916,186484.906954,,0.000000,,,,-15.380000,,,,-13.753071,-15.380000,,"",,,,"D1 PROFILE",,,
"80014900008191","Nodes","-254390",21.000000,28.691312,"Default Known Flow Node","Known Flow",458416.474823,186308.162841,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014900000065","Nodes","65",21.000000,28.765102,"DDS demands","Known Flow",458417.735412,186316.859719,,0.000000,,,,-15.100000,,,,-13.502690,-15.100000,,"",,,,"D1 PROFILE",,,
"80014900000064","Nodes","64",21.000000,26.444822,"DDS demands","Known Flow",458470.769089,186202.258066,,0.000000,,,,-16.629998,,,,-14.870842,-16.629998,,"",,,,"D1 PROFILE",,,
"80014900000059","Nodes","59",21.000000,29.481875,"DDS demands","Known Flow",458518.249923,186106.267851,,0.000000,,,,-4.249999,,,,-3.800425,-4.249999,,"",,,,"D1 PROFILE",,,
"80014900000058","Nodes","58",21.000000,29.890212,"DDS demands","Known Flow",458533.231927,186159.631866,,0.000000,,,,-6.749999,,,,-6.035970,-6.749999,,"",,,,"D1 PROFILE",,,
"80014900000057","Nodes","57",21.000000,30.029088,"DDS demands","Known Flow",458546.847400,186209.403309,,0.000000,,,,-2.850000,,,,-2.548521,-2.850000,,"",,,,"D1 PROFILE",,,
"80014900000137","Nodes","137",21.000000,29.930024,"DDS demands","Known Flow",458573.552938,186088.566846,,0.000000,,,,-1.029999,,,,-0.921044,-1.029999,,"",,,,"D1 PROFILE",,,
"80014900000136","Nodes","136",21.000000,29.929712,"DDS demands","Known Flow",458528.493926,186104.928851,,0.000000,,,,-2.349999,,,,-2.101411,-2.349999,,"",,,,"D1 PROFILE",,,
"80014900000052","Nodes","52",21.000000,35.487599,"Default Known Flow Node","Known Flow",458691.326462,186243.408481,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014900000051","Nodes","51",21.000000,35.537526,"DDS demands","Known Flow",458717.598965,186214.455189,,0.000000,,,,-8.029999,,,,-7.180569,-8.029999,,"",,,,"D1 PROFILE",,,
"80014900000074","Nodes","74",21.000000,30.157650,"DDS demands","Known Flow",458634.518955,186371.261923,,0.000000,,,,-2.079999,,,,-1.859973,-2.079999,,"",,,,"D1 PROFILE",,,
"80014900000072","Nodes","72",21.000000,29.092743,"DDS demands","Known Flow",458710.254699,186335.543598,,0.000000,,,,-12.989999,,,,-11.615890,-12.989999,,"",,,,"D1 PROFILE",,,
"80014900000071","Nodes","71",21.000000,30.095776,"DDS demands","Known Flow",458603.447315,186344.157322,,0.000000,,,,-8.199999,,,,-7.332586,-8.199999,,"",,,,"D1 PROFILE",,,
"80014900000028","Nodes","28",21.000000,34.967759,"DDS demands","Known Flow",458761.402074,186300.913133,,0.000000,,,,-3.049999,,,,-2.727364,-3.049999,,"",,,,"D1 PROFILE",,,
"80014900000026","Nodes","26",21.000000,34.968626,"DDS demands","Known Flow",458786.179996,186296.402903,,0.000000,,,,-4.960000,,,,-4.435321,-4.960000,,"",,,,"D1 PROFILE",,,
"80014900000027","Nodes","27",21.000000,34.960379,"DDS demands","Known Flow",458786.991996,186351.663918,,0.000000,,,,-7.309999,,,,-6.536732,-7.309999,,"",,,,"D1 PROFILE",,,
"80014900000050","Nodes","50",21.000000,36.106960,"DDS demands","Known Flow",458795.415285,186163.203933,,0.000000,,,,-1.879999,,,,-1.681129,-1.879999,,"",,,,"D1 PROFILE",,,
"80014900008197","Nodes","-261165",21.000000,37.195263,"Default Known Flow Node","Known Flow",458857.594970,186159.368005,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"80014900000049","Nodes","49",21.000000,37.226360,"DDS demands","Known Flow",458856.997293,186162.791422,,0.000000,,,,-0.519999,,,,-0.464993,-0.519999,,"",,,,"D1 PROFILE",,,
"80014900000008","Nodes","Honey Lane DG",21.000000,42.000001,"Default Known Pressure Node","Known Pressure",458869.008018,186169.416868,,8469.999873,,,,,,,,565.559214,632.462393,,"",,,,,,,
"80014900000041","Nodes","P07111377, Downside Farm, 22.52",22.999998,31.466612,"CSEP DDS Matched","Known Flow",458998.955039,185977.296540,,0.000000,,,,,-10.101999,,,-9.033388,-10.101999,,"",,,,,"DC PROFILE",,
"80014900000023","Nodes","23",21.000000,33.819337,"DDS demands","Known Flow",458919.510314,186379.827833,,0.000000,,,,-6.300000,,,,-5.633573,-6.300000,,"",,,,"D1 PROFILE",,,
"80014900000021","Nodes","21",21.000000,33.869454,"DDS demands","Known Flow",458942.008818,186453.526529,,0.000000,,,,-3.370000,,,,-3.013514,-3.370000,,"",,,,"D1 PROFILE",,,
"80014900000017","Nodes","17",21.000000,35.632667,"DDS demands","Known Flow",458939.888539,186315.350560,,0.000000,,,,-5.179999,,,,-4.632048,-5.179999,,"",,,,"D1 PROFILE",,,
"80014900000016","Nodes","16",21.000000,35.711062,"DDS demands","Known Flow",458976.544993,186288.449230,,0.000000,,,,-3.769999,,,,-3.371201,-3.769999,,"",,,,"D1 PROFILE",,,
"80014900000067","Nodes","67",21.000000,29.338548,"DDS demands","Known Flow",458502.000988,186284.726037,,0.000000,,,,-11.449999,,,,-10.238795,-11.449999,,"",,,,"D1 PROFILE",,,
"80014900000068","Nodes","68",21.000000,28.313342,"DDS demands","Known Flow",458475.724911,186356.308919,,0.000000,,,,-13.309999,,,,-11.902040,-13.309999,,"",,,,"D1 PROFILE",,,
