"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"80018200000001","Nodes","FAIRSPEAR ROAD DG, CONSTANT/SEASONAL",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",431302.906250,215486.000000,,1096.999988,,,,,,208.869662,233.578055,,"",,,,,
"80018200000023","Nodes","23",21.000000,34.032978,"DDS demands","Known Flow",432364.500000,215477.125000,,0.000000,,,,-8.439999,,-7.547198,-8.439999,,"",,,,"D1 PROFILE",
"80018200000053","Nodes","53",21.000000,27.229015,"DDS demands","Known Flow",432259.062500,215478.875000,,0.000000,,,,-4.289999,,-3.836194,-4.289999,,"",,,,"D1 PROFILE",
"80018200000022","Nodes","22",21.000000,25.188625,"DDS demands","Known Flow",432104.187500,215448.703125,,0.000000,,,,-20.860001,,-18.653386,-20.860001,,"",,,,"D1 PROFILE",
"80018200000021","Nodes","21",21.000000,28.381672,"DDS demands","Known Flow",431931.687500,215426.796875,,0.000000,,,,-15.359999,,-13.735186,-15.359999,,"",,,,"D1 PROFILE",
"80018200000048","Nodes","48",21.000000,35.706484,"DDS demands","Known Flow",431915.812500,214926.500000,,0.000000,,,,-5.359999,,-4.793007,-5.359999,,"",,,,"D1 PROFILE",
"80018200000006","Nodes","6",21.000000,49.358133,"DDS demands","Known Flow",431300.406250,215471.500000,,0.000000,-7.499999,,,-11.839999,,-17.294174,-19.340000,,"","C1 PROFILE",,,"D1 PROFILE",
"80018200000007","Nodes","7",21.000000,45.768960,"DDS demands","Known Flow",431363.000000,215414.343750,,0.000000,-12.210000,,,-18.280001,,-27.264705,-30.490001,,"","C1 PROFILE",,,"D1 PROFILE",
"80018200000077","Nodes","77",21.000000,41.592259,"DDS demands","Known Flow",431460.000000,215320.906250,,0.000000,,,,-20.560000,,-18.385120,-20.560000,,"",,,,"D1 PROFILE",
"80018200000054","Nodes","54",21.000000,27.098938,"Default Known Flow Node","Known Flow",432263.625000,215445.203125,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80018200000056","Nodes","56",21.000000,26.930490,"DDS demands","Known Flow",432294.312500,215420.656250,,0.000000,,,,-5.219999,,-4.667817,-5.219999,,"",,,,"D1 PROFILE",
"80018200000055","Nodes","55",21.000000,27.094011,"DDS demands","Known Flow",432260.656250,215439.265625,,0.000000,,,,-2.789999,,-2.494867,-2.789999,,"",,,,"D1 PROFILE",
"80018200000042","Nodes","P00057388, HEWITTS CLOSE, 14.95",22.999998,25.110787,"CSEP DDS Matched","Known Flow",432193.273461,215471.143678,,0.000000,,,,-7.400000,-14.949999,-19.985769,-22.349999,,"",,,,"","DC PROFILE"
"80018200000020","Nodes","20",21.000000,37.578442,"DDS demands","Known Flow",431785.406250,215312.906250,,0.000000,,0.000000,0.000000,-16.419999,,-14.683058,-16.419999,,"",,"C2 PROFILE","C4 PROFILE","D1 PROFILE",
"80018200000041","Nodes","41",21.000000,35.424224,"DDS demands","Known Flow",432019.205395,214765.738321,,0.000000,,,,-1.109999,,-0.992581,-1.109999,,"",,,,"D1 PROFILE",
"80018200000051","Nodes","51",21.000000,25.189690,"DDS demands","Known Flow",432123.812500,215454.906250,,0.000000,,,,-0.769999,,-0.688547,-0.769999,,"",,,,"D1 PROFILE",
"80018200000009","Nodes","9",21.000000,40.093074,"DDS demands","Known Flow",431397.000000,215277.593750,,0.000000,,,,-4.659999,,-4.167055,-4.659999,,"",,,,"D1 PROFILE",
"80018200000010","Nodes","10",21.000000,40.070743,"DDS demands","Known Flow",431381.406250,215284.500000,,0.000000,,,,-4.190000,,-3.746773,-4.190000,,"",,,,"D1 PROFILE",
"80018200000011","Nodes","11",21.000000,39.766797,"DDS demands","Known Flow",431367.812500,215253.906250,,0.000000,,,,-6.030000,,-5.392134,-6.030000,,"",,,,"D1 PROFILE",
"80018200000008","Nodes","8",21.000000,40.383738,"DDS demands","Known Flow",431422.906250,215285.093750,,0.000000,,,,-8.779999,,-7.851233,-8.779999,,"",,,,"D1 PROFILE",
"80018200000049","Nodes","49",21.000000,40.780865,"DDS demands","Known Flow",431490.812500,215293.000000,,0.000000,,,,-3.219999,,-2.879381,-3.219999,,"",,,,"D1 PROFILE",
"80018200000050","Nodes","50",21.000000,40.868206,"DDS demands","Known Flow",431513.812500,215328.406250,,0.000000,,,,-0.360000,,-0.321918,-0.360000,,"",,,,"D1 PROFILE",
"80018200000018","Nodes","18",21.000000,38.525983,"DDS demands","Known Flow",431595.906250,215308.093750,,0.000000,,,,-6.650000,,-5.946549,-6.650000,,"",,,,"D1 PROFILE",
"80018200000012","Nodes","12",21.000000,39.115891,"DDS demands","Known Flow",431572.093750,215273.406250,,0.000000,,,-2.219999,-7.150000,,-8.378822,-9.370000,,"",,,"C4 PROFILE","D1 PROFILE",
"80018200000014","Nodes","14",21.000000,38.731216,"DDS demands","Known Flow",431481.500000,215223.093750,,0.000000,,,,-2.480000,,-2.217660,-2.480000,,"",,,,"D1 PROFILE",
"80018200000038","Nodes","38",21.000000,38.497310,"DDS demands","Known Flow",431462.406250,215121.406250,,0.000000,,,,-2.099999,,-1.877857,-2.099999,,"",,,,"D1 PROFILE",
"80018200000013","Nodes","13",21.000000,38.765248,"DDS demands","Known Flow",431529.593750,215204.906250,,0.000000,,,0.000000,-2.030000,,-1.815262,-2.030000,,"",,,"C4 PROFILE","D1 PROFILE",
"80018200000015","Nodes","15",21.000000,38.920792,"Default Known Flow Node","Known Flow",431585.093750,215273.093750,,0.000000,,0.000000,,,,0.000000,0.000000,,"",,"C2 PROFILE",,,
"80018200000016","Nodes","16",21.000000,38.920936,"DDS demands","Known Flow",431596.312500,215275.296875,,0.000000,,,,-14.990000,,-13.404326,-14.990000,,"",,,,"D1 PROFILE",
"80018200000017","Nodes","17",21.000000,38.676509,"DDS demands","Known Flow",431594.000000,215298.593750,,0.000000,,,,-0.620000,,-0.554415,-0.620000,,"",,,,"D1 PROFILE",
"80018200000019","Nodes","19",21.000000,38.462572,"DDS demands","Known Flow",431547.593750,215309.500000,,0.000000,,,,-4.380000,,-3.916674,-4.380000,,"",,,,"D1 PROFILE",
"80018200000039","Nodes","39",21.000000,36.602191,"DDS demands","Known Flow",431853.593750,215125.796875,,0.000000,,,,-15.079999,,-13.484805,-15.079999,,"",,,,"D1 PROFILE",
"80018200000040","Nodes","40",21.000000,36.486752,"DDS demands","Known Flow",431851.812500,215093.406250,,0.000000,,,,-4.940000,,-4.417436,-4.940000,,"",,,,"D1 PROFILE",
"80018200000044","Nodes","44",21.000000,34.628286,"Default Known Flow Node","Known Flow",432368.593750,215477.296875,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80018200000045","Nodes","45",21.000000,34.253010,"DDS demands","Known Flow",432370.812500,215430.406250,,0.000000,,,,-4.429999,,-3.961385,-4.429999,,"",,,,"D1 PROFILE",
"80018200000047","Nodes","47",21.000000,34.211701,"DDS demands","Known Flow",432359.406250,215426.406250,,0.000000,,,,-5.099999,,-4.560511,-5.099999,,"",,,,"D1 PROFILE",
"80018200000046","Nodes","46",21.000000,34.137674,"DDS demands","Known Flow",432418.906250,215431.796875,,0.000000,,,,-2.769999,,-2.476983,-2.769999,,"",,,,"D1 PROFILE",
"80018200000026","Nodes","26",21.000000,48.096947,"DDS demands","Known Flow",432494.312500,215447.296875,,0.000000,,,,-4.610000,,-4.122344,-4.610000,,"",,,,"D1 PROFILE",
"80018200000028","Nodes","28",21.000000,48.050497,"DDS demands","Known Flow",432455.312500,215438.796875,,0.000000,,,,-1.080000,,-0.965755,-1.080000,,"",,,,"D1 PROFILE",
