"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"80060200000150","Nodes","150",21.000000,22.323119,"DDS demands","Known Flow",464235.017479,196788.484758,,0.000000,,,,,-4.940000,,,,-4.417436,-4.940000,,"",,,,,"D1 PROFILE",,,
"80060200008009","Nodes","Logger 5470, Chiltern Close",21.000000,21.989194,"Val Log Post","Known Flow",464262.545454,196763.460730,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000151","Nodes","151",21.000000,21.927752,"DDS demands","Known Flow",464275.642490,196776.705755,,0.000000,,,,,-10.419999,,,,-9.317750,-10.419999,,"",,,,,"D1 PROFILE",,,
"80060200000135","Nodes","135",21.000000,32.040811,"DDS demands","Known Flow",464049.142428,196729.455742,,0.000000,,,,,-2.180000,,,,-1.949395,-2.180000,,"",,,,,"D1 PROFILE",,,
"80060200008005","Nodes",,21.000000,31.751859,"Default Known Flow Node","Known Flow",464076.532071,196708.302683,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000133","Nodes","133",21.000000,31.616974,"Default Known Flow Node","Known Flow",464089.267439,196697.830733,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000072","Nodes","72",21.000000,35.806935,"DDS demands","Known Flow",463375.892245,197153.955857,,0.000000,,,,,-3.549999,,,,-3.174473,-3.549999,,"",,,,,"D1 PROFILE",,,
"80060200008003","Nodes","Logger 5464, High Street",21.000000,36.134848,"Val Log Post","Known Flow",463393.106073,197141.477051,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000071","Nodes","71",21.000000,36.580410,"DDS demands","Known Flow",463417.267256,197120.705848,,0.000000,,,,,-6.280000,,,,-5.615688,-6.280000,,"",,,,,"D1 PROFILE",,,
"80060200000087","Nodes","87",21.000000,29.642734,"DDS demands","Known Flow",463168.101312,197078.441679,,0.000000,,,,,-1.929999,,,,-1.725840,-1.929999,,"",,,,,"D1 PROFILE",,,
"80060200000088","Nodes","88",21.000000,29.853641,"DDS demands","Known Flow",463202.767198,197091.205840,,0.000000,,,,,-3.670000,,,,-3.281779,-3.670000,,"",,,,,"D1 PROFILE",,,
"80060200000030","Nodes","30",21.000000,39.252999,"DDS demands","Known Flow",463996.142414,196961.205805,,0.000000,,,,,-7.050000,,,,-6.304236,-7.050000,,"",,,,,"D1 PROFILE",,,
"80060200000032","Nodes","32",21.000000,39.056314,"DDS demands","Known Flow",463943.997483,197014.642655,,0.000000,,,,,-6.489999,,,,-5.803474,-6.489999,,"",,,,,"D1 PROFILE",,,
"80060200000154","Nodes","154",21.000000,39.056314,"Default Known Flow Node","Known Flow",463927.267395,197008.080818,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000984","Nodes","-219539",21.000000,28.935494,"Default Known Flow Node","Known Flow",463117.445903,196993.201975,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000098","Nodes","98",21.000000,28.922158,"DDS demands","Known Flow",463117.517174,196991.455813,,0.000000,,,,,-18.329999,,,,-16.391014,-18.329999,,"",,,,,"D1 PROFILE",,,
"80060200000922","Nodes","-167856",21.000000,34.954379,"Default Known Flow Node","Known Flow",463498.268934,196944.454013,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000998","Nodes","-70833",21.000000,35.115475,"Default Known Flow Node","Known Flow",463528.017286,196912.330792,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000928","Nodes","-167876",21.000000,38.966026,"Default Known Flow Node","Known Flow",463621.392312,196978.830810,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000939","Nodes","-168641",21.000000,38.977882,"Default Known Flow Node","Known Flow",463624.803449,196975.240139,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000111","Nodes","111",21.000000,39.028217,"DDS demands","Known Flow",463626.142313,196973.830808,,0.000000,,,,,-8.649999,,,,-7.734984,-8.649999,,"",,,,,"D1 PROFILE",,,
"80060200000929","Nodes","-167881",21.000000,39.989295,"DDS demands","Known Flow",463674.177764,196920.859002,,0.000000,,,,-6.229999,,,,,-5.570977,-6.229999,,"",,,,"C4 PROFILE",,,,
"80060200000114","Nodes","114",21.000000,40.065577,"DDS demands","Known Flow",463675.290800,196919.601572,,0.000000,,,,,-2.499999,,,,-2.235544,-2.499999,,"",,,,,"D1 PROFILE",,,
"80060200000930","Nodes","-167886",21.000000,27.389338,"Default Known Flow Node","Known Flow",463737.180825,196646.291987,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000121","Nodes","121",21.000000,27.215106,"DDS demands","Known Flow",463709.767336,196620.455712,,0.000000,,,,,-7.809999,,,,-6.983841,-7.809999,,"",,,,,"D1 PROFILE",,,
"80060200000024","Nodes","24",21.000000,48.039635,"DDS demands","Known Flow",463805.392362,196996.330814,,0.000000,,,,,-7.840000,,,,-7.010668,-7.840000,,"",,,,,"D1 PROFILE",,,
"80060200000025","Nodes","25",21.000000,44.735282,"DDS demands","Known Flow",463865.400187,196968.353713,,0.000000,,,,,-15.229999,,,,-13.618938,-15.229999,,"",,,,,"D1 PROFILE",,,
"80060200000933","Nodes","-167898",21.000000,42.496469,"Default Known Flow Node","Known Flow",463821.017366,196925.955795,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000147","Nodes","147",21.000000,41.804528,"DDS demands","Known Flow",463780.767355,196860.705778,,0.000000,-4.449999,,,,-8.300000,,,,-11.401277,-12.749999,,"","C1 PROFILE",,,,"D1 PROFILE",,,
"80060200000934","Nodes","-167900",21.000000,27.315298,"Default Known Flow Node","Known Flow",463845.145321,196601.936361,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000124","Nodes","124",21.000000,27.841961,"DDS demands","Known Flow",463919.272020,196602.667551,,0.000000,,,,,-12.749999,,,,-11.401277,-12.749999,,"",,,,,"D1 PROFILE",,,
"80060200000935","Nodes","-167904",21.000000,38.566721,"Default Known Flow Node","Known Flow",463877.870293,196884.349127,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000145","Nodes","145",21.000000,38.074248,"DDS demands","Known Flow",463834.642370,196843.330773,,0.000000,,,,,-11.119999,,,,-9.943702,-11.119999,,"",,,,,"D1 PROFILE",,,
"80060200000936","Nodes","-167907",21.000000,36.584495,"Default Known Flow Node","Known Flow",463912.955992,196853.160102,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000143","Nodes","143",21.000000,36.278729,"DDS demands","Known Flow",463901.267388,196806.205763,,0.000000,,,,,-8.939999,,,,-7.994307,-8.939999,,"",,,,,"D1 PROFILE",,,
"80060200000044","Nodes","44",21.000000,46.588130,"DDS demands","Known Flow",463781.517355,196959.205804,,0.000000,,,,,-0.509999,,,,-0.456051,-0.509999,,"",,,,,"D1 PROFILE",,,
"80060200000146","Nodes","146",21.000000,42.550518,"DDS demands","Known Flow",463823.892367,196932.205797,,0.000000,,,,,-18.059999,,,,-16.149575,-18.059999,,"",,,,,"D1 PROFILE",,,
"80060200001002","Nodes","-70837",21.000000,39.539952,"Default Known Flow Node","Known Flow",463653.767320,196898.330788,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000115","Nodes","115",21.000000,39.539952,"DDS demands","Known Flow",463658.892322,196894.705787,,0.000000,,,,,-19.200001,,,,-17.168985,-19.200001,,"",,,,,"D1 PROFILE",,,
"80060200000112","Nodes","112",21.000000,35.300998,"DDS demands","Known Flow",463553.142293,196875.080781,,0.000000,,,,,-13.239999,,,,-11.839444,-13.239999,,"",,,,,"D1 PROFILE",,,
"80060200000116","Nodes","116",21.000000,40.697748,"Default Known Flow Node","Known Flow",463687.397728,196903.086377,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000117","Nodes","117",21.000000,40.695093,"DDS demands","Known Flow",463708.892335,196930.455796,,0.000000,,,,,-1.049999,,,,-0.938928,-1.049999,,"",,,,,"D1 PROFILE",,,
"80060200000118","Nodes","118",21.000000,42.376427,"DDS demands","Known Flow",463725.392340,196869.330780,,0.000000,,,,,-10.110000,,,,-9.040542,-10.110000,,"",,,,,"D1 PROFILE",,,
"80060200000119","Nodes","119",21.000000,35.060702,"DDS demands","Known Flow",463808.517363,196794.080759,,0.000000,,,,,-17.780000,,,,-15.899194,-17.780000,,"",,,,,"D1 PROFILE",,,
"80060200000932","Nodes","-167890",21.000000,46.579931,"Default Known Flow Node","Known Flow",463780.892355,196958.205804,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000931","Nodes",,21.000000,30.678786,"DDS demands","Known Flow",463775.017353,196756.830749,,0.000000,,,,,-11.890000,,,,-10.632251,-11.890000,,"",,,,,"D1 PROFILE",,,
"80060200000120","Nodes","120",21.000000,27.475917,"DDS demands","Known Flow",463755.392348,196663.455724,,0.000000,,,,,-14.409999,,,,-12.885679,-14.409999,,"",,,,,"D1 PROFILE",,,
"80060200000164","Nodes","164",21.000000,27.271148,"DDS demands","Known Flow",463804.142361,196608.455709,,0.000000,,,,,-2.669999,,,,-2.387561,-2.669999,,"",,,,,"D1 PROFILE",,,
"80060200000165","Nodes","165",21.000000,27.244880,"DDS demands","Known Flow",463813.642364,196624.455713,,0.000000,,,,,-4.579999,,,,-4.095518,-4.579999,,"",,,,,"D1 PROFILE",,,
"80060200000122","Nodes","122",21.000000,27.271753,"DDS demands","Known Flow",463839.017371,196601.830707,,0.000000,,,,,-6.780000,,,,-6.062797,-6.780000,,"",,,,,"D1 PROFILE",,,
"80060200000126","Nodes","126",21.000000,30.775105,"DDS demands","Known Flow",463974.779498,196636.594539,,0.000000,,,,,-4.150000,,,,-3.711004,-4.150000,,"",,,,,"D1 PROFILE",,,
"80060200000988","Nodes",,21.000000,30.843585,"Default Known Flow Node","Known Flow",463775.142353,196759.580750,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000029","Nodes","29",21.000000,41.354009,"DDS demands","Known Flow",463939.892398,196923.080794,,0.000000,,,,,-11.929999,,,,-10.668019,-11.929999,,"",,,,,"D1 PROFILE",,,
"80060200000026","Nodes","26",21.000000,44.777911,"Default Known Flow Node","Known Flow",463864.430130,196996.581633,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000937","Nodes","-167911",21.000000,30.527937,"Default Known Flow Node","Known Flow",463972.065445,196630.993549,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000125","Nodes","125",21.000000,27.566556,"DDS demands","Known Flow",463888.017384,196540.205690,,0.000000,,,,,-7.659999,,,,-6.849708,-7.659999,,"",,,,,"D1 PROFILE",,,
"80060200000938","Nodes","-168640",21.000000,38.912877,"Default Known Flow Node","Known Flow",463619.269311,196980.579163,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000123","Nodes","123",21.000000,27.188361,"DDS demands","Known Flow",463815.892365,196563.455697,,0.000000,,,,,-4.670000,,,,-4.175997,-4.670000,,"",,,,,"D1 PROFILE",,,
"80060200000023","Nodes","23",21.000000,46.901059,"DDS demands","Known Flow",463790.767358,196976.080809,,0.000000,,,,,-5.110000,,,,-4.569453,-5.110000,,"",,,,,"D1 PROFILE",,,
"80060200000987","Nodes",,21.000000,30.721986,"DDS demands","Known Flow",463761.517350,196776.955755,,0.000000,-9.809999,,,,,,,,-8.772278,-9.809999,,"","C1 PROFILE",,,,,,,
"80060200000999","Nodes","-70834",21.000000,35.272186,"Default Known Flow Node","Known Flow",463547.394717,196875.579475,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200001003","Nodes","-70839",21.000000,39.539952,"Default Known Flow Node","Known Flow",463665.017323,196891.080786,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000113","Nodes","113",21.000000,35.220475,"DDS demands","Known Flow",463611.642309,196850.830775,,0.000000,,,,,-4.320000,,,,-3.863021,-4.320000,,"",,,,,"D1 PROFILE",,,
"80060200000144","Nodes","144",21.000000,38.609009,"DDS demands","Known Flow",463882.017383,196889.705785,,0.000000,,,,,-8.260000,,,,-7.386240,-8.260000,,"",,,,,"D1 PROFILE",,,
"80060200000142","Nodes","142",21.000000,36.622225,"DDS demands","Known Flow",463918.142392,196860.205777,,0.000000,,,,,-14.529999,,,,-12.992986,-14.529999,,"",,,,,"D1 PROFILE",,,
"80060200000031","Nodes","31",21.000000,38.965307,"DDS demands","Known Flow",464015.892419,196949.830802,,0.000000,,,,,-14.779999,,,,-13.216540,-14.779999,,"",,,,,"D1 PROFILE",,,
"80060200000127","Nodes","127",21.000000,30.444180,"DDS demands","Known Flow",464024.517421,196595.984705,,0.000000,,,,,-7.880000,,,,-7.046437,-7.880000,,"",,,,,"D1 PROFILE",,,
"80060200000141","Nodes","141",21.000000,33.259524,"DDS demands","Known Flow",464009.767417,196777.830755,,0.000000,,,,,-15.729999,,,,-14.066047,-15.729999,,"",,,,,"D1 PROFILE",,,
"80060200000910","Nodes","-165283",21.000000,32.034057,"Default Known Flow Node","Known Flow",464008.394491,196713.329278,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80060200000139","Nodes","139",21.000000,32.019605,"DDS demands","Known Flow",464009.892417,196647.455719,,0.000000,,,,,-1.729999,,,,-1.546996,-1.729999,,"",,,,,"D1 PROFILE",,,
"80060200000912","Nodes","-165287",21.000000,39.435642,"Default Known Flow Node","Known Flow",464033.145141,196891.700468,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
