"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"80007300001975","Nodes","1975,",21.000000,30.016874,"DDS demands","Known Flow",456512.765377,207525.208679,,0.000000,,,,,,-26.500000,,,,,,,,-23.696774,-26.500000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300004086","Nodes","4086,",21.000000,30.927680,"DDS demands","Known Flow",452879.889389,205215.333051,,0.000000,-1.580000,,,,,-13.120000,,,,,,,,-13.145003,-14.700000,,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,,,
"80007300000405","Nodes","405,",21.000000,31.409464,"DDS demands","Known Flow",452941.014405,205145.583032,,0.000000,,,,,,-15.299999,,,,,,,,-13.681533,-15.299999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300906919","Nodes","906919,",21.000000,35.477838,"Default Known Flow Node","Known Flow",455491.894306,207988.207593,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002599","Nodes","2599,",21.000000,35.465604,"Default Known Flow Node","Known Flow",455444.256295,207999.536086,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002454","Nodes","2454,",21.000000,35.408534,"DDS demands","Known Flow",455390.010502,208007.676464,,0.000000,,,,,,-9.370000,,,,,,,,-8.378822,-9.370000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300002595","Nodes","2595,",21.000000,33.301688,"Default Known Flow Node","Known Flow",454413.764806,204620.082889,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002594","Nodes","2594,",21.000000,33.432121,"Default Known Flow Node","Known Flow",454443.014814,204631.957892,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300004213","Nodes","4213,",21.000000,33.275161,"DDS demands","Known Flow",454401.264803,204625.207890,,0.000000,,,,,,-21.379999,,,,,,,,-19.118378,-21.379999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300001531","Nodes","1531,",21.000000,33.304682,"DDS demands","Known Flow",454415.178553,204619.513170,,0.000000,,-26.650000,,,,-6.510000,,,,,,,,-29.652265,-33.160000,,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,,,,
"80007300002583","Nodes","2583,",21.000000,45.307601,"Default Known Flow Node","Known Flow",455699.265156,203063.082465,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002584","Nodes","2584,",21.000000,45.307601,"Default Known Flow Node","Known Flow",455708.390158,203069.582467,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002586","Nodes","2586,",21.000000,45.307601,"Default Known Flow Node","Known Flow",455692.754312,203074.597549,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300001189","Nodes","1189,",21.000000,44.962431,"DDS demands","Known Flow",455669.923184,203058.183013,,0.000000,,,,,,-5.719999,,,,,,,,-5.114926,-5.719999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300002109","Nodes","2109,",21.000000,45.349329,"DDS demands","Known Flow",455695.515155,203076.582469,,0.000000,,,,,,-5.530000,,,,,,,,-4.945025,-5.530000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300002581","Nodes","2581,",21.000000,45.538790,"Default Known Flow Node","Known Flow",455773.640176,203052.457462,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002580","Nodes","P08118342, Salesian Garden, 11.54",22.999998,29.526338,"CSEP DDS Matched","Known Flow",454563.887075,204696.100470,,0.000000,,,,,,,-11.539999,,,,,,,-10.319274,-11.539999,,,"",,,,,,,"DC PROFILE",,,,,,,
"80007300001198","Nodes","1198,",21.000000,44.855582,"DDS demands","Known Flow",455801.140184,202975.582441,,0.000000,,,,,,-40.440000,,,,,,,,-36.162170,-40.440000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300002542","Nodes","P10123396, R/O 238 (Flats 1-4) London Road, -4.80 SCMHS",22.999998,47.647929,"CSEP DDS Matched","Known Flow",455091.695272,207331.750070,,0.000000,,,,,,,-4.800000,,,,,,,-4.292246,-4.800000,,,"",,,,,,,"DC PROFILE",,,,,,,
"80007300001571","Nodes","1571,",21.000000,30.320031,"Default Known Flow Node","Known Flow",455435.015084,206213.458322,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002327","Nodes","2327,",21.000000,30.304408,"Default Known Flow Node","Known Flow",455439.873714,206210.184028,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300004858","Nodes","4858,",21.000000,30.269456,"Default Known Flow Node","Known Flow",455452.265089,206201.833319,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300004274","Nodes","4274,",21.000000,31.139519,"DDS demands","Known Flow",456074.640258,207700.208727,,0.000000,,,,,,-12.060000,,,,,,,,-10.784268,-12.060000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300002266","Nodes","2266,",21.000000,30.926673,"Default Known Flow Node","Known Flow",456115.915668,207723.312144,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300004941","Nodes","4941,",21.000000,30.821516,"DDS demands","Known Flow",456132.765274,207741.458738,,0.000000,,,,,,-8.800000,,,,,,,,-7.869117,-8.800000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300908406","Nodes","908406,",21.000000,37.040138,"Default Known Flow Node","Known Flow",453830.764647,207010.583539,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300001487","Nodes","1487,",21.000000,37.343845,"Default Known Flow Node","Known Flow",453863.010553,206960.205601,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002077","Nodes","2077,",21.000000,37.541521,"DDS demands","Known Flow",453883.330369,206933.661500,,0.000000,,-174.880000,,,,,,,,,,,,-156.380820,-174.880000,,,"",,"C2 PROFILE",,,,,,,,,,,,
"80007300002933","Nodes","2933,",21.000000,27.379249,"DDS demands","Known Flow",455321.515053,205488.333125,,0.000000,,,,,,-1.669999,,,,,,,,-1.493343,-1.669999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300002931","Nodes","2931,",21.000000,27.384528,"DDS demands","Known Flow",455317.765052,205477.208122,,0.000000,,,,,,-5.859999,,,,,,,,-5.240117,-5.859999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300005238","Nodes","5238,",21.000000,47.285524,"DDS demands","Known Flow",454674.475049,204170.770626,,0.000000,,,,-2.170000,,-0.899999,,,,,,,,-2.745248,-3.069999,,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,,,
"80007300000948","Nodes","948,",21.000000,47.333943,"DDS demands","Known Flow",454695.389015,204164.211342,,0.000000,-24.819999,,,,,-6.959999,,,,,,,,-28.418244,-31.780000,,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,,,
"80007300000945","Nodes","945,",21.000000,47.196642,"Default Known Flow Node","Known Flow",454695.389883,204169.832766,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300909001","Nodes","909001,",21.000000,47.399631,"Default Known Flow Node","Known Flow",454798.225757,204093.533635,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002041","Nodes","2041,",21.000000,52.661105,"DDS demands","Known Flow",460340.141419,205341.583085,,0.000000,,,,,,-3.229999,,,,,,,,-2.888323,-3.229999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300001028","Nodes","P07111729, Roman Road, 10.98",22.999998,52.401465,"CSEP DDS Matched","Known Flow",460377.035878,205321.339753,,0.000000,,,,,,,-10.979999,,,,,,,-9.818512,-10.979999,,,"",,,,,,,"DC PROFILE",,,,,,,
"80007300002043","Nodes","2043,",21.000000,52.296934,"DDS demands","Known Flow",460403.766436,205305.833076,,0.000000,,,,,,-3.619999,,,,,,,,-3.237068,-3.619999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300906899","Nodes","906899,",21.000000,35.987075,"Default Known Flow Node","Known Flow",453999.270299,202185.334109,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300000888","Nodes","888,",21.000000,36.067438,"Default Known Flow Node","Known Flow",454050.239779,202202.583565,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300906928","Nodes","906928,",21.000000,36.162752,"Default Known Flow Node","Known Flow",454048.764707,202260.832247,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300907697","Nodes","907697,",21.000000,30.094459,"DDS demands","Known Flow",454469.514821,204871.582957,,0.000000,,,,,,-5.680000,,,,,,,,-5.079157,-5.680000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300002675","Nodes","2675,",21.000000,28.009035,"Default Known Flow Node","Known Flow",454419.893452,204877.999320,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300002686","Nodes","2686,",21.000000,27.380451,"Default Known Flow Node","Known Flow",454397.514802,204882.582960,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300000787","Nodes","787,",21.000000,41.426807,"DDS demands","Known Flow",452833.264376,207276.208612,,0.000000,,,,,,-17.620001,,,,,,,,-15.756120,-17.620001,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300008016","Nodes","Logger 5280, Marston Road",21.000000,41.238452,"Val Log Post","Known Flow",452836.996768,207198.580552,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300000780","Nodes","780,",21.000000,40.979526,"DDS demands","Known Flow",452836.264377,207091.833561,,0.000000,,,-2.039999,,,-18.120000,,,,,,,,-18.027433,-20.160001,,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,,,,,
"80007300000916","Nodes","916,",21.000000,35.867691,"DDS demands","Known Flow",455343.015059,204142.082759,,0.000000,,,,,,-20.330000,,,,,,,,-18.179449,-20.330000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300008015","Nodes","Logger 5279, Eastern By-Pass",21.000000,35.789572,"Val Log Post","Known Flow",455345.398946,204146.395318,,0.000000,-19.549998,,,,,,,,,,,,,-17.481957,-19.549998,,,"","C1 PROFILE",,,,,,,,,,,,,
"80007300000915","Nodes","915,",21.000000,34.343954,"DDS demands","Known Flow",455386.640071,204235.207784,,0.000000,,,,,,-20.330000,,,,,,,,-18.179449,-20.330000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300001906","Nodes","1906,",21.000000,40.132424,"DDS demands","Known Flow",459058.622383,205765.393168,,0.000000,-18.230000,,,,,-17.830000,,,,,,,,-32.245497,-36.060001,,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,,,
"80007300008013","Nodes","Logger 5277, Littleworth Road",21.000000,40.006341,"Val Log Post","Known Flow",459103.742144,205754.231006,,0.000000,-14.770000,,,,,-4.210000,,,,,,,,-16.972255,-18.980000,,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,,,
"80007300002010","Nodes","2010,",21.000000,39.639724,"DDS demands","Known Flow",459292.641134,205860.083226,,0.000000,-45.060003,,,,,-20.379998,,,,,,,,-58.517622,-65.440001,,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,,,
"80007300001982","Nodes","1982,",21.000000,33.239648,"DDS demands","Known Flow",455874.640204,207277.958612,,0.000000,,,,,,-29.150000,,,,,,,,-26.066452,-29.150000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300008008","Nodes","Logger 5259, Collingwood Road",21.000000,33.646997,"Val Log Post","Known Flow",455876.235124,207312.085231,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300001968","Nodes","1968,",21.000000,34.219020,"DDS demands","Known Flow",455881.640206,207361.208635,,0.000000,,,,,,-13.890000,,,,,,,,-12.420687,-13.890000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300004199","Nodes","4199,",21.000000,30.731615,"DDS demands","Known Flow",455874.015203,206799.958482,,0.000000,,,,,,-1.599999,,,,,,,,-1.430748,-1.599999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300008003","Nodes","8003,",21.000000,30.669207,"Default Known Flow Node","Known Flow",455869.245605,206766.084880,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300000239","Nodes","239,",21.000000,28.248092,"DDS demands","Known Flow",453278.727717,202216.304218,,0.000000,,,,,,-5.449999,,,,,,,,-4.873487,-5.449999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300008212","Nodes","8212,",21.000000,28.241895,"Default Known Flow Node","Known Flow",453245.639488,202229.582238,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300004208","Nodes","4208,",21.000000,28.579329,"Default Known Flow Node","Known Flow",455439.786876,205150.854658,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300008201","Nodes","8201,",21.000000,28.602160,"Default Known Flow Node","Known Flow",455455.765090,205134.708029,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300004660","Nodes","4660,",21.000000,28.675927,"Default Known Flow Node","Known Flow",455491.265099,205097.208019,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300008147","Nodes","8147,",21.000000,40.117625,"Default Known Flow Node","Known Flow",453313.692413,207744.006773,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300000806","Nodes","806,",21.000000,40.363687,"DDS demands","Known Flow",453293.139501,207763.708744,,0.000000,,,,,,-13.510000,,,,,,,,-12.080884,-13.510000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300004849","Nodes","4849,",21.000000,37.797919,"Default Known Flow Node","Known Flow",455749.390170,202315.707262,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300004847","Nodes","4847,",21.000000,37.797919,"DDS demands","Known Flow",455753.501261,202316.752455,,0.000000,,,,,,-18.019999,,,,,,,,-16.113806,-18.019999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300908264","Nodes","908264,",21.000000,37.901402,"Default Known Flow Node","Known Flow",455801.015184,202328.832265,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300004597","Nodes","4597,",21.000000,64.723516,"DDS demands","Known Flow",463044.769427,202799.207352,,0.000000,,,,,,-32.689998,,,,,,,,-29.231982,-32.689998,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300005207","Nodes","5207,",21.000000,64.280757,"Default Known Flow Node","Known Flow",463058.714661,202799.627186,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300004598","Nodes","4598,",21.000000,61.856095,"DDS demands","Known Flow",463142.768831,202814.681641,,0.000000,,,,,,-19.960000,,,,,,,,-17.848589,-19.960000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300001308","Nodes","1308,",21.000000,35.653528,"DDS demands","Known Flow",454206.114950,206837.444234,,0.000000,,,,,,-21.040001,,,,,,,,-18.814344,-21.040001,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300004969","Nodes","4969,",21.000000,34.407186,"Default Known Flow Node","Known Flow",454266.205473,206723.787056,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"80007300001311","Nodes","1311,",21.000000,33.767747,"DDS demands","Known Flow",454297.764775,206663.208445,,0.000000,,,,,,-22.680001,,,,,,,,-20.280864,-22.680001,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300004833","Nodes","4833,",21.000000,38.487821,"DDS demands","Known Flow",455942.121159,202364.150758,,0.000000,,,,,,-3.670000,,,,,,,,-3.281779,-3.670000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"80007300004834","Nodes","4834,",21.000000,38.369292,"DDS demands","Known Flow",455919.711799,202358.364921,,0.000000,,,,,,-6.159999,,,,,,,,-5.508382,-6.159999,,,"",,,,,,"D1 PROFILE",,,,,,,,
