"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80520000000132","Nodes","132","21.000000","37.586496","DDS demands","Known Flow","473413.245801","208318.910254","","0.000000","","","","-8.539999","","","","","","-7.636620","-8.539999","","","","","","D1 PROFILE","","","","",""
"80520000000131","Nodes","131","21.000000","37.893931","Default Known Flow Node","Known Flow","473455.190166","208336.940956","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80520000000292","Nodes","292","21.000000","21.201882","DDS demands","Known Flow","473992.234134","208479.616939","","0.000000","","","","-3.940000","","","","","","-3.523218","-3.940000","","","","","","D1 PROFILE","","","","",""
"80520000002991","Nodes","2991, P13131419, WYRE CLOSE (ISEP1), SCH 5.54","22.999998","20.604801","CSEP Unmatched","Known Flow","474034.667262","208337.644570","","0.000000","","","","","","","","-2.949999","","-2.637942","-2.949999","","","","","","","","","","PL-DC PROFILE",""
"80520000000220","Nodes","220","21.000000","21.267652","DDS demands","Known Flow","474046.180148","208430.557926","","0.000000","-3.370000","","","-12.709999","","","","","","-14.379023","-16.079999","","","C1 PROFILE","","","D1 PROFILE","","","","",""
"80520000000062","Nodes","62","21.000000","35.841299","DDS demands","Known Flow","474273.637210","208871.292046","","0.000000","","-28.170001","","-15.720000","","","","","","-39.247226","-43.890001","","","","C2 PROFILE","","D1 PROFILE","","","","",""
"80520000008002","Nodes","Logger 0035, Banks Road","21.000000","35.875031","Val Log Post","Known Flow","474265.422520","208866.377614","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80520000000022","Nodes","22","21.000000","35.906494","DDS demands","Known Flow","474257.759206","208861.793043","","0.000000","","-6.000000","-1.770000","-3.729999","","","","","","-10.283505","-11.499999","","","","C2 PROFILE","C4 PROFILE","D1 PROFILE","","","","",""
"80520000000189","Nodes","P00077778, 45 Townside, 11.53","22.999998","33.303877","CSEP DDS Matched","Known Flow","473841.601421","208288.900337","","0.000000","","","","-25.729999","-37.259997","","","","","-56.326782","-62.989996","","","","","","D1 PROFILE","DC PROFILE","","","",""
"80520000008001","Nodes","Logger 0040, Townside","21.000000","33.347853","Val Log Post","Known Flow","473846.171933","208426.116433","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80520000000095","Nodes","95","21.000000","33.347960","DDS demands","Known Flow","473846.289094","208460.339934","","0.000000","","","","-18.510000","","","","","","-16.551973","-18.510000","","","","","","D1 PROFILE","","","","",""
"80520000000082","Nodes","82","21.000000","34.562340","DDS demands","Known Flow","474382.716333","209073.713266","","0.000000","","","","-2.660000","","","","","","-2.378619","-2.660000","","","","","","D1 PROFILE","","","","",""
"80520000008000","Nodes","8000","21.000000","34.704034","Default Known Flow Node","Known Flow","474424.686866","209084.643047","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80520000000081","Nodes","81","21.000000","34.721401","DDS demands","Known Flow","474432.853591","209083.299668","","0.000000","","","","-1.339999","","","","","","-1.198251","-1.339999","","","","","","D1 PROFILE","","","","",""
"80520000000276","Nodes","276","21.000000","31.828131","DDS demands","Known Flow","473993.729903","208645.599477","","0.000000","","","","-15.129999","","","","","","-13.529516","-15.129999","","","","","","D1 PROFILE","","","","",""
"80520000000277","Nodes","277","21.000000","31.820711","DDS demands","Known Flow","474006.143137","208637.141982","","0.000000","","","","-2.660000","","","","","","-2.378619","-2.660000","","","","","","D1 PROFILE","","","","",""
"80520000000275","Nodes","275","21.000000","31.711412","DDS demands","Known Flow","473988.359902","208636.806944","","0.000000","","","","-9.819999","","","","","","-8.781219","-9.819999","","","","","","D1 PROFILE","","","","",""
"80520000000149","Nodes","149","21.000000","39.202985","DDS demands","Known Flow","474016.235004","208810.116079","","0.000000","","","","-15.569999","","","","","","-13.922972","-15.569999","","","","","","D1 PROFILE","","","","",""
"80520000000096","Nodes","96","21.000000","32.479399","DDS demands","Known Flow","473892.293106","208452.091932","","0.000000","","","-7.620000","-19.870001","","","","","","-24.582051","-27.490000","","","","","C4 PROFILE","D1 PROFILE","","","","",""
"80520000000227","Nodes","227","21.000000","31.676300","DDS demands","Known Flow","473980.051588","208622.506775","","0.000000","","","","-14.560000","","","","","","-13.019812","-14.560000","","","","","","D1 PROFILE","","","","",""
"80520000000057","Nodes","57","21.000000","38.729367","DDS demands","Known Flow","474118.413168","208925.111060","","0.000000","","","","-6.869999","","","","","","-6.143277","-6.869999","","","","","","D1 PROFILE","","","","",""
"80520000000059","Nodes","59","21.000000","37.977993","DDS demands","Known Flow","474132.764428","208984.878004","","0.000000","","","","-9.729999","","","","","","-8.700739","-9.729999","","","","","","D1 PROFILE","","","","",""
