"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"80223100001013","Nodes","","21.000000","39.886321","DDS demands","Known Flow","445344.625000","196808.125000","","0.000000","","","","","-3.339999","","","","-2.986687","-3.339999","","","","","","","D1 PROFILE","","",""
"80223100000088","Nodes","","21.000000","40.154007","DDS demands","Known Flow","445450.593750","196833.000000","","0.000000","","","","","-12.220000","","","","-10.927343","-12.220000","","","","","","","D1 PROFILE","","",""
"80223100000068","Nodes","","21.000000","40.421789","DDS demands","Known Flow","445740.500000","196994.296875","","0.000000","","","","","-8.810000","","","","-7.878060","-8.810000","","","","","","","D1 PROFILE","","",""
"80223100000066","Nodes","","21.000000","40.102300","DDS demands","Known Flow","445766.406250","197028.296875","","0.000000","","","","","-4.190000","","","","-3.746773","-4.190000","","","","","","","D1 PROFILE","","",""
"80223100000061","Nodes","","21.000000","38.267313","DDS demands","Known Flow","445608.093750","196978.000000","","0.000000","","","","","-5.929999","","","","-5.302711","-5.929999","","","","","","","D1 PROFILE","","",""
"80223100000063","Nodes","","21.000000","37.408317","DDS demands","Known Flow","445569.406250","197067.593750","","0.000000","","","","","-18.759999","","","","-16.775527","-18.759999","","","","","","","D1 PROFILE","","",""
"80223100000062","Nodes","","21.000000","38.263256","DDS demands","Known Flow","445603.500000","197022.000000","","0.000000","","","","","-1.080000","","","","-0.965755","-1.080000","","","","","","","D1 PROFILE","","",""
"80223100000045","Nodes","","21.000000","41.224245","DDS demands","Known Flow","445892.000000","197051.000000","","0.000000","","","","","-6.730000","","","","-6.018086","-6.730000","","","","","","","D1 PROFILE","","",""
"80223100001035","Nodes","","21.000000","41.420038","Default Known Flow Node","Known Flow","445873.625000","196983.375000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001007","Nodes","","21.000000","24.208022","Default Known Flow Node","Known Flow","445377.375000","197059.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000027","Nodes","","21.000000","21.144272","DDS demands","Known Flow","445295.812500","197008.593750","","0.000000","","","","","-17.260000","","","","-15.434201","-17.260000","","","","","","","D1 PROFILE","","",""
"80223100000007","Nodes","","21.000000","38.827381","DDS demands","Known Flow","445448.593750","196875.406250","","0.000000","-1.779999","","","","-6.710000","","","","-7.591909","-8.489999","","","C1 PROFILE","","","","D1 PROFILE","","",""
"80223100000037","Nodes","","21.000000","47.891648","DDS demands","Known Flow","445488.000000","196642.296875","","0.000000","","","","-4.309999","-5.830000","","","","-9.067369","-10.140000","","","","","","C4 PROFILE","D1 PROFILE","","",""
"80223100000093","Nodes","","21.000000","49.130161","Default Known Flow Node","Known Flow","445494.812500","196623.593750","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000038","Nodes","","21.000000","48.968461","DDS demands","Known Flow","445496.312500","196621.296875","","0.000000","-1.299999","","","","","","","","-1.162483","-1.299999","","","C1 PROFILE","","","","","","",""
"80223100000081","Nodes","","21.000000","47.415445","DDS demands","Known Flow","445251.906250","196675.593750","","0.000000","","","","","-10.560000","","","","-9.442941","-10.560000","","","","","","","D1 PROFILE","","",""
"80223100000080","Nodes","","21.000000","47.557210","DDS demands","Known Flow","445261.812500","196644.593750","","0.000000","","","-3.130000","","","","","","-2.798902","-3.130000","","","","","C3 PROFILE","","","","",""
"80223100000079","Nodes","","21.000000","47.432220","DDS demands","Known Flow","445302.812500","196695.406250","","0.000000","","","","","-7.560000","","","","-6.760287","-7.560000","","","","","","","D1 PROFILE","","",""
"80223100000071","Nodes","","21.000000","47.664906","DDS demands","Known Flow","445264.500000","196637.593750","","0.000000","","","","","-3.859999","","","","-3.451680","-3.859999","","","","","","","D1 PROFILE","","",""
"80223100000073","Nodes","","21.000000","49.781787","DDS demands","Known Flow","445290.093750","196573.296875","","0.000000","","","","-3.640000","-14.389999","","","","-16.122748","-18.029999","","","","","","C4 PROFILE","D1 PROFILE","","",""
"80223100001011","Nodes","","21.000000","39.820666","Default Known Flow Node","Known Flow","445286.500000","196781.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000094","Nodes","","21.000000","39.809562","DDS demands","Known Flow","445236.500000","196764.296875","","0.000000","","","","","-1.739999","","","","-1.555939","-1.739999","","","","","","","D1 PROFILE","","",""
"80223100001012","Nodes","","21.000000","39.831601","Default Known Flow Node","Known Flow","445338.625000","196785.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000091","Nodes","","21.000000","39.648708","DDS demands","Known Flow","445360.406250","196682.000000","","0.000000","","","","","-9.590000","","","","-8.575549","-9.590000","","","","","","","D1 PROFILE","","",""
"80223100000089","Nodes","","21.000000","39.845303","DDS demands","Known Flow","445347.312500","196785.500000","","0.000000","","","","","-1.290000","","","","-1.153541","-1.290000","","","","","","","D1 PROFILE","","",""
"80223100000090","Nodes","P07114522, 90 PACKHORSE LANE, ABINGDON, -16.060","24.000000","49.123216","CSEP DDS Matched","Known Flow","445565.009722","196659.895556","","0.000000","","","","","","-16.059999","","","-14.361139","-16.059999","","","","","","","","DC PROFILE","",""
"80223100000092","Nodes","","21.000000","39.471313","DDS demands","Known Flow","445429.093750","196707.296875","","0.000000","","","","","-5.570000","","","","-4.980793","-5.570000","","","","","","","D1 PROFILE","","",""
"80223100000070","Nodes","","21.000000","49.911346","DDS demands","Known Flow","445285.093750","196592.296875","","0.000000","","","","","-1.230000","","","","-1.099888","-1.230000","","","","","","","D1 PROFILE","","",""
"80223100001015","Nodes","P14134901, PACKHORSE LANE CSEP, 23.08 SCMH","24.000000","49.105335","CSEP Unmatched","Known Flow","445717.318145","196598.838803","","0.000000","","","","","","","","-23.079999","-20.638548","-23.079999","","","","","","","","","","PL-DC PROFILE"
"80223100001014","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445274.250000","196857.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000072","Nodes","","21.000000","49.912575","DDS demands","Known Flow","445287.000000","196583.906250","","0.000000","","","","","-1.729999","","","","-1.546996","-1.729999","","","","","","","D1 PROFILE","","",""
"80223100000003","Nodes","3 CHURCH STREET DG, Site ID 5481","21.000000","49.999998","Default Known Pressure Node","Known Pressure","445281.406250","196586.000000","","999998.967025","","","","","","","","","342.766405","383.314225","","","","","","","","","",""
"80223100000074","Nodes","","21.000000","49.823865","DDS demands","Known Flow","445082.812500","196570.593750","","0.000000","","","","","-2.300000","","","","-2.056701","-2.300000","","","","","","","D1 PROFILE","","",""
"80223100001017","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445307.375000","196846.375000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001018","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445312.125000","196857.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001020","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445358.125000","196880.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001019","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445355.375000","196883.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001021","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445367.625000","196887.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001023","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445379.000000","196882.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001024","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445385.000000","196933.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001022","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445375.000000","196937.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001025","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445392.750000","196901.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001026","Nodes","","21.000000","32.018399","Default Known Flow Node","Known Flow","445409.625000","196901.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000018","Nodes","","21.000000","32.018399","DDS demands","Known Flow","445430.312500","196950.500000","","0.000000","","-70.730004","","","-4.760000","","","","-67.504514","-75.490006","","","","C2 PROFILE","","","D1 PROFILE","","",""
"80223100000059","Nodes","","21.000000","38.841756","DDS demands","Known Flow","445483.093750","196886.796875","","0.000000","","","","","-8.590000","","","","-7.681332","-8.590000","","","","","","","D1 PROFILE","","",""
"80223100000060","Nodes","","21.000000","38.629590","DDS demands","Known Flow","445495.593750","196847.296875","","0.000000","","","","","-9.809999","","","","-8.772278","-9.809999","","","","","","","D1 PROFILE","","",""
"80223100000039","Nodes","P00100194, 39 MILL ROAD, ABINGDON, 5.42","22.999998","47.946639","CSEP DDS Matched","Known Flow","445490.500000","196608.093750","","0.000000","","","","","-1.460000","-5.420000","","","-6.152219","-6.880000","","","","","","","D1 PROFILE","DC PROFILE","",""
"80223100000008","Nodes","","21.000000","39.073833","DDS demands","Known Flow","445622.812500","196932.906250","","0.000000","","-5.379999","","","-11.170000","","","","-14.799307","-16.549999","","","","C2 PROFILE","","","D1 PROFILE","","",""
"80223100000040","Nodes","","21.000000","42.209672","DDS demands","Known Flow","445502.906250","196514.296875","","0.000000","","","","","-1.789999","","","","-1.600649","-1.789999","","","","","","","D1 PROFILE","","",""
"80223100000076","Nodes","P11126367, Packhorse Lane, 16.06","24.000000","49.104694","CSEP DDS Matched","Known Flow","445808.833969","196610.878611","","0.000000","","","","","-7.239999","-16.059999","-6.000000","","-26.200584","-29.299999","","","","","","","D1 PROFILE","DC PROFILE","I2 PROFILE",""
"80223100000006","Nodes","","21.000000","48.951189","DDS demands","Known Flow","445533.500000","196624.406250","","0.000000","","","","","-20.399999","","","","-18.242045","-20.399999","","","","","","","D1 PROFILE","","",""
"80223100000082","Nodes","","21.000000","41.924939","DDS demands","Known Flow","445509.093750","196510.593750","","0.000000","","","","","-2.959999","","","","-2.646885","-2.959999","","","","","","","D1 PROFILE","","",""
"80223100000083","Nodes","","21.000000","41.771680","DDS demands","Known Flow","445579.906250","196499.906250","","0.000000","","","","","-4.819999","","","","-4.310130","-4.819999","","","","","","","D1 PROFILE","","",""
"80223100000013","Nodes","","21.000000","39.321235","DDS demands","Known Flow","445725.000000","196906.406250","","0.000000","","","","","-5.599999","","","","-5.007620","-5.599999","","","","","","","D1 PROFILE","","",""
"80223100001029","Nodes","","21.000000","39.324991","Default Known Flow Node","Known Flow","445681.000000","196879.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001032","Nodes","","21.000000","41.618207","Default Known Flow Node","Known Flow","445829.500000","196936.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001033","Nodes","","21.000000","41.504051","Default Known Flow Node","Known Flow","445862.375000","196959.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000041","Nodes","","21.000000","40.902948","DDS demands","Known Flow","445519.000000","196459.406250","","0.000000","","","","","-2.819999","","-18.850000","","-19.377703","-21.670001","","","","","","","D1 PROFILE","","I2 PROFILE",""
"80223100000012","Nodes","","21.000000","39.300358","DDS demands","Known Flow","445589.312500","196845.093750","","0.000000","","","","","-13.489999","","","","-12.062999","-13.489999","","","","","","","D1 PROFILE","","",""
"80223100001027","Nodes","","21.000000","39.300358","Default Known Flow Node","Known Flow","445628.000000","196863.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001028","Nodes","","21.000000","39.149556","Default Known Flow Node","Known Flow","445635.500000","196936.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000010","Nodes","","21.000000","39.381420","DDS demands","Known Flow","445659.906250","196905.906250","","0.000000","","","","","-1.590000","","","","-1.421806","-1.590000","","","","","","","D1 PROFILE","","",""
"80223100000011","Nodes","","21.000000","39.326532","DDS demands","Known Flow","445663.093750","196866.296875","","0.000000","","","","","-10.869999","","","","-9.720147","-10.869999","","","","","","","D1 PROFILE","","",""
"80223100000014","Nodes","","21.000000","40.007558","DDS demands","Known Flow","445714.312500","196910.906250","","0.000000","","","","","-4.699999","","","","-4.202823","-4.699999","","","","","","","D1 PROFILE","","",""
"80223100001030","Nodes","","21.000000","40.421645","Default Known Flow Node","Known Flow","445739.625000","196993.750000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000043","Nodes","","21.000000","40.660885","DDS demands","Known Flow","445773.593750","196940.593750","","0.000000","","","","","-3.329999","","","","-2.977745","-3.329999","","","","","","","D1 PROFILE","","",""
"80223100000049","Nodes","","21.000000","42.692233","DDS demands","Known Flow","445822.500000","196879.593750","","0.000000","","-12.109999","","","-0.839999","","","","-11.580121","-12.949999","","","","C2 PROFILE","","","D1 PROFILE","","",""
"80223100001031","Nodes","","21.000000","42.692233","Default Known Flow Node","Known Flow","445809.250000","196876.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000044","Nodes","","21.000000","41.618338","DDS demands","Known Flow","445827.500000","196936.296875","","0.000000","","","","","-8.720000","","","","-7.797580","-8.720000","","","","","","","D1 PROFILE","","",""
"80223100000048","Nodes","","21.000000","42.657113","DDS demands","Known Flow","445829.812500","196881.593750","","0.000000","","","","","-2.059999","","","","-1.842088","-2.059999","","","","","","","D1 PROFILE","","",""
"80223100000046","Nodes","","21.000000","41.804166","DDS demands","Known Flow","445830.000000","196927.593750","","0.000000","","","","","-4.230000","","","","-3.782541","-4.230000","","","","","","","D1 PROFILE","","",""
"80223100001034","Nodes","P14135159, PACKHORSE LANE CSEP, 11.63 SCMH","22.999998","49.117212","CSEP Unmatched","Known Flow","445614.980627","196683.790222","","0.000000","","","","","","","","-11.629999","-10.399753","-11.629999","","","","","","","","","","PL-DC PROFILE"
"80223100001036","Nodes","","21.000000","42.745683","Default Known Flow Node","Known Flow","445874.000000","196931.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001038","Nodes","","21.000000","42.745683","Default Known Flow Node","Known Flow","445876.500000","196932.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100001037","Nodes","","21.000000","44.639619","Default Known Flow Node","Known Flow","445874.875000","196801.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000051","Nodes","","21.000000","44.997638","DDS demands","Known Flow","445900.093750","196903.593750","","0.000000","","","","","-5.729999","","","","-5.123868","-5.729999","","","","","","","D1 PROFILE","","",""
"80223100000052","Nodes","","21.000000","44.985901","DDS demands","Known Flow","445885.093750","196925.500000","","0.000000","","","","","-2.450000","","","","-2.190834","-2.450000","","","","","","","D1 PROFILE","","",""
"80223100000053","Nodes","","21.000000","43.467414","DDS demands","Known Flow","445944.406250","196936.000000","","0.000000","","","","","-5.630000","","","","-5.034446","-5.630000","","","","","","","D1 PROFILE","","",""
"80223100000047","Nodes","","21.000000","45.327380","DDS demands","Known Flow","445909.406250","196804.000000","","0.000000","","","","","-9.770000","","","","-8.736509","-9.770000","","","","","","","D1 PROFILE","","",""
"80223100000050","Nodes","","21.000000","45.549742","DDS demands","Known Flow","445916.500000","196799.796875","","0.000000","","","","","-5.059999","","","","-4.524742","-5.059999","","","","","","","D1 PROFILE","","",""
"80223100001040","Nodes","","21.000000","43.261010","Default Known Flow Node","Known Flow","445921.500000","196967.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000056","Nodes","","21.000000","43.213564","DDS demands","Known Flow","445931.000000","196986.093750","","0.000000","","","","","-6.159999","","","","-5.508382","-6.159999","","","","","","","D1 PROFILE","","",""
"80223100001039","Nodes","","21.000000","43.261010","Default Known Flow Node","Known Flow","445920.125000","196968.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"80223100000077","Nodes","","21.000000","49.137435","DDS demands","Known Flow","445942.593750","196682.500000","","0.000000","","","","","-13.430000","","","","-12.009346","-13.430000","","","","","","","D1 PROFILE","","",""
"80223100000078","Nodes","P07115209, 78 MARCHAM RD, -9.97","22.999998","49.349273","CSEP DDS Matched","Known Flow","445933.000000","196699.906250","","0.000000","","","","","-3.119999","-9.970000","","","-11.705312","-13.090000","","","","","","","D1 PROFILE","DC PROFILE","",""
"80223100000002","Nodes","2, HOWARDCORNISH WAY/ABINGDON ROAD, Site ID 5482","21.000000","49.999998","Default Known Pressure Node","Known Pressure","445942.593750","196698.906250","","999998.967025","","","","","","","","","317.363053","354.905756","","","","","","","","","",""
