"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"80001400000405","Nodes","405",21.000000,31.995681,"DDS demands","Known Flow",475311.620724,180949.275802,,0.000000,,,,,,-9.039999,,,,,-8.083729,-9.039999,,"",,,,,,"D1 PROFILE",,,,
"80001400000277","Nodes","277",21.000000,26.933461,"DDS demands","Known Flow",476859.378042,182623.160148,,0.000000,,,,,,-2.460000,,,,,-2.199776,-2.460000,,"",,,,,,"D1 PROFILE",,,,
"80001400000278","Nodes","278",21.000000,26.797737,"Default Known Flow Node","Known Flow",476864.887023,182602.646225,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80001400000507","Nodes","P08118386, Quebec Road, 23.91",24.000000,29.213054,"CSEP DDS Matched","Known Flow",476389.213910,181907.225037,,0.000000,,,,,-43.200000,,-23.909999,,,,-60.010962,-67.110001,,"",,,,,"CT PROFILE",,"DC PROFILE",,,
"80001400000664","Nodes","664",21.000000,26.830448,"DDS demands","Known Flow",476965.473943,182614.234901,,0.000000,,,,-7.880000,,-5.899999,,,,,-12.322322,-13.780000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,
"80001400000442","Nodes","442",21.000000,27.011327,"DDS demands","Known Flow",477629.192676,182759.761003,,0.000000,,,,,,-2.279999,,,,,-2.038816,-2.279999,,"",,,,,,"D1 PROFILE",,,,
"80001400000362","Nodes","362",21.000000,36.043615,"DDS demands","Known Flow",476076.686701,182847.136964,,0.000000,-49.830001,,,-30.899998,,,,,-24.999999,,-94.545661,-105.729997,,"","C1 PROFILE",,,"C4 PROFILE",,,,,"I2 PROFILE",
"80001400001084","Nodes","1084",21.000000,36.244870,"Default Known Flow Node","Known Flow",476070.953295,182828.352860,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80001400000257","Nodes","257",21.000000,39.351712,"DDS demands","Known Flow",474909.766724,181663.589560,,0.000000,,-6.000000,,,,-11.850000,,,,,-15.961789,-17.850000,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,
"80001400000265","Nodes","265",21.000000,37.478603,"DDS demands","Known Flow",475285.587855,181578.299035,,0.000000,,,,,,-3.440000,,,,,-3.076109,-3.440000,,"",,,,,,"D1 PROFILE",,,,
"80001400000263","Nodes","263",21.000000,36.860577,"DDS demands","Known Flow",475316.584494,181566.207616,,0.000000,,,,,,-11.220000,,,,,-10.033124,-11.220000,,"",,,,,,"D1 PROFILE",,,,
"80001400000269","Nodes","269",21.000000,38.444379,"DDS demands","Known Flow",475249.180900,181438.952808,,0.000000,,,,,,-28.510001,,,,,-25.494153,-28.510001,,"",,,,,,"D1 PROFILE",,,,
"80001400000266","Nodes","266",21.000000,37.391147,"DDS demands","Known Flow",475306.587721,181443.073478,,0.000000,,,,,,-17.629998,,,,,-15.765060,-17.629998,,"",,,,,,"D1 PROFILE",,,,
"80001400001207","Nodes","1207",21.000000,34.939543,"DDS demands","Known Flow",475532.437482,181416.104744,,0.000000,,,,,,-16.450000,,,,,-14.709884,-16.450000,,"",,,,,,"D1 PROFILE",,,,
"80001400000264","Nodes","264",21.000000,37.577961,"DDS demands","Known Flow",475280.718484,181579.188619,,0.000000,,,,,,-6.710000,,,,,-6.000202,-6.710000,,"",,,,,,"D1 PROFILE",,,,
"80001400000260","Nodes","260",21.000000,37.575803,"DDS demands","Known Flow",475242.570588,181617.593316,,0.000000,,,,,,-6.010000,,,,,-5.374249,-6.010000,,"",,,,,,"D1 PROFILE",,,,
"80001400000410","Nodes","410",21.000000,38.341228,"DDS demands","Known Flow",475080.801951,181702.287576,,0.000000,,,,,,-3.910000,,,,,-3.496392,-3.910000,,"",,,,,,"D1 PROFILE",,,,
"80001400000548","Nodes","548",21.000000,37.830015,"DDS demands","Known Flow",475169.474328,181699.204985,,0.000000,,,,,,-10.710000,,,,,-9.577073,-10.710000,,"",,,,,,"D1 PROFILE",,,,
"80001400000241","Nodes","241",21.000000,38.732560,"DDS demands","Known Flow",474523.757278,181738.541663,,0.000000,,,,,,-23.729999,,,,,-21.219790,-23.729999,,"",,,,,,"D1 PROFILE",,,,
"80001400000401","Nodes","401",21.000000,36.783366,"DDS demands","Known Flow",474677.480839,181673.256041,,0.000000,,,,,,-27.980000,,,,,-25.020216,-27.980000,,"",,,,,,"D1 PROFILE",,,,
"80001400000252","Nodes","252",21.000000,38.051012,"DDS demands","Known Flow",474799.801353,181768.100671,,0.000000,,,,,,-10.100000,,,,,-9.031600,-10.100000,,"",,,,,,"D1 PROFILE",,,,
"80001400000003","Nodes","Greys Road DG, Constant/Seasonal, Site ID 4497",21.000000,41.000000,"Default Known Pressure Node","Known Pressure",474774.006346,181423.296577,,1379.999941,,,,,,,,,,,954.558953,1067.479163,,"",,,,,,,,,,
"80001400009001","Nodes","P10124474, Reading Road - Isep 1, 7.02",22.999998,29.314049,"CSEP DDS Matched","Known Flow",476415.151375,181873.549003,,0.000000,,,,,,,-7.020000,,,,-6.277409,-7.020000,,"",,,,,,,"DC PROFILE",,,
