"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-886.290000","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-3.489999","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-53.329999","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-18.600000","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-40.180000","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-47.659999","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-116.230002","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-AF","Flow Categories","-32.179999","0.000000","1.000000","Volumetric","-1.000000"
