"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-943.680001,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-44.610000,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-46.430000,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-115.080001,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-68.399998,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-92.130001,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-47.169999,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"PL-AF","Flow Categories",,,1.000000,"Volumetric",-1.000000
