"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80017700000120","Nodes","120",21.000000,33.066722,"DDS demands","Known Flow",474965.270398,200387.456737,,0.000000,0.000000,,,,,-8.899999,,,0.000000,,,,-7.958538,-8.899999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,"I2 PROFILE",,,
"80017700000189","Nodes","189",21.000000,33.268008,"DDS demands","Known Flow",474973.895401,200388.331737,,0.000000,,,,-3.450000,,-6.020000,,,,,,,-8.468243,-9.469999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"80017700000113","Nodes","113",21.000000,32.926369,"DDS demands","Known Flow",475312.520493,200410.581743,,0.000000,,,,,,-15.989999,,,,,,,-14.298544,-15.989999,,"",,,,,,"D1 PROFILE",,,,,,
"80017700000667","Nodes","667, PPS16040, CP2 21-23 GLIMBERS GROVE, 19.09",22.999998,34.810428,"CSEP DDS Matched","Known Flow",475237.505624,200483.035854,,0.000000,,,,,,,-14.760000,,,,,,-13.198656,-14.760000,,"",,,,,,,"DC PROFILE",,,,,
"80017700000112","Nodes","112",21.000000,35.512947,"DDS demands","Known Flow",475210.645465,200485.331764,,0.000000,,,,,,-9.949999,,,,,,,-8.897467,-9.949999,,"",,,,,,"D1 PROFILE",,,,,,
"80017700001000","Nodes","1000, P08119741, 5-7 LOWER ICKNIELD WAY, 0.00",22.999998,56.579724,"CSEP DDS Matched","Known Flow",475549.962096,201419.475672,,0.000000,,,,,,,-5.260000,,,,,,-4.703586,-5.260000,,"",,,,,,,"DC PROFILE",,,,,
"80017700000668","Nodes","668, PPS16040, CP1 Glimbers Grove (11 St Andrews Road), 19.09",24.000000,28.852377,"CSEP DDS Matched","Known Flow",475149.645449,200425.206747,,0.000000,,,,,,,-21.040001,,,,,,-18.814344,-21.040001,,"",,,,,,,"DC PROFILE",,,,,
"80017700000116","Nodes","116",21.000000,26.083527,"DDS demands","Known Flow",475048.020421,200408.956743,,0.000000,,,,,,-5.079999,,,,,,,-4.542626,-5.079999,,"",,,,,,"D1 PROFILE",,,,,,
"80017700008002","Nodes","Logger 5413, O/S 47 Lower Inkfield Way",21.000000,48.948686,"Val Log Cath","Known Flow",475683.690049,201504.907948,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80017700000032","Nodes","32, P09120530,5-7 Lower Incknield, 0.00",24.000000,56.952814,"CSEP DDS Matched","Known Flow",475545.948179,201416.300758,,0.000000,,,,,-2.769999,,-13.850000,,,,,,-14.861901,-16.620000,,"",,,,,"CC PROFILE",,"DC PROFILE",,,,,
