"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80017000000096","Nodes","96",21.000000,27.943883,"DDS demands","Known Flow",486997.906250,240978.500000,,0.000000,,,,,-0.569999,,,,-0.509704,-0.569999,,"",,,,,"D1 PROFILE",,,
"80017000000089","Nodes","89",21.000000,28.135865,"DDS demands","Known Flow",486985.812500,240980.093750,,0.000000,,,,,-1.860000,,,,-1.663245,-1.860000,,"",,,,,"D1 PROFILE",,,
"80017000000189","Nodes","189",21.000000,41.677685,"DDS demands","Known Flow",487856.906250,241493.796875,,0.000000,,,,,-0.839999,,,,-0.751143,-0.839999,,"",,,,,"D1 PROFILE",,,
"80017000000199","Nodes","199",21.000000,41.570186,"DDS demands","Known Flow",487858.687500,241501.203125,,0.000000,,,,,-3.410000,,,,-3.049283,-3.410000,,"",,,,,"D1 PROFILE",,,
"80017000000200","Nodes","200",21.000000,40.688078,"DDS demands","Known Flow",487942.093750,241482.906250,,0.000000,,,,,-4.169999,,,,-3.728888,-4.169999,,"",,,,,"D1 PROFILE",,,
"80017000000164","Nodes","164",21.000000,44.363655,"DDS demands","Known Flow",487634.022770,241399.967168,,0.000000,,,,,-4.940000,,,,-4.417436,-4.940000,,"",,,,,"D1 PROFILE",,,
"80017000000168","Nodes","168",21.000000,43.745999,"DDS demands","Known Flow",487627.649091,241447.596768,,0.000000,,,,,-7.289999,,,,-6.518848,-7.289999,,"",,,,,"D1 PROFILE",,,
"80017000000213","Nodes","213",21.000000,30.170441,"DDS demands","Known Flow",488060.187500,241330.000000,,0.000000,,,,,-3.130000,,,,-2.798902,-3.130000,,"",,,,,"D1 PROFILE",,,
"80017000000214","Nodes",,0.000000,30.025761,"DDS demands","Known Flow",488062.023962,241353.592884,,0.000000,,,,,-3.440000,,,,-3.076109,-3.440000,,"",,,,,"D1 PROFILE",,,
"80017000000211","Nodes","211",21.000000,30.920936,"DDS demands","Known Flow",488046.312500,241353.406250,,0.000000,,,,,-4.849999,,,,-4.336956,-4.849999,,"",,,,,"D1 PROFILE",,,
"80017000000149","Nodes","149",21.000000,47.400404,"DDS demands","Known Flow",487441.906250,241332.093750,,0.000000,,,,,-6.239999,,,,-5.579919,-6.239999,,"",,,,,"D1 PROFILE",,,
"80017000000232","Nodes","232",21.000000,47.063898,"Default Known Flow Node","Known Flow",487461.812500,241335.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000151","Nodes","151",21.000000,46.325695,"DDS demands","Known Flow",487506.312500,241338.500000,,0.000000,,,,,-3.400000,,,,-3.040340,-3.400000,,"",,,,,"D1 PROFILE",,,
"80017000000236","Nodes","236",21.000000,46.004818,"DDS demands","Known Flow",487529.500000,241340.906250,,0.000000,,,,,-0.850000,,,,-0.760085,-0.850000,,"",,,,,"D1 PROFILE",,,
"80017000000135","Nodes","135",21.000000,48.138828,"DDS demands","Known Flow",487246.406250,240995.296875,,0.000000,,,,,-2.450000,,,,-2.190834,-2.450000,,"",,,,,"D1 PROFILE",,,
"80017000000136","Nodes","136",21.000000,48.068706,"DDS demands","Known Flow",487278.000000,240999.906250,,0.000000,,,,,-3.450000,,,,-3.085051,-3.450000,,"",,,,,"D1 PROFILE",,,
"80017000000250","Nodes","250",21.000000,48.051656,"DDS demands","Known Flow",487288.906250,241027.000000,,0.000000,,,,,-2.589999,,,,-2.316024,-2.589999,,"",,,,,"D1 PROFILE",,,
"80017000000112","Nodes","112",21.000000,26.676987,"DDS demands","Known Flow",486766.093750,240946.296875,,0.000000,,,,,-3.650000,,,,-3.263895,-3.650000,,"",,,,,"D1 PROFILE",,,
"80017000000111","Nodes","111",21.000000,27.094621,"DDS demands","Known Flow",486783.312500,240969.703125,,0.000000,,,,,-1.120000,,,,-1.001524,-1.120000,,"",,,,,"D1 PROFILE",,,
"80017000000109","Nodes","109",21.000000,27.139830,"DDS demands","Known Flow",486785.000000,240972.296875,,0.000000,,,,,-1.609999,,,,-1.439690,-1.609999,,"",,,,,"D1 PROFILE",,,
"80017000001850","Nodes","-284924",21.000000,26.374587,"Default Known Flow Node","Known Flow",486712.625000,240897.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000116","Nodes","116",21.000000,26.374587,"DDS demands","Known Flow",486717.312500,240896.500000,,0.000000,,,,,-2.859999,,,,-2.557463,-2.859999,,"",,,,,"D1 PROFILE",,,
"80017000001855","Nodes","-284994",21.000000,25.489392,"Default Known Flow Node","Known Flow",486999.125000,240865.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000101","Nodes","101",21.000000,25.483413,"DDS demands","Known Flow",486998.000000,240862.593750,,0.000000,,,,,-4.860000,,,,-4.345898,-4.860000,,"",,,,,"D1 PROFILE",,,
"80017000000085","Nodes","85",21.000000,29.358011,"DDS demands","Known Flow",486939.093750,240985.906250,,0.000000,,,,,-4.539999,,,,-4.059749,-4.539999,,"",,,,,"D1 PROFILE",,,
"80017000000114","Nodes","114",21.000000,26.404601,"DDS demands","Known Flow",486727.906250,240911.796875,,0.000000,,,,,-3.240000,,,,-2.897266,-3.240000,,"",,,,,"D1 PROFILE",,,
"80017000000117","Nodes","117",21.000000,26.409728,"DDS demands","Known Flow",486730.812500,240871.000000,,0.000000,,,,,-2.069999,,,,-1.851031,-2.069999,,"",,,,,"D1 PROFILE",,,
"80017000000115","Nodes","115",21.000000,26.396193,"DDS demands","Known Flow",486754.406250,240887.500000,,0.000000,,,,,-1.779999,,,,-1.591707,-1.779999,,"",,,,,"D1 PROFILE",,,
"80017000000113","Nodes","113",21.000000,26.698711,"DDS demands","Known Flow",486782.593750,240922.906250,,0.000000,,,,,-3.240000,,,,-2.897266,-3.240000,,"",,,,,"D1 PROFILE",,,
"80017000000110","Nodes","110",21.000000,27.010195,"DDS demands","Known Flow",486835.000000,240937.500000,,0.000000,,,,,-5.590000,,,,-4.998678,-5.590000,,"",,,,,"D1 PROFILE",,,
"80017000000086","Nodes","86",21.000000,26.838283,"DDS demands","Known Flow",486896.906250,240890.000000,,0.000000,,,,,-10.930000,,,,-9.773801,-10.930000,,"",,,,,"D1 PROFILE",,,
"80017000000087","Nodes",,0.000000,26.439531,"DDS demands","Known Flow",486934.523655,240813.092737,,0.000000,,,,,-8.560000,,,,-7.654505,-8.560000,,"",,,,,"D1 PROFILE",,,
"80017000000088","Nodes","88",21.000000,26.749854,"DDS demands","Known Flow",486814.312500,240817.500000,,0.000000,,,,,-3.710000,,,,-3.317548,-3.710000,,"",,,,,"D1 PROFILE",,,
"80017000000098","Nodes","98",21.000000,26.629094,"DDS demands","Known Flow",486953.812500,240909.593750,,0.000000,,,,,-5.189999,,,,-4.640990,-5.189999,,"",,,,,"D1 PROFILE",,,
"80017000000102","Nodes","102",21.000000,27.790538,"DDS demands","Known Flow",487034.312500,240976.296875,,0.000000,,,,,-3.589999,,,,-3.210242,-3.589999,,"",,,,,"D1 PROFILE",,,
"80017000000100","Nodes","100",21.000000,25.411295,"DDS demands","Known Flow",487023.538513,240830.709844,,0.000000,,,,,-5.859999,,,,-5.240117,-5.859999,,"",,,,,"D1 PROFILE",,,
"80017000001879","Nodes","-99294",21.000000,27.790538,"Default Known Flow Node","Known Flow",487045.000000,240979.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000001880","Nodes","-99295",21.000000,27.005126,"Default Known Flow Node","Known Flow",487086.375000,240933.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000103","Nodes","103",21.000000,26.182934,"DDS demands","Known Flow",487107.312500,240859.796875,,0.000000,,,,,-15.630000,,,,-13.976626,-15.630000,,"",,,,,"D1 PROFILE",,,
"80017000000137","Nodes","137",21.000000,48.124116,"DDS demands","Known Flow",487236.312500,240955.500000,,0.000000,,,,,-2.250000,,,,-2.011990,-2.250000,,"",,,,,"D1 PROFILE",,,
"80017000000056","Nodes","56",21.000000,24.856217,"DDS demands","Known Flow",486244.023725,241362.216796,,0.000000,,,,,-7.239999,,,,-6.474137,-7.239999,,"",,,,,"D1 PROFILE",,,
"80017000000054","Nodes","54",21.000000,25.103867,"DDS demands","Known Flow",486258.412848,241416.466882,,0.000000,,,,,-14.399999,,,,-12.876737,-14.399999,,"",,,,,"D1 PROFILE",,,
"80017000000053","Nodes","53",21.000000,25.497194,"DDS demands","Known Flow",486347.000000,241377.093750,,0.000000,,,,,-1.999999,,,,-1.788435,-1.999999,,"",,,,,"D1 PROFILE",,,
"80017000000051","Nodes","51",21.000000,25.501723,"DDS demands","Known Flow",486361.406250,241384.093750,,0.000000,,,,,-3.980000,,,,-3.558987,-3.980000,,"",,,,,"D1 PROFILE",,,
"80017000000055","Nodes","55",21.000000,25.090597,"DDS demands","Known Flow",486289.000000,241376.906250,,0.000000,,,,,-1.649999,,,,-1.475459,-1.649999,,"",,,,,"D1 PROFILE",,,
"80017000000050","Nodes","50",21.000000,25.665832,"DDS demands","Known Flow",486366.093750,241428.296875,,0.000000,,,,,-16.719998,,,,-14.951322,-16.719998,,"",,,,,"D1 PROFILE",,,
"80017000000052","Nodes","52",21.000000,25.495649,"DDS demands","Known Flow",486377.406250,241371.093750,,0.000000,,,,,-1.970000,,,,-1.761609,-1.970000,,"",,,,,"D1 PROFILE",,,
"80017000001832","Nodes","-121292",21.000000,27.132756,"Default Known Flow Node","Known Flow",486459.875000,241396.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000045","Nodes","45",21.000000,27.272209,"DDS demands","Known Flow",486418.812500,241487.906250,,0.000000,,,,,-3.229999,,,,-2.888323,-3.229999,,"",,,,,"D1 PROFILE",,,
"80017000000046","Nodes","46",21.000000,27.216902,"DDS demands","Known Flow",486369.906250,241476.406250,,0.000000,,,,,-3.739999,,,,-3.344374,-3.739999,,"",,,,,"D1 PROFILE",,,
"80017000000044","Nodes","44",21.000000,27.363187,"DDS demands","Known Flow",486433.000000,241477.500000,,0.000000,,,,,-2.480000,,,,-2.217660,-2.480000,,"",,,,,"D1 PROFILE",,,
"80017000000048","Nodes","48",21.000000,27.141131,"DDS demands","Known Flow",486461.812500,241397.593750,,0.000000,,,,,-6.740000,,,,-6.027028,-6.740000,,"",,,,,"D1 PROFILE",,,
"80017000000049","Nodes","49",21.000000,27.069002,"DDS demands","Known Flow",486434.906250,241361.796875,,0.000000,,,,,-4.559999,,,,-4.077633,-4.559999,,"",,,,,"D1 PROFILE",,,
"80017000000043","Nodes","43",21.000000,27.385105,"DDS demands","Known Flow",486483.500000,241441.796875,,0.000000,,,,,-5.680000,,,,-5.079157,-5.680000,,"",,,,,"D1 PROFILE",,,
"80017000000035","Nodes","35",21.000000,26.282337,"DDS demands","Known Flow",486494.406250,241497.906250,,0.000000,,,,,-3.650000,,,,-3.263895,-3.650000,,"",,,,,"D1 PROFILE",,,
"80017000000037","Nodes","37",21.000000,26.282587,"DDS demands","Known Flow",486472.406250,241482.406250,,0.000000,,,,,-4.960000,,,,-4.435321,-4.960000,,"",,,,,"D1 PROFILE",,,
"80017000000121","Nodes","121",21.000000,26.175549,"DDS demands","Known Flow",486729.312500,241051.093750,,0.000000,,,,,-12.180000,,,,-10.891574,-12.180000,,"",,,,,"D1 PROFILE",,,
"80017000000108","Nodes","108",21.000000,27.247372,"DDS demands","Known Flow",486790.906250,241002.406250,,0.000000,,,,,-6.639999,,,,-5.937606,-6.639999,,"",,,,,"D1 PROFILE",,,
"80017000000104","Nodes","104",21.000000,28.745456,"DDS demands","Known Flow",486843.906250,240996.296875,,0.000000,,,,,-9.920000,,,,-8.870642,-9.920000,,"",,,,,"D1 PROFILE",,,
"80017000000084","Nodes","84",21.000000,32.134497,"DDS demands","Known Flow",486904.500000,241026.000000,,0.000000,,,,,-9.949999,,,,-8.897467,-9.949999,,"",,,,,"D1 PROFILE",,,
"80017000000105","Nodes","105",21.000000,28.034802,"DDS demands","Known Flow",486826.312500,241077.500000,,0.000000,,,,,-5.889999,,,,-5.266943,-5.889999,,"",,,,,"D1 PROFILE",,,
"80017000000090","Nodes","90",21.000000,27.584797,"DDS demands","Known Flow",486977.593750,241035.593750,,0.000000,,,,,-2.079999,,,,-1.859973,-2.079999,,"",,,,,"D1 PROFILE",,,
"80017000000074","Nodes","74",21.000000,25.920162,"DDS demands","Known Flow",486525.312500,241289.593750,,0.000000,,,,,-5.209999,,,,-4.658875,-5.209999,,"",,,,,"D1 PROFILE",,,
"80017000000072","Nodes","72",21.000000,26.042961,"DDS demands","Known Flow",486571.000000,241260.000000,,0.000000,,,,,-7.669999,,,,-6.858651,-7.669999,,"",,,,,"D1 PROFILE",,,
"80017000001837","Nodes","-190367",21.000000,25.979055,"Default Known Flow Node","Known Flow",486553.750000,241243.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000073","Nodes","73",21.000000,25.979055,"DDS demands","Known Flow",486551.093750,241241.593750,,0.000000,,,,,-5.480000,,,,-4.900314,-5.480000,,"",,,,,"D1 PROFILE",,,
"80017000001841","Nodes","-190377",21.000000,26.381801,"Default Known Flow Node","Known Flow",486579.750000,241169.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000077","Nodes","77",21.000000,26.381801,"DDS demands","Known Flow",486578.406250,241168.500000,,0.000000,,,,,-6.370000,,,,-5.696168,-6.370000,,"",,,,,"D1 PROFILE",,,
"80017000001844","Nodes","-190392",21.000000,27.120084,"Default Known Flow Node","Known Flow",486653.000000,241264.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000069","Nodes",,0.000000,27.120084,"DDS demands","Known Flow",486645.035708,241262.845380,,0.000000,,,,,-3.660000,,,,-3.272837,-3.660000,,"",,,,,"D1 PROFILE",,,
"80017000001847","Nodes","-190403",21.000000,28.926822,"Default Known Flow Node","Known Flow",486720.375000,241341.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000118","Nodes","118",21.000000,26.840761,"DDS demands","Known Flow",486752.312500,241022.093750,,0.000000,,,,,-4.650000,,,,-4.158113,-4.650000,,"",,,,,"D1 PROFILE",,,
"80017000001852","Nodes","-284971",21.000000,35.861983,"Default Known Flow Node","Known Flow",486914.900466,241116.469694,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000041","Nodes","41",21.000000,28.473678,"DDS demands","Known Flow",486543.906250,241398.406250,,0.000000,,,,,-5.019999,,,,-4.488973,-5.019999,,"",,,,,"D1 PROFILE",,,
"80017000000042","Nodes","42",21.000000,28.423454,"DDS demands","Known Flow",486497.906250,241348.796875,,0.000000,,,,,-4.309999,,,,-3.854079,-4.309999,,"",,,,,"D1 PROFILE",,,
"80017000001835","Nodes","-190363",21.000000,25.993255,"Default Known Flow Node","Known Flow",486547.750000,241248.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000001834","Nodes","-190362",21.000000,25.993255,"Default Known Flow Node","Known Flow",486545.500000,241247.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000001836","Nodes","-190364",21.000000,25.979055,"Default Known Flow Node","Known Flow",486548.250000,241240.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000039","Nodes","39",21.000000,28.695181,"DDS demands","Known Flow",486552.500000,241353.406250,,0.000000,,,,,-3.589999,,,,-3.210242,-3.589999,,"",,,,,"D1 PROFILE",,,
"80017000001833","Nodes","-190360",21.000000,28.695181,"Default Known Flow Node","Known Flow",486542.750000,241348.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000040","Nodes","40",21.000000,28.688998,"DDS demands","Known Flow",486559.906250,241334.906250,,0.000000,,,,,-1.919999,,,,-1.716898,-1.919999,,"",,,,,"D1 PROFILE",,,
"80017000000038","Nodes","38",21.000000,28.721125,"DDS demands","Known Flow",486565.000000,241386.000000,,0.000000,,,,,-1.259999,,,,-1.126714,-1.259999,,"",,,,,"D1 PROFILE",,,
"80017000000071","Nodes","71",21.000000,26.924391,"DDS demands","Known Flow",486611.593750,241221.000000,,0.000000,,,,,-7.669999,,,,-6.858651,-7.669999,,"",,,,,"D1 PROFILE",,,
"80017000001839","Nodes","-190373",21.000000,26.397342,"Default Known Flow Node","Known Flow",486576.375000,241174.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000001838","Nodes","-190371",21.000000,26.397342,"Default Known Flow Node","Known Flow",486574.000000,241173.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000027","Nodes","27",21.000000,28.867059,"DDS demands","Known Flow",486576.812500,241381.296875,,0.000000,,,,,-8.130000,,,,-7.269991,-8.130000,,"",,,,,"D1 PROFILE",,,
"80017000000028","Nodes","28",21.000000,27.139882,"DDS demands","Known Flow",486575.593750,241481.093750,,0.000000,,,,,-8.470000,,,,-7.574026,-8.470000,,"",,,,,"D1 PROFILE",,,
"80017000001840","Nodes","-190375",21.000000,26.381801,"Default Known Flow Node","Known Flow",486576.875000,241168.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000075","Nodes","75",21.000000,26.466233,"DDS demands","Known Flow",486603.406250,241182.000000,,0.000000,,,,,-5.639999,,,,-5.043388,-5.639999,,"",,,,,"D1 PROFILE",,,
"80017000000076","Nodes","76",21.000000,26.433839,"DDS demands","Known Flow",486616.593750,241146.093750,,0.000000,,,,,-3.400000,,,,-3.040340,-3.400000,,"",,,,,"D1 PROFILE",,,
"80017000000024","Nodes","24",21.000000,29.815387,"DDS demands","Known Flow",486609.406250,241342.500000,,0.000000,,,,,-1.370000,,,,-1.225078,-1.370000,,"",,,,,"D1 PROFILE",,,
"80017000000026","Nodes","26",21.000000,29.801907,"DDS demands","Known Flow",486593.312500,241333.906250,,0.000000,,,,,-3.170000,,,,-2.834670,-3.170000,,"",,,,,"D1 PROFILE",,,
"80017000000025","Nodes","25",21.000000,29.684225,"DDS demands","Known Flow",486665.406250,241316.906250,,0.000000,,,,,-4.169999,,,,-3.728888,-4.169999,,"",,,,,"D1 PROFILE",,,
"80017000000068","Nodes","68",21.000000,27.242903,"DDS demands","Known Flow",486642.500000,241217.093750,,0.000000,,,,,-1.460000,,,,-1.305558,-1.460000,,"",,,,,"D1 PROFILE",,,
"80017000000023","Nodes","23",21.000000,29.961214,"DDS demands","Known Flow",486615.312500,241373.906250,,0.000000,,,,,-0.389999,,,,-0.348744,-0.389999,,"",,,,,"D1 PROFILE",,,
"80017000000022","Nodes","22",21.000000,30.685497,"DDS demands","Known Flow",486641.000000,241371.000000,,0.000000,,,,,-12.340000,,,,-11.034649,-12.340000,,"",,,,,"D1 PROFILE",,,
"80017000000021","Nodes","21",21.000000,44.790790,"DDS demands","Known Flow",486661.593750,241499.296875,,0.000000,,,,,-3.999999,,,,-3.576871,-3.999999,,"",,,,,"D1 PROFILE",,,
"80017000000066","Nodes","66",21.000000,27.679706,"DDS demands","Known Flow",486668.812500,241207.906250,,0.000000,,,,,-4.480000,,,,-4.006096,-4.480000,,"",,,,,"D1 PROFILE",,,
"80017000000070","Nodes","70",21.000000,27.111435,"DDS demands","Known Flow",486629.500000,241267.593750,,0.000000,,,,,-2.929999,,,,-2.620058,-2.929999,,"",,,,,"D1 PROFILE",,,
"80017000000067","Nodes","67",21.000000,27.575156,"DDS demands","Known Flow",486666.312500,241172.593750,,0.000000,,,,,-7.060000,,,,-6.313178,-7.060000,,"",,,,,"D1 PROFILE",,,
"80017000001845","Nodes","-190397",21.000000,27.968421,"Default Known Flow Node","Known Flow",486704.125000,241246.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000065","Nodes","65",21.000000,28.066178,"DDS demands","Known Flow",486713.093750,241261.593750,,0.000000,,,,,-7.920000,,,,-7.082205,-7.920000,,"",,,,,"D1 PROFILE",,,
"80017000001846","Nodes","-190400",21.000000,27.968421,"Default Known Flow Node","Known Flow",486713.250000,241239.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000057","Nodes","57",21.000000,28.926822,"DDS demands","Known Flow",486709.312500,241334.093750,,0.000000,,,,,-7.600000,,,,-6.796056,-7.600000,,"",,,,,"D1 PROFILE",,,
"80017000000058","Nodes","58",21.000000,28.364646,"DDS demands","Known Flow",486719.812500,241304.500000,,0.000000,,,,,-6.030000,,,,-5.392134,-6.030000,,"",,,,,"D1 PROFILE",,,
"80017000000059","Nodes","59",21.000000,27.662686,"DDS demands","Known Flow",486758.093750,241294.000000,,0.000000,,,,,-0.990000,,,,-0.885275,-0.990000,,"",,,,,"D1 PROFILE",,,
"80017000001848","Nodes","-190405",21.000000,28.926822,"Default Known Flow Node","Known Flow",486722.750000,241337.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000060","Nodes","60",21.000000,27.616837,"DDS demands","Known Flow",486761.500000,241286.406250,,0.000000,,,-18.979998,,-0.799999,,,,-17.687628,-19.779997,,"",,,"C3  PROFILE",,"D1 PROFILE",,,
"80017000000062","Nodes","62",21.000000,27.317157,"DDS demands","Known Flow",486769.812500,241295.593750,,0.000000,,,,,-3.489999,,,,-3.120820,-3.489999,,"",,,,,"D1 PROFILE",,,
"80017000000061","Nodes","61",21.000000,27.559344,"DDS demands","Known Flow",486772.000000,241217.406250,,0.000000,,,,,-3.119999,,,,-2.789959,-3.119999,,"",,,,,"D1 PROFILE",,,
"80017000001849","Nodes","-190412",21.000000,27.223787,"Default Known Flow Node","Known Flow",486805.875000,241288.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000197","Nodes","197",21.000000,26.656883,"DDS demands","Known Flow",486785.500000,241331.296875,,0.000000,,,,,-8.050000,,,,-7.198454,-8.050000,,"",,,,,"D1 PROFILE",,,
"80017000000063","Nodes","63",21.000000,26.379529,"DDS demands","Known Flow",486714.906250,241410.093750,,0.000000,,,,,-7.070000,,,,-6.322121,-7.070000,,"",,,,,"D1 PROFILE",,,
"80017000000198","Nodes","198",21.000000,26.645465,"DDS demands","Known Flow",486800.500000,241335.500000,,0.000000,,,,,-2.759999,,,,-2.468041,-2.759999,,"",,,,,"D1 PROFILE",,,
"80017000000064","Nodes","64",21.000000,27.126228,"DDS demands","Known Flow",486829.093750,241308.296875,,0.000000,,,,,-4.340000,,,,-3.880905,-4.340000,,"",,,,,"D1 PROFILE",,,
"80017000001851","Nodes","-284933",21.000000,26.158077,"Default Known Flow Node","Known Flow",486731.875000,241065.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"80017000000122","Nodes","122",21.000000,26.117601,"DDS demands","Known Flow",486763.312500,241086.906250,,0.000000,,,,,-3.549999,,,,-3.174473,-3.549999,,"",,,,,"D1 PROFILE",,,
"80017000000106","Nodes","106",21.000000,28.028187,"DDS demands","Known Flow",486843.500000,241084.000000,,0.000000,,,,,-2.209999,,,,-1.976221,-2.209999,,"",,,,,"D1 PROFILE",,,
"80017000000107","Nodes","107",21.000000,28.002089,"DDS demands","Known Flow",486863.312500,241077.593750,,0.000000,,,,,-2.890000,,,,-2.584289,-2.890000,,"",,,,,"D1 PROFILE",,,
"80017000000081","Nodes","81",21.000000,35.949981,"DDS demands","Known Flow",486915.155664,241118.467110,,0.000000,,,,,-11.810000,,,,-10.560714,-11.810000,,"",,,,,"D1 PROFILE",,,
"80017000000083","Nodes","83",21.000000,35.664299,"DDS demands","Known Flow",486978.093750,241109.406250,,0.000000,,,,,-6.179999,,,,-5.526266,-6.179999,,"",,,,,"D1 PROFILE",,,
"80017000000079","Nodes","79",21.000000,38.339707,"DDS demands","Known Flow",486920.648986,241165.965751,,0.000000,,,,,-4.739999,,,,-4.238592,-4.739999,,"",,,,,"D1 PROFILE",,,
