"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80004600001239","Nodes","1239",21.000000,45.018301,"Default Known Flow Node","Known Flow",477085.901543,143314.020364,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001307","Nodes","1307",21.000000,49.305781,"Default Known Flow Node","Known Flow",478587.747384,143160.276165,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000721","Nodes","721",21.000000,46.358893,"DDS demands","Known Flow",479272.829287,143177.785162,,0.000000,,,,,,,-14.049999,,,,,,,,-12.563761,-14.049999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001204","Nodes","1204",21.000000,43.562946,"Default Known Flow Node","Known Flow",476000.496362,144271.543157,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000775","Nodes","775",21.000000,43.720968,"DDS demands","Known Flow",476053.387021,143945.237177,,0.000000,,,,,,,-9.949999,,,,,,,,-8.897467,-9.949999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000634","Nodes","634",21.000000,43.537347,"DDS demands","Known Flow",476170.986613,143892.549309,,0.000000,,,,,,,-6.919999,,,,,,,,-6.187987,-6.919999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000636","Nodes","636",21.000000,43.450474,"DDS demands","Known Flow",476178.909058,143917.931428,,0.000000,,,,,,,-5.739999,,,,,,,,-5.132810,-5.739999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000649","Nodes","649",21.000000,42.195642,"DDS demands","Known Flow",476914.389451,143580.279091,,0.000000,,,,,,,-6.910000,,,,,,,,-6.179045,-6.910000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000993","Nodes","993",21.000000,40.287623,"DDS demands","Known Flow",477664.436763,143997.509291,,0.000000,,,,,,,-1.230000,,,,,,,,-1.099888,-1.230000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001350","Nodes","1350",21.000000,46.464509,"DDS demands","Known Flow",477972.506750,143944.440107,,0.000000,,,,,,,-1.749999,,,,,,,,-1.564881,-1.749999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000651","Nodes","651",21.000000,38.774593,"DDS demands","Known Flow",475924.241898,144384.449436,,0.000000,,,,,,,-3.999999,,,,,,,,-3.576871,-3.999999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000882","Nodes","882",21.000000,38.148262,"DDS demands","Known Flow",476514.769093,144247.821547,,0.000000,,,,,,,-10.540000,,,,,,,,-9.425056,-10.540000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001174","Nodes",,21.000000,38.326943,"Default Known Flow Node","Known Flow",476549.072487,144405.031832,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000994","Nodes","994",21.000000,38.099300,"DDS demands","Known Flow",477619.554121,144205.092450,,0.000000,,-87.419998,,,,,,,,,,,,,-78.172524,-87.419998,,"",,"C2 PROFILE",,,,,,,,,,,,
"80004600000659","Nodes","659",21.000000,47.140402,"DDS demands","Known Flow",478309.598843,144008.873185,,0.000000,,,,,,,-5.840000,,,,,,,,-5.222232,-5.840000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000658","Nodes","658",21.000000,47.146332,"Default Known Flow Node","Known Flow",478352.721915,144015.487156,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000995","Nodes","995",21.000000,47.192195,"DDS demands","Known Flow",478360.595985,144000.613034,,0.000000,,,,,,,-7.489999,,,,,,,,-6.697691,-7.489999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000660","Nodes","660",21.000000,47.105450,"DDS demands","Known Flow",478347.191023,144084.390536,,0.000000,,,,,,,-0.850000,,,,,,,,-0.760085,-0.850000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001196","Nodes","1196",21.000000,47.114988,"Default Known Flow Node","Known Flow",478346.391377,144034.782337,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000661","Nodes","661",21.000000,47.077279,"DDS demands","Known Flow",478370.923539,144101.049006,,0.000000,,,,,,,-8.339999,,,,,,,,-7.457777,-8.339999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001197","Nodes","1197",21.000000,46.881999,"DDS demands","Known Flow",478382.805312,144039.592176,,0.000000,,,,,,,-3.069999,,,,,,,,-2.745248,-3.069999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001199","Nodes","1199",21.000000,46.749395,"Default Known Flow Node","Known Flow",478418.130327,144052.677992,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000664","Nodes","664",21.000000,46.909414,"DDS demands","Known Flow",478452.725128,144191.094756,,0.000000,,,,,,,-0.999999,,,,,,,,-0.894217,-0.999999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000667","Nodes","667",21.000000,46.644674,"DDS demands","Known Flow",478497.671923,144242.841900,,0.000000,,,,,,,-2.660000,,,,,,,,-2.378619,-2.660000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000997","Nodes","997,",21.000000,47.265991,"DDS demands","Known Flow",478566.586554,143993.679329,,0.000000,-5.019999,,,,,,-3.700000,,,,,,,,-7.797580,-8.720000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"80004600000998","Nodes","998",21.000000,47.260563,"Default Known Flow Node","Known Flow",478559.985475,144005.953596,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001098","Nodes","1098",21.000000,45.181082,"DDS demands","Known Flow",478517.690364,144124.120591,,0.000000,,,,,,,-4.510000,,,,,,,,-4.032922,-4.510000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001096","Nodes","1096",21.000000,45.228696,"DDS demands","Known Flow",478541.541605,144153.091619,,0.000000,,,,,,,-19.530001,,,,,,,,-17.464075,-19.530001,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001002","Nodes","1002",21.000000,41.725533,"DDS demands","Known Flow",478564.817809,144263.591637,,0.000000,,,,,,,-5.519999,,,,,,,,-4.936082,-5.519999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000668","Nodes","668",21.000000,47.141327,"DDS demands","Known Flow",478582.765929,143999.714298,,0.000000,-1.309999,,,-3.989999,,,-13.290000,,,,,,,,-16.623511,-18.590000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"80004600001003","Nodes","1003",21.000000,41.747626,"Default Known Flow Node","Known Flow",478550.539690,144284.557678,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000901","Nodes","901",21.000000,44.381339,"Default Known Flow Node","Known Flow",478655.230495,144312.167120,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000898","Nodes","898",21.000000,44.526264,"DDS demands","Known Flow",478665.281643,144272.513712,,0.000000,,,,,,,-3.489999,,,,,,,,-3.120820,-3.489999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000828","Nodes","828",21.000000,26.091758,"Default Known Flow Node","Known Flow",472066.721428,139561.844155,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000498","Nodes","498",21.000000,37.230022,"DDS demands","Known Flow",471772.765692,140411.954289,,0.000000,,,,,,,-14.049999,,,,,,,,-12.563761,-14.049999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000599","Nodes","599",21.000000,27.256785,"DDS demands","Known Flow",471784.327039,139547.882962,,0.000000,,,,,,,-13.270000,,,,,,,,-11.866272,-13.270000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001297","Nodes","1297",21.000000,34.713116,"DDS demands","Known Flow",471748.737509,138894.728814,,0.000000,,,,,,,-11.799999,,,,,,,,-10.551771,-11.799999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001298","Nodes","1298",21.000000,34.274074,"DDS demands","Known Flow",471756.949362,138928.179133,,0.000000,,,,,,,-9.800000,,,,,,,,-8.763336,-9.800000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000784","Nodes","784,",21.000000,27.733178,"DDS demands","Known Flow",471164.794364,139808.361253,,0.000000,,,,,,,-1.360000,,,,,,,,-1.216136,-1.360000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000016","Nodes","16, Caker Stream Road/Mill Lane RRI, Constant/Seasonal Settings",21.000000,37.000000,"Default Known Pressure Node","Known Pressure",472794.543808,139611.857200,,999998.967025,,,,,,,,,,,,,,,421.355455,471.199988,,"",,,,,,,,,,,,,,
"80004600001330","Nodes","1330",21.000000,36.917002,"Default Known Flow Node","Known Flow",472796.709424,139610.687141,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600004119","Nodes","4119",21.000000,27.887734,"Default Known Flow Node","Known Flow",471713.904789,139663.814179,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001359","Nodes","1359",21.000000,40.970152,"Default Known Flow Node","Known Flow",477307.474147,142311.035079,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600004109","Nodes","4109",21.000000,31.865906,"Default Known Flow Node","Known Flow",477091.415920,141297.070205,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001286","Nodes","1286",21.000000,24.788271,"DDS demands","Known Flow",471959.380478,139392.603246,,0.000000,,,,,,,-7.530000,,,,,,,,-6.733460,-7.530000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600009001","Nodes","9001",21.000000,29.295942,"Default Known Flow Node","Known Flow",472193.271914,140909.607028,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600009002","Nodes","9002",21.000000,28.952022,"Default Known Flow Node","Known Flow",472144.591384,140972.304157,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001312","Nodes","1312",21.000000,27.711814,"DDS demands","Known Flow",473220.767770,141061.710639,,0.000000,,-53.140000,,,,,-4.360000,,,,,,,,-51.417530,-57.499999,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,
"80004600009005","Nodes","9005",21.000000,43.951828,"DDS demands","Known Flow",475559.853377,142578.521745,,0.000000,,-24.950001,,,,,,,,,,,,,-22.310737,-24.950001,,"",,"C2 PROFILE",,,,,,,,,,,,
"80004600000892","Nodes","892",21.000000,39.871037,"Default Known Flow Node","Known Flow",471964.647236,140802.205224,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001329","Nodes","1329, P00044513, ALTON COLLEGE OLD ODIHAM ROAD, -44.59SCMH",22.999998,32.295585,"CSEP DDS Matched","Known Flow",471612.982881,140207.260858,,0.000000,,,,,,,,-44.580002,,,,,,,-39.864236,-44.580002,,"",,,,,,,,"DC PROFILE",,,,,,
"80004600000179","Nodes","179",21.000000,27.943187,"DDS demands","Known Flow",471822.719543,139417.451147,,0.000000,,,,,,,-2.289999,,,,,,,,-2.047759,-2.289999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000918","Nodes",,21.000000,27.214812,"DDS demands","Known Flow",471887.329838,139483.591091,,0.000000,-15.670000,-37.819998,,-5.870000,,,-13.040000,,,,,,,,-64.741376,-72.400000,,"","C1 PROFILE","C2 PROFILE",,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"80004600001162","Nodes","1162",21.000000,26.399177,"DDS demands","Known Flow",471699.542573,139538.168384,,0.000000,,,,,,,-9.090000,,,,,,,,-8.128440,-9.090000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000074","Nodes","74",21.000000,29.836882,"DDS demands","Known Flow",472301.569781,141027.316088,,0.000000,,,,,,,-4.190000,,,,,,,,-3.746773,-4.190000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000542","Nodes","542",21.000000,35.551852,"DDS demands","Known Flow",471336.978684,140018.505861,,0.000000,,,,,,,-9.840000,,,,,,,,-8.799104,-9.840000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001348","Nodes","1348",21.000000,22.999898,"Default Known Flow Node","Known Flow",478517.395863,141098.644584,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600009003","Nodes","9003",21.000000,29.295942,"Default Known Flow Node","Known Flow",472203.645517,140890.682875,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000009","Nodes","09, London Road DG, Constant/Seasonal Settings, Site ID 4124",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",473182.569913,140741.154507,,999998.967025,,,,,,,,,,,,,,,950.029438,1062.413811,,"",,,,,,,,,,,,,,
"80004600009008","Nodes","9008",21.000000,39.650763,"Default Known Flow Node","Known Flow",473185.934463,140739.795096,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001293","Nodes","1293",21.000000,41.760752,"DDS demands","Known Flow",477436.722047,142545.092738,,0.000000,,,,,,,-0.689999,,,,,,,,-0.617010,-0.689999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001328","Nodes","1328",21.000000,37.173745,"Default Known Flow Node","Known Flow",471413.593432,138776.032972,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001279","Nodes","1279",21.000000,41.702856,"Default Known Flow Node","Known Flow",477431.667546,142534.090255,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001331","Nodes","1331",21.000000,33.998785,"Default Known Flow Node","Known Flow",472771.293801,139639.950207,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001295","Nodes","1295",21.000000,41.823937,"Default Known Flow Node","Known Flow",477442.127017,142558.979034,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001183","Nodes","1183",21.000000,38.122108,"DDS demands","Known Flow",470427.800164,136634.621390,,0.000000,,,,,,,-4.150000,,,-6.710000,,,,,-9.711206,-10.860000,,"",,,,,,,"D1 PROFILE",,,"I2 PROFILE",,,,
"80004600000144","Nodes","144",21.000000,27.257540,"DDS demands","Known Flow",471879.655726,139492.399129,,0.000000,-5.030000,,,,,,-12.700000,,,,,,,,-15.854483,-17.729999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"80004600000053","Nodes","53",21.000000,33.917051,"Default Known Flow Node","Known Flow",472770.480606,139718.747309,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000056","Nodes","P14134919, ANSTEY ROAD CSEP, 141.05 SCMH",25.000000,37.665318,"CSEP Unmatched","Known Flow",472918.274653,140534.531682,,0.000000,,,,,,,,-46.889999,,,,,,,-41.929879,-46.889999,,"",,,,,,,,"DC PROFILE",,,,,,
"80004600001054","Nodes","1054, Newman Lane DG, Constant/Seasonal Settings",21.000000,29.000000,"Default Known Pressure Node","Known Pressure",472886.738781,140076.604088,,476.999986,,,,,,,,,,,,,,,197.648987,221.030003,,"",,,,,,,,,,,,,,
"80004600009009","Nodes","9009",21.000000,39.910136,"Default Known Flow Node","Known Flow",471267.004392,140097.038332,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000513","Nodes","513",21.000000,28.321777,"Default Known Flow Node","Known Flow",473315.275767,141311.986904,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000153","Nodes","153",21.000000,30.657657,"DDS demands","Known Flow",471219.331400,139360.410295,,0.000000,-2.750000,,,,,,-18.469999,,,,,,,,-18.975303,-21.219998,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"80004600000343","Nodes","343",21.000000,39.910136,"Default Known Flow Node","Known Flow",471261.617391,140093.980331,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000342","Nodes","342",21.000000,39.577891,"Default Known Flow Node","Known Flow",471275.857404,140101.811139,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001292","Nodes","1292",21.000000,45.538268,"DDS demands","Known Flow",479225.520444,143985.636841,,0.000000,,,,,,,-9.529999,,,,,,,,-8.521896,-9.529999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001344","Nodes","1344",21.000000,39.697896,"Default Known Flow Node","Known Flow",478231.015439,144484.007183,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000818","Nodes","818",21.000000,28.759046,"DDS demands","Known Flow",472118.466007,139895.491034,,0.000000,,,,,,,-8.060000,,,,,,,,-7.207396,-8.060000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000494","Nodes","494",21.000000,35.416293,"DDS demands","Known Flow",471602.397256,140567.770059,,0.000000,,,,,,,-11.839999,,,,,,,,-10.587540,-11.839999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000027","Nodes","27",21.000000,37.503302,"Default Known Flow Node","Known Flow",473062.955392,140640.901870,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000006","Nodes","06, Wooteys Way DG, Constant/Seasonal Settings, Site ID 4122",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",471954.945702,140799.099127,,969.000009,,,,,,,,,,,,,,,766.693624,857.390142,,"",,,,,,,,,,,,,,
"80004600001050","Nodes","1050",21.000000,38.125610,"Default Known Flow Node","Known Flow",470429.904164,136606.504382,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001048","Nodes","1048",21.000000,38.201580,"DDS demands","Known Flow",470346.029141,136638.464391,,0.000000,,,,,,,-2.880000,,,,,,,,-2.575347,-2.880000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000543","Nodes","543",21.000000,35.731088,"DDS demands","Known Flow",471313.130202,139996.379152,,0.000000,,,,,,,-4.070000,,,,,,,,-3.639466,-4.070000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000410","Nodes","410",21.000000,31.484984,"DDS demands","Known Flow",471941.437576,140310.925390,,0.000000,,,,,,,-19.719999,,,,,,,,-17.633977,-19.719999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001282","Nodes","1282",21.000000,30.750511,"Default Known Flow Node","Known Flow",472073.822926,140924.752734,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000361","Nodes","361",21.000000,37.516309,"DDS demands","Known Flow",473001.066934,140592.766991,,0.000000,,-74.150003,,,,,,,,,,,,,-66.306259,-74.150003,,"",,"C2 PROFILE",,,,,,,,,,,,
"80004600000031","Nodes","31",21.000000,37.502431,"DDS demands","Known Flow",473058.302797,140633.971591,,0.000000,,,,,,,-8.169999,,,,,,,,-7.305760,-8.169999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001049","Nodes","1049",21.000000,38.169143,"Default Known Flow Node","Known Flow",470423.057162,136603.789381,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000234","Nodes","234",21.000000,28.619778,"Default Known Flow Node","Known Flow",471070.775013,138642.206152,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001358","Nodes","1358",21.000000,43.165051,"DDS demands","Known Flow",475585.067704,142642.395817,,0.000000,,-51.800001,,,,,,,,,,,,,-46.320489,-51.800001,,"",,"C2 PROFILE",,,,,,,,,,,,
"80004600004117","Nodes","4117",21.000000,27.882693,"Default Known Flow Node","Known Flow",471705.549857,139662.878218,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001224","Nodes","1224",21.000000,32.199501,"Default Known Flow Node","Known Flow",471920.298016,140291.171797,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000926","Nodes","926",21.000000,37.990338,"DDS demands","Known Flow",471410.478640,138904.101063,,0.000000,,,,,,,-4.810000,,,,,,,,-4.301188,-4.810000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000111","Nodes","111",21.000000,26.844864,"DDS demands","Known Flow",471884.039134,139642.455922,,0.000000,,,,,,,-24.729998,,,,,,,,-22.114007,-24.729998,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001207","Nodes","1207, P00089161, CHASE FIELD -LOWER FARRINGDON, -30.37SCMH",24.000000,28.646199,"CSEP DDS Matched","Known Flow",470587.985676,135039.039499,,0.000000,,,,,,,,-30.370000,,,,,,,-27.157398,-30.370000,,"",,,,,,,,"DC PROFILE",,,,,,
"80004600001288","Nodes","1288,",21.000000,33.610475,"DDS demands","Known Flow",471763.572111,139229.905813,,0.000000,-2.730000,,,,,,,,,,,,,,-2.441214,-2.730000,,"","C1 PROFILE",,,,,,,,,,,,,
"80004600001311","Nodes","1311",21.000000,38.396806,"DDS demands","Known Flow",471040.165330,137834.077716,,0.000000,-13.529999,,,,,,,,,,,,,,-12.098767,-13.529999,,"","C1 PROFILE",,,,,,,,,,,,,
"80004600000812","Nodes","812",21.000000,27.876930,"DDS demands","Known Flow",471719.148515,139667.336215,,0.000000,,,,-4.340000,,,-16.509999,,,,,,,,-18.644443,-20.850000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"80004600001052","Nodes","1052",21.000000,33.569463,"DDS demands","Known Flow",471886.204617,139088.197749,,0.000000,-11.069999,,,,,,-2.150000,,,,,,,,-11.821560,-13.220000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"80004600000493","Nodes","493",21.000000,34.650663,"DDS demands","Known Flow",471635.769098,140651.595420,,0.000000,,,,,,,-12.939999,,,,,,,,-11.571179,-12.939999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000418","Nodes","418",21.000000,37.472558,"DDS demands","Known Flow",472223.952805,140435.903888,,0.000000,,,,,,,-1.519999,,,,,,,,-1.359211,-1.519999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001226","Nodes","1226",21.000000,29.627424,"Default Known Flow Node","Known Flow",472255.350113,140972.311490,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001206","Nodes","1206",21.000000,36.837461,"Default Known Flow Node","Known Flow",471485.172213,138886.203385,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001172","Nodes","P13132154, OLD ACRE ROAD CSEP, 10.34 SCMH",22.999998,35.886714,"CSEP Unmatched","Known Flow",471490.866580,138942.328815,,0.000000,,,,,,,,,,,,,-10.339999,,-9.246212,-10.339999,,"",,,,,,,,,,,,,"DC PROFILE",
"80004600000200","Nodes","200",21.000000,36.867260,"DDS demands","Known Flow",471487.929292,138891.252262,,0.000000,,,,,,,-23.309999,,,,,,,,-20.844218,-23.309999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000204","Nodes","204",21.000000,36.665631,"DDS demands","Known Flow",471587.905572,138820.516321,,0.000000,,,,,,,-13.309999,,,,,,,,-11.902040,-13.309999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000199","Nodes","199",21.000000,36.949115,"DDS demands","Known Flow",471463.185145,138910.946353,,0.000000,,,,,,,-8.729999,,,,,,,,-7.806521,-8.729999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001153","Nodes","1153",21.000000,37.144998,"Default Known Flow Node","Known Flow",471482.875581,138785.964931,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001170","Nodes","1170",21.000000,37.140083,"Default Known Flow Node","Known Flow",471478.824516,138783.982741,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001138","Nodes","1138",21.000000,37.012295,"Default Known Flow Node","Known Flow",471518.092388,138825.340335,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000018","Nodes",,21.000000,38.272787,"Default Known Flow Node","Known Flow",472371.850510,139381.377017,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000011","Nodes",,21.000000,39.663428,"DDS demands","Known Flow",470888.749140,138042.660821,,0.000000,,,,,,,-3.780000,,,,,,,,-3.380143,-3.780000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000101","Nodes",,21.000000,36.072476,"Default Known Flow Node","Known Flow",471680.109697,140506.904710,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000102","Nodes",,21.000000,36.072476,"Default Known Flow Node","Known Flow",471678.683471,140510.512796,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000098","Nodes","Logger 4671, High Street/Turk Street",21.000000,31.029228,"Val Log Post","Known Flow",471701.341052,139263.717836,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000142","Nodes",,21.000000,36.946452,"Default Known Flow Node","Known Flow",471583.503144,140362.865554,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000147","Nodes",,21.000000,39.276999,"Default Known Flow Node","Known Flow",471955.056846,140703.010495,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000143","Nodes",,21.000000,39.451517,"Default Known Flow Node","Known Flow",471986.728130,140714.849926,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000176","Nodes",,21.000000,38.307846,"Default Known Flow Node","Known Flow",471889.068547,140660.583722,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
