"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80002000030454","Nodes","-182505",21.000000,25.767567,"Default Known Flow Node","Known Flow",452642.672475,188281.148823,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"80002000010253","Nodes","10253",21.000000,36.943415,"DDS demands","Known Flow",450626.310795,194376.637085,,0.000000,,,,-6.939999,,-16.200001,,,,,,,,-20.692202,-23.140000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,,
"80002000010309","Nodes","10309",21.000000,30.923718,"DDS demands","Known Flow",446811.696463,191484.701799,,0.000000,-4.880000,,,,,-2.160000,,,,,,,,-6.295294,-7.040000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,,
"80002000010305","Nodes","10305",21.000000,29.512413,"DDS demands","Known Flow",446350.333513,191567.729078,,0.000000,,,,,,-9.069999,,,,,,,,-8.110555,-9.069999,,"",,,,,,"D1 PROFILE",,,,,,,
"80002000010149","Nodes","10149",21.000000,41.232669,"DDS demands","Known Flow",446721.624764,192176.922873,,0.000000,,,,,,-26.429999,,,,,,,,-23.634177,-26.429999,,"",,,,,,"D1 PROFILE",,,,,,,
"80002000010151","Nodes","10151",21.000000,40.266935,"DDS demands","Known Flow",446650.560202,192070.184547,,0.000000,,,,,,-14.219999,,,,,,,,-12.715778,-14.219999,,"",,,,,,"D1 PROFILE",,,,,,,
"80002000010145","Nodes","10145",21.000000,43.858557,"DDS demands","Known Flow",447031.647329,191999.828010,,0.000000,,,,,,-12.210000,,,,,,,,-10.918401,-12.210000,,"",,,,,,"D1 PROFILE",,,,,,,
"80002000010140","Nodes","10140",21.000000,45.687644,"DDS demands","Known Flow",447353.162810,192906.925683,,0.000000,-11.880000,,,,,-7.409999,,,,,,,,-17.249463,-19.290000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,,
"80002000010283","Nodes","10283",21.000000,38.645687,"DDS demands","Known Flow",447526.919908,194461.571461,,0.000000,,,,,,-7.860000,,,,,,,,-7.028552,-7.860000,,"",,,,,,"D1 PROFILE",,,,,,,
"80002000010229","Nodes","10229",21.000000,37.807326,"DDS demands","Known Flow",447980.092575,194863.871401,,0.000000,,,,,,-5.559999,,,,-3.849999,,,,-8.414590,-9.409999,,"",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,
