"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"C1","Flow Categories","-93.419999","0.000000","1.000000","Volumetric","-1.000000"
"D1","Flow Categories","-1828.210002","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-79.969999","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-73.770000","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-26.189999","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-153.710998","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"CM","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"IM","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"PL-DC","Flow Categories","-14.670000","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-40.619997","0.000000","1.000000","Volumetric","-1.000000"
"PL-PL","Flow Categories","","","1.000000","Volumetric","0.000000"
