"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"80003900002202","Nodes","2202","21.000000","43.934913","DDS demands","Known Flow","492640.286150","211525.588937","","0.000000","-0.410000","","-0.990000","-16.870000","","-2.710000","","","","-18.609834","-20.811300","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","",""
"80003900002285","Nodes","2285","21.000000","44.399442","DDS demands","Known Flow","492565.151548","211691.384373","","0.000000","","","","","","-1.150000","","","","-1.028350","-1.150000","","","","","","","","D1 PROFILE","","",""
"80003900002286","Nodes","2286","21.000000","44.358674","DDS demands","Known Flow","492561.306186","211688.615812","","0.000000","","-6.000000","","","","-2.929999","","","","-7.985364","-8.929999","","","","C2 PROFILE","","","","D1 PROFILE","","",""
"80003900999999","Nodes","999999","21.000000","44.358674","Default Known Flow Node","Known Flow","492565.877188","211679.252810","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900002287","Nodes","2287","21.000000","44.241362","DDS demands","Known Flow","492509.814172","211677.575809","","0.000000","","","","","","-4.050000","","","","-3.621582","-4.050000","","","","","","","","D1 PROFILE","","",""
"80003900002181","Nodes","2181","21.000000","35.408246","DDS demands","Known Flow","492317.787013","211600.901458","","0.000000","","","","","","-9.039999","","","","-8.083728","-9.039999","","","","","","","","D1 PROFILE","","",""
"80003900092774","Nodes","92774","21.000000","35.419116","Default Known Flow Node","Known Flow","492337.375853","211640.381714","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900002083","Nodes","2083","21.000000","35.035539","DDS demands","Known Flow","492147.370540","211516.168378","","0.000000","","","","","","-6.020000","","","","-5.383191","-6.020000","","","","","","","","D1 PROFILE","","",""
"80003900000281","Nodes","281","21.000000","35.132246","Default Known Flow Node","Known Flow","492050.626046","211443.712660","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900002084","Nodes","2084","21.000000","35.130988","DDS demands","Known Flow","492049.092047","211442.460745","","0.000000","","","","","","-9.460000","","","","-8.459300","-9.460000","","","","","","","","D1 PROFILE","","",""
"80003900002148","Nodes","2148","21.000000","48.462553","DDS demands","Known Flow","492130.898069","211314.552711","","0.000000","-5.570000","","","","","-8.250000","","","","-12.358089","-13.820000","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"80003900002149","Nodes","2149","21.000000","48.469811","DDS demands","Known Flow","492121.648067","211325.302713","","0.000000","-16.969999","-6.000000","","","","-25.350000","","","","-43.208604","-48.319997","","","C1 PROFILE","C2 PROFILE","","","","D1 PROFILE","","",""
"80003900000265","Nodes","265","21.000000","48.706002","DDS demands","Known Flow","492143.560073","211332.255715","","0.000000","","","","","","-6.099999","","","","-5.454728","-6.099999","","","","","","","","D1 PROFILE","","",""
"80003900093635","Nodes","93635","21.000000","42.284578","Default Known Flow Node","Known Flow","492004.655035","211190.924677","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900002144","Nodes","2144","21.000000","46.835507","DDS demands","Known Flow","492043.687057","211235.802346","","0.000000","","","","","","-7.489999","","","","-6.697690","-7.489999","","","","","","","","D1 PROFILE","","",""
"80003900002145","Nodes","2145","21.000000","47.811343","DDS demands","Known Flow","492051.817048","211244.884692","","0.000000","","","","","","-21.790000","","","","-19.485006","-21.790000","","","","","","","","D1 PROFILE","","",""
"80003900002279","Nodes","2279","21.000000","38.192222","DDS demands","Known Flow","492038.109284","211080.433663","","0.000000","","","","","","-3.540000","","","","-3.165530","-3.540000","","","","","","","","D1 PROFILE","","",""
"80003900002280","Nodes","2280","21.000000","37.985250","DDS demands","Known Flow","492017.547112","211063.894404","","0.000000","","","","","","-8.449999","","","","-7.556140","-8.449999","","","","","","","","D1 PROFILE","","",""
"80003900071390","Nodes","71390","21.000000","35.195694","Default Known Flow Node","Known Flow","491938.536869","211556.278582","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000285","Nodes","285","21.000000","31.052332","Default Known Flow Node","Known Flow","491584.753137","210974.044557","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900002115","Nodes","2115","21.000000","32.566231","DDS demands","Known Flow","491393.993407","211045.699694","","0.000000","","","","","","-32.700001","","","","-29.240923","-32.700001","","","","","","","","D1 PROFILE","","",""
"80003900002114","Nodes","2114","21.000000","33.956542","DDS demands","Known Flow","491480.972864","211137.885401","","0.000000","","","","","","-17.360000","","","","-15.523620","-17.360000","","","","","","","","D1 PROFILE","","",""
"80003900000267","Nodes","267","21.000000","35.941651","DDS demands","Known Flow","491592.069705","211246.790796","","0.000000","","","","","","-25.069998","","","","-22.418038","-25.069998","","","","","","","","D1 PROFILE","","",""
"80003900002112","Nodes","2112","21.000000","36.574887","DDS demands","Known Flow","491615.090753","211269.363080","","0.000000","","","","","","-15.290000","","","","-13.672590","-15.290000","","","","","","","","D1 PROFILE","","",""
"80003900002046","Nodes","2046","21.000000","36.919505","DDS demands","Known Flow","491652.971523","211671.029269","","0.000000","","","","","","-8.430000","","","","-7.538256","-8.430000","","","","","","","","D1 PROFILE","","",""
"80003900002047","Nodes","2047","21.000000","36.131880","DDS demands","Known Flow","491733.316792","211733.314357","","0.000000","","","","","","-16.030001","","","","-14.334312","-16.030001","","","","","","","","D1 PROFILE","","",""
"80003900002258","Nodes","2258","21.000000","42.992148","DDS demands","Known Flow","491332.687904","211396.267599","","0.000000","","","","","","-14.439999","","","","-12.912504","-14.439999","","","","","","","","D1 PROFILE","","",""
"80003900002254","Nodes","2254","21.000000","43.528392","DDS demands","Known Flow","491401.948496","211449.073309","","0.000000","","","","","","-9.760000","","","","-8.727565","-9.760000","","","","","","","","D1 PROFILE","","",""
"80003900002260","Nodes","2260","21.000000","42.778831","DDS demands","Known Flow","491351.536659","211418.103743","","0.000000","","","","","","-3.400000","","","","-3.040340","-3.400000","","","","","","","","D1 PROFILE","","",""
"80003900002259","Nodes","2259","21.000000","42.788007","DDS demands","Known Flow","491327.741076","211403.718604","","0.000000","","","","","","-6.780000","","","","-6.062796","-6.780000","","","","","","","","D1 PROFILE","","",""
"80003900002261","Nodes","2261","21.000000","42.263561","DDS demands","Known Flow","491242.105916","211350.873831","","0.000000","","","","","","-19.310000","","-4.050000","","-20.888928","-23.359999","","","","","","","","D1 PROFILE","","I2 PROFILE",""
"80003900008000","Nodes","Group Profile 1, Low Point /OPR,8969, Pendley Manor, Station Road","21.000000","21.867252","Low Point","Known Flow","494132.112868","212032.992689","","0.000000","-21.450000","","","-5.359999","","-6.630000","","","","-29.854713","-33.386399","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","",""
"80003900001102","Nodes","1102","21.000000","22.096660","DDS demands","Known Flow","494108.787069","212030.043671","","0.000000","","","","","","-7.699999","","","","-6.885476","-7.699999","","","","","","","","D1 PROFILE","","",""
"80003900001099","Nodes","1099","21.000000","26.534101","DDS demands","Known Flow","493647.987685","211970.848612","","0.000000","","","","","","","","-62.099996","","-55.530922","-62.099996","","","","","","","","","","I2 PROFILE",""
"80003900001101","Nodes","1101","21.000000","24.237862","Default Known Flow Node","Known Flow","493887.242197","211999.813539","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900076800","Nodes","76800","21.000000","31.049346","Default Known Flow Node","Known Flow","493457.019795","211935.702470","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900001100","Nodes","1100","21.000000","27.428928","DDS demands","Known Flow","493570.144324","211876.087098","","0.000000","","","","","","-4.409999","","","","-3.943500","-4.409999","","","","","","","","D1 PROFILE","","",""
"80003900000229","Nodes","229","21.000000","30.592517","DDS demands","Known Flow","493323.052414","212294.407459","","0.000000","","","","","","-29.330000","","","","-26.227408","-29.330000","","","","","","","","D1 PROFILE","","",""
"80003900001095","Nodes","1095","21.000000","30.435732","DDS demands","Known Flow","493405.602826","212219.294733","","0.000000","","","","","","-26.810000","","","","-23.973978","-26.810000","","","","","","","","D1 PROFILE","","",""
"80003900001094","Nodes","1094","21.000000","31.201802","DDS demands","Known Flow","493436.937472","212067.510861","","0.000000","","","","","","-21.550000","","","","-19.270393","-21.550000","","","","","","","","D1 PROFILE","","",""
"80003900000185","Nodes","185","21.000000","35.621678","DDS demands","Known Flow","491834.656849","211957.247130","","0.000000","","","","","","-33.520000","","","","-29.974181","-33.520000","","","","","","","","D1 PROFILE","","",""
"80003900002054","Nodes","2054","21.000000","35.447493","DDS demands","Known Flow","491848.526993","211792.788841","","0.000000","","","","","","-32.279998","","","","-28.865348","-32.279998","","","","","","","","D1 PROFILE","","",""
"80003900000160","Nodes","160","21.000000","44.698427","DDS demands","Known Flow","492253.966836","212029.373464","","0.000000","","","","","","-17.520000","","","","-15.666696","-17.520000","","","","","","","","D1 PROFILE","","",""
"80003900000161","Nodes","161","21.000000","46.636130","DDS demands","Known Flow","492206.667221","212106.559910","","0.000000","","","","","","-7.780000","","","","-6.957014","-7.780000","","","","","","","","D1 PROFILE","","",""
"80003900000162","Nodes","162","21.000000","48.737970","DDS demands","Known Flow","492154.859632","212187.364866","","0.000000","","","","","","-15.590000","","","","-13.940855","-15.590000","","","","","","","","D1 PROFILE","","",""
"80003900000192","Nodes","192","21.000000","45.306294","DDS demands","Known Flow","492671.523057","211994.181216","","0.000000","","","","","","-5.330000","","","","-4.766181","-5.330000","","","","","","","","D1 PROFILE","","",""
"80003900000193","Nodes","193","21.000000","45.234047","DDS demands","Known Flow","492710.343470","211983.746993","","0.000000","","","","","","-6.949999","","","","-6.214813","-6.949999","","","","","","","","D1 PROFILE","","",""
"80003900000194","Nodes","194","21.000000","45.285553","DDS demands","Known Flow","492678.515056","212013.334188","","0.000000","","","","","","-5.980000","","","","-5.347422","-5.980000","","","","","","","","D1 PROFILE","","",""
"80003900000148","Nodes","148","21.000000","45.249191","DDS demands","Known Flow","492526.965872","212048.592989","","0.000000","","","","","","-0.379999","","","","-0.339802","-0.379999","","","","","","","","D1 PROFILE","","",""
"80003900000025","Nodes","25","21.000000","43.057104","Default Known Flow Node","Known Flow","492653.757989","212340.091423","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000203","Nodes","203","21.000000","45.177643","Default Known Flow Node","Known Flow","492651.670211","212201.597952","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000312","Nodes","P10123773, GROVE ROAD, -7.48scm/h","22.999998","34.066743","CSEP DDS Matched","Known Flow","492761.942854","212550.652103","","0.000000","","","","","","","-7.479999","","","-6.688748","-7.479999","","","","","","","","","DC PROFILE","",""
"80003900000033","Nodes","33","21.000000","34.249229","DDS demands","Known Flow","492750.028771","212573.688829","","0.000000","","","","","","-14.560000","","","","-13.019810","-14.560000","","","","","","","","D1 PROFILE","","",""
"80003900093829","Nodes","93829","21.000000","35.546481","Default Known Flow Node","Known Flow","492678.271909","212729.372904","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900093822","Nodes","93822","21.000000","38.520447","Default Known Flow Node","Known Flow","492667.913215","212527.223041","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000247","Nodes","247","21.000000","40.307065","Default Known Flow Node","Known Flow","492660.097499","212446.487059","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000226","Nodes","226","21.000000","33.909849","Default Known Flow Node","Known Flow","492446.770252","212778.789825","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000227","Nodes","227","21.000000","33.399971","Default Known Flow Node","Known Flow","492436.220737","212788.847262","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000079","Nodes","79","21.000000","33.125473","DDS demands","Known Flow","492430.557654","212794.274406","","0.000000","","","","","","-12.399999","","","","-11.088300","-12.399999","","","","","","","","D1 PROFILE","","",""
"80003900000066","Nodes","66","21.000000","33.548321","DDS demands","Known Flow","492686.142093","212998.270027","","0.000000","","","","","","-5.749999","","","","-5.141752","-5.749999","","","","","","","","D1 PROFILE","","",""
"80003900000275","Nodes","275","21.000000","32.802415","Default Known Flow Node","Known Flow","492535.255815","213022.820407","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000206","Nodes","206","21.000000","32.495166","DDS demands","Known Flow","492499.546337","213060.828498","","0.000000","","","","","","-1.370000","","","","-1.225078","-1.370000","","","","","","","","D1 PROFILE","","",""
"80003900000204","Nodes","204","21.000000","32.426457","DDS demands","Known Flow","492493.572052","213066.209930","","0.000000","","","","","","-3.530000","","-2.240000","","-5.159636","-5.769999","","","","","","","","D1 PROFILE","","I2 PROFILE",""
"80003900001048","Nodes","1048","21.000000","32.352158","DDS demands","Known Flow","493118.797338","212429.424014","","0.000000","","","","","","-20.150000","","","","-18.018488","-20.150000","","","","","","","","D1 PROFILE","","",""
"80003900001057","Nodes","1057","21.000000","32.384274","DDS demands","Known Flow","493194.628632","212365.675554","","0.000000","","","","","","-5.280000","","","","-4.721470","-5.280000","","","","","","","","D1 PROFILE","","",""
"80003900000280","Nodes","280","21.000000","31.485808","Default Known Flow Node","Known Flow","491505.977233","210966.666410","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000237","Nodes","237","21.000000","31.372695","DDS demands","Known Flow","493272.161423","213600.796765","","0.000000","","","","","","-10.509999","","","","-9.398228","-10.509999","","","","","","","","D1 PROFILE","","",""
"80003900008001","Nodes","Logger 5618, Bilbourne Road, Next to Pub","21.000000","31.193110","Val Log Post","Known Flow","493308.732658","213635.738504","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900000029","Nodes","29","21.000000","41.334476","DDS demands","Known Flow","492661.395175","212473.256154","","0.000000","","","","","","-5.530000","","","","-4.945024","-5.530000","","","","","","","","D1 PROFILE","","",""
"80003900000167","Nodes","167","21.000000","43.664884","DDS demands","Known Flow","492263.738105","211993.108895","","0.000000","","","","","","-3.099999","","","","-2.772075","-3.099999","","","","","","","","D1 PROFILE","","",""
"80003900002137","Nodes","2137","21.000000","30.580115","DDS demands","Known Flow","491831.995988","210977.637619","","0.000000","","","","","","-4.819999","","","","-4.310129","-4.819999","","","","","","","","D1 PROFILE","","",""
"80003900002136","Nodes","2136","21.000000","30.727401","DDS demands","Known Flow","491780.153974","210970.157617","","0.000000","","","","","","-3.140000","","","","-2.807843","-3.140000","","","","","","","","D1 PROFILE","","",""
"80003900077726","Nodes","77726","21.000000","31.070909","Default Known Flow Node","Known Flow","491667.694525","210983.267218","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"80003900002134","Nodes","2134","21.000000","30.010591","DDS demands","Known Flow","491691.556950","210806.876572","","0.000000","","","","","","-5.169999","","","","-4.623105","-5.169999","","","","","","","","D1 PROFILE","","",""
"80003900077730","Nodes","77730","21.000000","30.010591","Default Known Flow Node","Known Flow","491688.490949","210809.665573","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
