"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80050400006592","Nodes","LOGGER 9889, O/S 46 MEADOW VIEW.",21.000000,26.724034,"Val Log Post","Known Flow",493828.747116,236686.710997,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80050400004639","Nodes","4639",21.000000,32.829407,"DDS demands","Known Flow",492903.569629,236325.833081,,0.000000,,,,,-3.209999,,,,,,-2.870439,-3.209999,,"",,,,,"D1 PROFILE",,,,,
"80050400004684","Nodes","4684",21.000000,32.863178,"DDS demands","Known Flow",492843.333263,236289.765506,,0.000000,,,,,-6.159999,,,,,,-5.508382,-6.159999,,"",,,,,"D1 PROFILE",,,,,
"80050400000852","Nodes","852",21.000000,22.562464,"Default Known Flow Node","Known Flow",494876.638752,233465.090379,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80050400000853","Nodes","853",21.000000,21.921168,"DDS demands","Known Flow",494966.771032,233423.867759,,0.000000,,-6.000000,,,-4.869999,,,,,,-9.720148,-10.869999,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,,
"80050400000823","Nodes","823",21.000000,29.855860,"DDS demands","Known Flow",494884.183422,233101.743720,,0.000000,,,,-9.809999,,,,,,,-8.772278,-9.809999,,"",,,,"C4 PROFILE",,,,,,
"80050400000854","Nodes","854",21.000000,28.971600,"DDS demands","Known Flow",494930.027886,233001.224615,,0.000000,,,,,-1.909999,,,,,,-1.707956,-1.909999,,"",,,,,"D1 PROFILE",,,,,
"80050400000816","Nodes","816",21.000000,26.227796,"DDS demands","Known Flow",494441.282500,233030.718167,,0.000000,,,,,-9.209999,,,,,,-8.235746,-9.209999,,"",,,,,"D1 PROFILE",,,,,
"80050400004667","Nodes","4667",21.000000,30.214042,"DDS demands","Known Flow",492700.790877,235774.887530,,0.000000,,-12.910000,,,,,,,,,-11.544353,-12.910000,,"",,"C2 PROFILE",,,,,,,,
"80050400004669","Nodes","4669",21.000000,30.061338,"DDS demands","Known Flow",492775.247432,235799.797436,,0.000000,,,,,-5.599999,,,,,,-5.007620,-5.599999,,"",,,,,"D1 PROFILE",,,,,
"80050400001063","Nodes","1063",21.000000,24.338492,"DDS demands","Known Flow",494880.041840,235822.828038,,0.000000,,,,,-21.739998,,,,,,-19.440295,-21.739998,,"",,,,,"D1 PROFILE",,,,,
"80050400001093","Nodes","1093",21.000000,23.410360,"DDS demands","Known Flow",494933.033692,235859.521420,,0.000000,,,,,-13.820000,,,,,,-12.358091,-13.820000,,"",,,,,"D1 PROFILE",,,,,
"80050400001091","Nodes","1091",21.000000,22.989131,"DDS demands","Known Flow",494989.713695,235894.404001,,0.000000,,,-2.759999,,-4.340000,,,,,,-6.348946,-7.100000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"80050400004713","Nodes","4713",21.000000,34.798222,"DDS demands","Known Flow",492786.864099,236516.308861,,0.000000,,,,,-6.829999,,,,,,-6.107508,-6.829999,,"",,,,,"D1 PROFILE",,,,,
"80050400004612","Nodes","4612",21.000000,35.195567,"DDS demands","Known Flow",492691.501831,236487.896420,,0.000000,,,,,-9.430000,,,,,,-8.432475,-9.430000,,"",,,,,"D1 PROFILE",,,,,
"80050400004643","Nodes","4643",21.000000,32.227343,"DDS demands","Known Flow",492754.074211,235601.260674,,0.000000,,,,,-26.229999,,,,,,-23.455335,-26.229999,,"",,,,,"D1 PROFILE",,,,,
"80050400004692","Nodes","4692",21.000000,32.370614,"DDS demands","Known Flow",492839.483542,235663.789296,,0.000000,,,,,-24.479999,,,,,,-21.890453,-24.479999,,"",,,,,"D1 PROFILE",,,,,
"80050400004618","Nodes","4618",21.000000,33.205386,"DDS demands","Known Flow",492926.235286,235714.316350,,0.000000,,,,,-3.000000,,,,,,-2.682653,-3.000000,,"",,,,,"D1 PROFILE",,,,,
"80050400004644","Nodes","4644",21.000000,30.330527,"DDS demands","Known Flow",492709.753147,235736.815935,,0.000000,,,,,-24.199999,,,,,,-21.640074,-24.199999,,"",,,,,"D1 PROFILE",,,,,
