"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"60603800000064","Nodes","64","21.000000","25.442204","Default Known Flow Node","Known Flow","334426.625000","858498.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800002037","Nodes","2037","21.000000","24.162844","Default Known Flow Node","Known Flow","334402.125000","858452.375000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800000094","Nodes","94","21.000000","49.998761","DDS demands","Known Flow","334735.169063","859183.719390","","0.000000","","","","","-2.160000","","","","-1.931510","-2.160000","","","","","","","D1 PROFILE","","",""
"60603800000095","Nodes","95","21.000000","49.998761","Default Known Flow Node","Known Flow","334903.207456","859132.140592","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800000035","Nodes","35","21.000000","24.135496","DDS demands","Known Flow","334401.125000","858450.875000","","0.000000","","","","","-23.450000","","","","-20.969411","-23.450000","","","","","","","D1 PROFILE","","",""
"60603800002017","Nodes","2017","21.000000","24.135496","Default Known Flow Node","Known Flow","334399.250000","858449.375000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800000153","Nodes","153","21.000000","23.632940","DDS demands","Known Flow","334395.500000","858361.375000","","0.000000","","-85.900002","","","","","","","-76.813320","-85.900002","","","","C2 PROFILE","","","","","",""
"60603800000152","Nodes","152","21.000000","23.487487","DDS demands","Known Flow","334322.000000","858468.125000","","0.000000","","","-30.749999","","","","","","-27.497199","-30.749999","","","","","C3 PROFILE","","","","",""
"60603800000088","Nodes","P00057529/01, Milne Road, 42.10","24.000000","32.122791","CSEP DDS Matched","Known Flow","334740.353175","858012.250648","","0.000000","","","","","-3.260000","-42.089998","","","-40.552781","-45.349997","","","","","","","D1 PROFILE","DC PROFILE","",""
"60603800000087","Nodes","87","21.000000","32.377432","DDS demands","Known Flow","334758.250000","858031.500000","","0.000000","","","","","-3.240000","","","","-2.897266","-3.240000","","","","","","","D1 PROFILE","","",""
"60603800002016","Nodes","2016","21.000000","34.655451","Default Known Flow Node","Known Flow","334588.019794","858213.068676","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800000033","Nodes","33","21.000000","34.655451","DDS demands","Known Flow","334589.681165","858215.320757","","0.000000","","","","","-18.079999","","","","-16.167459","-18.079999","","","","","","","D1 PROFILE","","",""
"60603800000032","Nodes","32","21.000000","35.636814","DDS demands","Known Flow","334699.125000","858390.375000","","0.000000","","","","","-13.899999","","","","-12.429627","-13.899999","","","","","","","D1 PROFILE","","",""
"60603800000031","Nodes","31","21.000000","35.765970","DDS demands","Known Flow","334706.875000","858403.125000","","0.000000","","","","","-7.109999","","","","-6.357889","-7.109999","","","","","","","D1 PROFILE","","",""
"60603800000050","Nodes","50","21.000000","35.071424","DDS demands","Known Flow","334561.500000","858432.125000","","0.000000","","","","","-3.319999","","","","-2.968803","-3.319999","","","","","","","D1 PROFILE","","",""
"60603800000062","Nodes","62","21.000000","35.017765","DDS demands","Known Flow","334483.750000","858491.500000","","0.000000","","","","","-1.249999","","","","-1.117772","-1.249999","","","","","","","D1 PROFILE","","",""
"60603800000057","Nodes","57","21.000000","34.066155","DDS demands","Known Flow","334547.500000","858254.125000","","0.000000","","","","","-4.380000","","","","-3.916674","-4.380000","","","","","","","D1 PROFILE","","",""
"60603800000058","Nodes","58","21.000000","34.012408","DDS demands","Known Flow","334590.000000","858317.875000","","0.000000","","","","","-3.180000","","","","-2.843613","-3.180000","","","","","","","D1 PROFILE","","",""
"60603800000078","Nodes","78","21.000000","35.379705","Default Known Flow Node","Known Flow","334680.500000","858350.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800000079","Nodes","79","21.000000","35.453686","DDS demands","Known Flow","334825.750000","858245.375000","","0.000000","","","","","-6.760000","","","","-6.044912","-6.760000","","","","","","","D1 PROFILE","","",""
"60603800000049","Nodes","49","21.000000","35.192673","DDS demands","Known Flow","334668.750000","858334.375000","","0.000000","","","","","-4.860000","","","","-4.345898","-4.860000","","","","","","","D1 PROFILE","","",""
"60603800000081","Nodes","81","21.000000","34.904036","DDS demands","Known Flow","334628.625000","858271.125000","","0.000000","","","","","-15.319999","","","","-13.699417","-15.319999","","","","","","","D1 PROFILE","","",""
"60603800000082","Nodes","82","21.000000","34.685981","DDS demands","Known Flow","334793.000000","858163.000000","","0.000000","","","","","-1.039999","","","","-0.929986","-1.039999","","","","","","","D1 PROFILE","","",""
"60603800000080","Nodes","80","21.000000","35.411205","DDS demands","Known Flow","334875.125000","858165.375000","","0.000000","","","","","-4.409999","","","","-3.943500","-4.409999","","","","","","","D1 PROFILE","","",""
"60603800000055","Nodes","55","21.000000","34.030617","DDS demands","Known Flow","334501.125000","858183.875000","","0.000000","","","","","-2.720000","","","","-2.432272","-2.720000","","","","","","","D1 PROFILE","","",""
"60603800000056","Nodes","56","21.000000","33.745613","DDS demands","Known Flow","334455.125000","858115.875000","","0.000000","","","","","-7.869999","","","","-7.037494","-7.869999","","","","","","","D1 PROFILE","","",""
"60603800000052","Nodes","52","21.000000","34.054938","DDS demands","Known Flow","334537.347801","858137.053536","","0.000000","","-15.569999","","","-14.710000","","","","-27.076918","-30.280001","","","","C2 PROFILE","","","D1 PROFILE","","",""
"60603800002050","Nodes","2050","21.000000","34.016242","Default Known Flow Node","Known Flow","334580.250000","858107.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800000051","Nodes","51","21.000000","34.222328","Default Known Flow Node","Known Flow","334548.293029","858153.921008","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800000091","Nodes","91","21.000000","33.138919","Default Known Flow Node","Known Flow","334675.594088","858084.735685","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800002014","Nodes","2014","21.000000","33.009112","Default Known Flow Node","Known Flow","334671.600900","858079.527180","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60603800000090","Nodes","90","21.000000","33.174509","DDS demands","Known Flow","334702.375000","858115.500000","","0.000000","","","","","-0.820000","","","","-0.733258","-0.820000","","","","","","","D1 PROFILE","","",""
