"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)"
"60603400000205","Nodes","205","21.000000","35.197975","DDS demands","Known Flow","323347.244563","870115.198497","","0.000000","","","","","","-6.569999","","","","-5.875011","-6.569999","","","","","","","","D1 PROFILE","","",""
"60603400000204","Nodes","204","21.000000","37.069674","DDS demands","Known Flow","323224.176730","870045.240137","","0.000000","","","","","","-15.659999","","","","-14.003452","-15.659999","","","","","","","","D1 PROFILE","","",""
"60603400000206","Nodes","206","21.000000","35.088898","DDS demands","Known Flow","323332.790553","870144.270155","","0.000000","","","","","","-6.900000","","","","-6.170103","-6.900000","","","","","","","","D1 PROFILE","","",""
"60603400000201","Nodes","201","21.000000","41.243884","DDS demands","Known Flow","323204.719729","870116.755889","","0.000000","","","","","","-4.249999","","","","-3.800425","-4.249999","","","","","","","","D1 PROFILE","","",""
"60603400000202","Nodes","202","21.000000","33.767145","DDS demands","Known Flow","323419.434428","870246.435778","","0.000000","","","","","","-16.870000","","","","-15.085456","-16.870000","","","","","","","","D1 PROFILE","","",""
"60603400000189","Nodes","189","21.000000","42.184982","DDS demands","Known Flow","323194.644100","870186.461995","","0.000000","","","","","","-1.129999","","","","-1.010466","-1.129999","","","","","","","","D1 PROFILE","","",""
"60603400000190","Nodes","190","21.000000","38.706390","DDS demands","Known Flow","323280.653123","870236.477009","","0.000000","","","","","","-7.380000","","","","-6.599328","-7.380000","","","","","","","","D1 PROFILE","","",""
"60603400001543","Nodes","-322075","21.000000","44.812739","Default Known Flow Node","Known Flow","323214.700105","870338.449037","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000191","Nodes","191","21.000000","38.670850","DDS demands","Known Flow","323306.172130","870192.146997","","0.000000","","","","","","-2.920000","","","","-2.611116","-2.920000","","","","","","","","D1 PROFILE","","",""
"60603400000192","Nodes","192","21.000000","37.779602","DDS demands","Known Flow","323315.524133","870258.083015","","0.000000","","","","","","-11.640000","","","","-10.408696","-11.640000","","","","","","","","D1 PROFILE","","",""
"60603400000193","Nodes","193","21.000000","37.784386","DDS demands","Known Flow","323279.174123","870320.910032","","0.000000","","","","","","-2.750000","","","","-2.459099","-2.750000","","","","","","","","D1 PROFILE","","",""
"60603400000248","Nodes","248","21.000000","35.328286","DDS demands","Known Flow","323426.536163","870326.052033","","0.000000","","","","","","-6.289999","","","","-5.624630","-6.289999","","","","","","","","D1 PROFILE","","",""
"60603400000194","Nodes","194","21.000000","35.217467","DDS demands","Known Flow","323397.451250","870375.646031","","0.000000","","","","","","-6.760000","","","","-6.044912","-6.760000","","","","","","","","D1 PROFILE","","",""
"60603400000401","Nodes","401","21.000000","33.762082","Default Known Flow Node","Known Flow","323398.736632","870282.253146","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000185","Nodes","P00075602, Clifton Road, -21.320","22.999998","32.700167","CSEP DDS Matched","Known Flow","323443.728168","870461.772070","","0.000000","","","","","-16.799999","-15.030000","-4.519999","","","-32.504819","-36.349999","","","","","","","CC PROFILE","D1 PROFILE","DC PROFILE","",""
"60603400000186","Nodes","186","21.000000","32.679444","DDS demands","Known Flow","323478.430177","870406.102055","","0.000000","","","","","","-2.700000","","","","-2.414388","-2.700000","","","","","","","","D1 PROFILE","","",""
"60603400000179","Nodes","179","21.000000","45.047964","DDS demands","Known Flow","323207.897103","870344.315038","","0.000000","","","","","","-6.530000","","","","-5.839243","-6.530000","","","","","","","","D1 PROFILE","","",""
"60603400000134","Nodes","134","21.000000","49.733121","DDS demands","Known Flow","323082.182069","870302.960027","","0.000000","","","","","","-17.620001","","","","-15.756120","-17.620001","","","","","","","","D1 PROFILE","","",""
"60603400000325","Nodes","325","21.000000","43.622687","DDS demands","Known Flow","323253.791591","870492.668486","","0.000000","","","","","","-9.859999","","","","-8.816988","-9.859999","","","","","","","","D1 PROFILE","","",""
"60603400000180","Nodes","180","21.000000","44.835893","DDS demands","Known Flow","323213.457105","870339.290037","","0.000000","","","","","","-0.860000","","","","-0.769027","-0.860000","","","","","","","","D1 PROFILE","","",""
"60603400000181","Nodes","181","21.000000","44.717845","DDS demands","Known Flow","323219.191107","870342.853038","","0.000000","","","","","","-3.940000","","","","-3.523218","-3.940000","","","","","","","","D1 PROFILE","","",""
"60603400000182","Nodes","182","21.000000","44.449731","DDS demands","Known Flow","323261.708118","870269.524018","","0.000000","","","","","","-3.150000","","","","-2.816786","-3.150000","","","","","","","","D1 PROFILE","","",""
"60603400000183","Nodes","183","21.000000","42.013086","DDS demands","Known Flow","323329.336451","870406.711109","","0.000000","","","-4.760000","","","-7.099999","","","","-10.605423","-11.859999","","","","","C3 PROFILE","","","D1 PROFILE","","",""
"60603400000184","Nodes","184","21.000000","41.494545","DDS demands","Known Flow","323371.080148","870336.056036","","0.000000","","","","","","-7.409999","","","","-6.626154","-7.409999","","","","","","","","D1 PROFILE","","",""
"60603400001572","Nodes","-325844","21.000000","49.704580","Default Known Flow Node","Known Flow","323081.116069","870304.845027","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000240","Nodes","240","21.000000","31.766995","DDS demands","Known Flow","323406.906158","870101.933972","","0.000000","","","","","","-9.270000","","","","-8.289400","-9.270000","","","","","","","","D1 PROFILE","","",""
"60603400000187","Nodes","P00091707, Clifton Road, -9.100","22.999998","33.497995","CSEP DDS Matched","Known Flow","323443.322168","870477.776074","","0.000000","-0.600000","","","","","-8.439999","-9.100000","","","-16.221112","-18.140000","","","C1 PROFILE","","","","","D1 PROFILE","DC PROFILE","",""
"60603400001571","Nodes","-325843","21.000000","49.664216","Default Known Flow Node","Known Flow","323079.549069","870307.552028","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000136","Nodes","136","21.000000","47.981505","DDS demands","Known Flow","322837.204003","870205.969000","","0.000000","","","","","","-11.750000","","","","-10.507060","-11.750000","","","","","","","","D1 PROFILE","","",""
"60603400000135","Nodes","135","21.000000","48.225816","DDS demands","Known Flow","322844.176005","870168.390990","","0.000000","","","","","","-9.739999","","","","-8.709681","-9.739999","","","","","","","","D1 PROFILE","","",""
"60603400000188","Nodes","188","21.000000","32.509420","DDS demands","Known Flow","323510.139186","870434.787063","","0.000000","","","","","","-5.449999","","","","-4.873487","-5.449999","","","","","","","","D1 PROFILE","","",""
"60603400000209","Nodes","209","21.000000","32.522626","DDS demands","Known Flow","323502.877184","870208.679001","","0.000000","","","","","","-2.519999","","","","-2.253428","-2.519999","","","","","","","","D1 PROFILE","","",""
"60603400000215","Nodes","215","21.000000","30.661125","DDS demands","Known Flow","323696.660236","870329.632034","","0.000000","","","","","","-2.840000","","","","-2.539578","-2.840000","","","","","","","","D1 PROFILE","","",""
"60603400000218","Nodes","218","21.000000","28.945899","DDS demands","Known Flow","323724.560932","870260.412649","","0.000000","","","","","","-14.600000","","","","-13.055581","-14.600000","","","","","","","","D1 PROFILE","","",""
"60603400000219","Nodes","219","21.000000","28.238477","DDS demands","Known Flow","323806.798342","870316.263429","","0.000000","","","","","","-5.940000","","","","-5.311654","-5.940000","","","","","","","","D1 PROFILE","","",""
"60603400000196","Nodes","196","21.000000","32.948812","DDS demands","Known Flow","323533.831192","870315.339030","","0.000000","","","","-5.379999","","-6.599999","","","","-10.712730","-11.979999","","","","","","C4 PROFILE","","D1 PROFILE","","",""
"60603400000203","Nodes","203","21.000000","31.955545","DDS demands","Known Flow","323577.189779","870341.066108","","0.000000","","","","","","-8.020000","","","","-7.171628","-8.020000","","","","","","","","D1 PROFILE","","",""
"60603400000195","Nodes","195","21.000000","34.369610","DDS demands","Known Flow","323499.820183","870370.929045","","0.000000","","","","","","-6.170000","","","","-5.517324","-6.170000","","","","","","","","D1 PROFILE","","",""
"60603400000197","Nodes","197","21.000000","31.575490","DDS demands","Known Flow","323613.690214","870440.037064","","0.000000","","","","","","-3.029999","","","","-2.709480","-3.029999","","","","","","","","D1 PROFILE","","",""
"60603400000211","Nodes","P08119391, Canal Bank Moray Street, -25.85","24.000000","31.206175","CSEP DDS Matched","Known Flow","323577.875204","870255.188014","","0.000000","","","","","","-8.920000","-25.850000","","","-31.091958","-34.770000","","","","","","","","D1 PROFILE","DC PROFILE","",""
"60603400000212","Nodes","212","21.000000","31.898430","DDS demands","Known Flow","323559.190199","870189.716996","","0.000000","","","","","","-1.770000","","","","-1.582765","-1.770000","","","","","","","","D1 PROFILE","","",""
"60603400000213","Nodes","213","21.000000","30.852994","DDS demands","Known Flow","323664.499192","870320.917886","","0.000000","","","","","","-7.459999","","","","-6.670865","-7.459999","","","","","","","","D1 PROFILE","","",""
"60603400000210","Nodes","210","21.000000","31.954577","DDS demands","Known Flow","323533.755071","870155.097615","","0.000000","","","","","","-2.279999","","","","-2.038816","-2.279999","","","","","","","","D1 PROFILE","","",""
"60603400000242","Nodes","242","21.000000","31.388503","DDS demands","Known Flow","323565.642201","870088.578969","","0.000000","","","","","","-11.669999","","","","-10.435522","-11.669999","","","","","","","","D1 PROFILE","","",""
"60603400000214","Nodes","214","21.000000","30.561221","DDS demands","Known Flow","323695.595496","870310.699985","","0.000000","","","","","","-1.019999","","","","-0.912102","-1.019999","","","","","","","","D1 PROFILE","","",""
"60603400000220","Nodes","220","21.000000","28.227889","DDS demands","Known Flow","323824.758271","870280.106021","","0.000000","","","","","","-1.929999","","","","-1.725840","-1.929999","","","","","","","","D1 PROFILE","","",""
"60603400000221","Nodes","221","21.000000","28.111620","DDS demands","Known Flow","323744.197249","870401.143054","","0.000000","","","","","","-4.510000","","","","-4.032922","-4.510000","","","","","","","","D1 PROFILE","","",""
"60603400000198","Nodes","198","21.000000","31.326125","DDS demands","Known Flow","323619.241481","870454.825911","","0.000000","","","","","","-6.350000","","","","-5.678283","-6.350000","","","","","","","","D1 PROFILE","","",""
"60603400000169","Nodes","169","21.000000","40.671981","DDS demands","Known Flow","322941.373031","870532.069089","","0.000000","","","","","","-3.140000","","","","-2.807844","-3.140000","","","","","","","","D1 PROFILE","","",""
"60603400000155","Nodes","155","21.000000","36.326577","DDS demands","Known Flow","322659.762954","870523.314087","","0.000000","","","","","","-5.680000","","","","-5.079157","-5.680000","","","","","","","","D1 PROFILE","","",""
"60603400000160","Nodes","160","21.000000","22.594038","DDS demands","Known Flow","322572.397497","870539.819268","","0.000000","","","0.000000","","","-12.520000","","","","-11.195608","-12.520000","","","","","C3 PROFILE","","","D1 PROFILE","","",""
"60603400000164","Nodes","164","21.000000","38.680056","DDS demands","Known Flow","322835.525002","870601.240108","","0.000000","","","","","","-11.209999","","","","-10.024182","-11.209999","","","","","","","","D1 PROFILE","","",""
"60603400000166","Nodes","166","21.000000","37.645666","DDS demands","Known Flow","322726.080972","870542.400092","","0.000000","","","","","","-10.450000","","","","-9.344577","-10.450000","","","","","","","","D1 PROFILE","","",""
"60603400000162","Nodes","162","21.000000","29.328480","DDS demands","Known Flow","322770.408984","870648.039121","","0.000000","","","","","","-9.720000","","","","-8.691797","-9.720000","","","","","","","","D1 PROFILE","","",""
"60603400000385","Nodes","385","21.000000","28.248246","DDS demands","Known Flow","322842.485915","870711.340186","","0.000000","","","","","","-11.459999","","","","-10.247737","-11.459999","","","","","","","","D1 PROFILE","","",""
"60603400000161","Nodes","161","21.000000","26.027188","DDS demands","Known Flow","322709.571968","870677.161129","","0.000000","","","","","","-13.899999","","","","-12.429627","-13.899999","","","","","","","","D1 PROFILE","","",""
"60603400000174","Nodes","174","21.000000","23.107082","DDS demands","Known Flow","322791.328990","870754.305150","","0.000000","","","","","","-10.899999","","","","-9.746974","-10.899999","","","","","","","","D1 PROFILE","","",""
"60603400000163","Nodes","163","21.000000","28.185205","DDS demands","Known Flow","322987.315043","870801.353162","","0.000000","","","","","","-4.010000","","","","-3.585814","-4.010000","","","","","","","","D1 PROFILE","","",""
"60603400001563","Nodes","-322149","21.000000","22.025765","Default Known Flow Node","Known Flow","322863.555568","870810.660245","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000175","Nodes","175","21.000000","21.984100","DDS demands","Known Flow","322869.291011","870818.943167","","0.000000","","-15.050000","-14.250000","","","-7.949999","","","","-33.309616","-37.250000","","","","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","",""
"60603400000176","Nodes","176","21.000000","27.214668","DDS demands","Known Flow","322985.700043","870933.252198","","0.000000","","","-32.240002","-10.270000","","-1.500000","","","","-39.354533","-44.010002","","","","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","",""
"60603400001564","Nodes","-322150","21.000000","21.984100","Default Known Flow Node","Known Flow","322865.011662","870824.373167","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000177","Nodes","177","21.000000","27.061193","DDS demands","Known Flow","322961.269036","870971.978209","","0.000000","","","","","","-7.719999","","","","-6.903361","-7.719999","","","","","","","","D1 PROFILE","","",""
"60603400000159","Nodes","159","21.000000","26.590731","DDS demands","Known Flow","322650.788952","870614.856112","","0.000000","","","","","","-7.099999","","","","-6.348946","-7.099999","","","","","","","","D1 PROFILE","","",""
"60603400001569","Nodes","-325841","21.000000","40.801117","Default Known Flow Node","Known Flow","322939.527668","870531.077377","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000170","Nodes","170","21.000000","40.622000","DDS demands","Known Flow","322952.047034","870564.564098","","0.000000","","","","","","-3.459999","","","","-3.093993","-3.459999","","","","","","","","D1 PROFILE","","",""
"60603400000171","Nodes","171","21.000000","40.177440","DDS demands","Known Flow","322950.993168","870537.030999","","0.000000","","","","","","-4.639999","","","","-4.149170","-4.639999","","","","","","","","D1 PROFILE","","",""
"60603400000383","Nodes","383","21.000000","39.427460","DDS demands","Known Flow","323020.787053","870571.604100","","0.000000","","","","","","-5.550000","","","","-4.962909","-5.550000","","","","","","","","D1 PROFILE","","",""
"60603400000382","Nodes","382","21.000000","39.352032","DDS demands","Known Flow","323053.526061","870512.377084","","0.000000","","","","","","-5.249999","","","","-4.694643","-5.249999","","","","","","","","D1 PROFILE","","",""
"60603400000338","Nodes","338","21.000000","27.482758","DDS demands","Known Flow","323477.344177","870930.866198","","0.000000","","","","","","-12.770000","","","","-11.419162","-12.770000","","","","","","","","D1 PROFILE","","",""
"60603400001548","Nodes","-322092","21.000000","27.466833","Default Known Flow Node","Known Flow","323477.661723","870933.734790","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000255","Nodes","255","21.000000","34.257915","DDS demands","Known Flow","323288.407420","870756.468802","","0.000000","","","","","","-14.049999","","","","-12.563761","-14.049999","","","","","","","","D1 PROFILE","","",""
"60603400000260","Nodes","260","21.000000","33.135517","DDS demands","Known Flow","323438.862166","870779.537157","","0.000000","","","","","","-11.019999","","","","-9.854281","-11.019999","","","","","","","","D1 PROFILE","","",""
"60603400000254","Nodes","254","21.000000","33.205774","DDS demands","Known Flow","323270.381943","870796.186025","","0.000000","","","","","","-3.640000","","","","-3.254953","-3.640000","","","","","","","","D1 PROFILE","","",""
"60603400000253","Nodes","253","21.000000","32.053189","DDS demands","Known Flow","323252.217922","870837.735094","","0.000000","","","-3.749999","","","-14.680000","","","","-16.480436","-18.430000","","","","","C3 PROFILE","","","D1 PROFILE","","",""
"60603400000337","Nodes","337","21.000000","28.354822","DDS demands","Known Flow","323459.891172","870851.606176","","0.000000","","","","","","-14.080000","","","","-12.590588","-14.080000","","","","","","","","D1 PROFILE","","",""
"60603400000350","Nodes","350","21.000000","31.631497","DDS demands","Known Flow","323214.470848","870918.214872","","0.000000","","","-1.009999","","","-6.979999","","","","-7.144800","-7.990000","","","","","C3 PROFILE","","","D1 PROFILE","","",""
"60603400000351","Nodes","351","21.000000","29.042738","DDS demands","Known Flow","323288.554125","870940.585200","","0.000000","","","","","","-8.579999","","","","-7.672389","-8.579999","","","","","","","","D1 PROFILE","","",""
"60603400000353","Nodes","353","21.000000","28.423508","DDS demands","Known Flow","323367.268147","870945.814202","","0.000000","","","","","","-9.180000","","","","-8.208920","-9.180000","","","","","","","","D1 PROFILE","","",""
"60603400000352","Nodes","352","21.000000","28.806933","DDS demands","Known Flow","323276.236817","870987.559259","","0.000000","","","","","","-5.870000","","","","-5.249059","-5.870000","","","","","","","","D1 PROFILE","","",""
"60603400000354","Nodes","354","21.000000","28.202179","DDS demands","Known Flow","323374.798112","870979.999691","","0.000000","","","","","","-4.500000","","","","-4.023980","-4.500000","","","","","","","","D1 PROFILE","","",""
"60603400000375","Nodes","375","21.000000","31.403743","DDS demands","Known Flow","323104.991075","870861.246179","","0.000000","","","","","","-6.589999","","","","-5.892895","-6.589999","","","","","","","","D1 PROFILE","","",""
"60603400000256","Nodes","256","21.000000","34.856948","Default Known Flow Node","Known Flow","323295.083127","870735.756145","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000330","Nodes","330","21.000000","34.133610","DDS demands","Known Flow","323186.317098","870677.534129","","0.000000","","","","","","-10.719999","","","","-9.586015","-10.719999","","","","","","","","D1 PROFILE","","",""
"60603400000259","Nodes","259","21.000000","41.261358","DDS demands","Known Flow","323392.259154","870579.173102","","0.000000","","","","","","-10.509999","","","","-9.398229","-10.509999","","","","","","","","D1 PROFILE","","",""
"60603400000258","Nodes","258","21.000000","38.298209","DDS demands","Known Flow","323352.414597","870640.726167","","0.000000","","","","","","-16.829999","","","","-15.049686","-16.829999","","","","","","","","D1 PROFILE","","",""
"60603400000257","Nodes","257","21.000000","37.292969","Default Known Flow Node","Known Flow","323336.950631","870664.762965","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000261","Nodes","261","21.000000","35.787176","DDS demands","Known Flow","323487.473268","870786.833013","","0.000000","","","","","","-14.919999","","","","-13.341730","-14.919999","","","","","","","","D1 PROFILE","","",""
"60603400000376","Nodes","376","21.000000","31.148905","DDS demands","Known Flow","323061.262064","870898.469189","","0.000000","","","","","","-2.809999","","","","-2.512752","-2.809999","","","","","","","","D1 PROFILE","","",""
"60603400000374","Nodes","374","21.000000","31.755973","DDS demands","Known Flow","323050.810346","870827.871433","","0.000000","","","","","","-16.899999","","","","-15.112282","-16.899999","","","","","","","","D1 PROFILE","","",""
"60603400000377","Nodes","377","21.000000","33.137861","DDS demands","Known Flow","323100.330074","870754.176150","","0.000000","","","","","","-8.609999","","","","-7.699215","-8.609999","","","","","","","","D1 PROFILE","","",""
"60603400000378","Nodes","378","21.000000","32.279400","DDS demands","Known Flow","323213.884105","870581.012103","","0.000000","","","","","","-9.489999","","","","-8.486127","-9.489999","","","","","","","","D1 PROFILE","","",""
"60603400000336","Nodes","336","21.000000","31.270895","DDS demands","Known Flow","323134.071083","870775.710155","","0.000000","","","","","","-9.249999","","","","-8.271515","-9.249999","","","","","","","","D1 PROFILE","","",""
"60603400000334","Nodes","334","21.000000","33.170911","DDS demands","Known Flow","323176.523095","870745.337147","","0.000000","","","","","","-1.710000","","","","-1.529112","-1.710000","","","","","","","","D1 PROFILE","","",""
"60603400000341","Nodes","341","21.000000","27.055206","DDS demands","Known Flow","323489.115071","870984.096904","","0.000000","","","","","","-9.430000","","","","-8.432475","-9.430000","","","","","","","","D1 PROFILE","","",""
"60603400000384","Nodes","384","21.000000","39.374836","DDS demands","Known Flow","322994.147045","870622.324114","","0.000000","","","","","","-3.650000","","","","-3.263895","-3.650000","","","","","","","","D1 PROFILE","","",""
"60603400001573","Nodes","-325848","21.000000","27.043374","Default Known Flow Node","Known Flow","323489.903623","870987.588748","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001549","Nodes","-322098","21.000000","30.830486","Default Known Flow Node","Known Flow","323579.224043","870555.624031","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000339","Nodes","339","21.000000","27.388498","DDS demands","Known Flow","323520.849189","870926.523197","","0.000000","","","","","","-4.960000","","","","-4.435321","-4.960000","","","","","","","","D1 PROFILE","","",""
"60603400000289","Nodes","289","21.000000","30.817510","DDS demands","Known Flow","323578.451204","870558.409096","","0.000000","-4.800000","","-2.390000","","","-6.399999","","","","-12.152421","-13.590000","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","",""
"60603400000390","Nodes","390","21.000000","30.854757","Default Known Flow Node","Known Flow","323564.433027","870578.015910","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000290","Nodes","290","21.000000","30.819883","DDS demands","Known Flow","323573.989669","870561.860188","","0.000000","","-4.800000","","","","","","","","-4.292246","-4.800000","","","","C2 PROFILE","","","","","","",""
"60603400000292","Nodes","292","21.000000","28.916852","DDS demands","Known Flow","323690.077235","870664.102125","","0.000000","","","-2.499999","","","-16.620000","","","","-17.097446","-19.119999","","","","","C3 PROFILE","","","D1 PROFILE","","",""
"60603400000034","Nodes","34","21.000000","35.257272","DDS demands","Known Flow","323536.467863","870658.245219","","0.000000","","","","","","-1.760000","","","","-1.573823","-1.760000","","","","","","","","D1 PROFILE","","",""
"60603400000035","Nodes","35","21.000000","35.664447","Default Known Flow Node","Known Flow","323517.480147","870720.544721","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000323","Nodes","323","21.000000","32.418834","DDS demands","Known Flow","323598.787783","870707.142127","","0.000000","","","","","","-7.869999","","","","-7.037494","-7.869999","","","","","","","","D1 PROFILE","","",""
"60603400000379","Nodes","379","21.000000","32.303305","DDS demands","Known Flow","323617.779215","870767.072153","","0.000000","","","","","","-7.159999","","","","-6.402599","-7.159999","","","","","","","","D1 PROFILE","","",""
"60603400000307","Nodes","307","21.000000","28.161153","DDS demands","Known Flow","323627.834218","870815.179166","","0.000000","","","","","","-10.050000","","","","-8.986890","-10.050000","","","","","","","","D1 PROFILE","","",""
"60603400000308","Nodes","308","21.000000","28.003302","DDS demands","Known Flow","323672.632230","870805.443164","","0.000000","","","","","","-1.279999","","","","-1.144598","-1.279999","","","","","","","","D1 PROFILE","","",""
"60603400000322","Nodes","322","21.000000","28.910972","DDS demands","Known Flow","323546.093579","870830.525049","","0.000000","","","","","","-2.980000","","","","-2.664769","-2.980000","","","","","","","","D1 PROFILE","","",""
"60603400000310","Nodes","310","21.000000","27.491250","DDS demands","Known Flow","323582.941206","870918.988194","","0.000000","","","","","","-4.070000","","","","-3.639466","-4.070000","","","","","","","","D1 PROFILE","","",""
"60603400001574","Nodes","-325850","21.000000","27.486785","Default Known Flow Node","Known Flow","323644.426811","870903.771180","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001550","Nodes","-322103","21.000000","26.410846","Default Known Flow Node","Known Flow","323734.937771","870876.455724","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000295","Nodes","295","21.000000","24.949714","DDS demands","Known Flow","323827.243708","870900.374364","","0.000000","","","","","","-3.859999","","","","-3.451680","-3.859999","","","","","","","","D1 PROFILE","","",""
"60603400000299","Nodes","299 (C4, -9.270)","21.000000","25.864233","DDS demands","Known Flow","323759.405343","870993.669954","","0.000000","","","","-9.270000","","-3.640000","","","","-11.544353","-12.910000","","","","","","C4 PROFILE","","D1 PROFILE","","",""
"60603400000291","Nodes","291","21.000000","30.852698","Default Known Flow Node","Known Flow","323546.836121","870606.501684","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000389","Nodes","P00072998, Quarry Road, -8.030","22.999998","27.295806","CSEP DDS Matched","Known Flow","323714.964241","870718.584140","","0.000000","","","","","","","-7.999999","","","-7.153743","-7.999999","","","","","","","","","DC PROFILE","",""
"60603400000301","Nodes","301","21.000000","26.217908","DDS demands","Known Flow","323782.572935","870887.707251","","0.000000","","","","","","-3.400000","","","","-3.040340","-3.400000","","","","","","","","D1 PROFILE","","",""
"60603400000302","Nodes","302","21.000000","26.110356","DDS demands","Known Flow","323722.999244","870817.851167","","0.000000","","","","","","-15.299999","","","","-13.681533","-15.299999","","","","","","","","D1 PROFILE","","",""
"60603400000355","Nodes","355","21.000000","25.326769","DDS demands","Known Flow","323385.342152","871006.198218","","0.000000","","","","","","-8.050000","","","","-7.198454","-8.050000","","","","","","","","D1 PROFILE","","",""
"60603400000357","Nodes","357","21.000000","24.755406","DDS demands","Known Flow","323398.533098","871068.891168","","0.000000","","","","-8.069999","","-10.960000","","","","-17.016967","-19.030000","","","","","","C4 PROFILE","","D1 PROFILE","","",""
"60603400000373","Nodes","373","21.000000","26.894165","DDS demands","Known Flow","323148.307799","871079.381203","","0.000000","","","","","","-7.289999","","","","-6.518848","-7.289999","","","","","","","","D1 PROFILE","","",""
"60603400000371","Nodes","371","21.000000","26.923306","DDS demands","Known Flow","323145.014086","871089.357241","","0.000000","","","","","","-6.500000","","","","-5.812416","-6.500000","","","","","","","","D1 PROFILE","","",""
"60603400000372","Nodes","372","21.000000","26.391085","DDS demands","Known Flow","323271.665121","871147.945257","","0.000000","","","","","","-7.869999","","","","-7.037494","-7.869999","","","","","","","","D1 PROFILE","","",""
"60603400000370","Nodes","370","21.000000","25.647922","DDS demands","Known Flow","323121.637080","871149.549257","","0.000000","","","","","","-11.060000","","","","-9.890050","-11.060000","","","","","","","","D1 PROFILE","","",""
"60603400000358","Nodes","358","21.000000","24.630789","DDS demands","Known Flow","323434.863165","871062.863234","","0.000000","","","","","","-7.450000","","","","-6.661923","-7.450000","","","","","","","","D1 PROFILE","","",""
"60603400000361","Nodes","361","21.000000","24.438482","DDS demands","Known Flow","323411.744721","871130.748220","","0.000000","","","","","","-17.110001","","","","-15.300069","-17.110001","","","","","","","","D1 PROFILE","","",""
"60603400000359","Nodes","359","21.000000","23.607253","DDS demands","Known Flow","323299.078128","871090.508241","","0.000000","","","","","","-9.790000","","","","-8.754393","-9.790000","","","","","","","","D1 PROFILE","","",""
"60603400000360","Nodes","360","21.000000","23.607253","Default Known Flow Node","Known Flow","323213.934105","871107.554246","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000362","Nodes","362","21.000000","24.358261","DDS demands","Known Flow","323329.515137","871151.788258","","0.000000","","","","","","-3.660000","","","","-3.272837","-3.660000","","","","","","","","D1 PROFILE","","",""
"60603400000365","Nodes","365","21.000000","24.240505","DDS demands","Known Flow","323426.650163","871195.231270","","0.000000","","","","","","-5.789999","","","","-5.177521","-5.789999","","","","","","","","D1 PROFILE","","",""
"60603400000346","Nodes","346","21.000000","24.588828","DDS demands","Known Flow","323439.359334","871125.839755","","0.000000","","","","","","-4.060000","","","","-3.630524","-4.060000","","","","","","","","D1 PROFILE","","",""
"60603400001568","Nodes","-322161","21.000000","24.588828","Default Known Flow Node","Known Flow","323438.119166","871126.100251","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
