"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"60207000002694","Nodes","","21.000000","39.433838","Default Known Flow Node","Known Flow","349233.355000","732405.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002745","Nodes","","21.000000","39.647002","Default Known Flow Node","Known Flow","349212.605000","732433.470000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002690","Nodes","","21.000000","38.250780","Default Known Flow Node","Known Flow","349477.105000","732389.720000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000096","Nodes","96","21.000000","38.330255","DDS demands","Known Flow","349472.855000","732400.470000","","0.000000","-9.379999","","","","","-7.639999","","","","-15.219588","-17.019998","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60207000000346","Nodes","346","21.000000","38.115459","Default Known Flow Node","Known Flow","349518.730000","732256.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002691","Nodes","","21.000000","38.188392","Default Known Flow Node","Known Flow","349507.355000","732397.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002722","Nodes","","21.000000","38.141008","Default Known Flow Node","Known Flow","349543.605000","732279.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002941","Nodes","","21.000000","38.141008","Default Known Flow Node","Known Flow","349543.230000","732282.220000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002954","Nodes","","21.000000","38.281902","Default Known Flow Node","Known Flow","349643.480000","732369.220000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000032","Nodes","32","21.000000","38.289361","DDS demands","Known Flow","349644.855000","732367.970000","","0.000000","","","","","","-10.350000","","","","-9.255155","-10.350000","","","","","","","","D1 PROFILE","","",""
"60207000002733","Nodes","","21.000000","38.869557","Default Known Flow Node","Known Flow","349754.980000","732261.720000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000024","Nodes","24","21.000000","38.869557","DDS demands","Known Flow","349757.730000","732265.595000","","0.000000","","","","","","-1.460000","","","","-1.305558","-1.460000","","","","","","","","D1 PROFILE","","",""
"60207000002780","Nodes","","21.000000","37.944861","Default Known Flow Node","Known Flow","349944.605000","732425.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002698","Nodes","","21.000000","37.902311","Default Known Flow Node","Known Flow","349948.355000","732423.095000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000035","Nodes","35","21.000000","38.098199","DDS demands","Known Flow","349613.730000","732357.095000","","0.000000","-2.580000","","","","","-3.759999","","","","-5.669341","-6.339999","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60207000000036","Nodes","36","21.000000","33.997467","DDS demands","Known Flow","349631.105000","732310.720000","","0.000000","-39.999997","","","","","","","","","-35.768714","-39.999997","","","C1 PROFILE","","","","","","","",""
"60207000000029","Nodes","29","21.000000","38.754789","DDS demands","Known Flow","349752.230000","732287.470000","","0.000000","","","","","","-9.500000","","","","-8.495070","-9.500000","","","","","","","","D1 PROFILE","","",""
"60207000000023","Nodes","23","21.000000","39.504186","Default Known Flow Node","Known Flow","349844.105000","732292.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000465","Nodes","465","21.000000","39.484119","Default Known Flow Node","Known Flow","349781.105000","732208.720000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002741","Nodes","","21.000000","39.484119","Default Known Flow Node","Known Flow","349779.730000","732208.095000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002777","Nodes","","21.000000","39.504186","Default Known Flow Node","Known Flow","349845.730000","732293.470000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000022","Nodes","22","21.000000","39.836184","DDS demands","Known Flow","349860.605000","732242.095000","","0.000000","","","-0.330000","","","-1.100000","","","","-1.278731","-1.430000","","","","","C3 PROFILE","","","D1 PROFILE","","",""
"60207000000021","Nodes","21","21.000000","41.417474","Default Known Flow Node","Known Flow","349941.105000","732279.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002942","Nodes","","21.000000","42.020462","Default Known Flow Node","Known Flow","349936.105000","732285.470000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000104","Nodes","104","21.000000","38.655127","Default Known Flow Node","Known Flow","349974.855000","732367.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000468","Nodes","Fogger on, type 4 head Norgen.","21.000000","42.394394","Fogger On","Known Flow","349934.355000","732290.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000001","Nodes","MONIFIETH DG, Clocked, Tel, Site ID 1649","21.000000","42.499999","Default Known Pressure Node","Known Pressure","349935.855000","732291.595000","","99999.002583","","","","","","","","","","1656.802656","1852.795171","","","","","","","","","","",""
"60207000000103","Nodes","103","21.000000","38.650894","Default Known Flow Node","Known Flow","349920.855000","732343.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002701","Nodes","","21.000000","37.948445","Default Known Flow Node","Known Flow","349951.105000","732427.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000382","Nodes","382","21.000000","37.966235","DDS demands","Known Flow","349958.605000","732474.845000","","0.000000","","","","","","-3.170000","","","","-2.834670","-3.170000","","","","","","","","D1 PROFILE","","",""
"60207000000101","Nodes","101","21.000000","36.238233","DDS demands","Known Flow","349822.605000","732449.845000","","0.000000","","","","","","-7.880000","","","","-7.046437","-7.880000","","","","","","","","D1 PROFILE","","",""
"60207000002704","Nodes","","21.000000","36.235307","DDS demands","Known Flow","349819.230000","732453.595000","","0.000000","-10.119999","","","","","","","","","-9.049484","-10.119999","","","C1 PROFILE","","","","","","","",""
"60207000000366","Nodes","366","21.000000","36.233671","Default Known Flow Node","Known Flow","349816.605000","732456.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000365","Nodes","365","21.000000","36.212778","Default Known Flow Node","Known Flow","349810.855000","732462.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002776","Nodes","","21.000000","36.212778","Default Known Flow Node","Known Flow","349831.480000","732482.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000099","Nodes","99","21.000000","36.172935","DDS demands","Known Flow","349799.730000","732475.095000","","0.000000","-6.040000","","","-7.250000","","-6.719999","","","","-17.893300","-20.009999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","",""
"60207000000100","Nodes","100","21.000000","36.054928","DDS demands","Known Flow","349779.605000","732454.720000","","0.000000","-64.999999","","","","","","","","","-58.124162","-64.999999","","","C1 PROFILE","","","","","","","",""
"60207000002693","Nodes","","21.000000","38.062153","Default Known Flow Node","Known Flow","349528.730000","732402.095000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002788","Nodes","","21.000000","38.188392","Default Known Flow Node","Known Flow","349518.355000","732421.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000387","Nodes","387","21.000000","38.043262","DDS demands","Known Flow","349536.105000","732409.470000","","0.000000","","","","","","-5.369999","","","","-4.801949","-5.369999","","","","","","","","D1 PROFILE","","",""
"60207000002756","Nodes","","21.000000","38.062153","Default Known Flow Node","Known Flow","349540.230000","732390.095000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000034","Nodes","34","21.000000","38.350926","DDS demands","Known Flow","349616.855000","732385.220000","","0.000000","-2.049999","","","","","-5.789999","","","","-7.010668","-7.840000","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60207000002771","Nodes","","21.000000","38.350926","Default Known Flow Node","Known Flow","349619.230000","732383.220000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002959","Nodes","","21.000000","38.060846","Default Known Flow Node","Known Flow","349632.605000","732381.720000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000033","Nodes","33","21.000000","38.068437","DDS demands","Known Flow","349631.230000","732379.970000","","0.000000","-6.190000","","-19.310000","-3.219999","","-4.289999","","","","-29.518134","-33.010001","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","",""
"60207000002773","Nodes","","21.000000","36.235307","Default Known Flow Node","Known Flow","349811.730000","732450.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002736","Nodes","","21.000000","37.979287","Default Known Flow Node","Known Flow","349921.730000","732425.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002755","Nodes","","21.000000","42.020462","Default Known Flow Node","Known Flow","349933.980000","732284.720000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000381","Nodes","381","21.000000","37.891889","DDS demands","Known Flow","349960.855000","732413.470000","","0.000000","","","","","","-3.079999","","","","-2.754191","-3.079999","","","","","","","","D1 PROFILE","","",""
"60207000002712","Nodes","","21.000000","37.905894","Default Known Flow Node","Known Flow","349959.605000","732423.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000430","Nodes","430","21.000000","37.731302","DDS demands","Known Flow","348480.605000","732689.720000","","0.000000","","","","","","-3.150000","","","","-2.816786","-3.150000","","","","","","","","D1 PROFILE","","",""
"60207000000431","Nodes","431","21.000000","37.338232","DDS demands","Known Flow","348465.105000","732681.220000","","0.000000","","","","","","-3.619999","","","","-3.237068","-3.619999","","","","","","","","D1 PROFILE","","",""
"60207000000434","Nodes","434","21.000000","36.906058","DDS demands","Known Flow","348414.730000","732708.845000","","0.000000","","","","","","-4.739999","","","-5.039999","-8.745450","-9.779999","","","","","","","","D1 PROFILE","","","I2 PROFILE"
"60207000000432","Nodes","432","21.000000","36.260646","DDS demands","Known Flow","348449.605000","732635.095000","","0.000000","","","","","","-8.760000","","","","-7.833349","-8.760000","","","","","","","","D1 PROFILE","","",""
"60207000000433","Nodes","433","21.000000","35.816789","DDS demands","Known Flow","348376.730000","732651.345000","","0.000000","","","","","","-8.339999","","","","-7.457777","-8.339999","","","","","","","","D1 PROFILE","","",""
"60207000000437","Nodes","437","21.000000","35.773721","DDS demands","Known Flow","348470.730000","732597.970000","","0.000000","","","","","","-6.740000","","","","-6.027028","-6.740000","","","","","","","","D1 PROFILE","","",""
"60207000000436","Nodes","436","21.000000","35.417292","DDS demands","Known Flow","348421.105000","732579.845000","","0.000000","","","","","","-14.670000","","","","-13.118176","-14.670000","","","","","","","","D1 PROFILE","","",""
"60207000000435","Nodes","435","21.000000","34.818096","DDS demands","Known Flow","348333.730000","732589.970000","","0.000000","","","","","","-9.980000","","","","-8.924294","-9.980000","","","","","","","","D1 PROFILE","","",""
"60207000000149","Nodes","149","21.000000","41.850148","DDS demands","Known Flow","348908.480000","732522.595000","","0.000000","","","","","","-3.430000","","","","-3.067167","-3.430000","","","","","","","","D1 PROFILE","","",""
"60207000000148","Nodes","148","21.000000","43.009408","DDS demands","Known Flow","348838.605000","732528.845000","","0.000000","","","","","","-0.839999","","","","-0.751143","-0.839999","","","","","","","","D1 PROFILE","","",""
"60207000000476","Nodes","476","21.000000","43.174174","DDS demands","Known Flow","348745.480000","732655.345000","","0.000000","","","","","","-4.419999","","","","-3.952443","-4.419999","","","","","","","","D1 PROFILE","","",""
"60207000000473","Nodes","473","21.000000","43.218664","DDS demands","Known Flow","348686.105000","732648.720000","","0.000000","","","","","","-5.420000","","","","-4.846660","-5.420000","","","","","","","","D1 PROFILE","","",""
"60207000000213","Nodes","213","21.000000","37.865900","DDS demands","Known Flow","348941.230000","732644.220000","","0.000000","","","","","","-14.970000","","","","-13.386442","-14.970000","","","","","","","","D1 PROFILE","","",""
"60207000002917","Nodes","","21.000000","37.921922","Default Known Flow Node","Known Flow","348997.980000","732620.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000150","Nodes","150","21.000000","42.572755","DDS demands","Known Flow","348914.730000","732567.345000","","0.000000","","","","","","-26.149999","","","","-23.383797","-26.149999","","","","","","","","D1 PROFILE","","",""
"60207000002816","Nodes","","21.000000","42.588717","Default Known Flow Node","Known Flow","348918.730000","732566.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000371","Nodes","371","21.000000","45.780779","DDS demands","Known Flow","348724.605000","732527.595000","","0.000000","","","","","","-4.719999","","","","-4.220708","-4.719999","","","","","","","","D1 PROFILE","","",""
"60207000000413","Nodes","413","21.000000","46.517186","Default Known Flow Node","Known Flow","348706.730000","732530.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002813","Nodes","","21.000000","43.810072","Default Known Flow Node","Known Flow","348857.605000","732544.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000414","Nodes","414","21.000000","43.577284","Default Known Flow Node","Known Flow","348639.605000","732617.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000369","Nodes","369","21.000000","43.876878","DDS demands","Known Flow","348742.480000","732569.220000","","0.000000","","","","","","-8.260000","","","","-7.386240","-8.260000","","","","","","","","D1 PROFILE","","",""
"60207000002754","Nodes","","21.000000","43.218664","Default Known Flow Node","Known Flow","348697.855000","732628.095000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000474","Nodes","474","21.000000","43.334917","DDS demands","Known Flow","348656.605000","732688.595000","","0.000000","","","","","","-7.309999","","","","-6.536732","-7.309999","","","","","","","","D1 PROFILE","","",""
"60207000000423","Nodes","423","21.000000","42.283012","DDS demands","Known Flow","348587.980000","732625.220000","","0.000000","","","","","","-4.780000","","","","-4.274362","-4.780000","","","","","","","","D1 PROFILE","","",""
"60207000000415","Nodes","415","21.000000","40.370230","Default Known Flow Node","Known Flow","348562.730000","732729.720000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000463","Nodes","463","21.000000","43.720068","Default Known Flow Node","Known Flow","348863.105000","732548.220000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000464","Nodes","464","21.000000","42.924232","Default Known Flow Node","Known Flow","348915.855000","732564.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000151","Nodes","151","21.000000","36.799924","DDS demands","Known Flow","348924.980000","732743.845000","","0.000000","","","","","","-19.130000","","","","-17.106388","-19.130000","","","","","","","","D1 PROFILE","","",""
"60207000000425","Nodes","425","21.000000","40.799839","DDS demands","Known Flow","348530.730000","732576.470000","","0.000000","","","","","","-6.769999","","","","-6.053854","-6.769999","","","","","","","","D1 PROFILE","","",""
"60207000002823","Nodes","","21.000000","40.752011","Default Known Flow Node","Known Flow","348519.855000","732581.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000426","Nodes","426","21.000000","39.784070","DDS demands","Known Flow","348555.230000","732509.345000","","0.000000","","","","","","-12.140000","","","","-10.855805","-12.140000","","","","","","","","D1 PROFILE","","",""
"60207000000424","Nodes","424","21.000000","41.620307","DDS demands","Known Flow","348571.605000","732581.220000","","0.000000","-2.470000","","","","","-9.000000","","","","-10.256680","-11.470000","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60207000000427","Nodes","427","21.000000","41.008984","DDS demands","Known Flow","348667.355000","732536.845000","","0.000000","","","","","","-9.729999","","","","-8.700739","-9.729999","","","","","","","","D1 PROFILE","","",""
"60207000000422","Nodes","422","21.000000","42.064382","DDS demands","Known Flow","348572.230000","732650.345000","","0.000000","","","","","","-2.170000","","","","-1.940452","-2.170000","","","","","","","","D1 PROFILE","","",""
"60207000000421","Nodes","421","21.000000","42.140097","DDS demands","Known Flow","348549.480000","732676.720000","","0.000000","","","","","","-4.770000","","","","-4.265419","-4.770000","","","","","","","","D1 PROFILE","","",""
"60207000000429","Nodes","429","21.000000","41.723951","DDS demands","Known Flow","348499.605000","732649.595000","","0.000000","","","","-5.110000","","-2.419999","","","","-6.733460","-7.530000","","","","","","C4 PROFILE","","D1 PROFILE","","",""
"60207000000416","Nodes","416","21.000000","40.412932","DDS demands","Known Flow","348579.480000","732735.470000","","0.000000","","","","","","-1.259999","","","","-1.126714","-1.259999","","","","","","","","D1 PROFILE","","",""
"60207000001016","Nodes","1016","21.000000","38.976616","Default Known Flow Node","Known Flow","348538.605000","732783.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000001012","Nodes","1012","21.000000","38.530955","Default Known Flow Node","Known Flow","348531.605000","732801.470000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000419","Nodes","Logger 9725","21.000000","38.442616","Val Log Cath","Known Flow","348516.230000","732745.095000","","0.000000","","","","","","-4.489999","","","","-4.015038","-4.489999","","","","","","","","D1 PROFILE","","",""
"60207000000420","Nodes","420","21.000000","38.386322","DDS demands","Known Flow","348446.230000","732745.720000","","0.000000","","","","","","-3.380000","","","","-3.022456","-3.380000","","","","","","","","D1 PROFILE","","",""
"60207000000438","Nodes","438","21.000000","38.021456","DDS demands","Known Flow","348519.105000","732699.595000","","0.000000","","","","","","-2.140000","","","","-1.913626","-2.140000","","","","","","","","D1 PROFILE","","",""
"60207000002848","Nodes","","21.000000","38.010146","Default Known Flow Node","Known Flow","348520.605000","732698.470000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002849","Nodes","","21.000000","43.161677","Default Known Flow Node","Known Flow","348713.105000","732704.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000407","Nodes","407","21.000000","43.613387","DDS demands","Known Flow","348619.730000","732743.845000","","0.000000","","","","","","-12.799999","","","","-11.445988","-12.799999","","","","","","","","D1 PROFILE","","",""
"60207000002863","Nodes","","21.000000","43.999771","Default Known Flow Node","Known Flow","348743.980000","732784.720000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000406","Nodes","406","21.000000","44.009408","DDS demands","Known Flow","348747.980000","732783.095000","","0.000000","","","","","","-12.479999","","","","-11.159838","-12.479999","","","","","","","","D1 PROFILE","","",""
"60207000002936","Nodes","","21.000000","37.481624","Default Known Flow Node","Known Flow","348991.480000","732752.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000152","Nodes","152","21.000000","34.257299","DDS demands","Known Flow","348925.105000","732836.845000","","0.000000","","","","","","-9.980000","","","","-8.924294","-9.980000","","","","","","","","D1 PROFILE","","",""
"60207000000399","Nodes","399","21.000000","34.253789","Default Known Flow Node","Known Flow","348956.230000","732841.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000153","Nodes","153","21.000000","33.727537","DDS demands","Known Flow","348895.605000","732833.720000","","0.000000","","","","","","-2.589999","","","","-2.316024","-2.589999","","","","","","","","D1 PROFILE","","",""
"60207000000397","Nodes","397","21.000000","34.215510","DDS demands","Known Flow","348948.355000","732879.720000","","0.000000","","","","","","-10.410000","","","","-9.308808","-10.410000","","","","","","","","D1 PROFILE","","",""
"60207000000670","Nodes","670","21.000000","32.553366","DDS demands","Known Flow","348817.230000","732825.220000","","0.000000","","","","","","-0.769999","","","","-0.688547","-0.769999","","","","","","","","D1 PROFILE","","",""
"60207000000398","Nodes","398","21.000000","34.215510","Default Known Flow Node","Known Flow","348974.855000","732882.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002880","Nodes","","21.000000","34.212716","Default Known Flow Node","Known Flow","348948.230000","732881.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000396","Nodes","396","21.000000","34.255891","Default Known Flow Node","Known Flow","348942.605000","732944.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000393","Nodes","393","21.000000","34.342256","Default Known Flow Node","Known Flow","348919.105000","732957.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000395","Nodes","395","21.000000","34.255891","Default Known Flow Node","Known Flow","348934.230000","732943.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002791","Nodes","","21.000000","34.342256","Default Known Flow Node","Known Flow","348911.230000","732956.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002891","Nodes","","21.000000","34.342256","Default Known Flow Node","Known Flow","348919.355000","732952.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000428","Nodes","428","21.000000","40.751099","DDS demands","Known Flow","348517.980000","732582.220000","","0.000000","","","","","","-2.529999","","","","-2.262371","-2.529999","","","","","","","","D1 PROFILE","","",""
"60207000002720","Nodes","","21.000000","40.752011","Default Known Flow Node","Known Flow","348524.105000","732589.470000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000475","Nodes","475","21.000000","43.133776","DDS demands","Known Flow","348722.980000","732701.595000","","0.000000","","","","","","-6.849999","","","","-6.125392","-6.849999","","","","","","","","D1 PROFILE","","",""
"60207000002747","Nodes","","21.000000","43.161677","Default Known Flow Node","Known Flow","348714.355000","732720.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002808","Nodes","","21.000000","45.663841","Default Known Flow Node","Known Flow","348727.855000","732521.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002728","Nodes","","21.000000","32.596673","Default Known Flow Node","Known Flow","348813.730000","732825.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002934","Nodes","","21.000000","41.870799","Default Known Flow Node","Known Flow","348994.730000","732564.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000408","Nodes","408","21.000000","34.156231","DDS demands","Known Flow","348953.105000","732920.220000","","0.000000","","","","","","-4.409999","","","","-3.943500","-4.409999","","","","","","","","D1 PROFILE","","",""
"60207000002805","Nodes","","21.000000","40.945852","Default Known Flow Node","Known Flow","349018.976705","732514.897313","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002804","Nodes","","21.000000","39.215935","Default Known Flow Node","Known Flow","349289.730000","732513.220000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000373","Nodes","373","21.000000","34.165379","DDS demands","Known Flow","349032.230000","732852.220000","","0.000000","","","","","","-14.140000","","","","-12.644242","-14.140000","","","","","","","","D1 PROFILE","","",""
"60207000000375","Nodes","375","21.000000","34.160349","DDS demands","Known Flow","349003.230000","732795.845000","","0.000000","","","","","","-1.249999","","","","-1.117772","-1.249999","","","","","","","","D1 PROFILE","","",""
"60207000000217","Nodes","217","21.000000","37.598192","DDS demands","Known Flow","349000.980000","732752.470000","","0.000000","","","","","","-3.579999","","","","-3.201299","-3.579999","","","","","","","","D1 PROFILE","","",""
"60207000000216","Nodes","216","21.000000","41.336675","DDS demands","Known Flow","349043.980000","732555.845000","","0.000000","","","","","","-18.690000","","","","-16.712933","-18.690000","","","","","","","","D1 PROFILE","","",""
"60207000000374","Nodes","374","21.000000","34.179786","DDS demands","Known Flow","349023.105000","732933.720000","","0.000000","","","","","","-4.590000","","","","-4.104460","-4.590000","","","","","","","","D1 PROFILE","","",""
"60207000000218","Nodes","218","21.000000","38.204847","DDS demands","Known Flow","349041.730000","732766.595000","","0.000000","","","","","","-15.649999","","","","-13.994510","-15.649999","","","","","","","","D1 PROFILE","","",""
"60207000002717","Nodes","","21.000000","34.054798","Default Known Flow Node","Known Flow","349113.480000","732929.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000210","Nodes","210","21.000000","34.054798","DDS demands","Known Flow","349087.980000","732929.470000","","0.000000","","","","","","-4.550000","","","","-4.068691","-4.550000","","","","","","","","D1 PROFILE","","",""
"60207000002764","Nodes","","21.000000","34.169877","Default Known Flow Node","Known Flow","349146.230000","732925.095000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000157","Nodes","157","21.000000","34.169877","DDS demands","Known Flow","349148.105000","732869.470000","","0.000000","","","","","","-6.809999","","","","-6.089623","-6.809999","","","","","","","","D1 PROFILE","","",""
"60207000002723","Nodes","","21.000000","34.169536","Default Known Flow Node","Known Flow","349151.480000","732848.845000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002871","Nodes","","21.000000","34.169536","Default Known Flow Node","Known Flow","349145.855000","732849.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002718","Nodes","","21.000000","33.302294","Default Known Flow Node","Known Flow","349351.855000","732785.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000189","Nodes","189","21.000000","33.302294","DDS demands","Known Flow","349351.855000","732795.720000","","0.000000","","","","","","-4.219999","","","","-3.773599","-4.219999","","","","","","","","D1 PROFILE","","",""
"60207000002872","Nodes","","21.000000","34.165628","Default Known Flow Node","Known Flow","349041.230000","732853.345000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000163","Nodes","163","21.000000","34.167157","DDS demands","Known Flow","349094.355000","732979.095000","","0.000000","","","","","","-6.280000","","","","-5.615688","-6.280000","","","","","","","","D1 PROFILE","","",""
"60207000002925","Nodes","","21.000000","34.189848","Default Known Flow Node","Known Flow","349101.980000","732997.595000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000002790","Nodes","","21.000000","34.097966","Default Known Flow Node","Known Flow","349068.105000","732932.470000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000162","Nodes","162","21.000000","34.192924","DDS demands","Known Flow","349172.605000","732945.595000","","0.000000","","","","","","-2.859999","","","","-2.557463","-2.859999","","","","","","","","D1 PROFILE","","",""
"60207000002766","Nodes","","21.000000","34.192924","Default Known Flow Node","Known Flow","349134.105000","732939.970000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207000000161","Nodes","161","21.000000","34.149851","DDS demands","Known Flow","349202.355000","732949.845000","","0.000000","","","","","","-9.549999","","","","-8.539781","-9.549999","","","","","","","","D1 PROFILE","","",""
