"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C3)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(D1)"
"60605300000004","Nodes","4","21.000000","24.870360","DDS demands","Known Flow","343335.984581","852423.634162","","0.000000","","-12.700000","-11.356567","-12.700000","","","","D1 PROFILE"
"60605300000002","Nodes","2","21.000000","24.953084","DDS demands","Known Flow","343352.109585","852356.259143","","0.000000","","-3.079999","-2.754191","-3.079999","","","","D1 PROFILE"
"60605300000001","Nodes","Newmill DG, Constant, Site ID 2060","21.000000","24.999999","Default Known Pressure Node","Known Pressure","343359.234587","852342.759140","","198.240004","","","145.703867","162.939994","","","",""
"60605300000003","Nodes","3","21.000000","24.590184","DDS demands","Known Flow","343301.734571","852329.259136","","0.000000","","-12.619999","-11.285030","-12.619999","","","","D1 PROFILE"
"60605300000007","Nodes","7","21.000000","22.136287","DDS demands","Known Flow","343137.984527","852457.884171","","0.000000","","-2.990000","-2.673711","-2.990000","","","","D1 PROFILE"
"60605300000006","Nodes","6","21.000000","22.410387","DDS demands","Known Flow","343275.359564","852531.759191","","0.000000","","-6.220000","-5.562035","-6.220000","","","","D1 PROFILE"
"60605300000009","Nodes","9","21.000000","23.327439","DDS demands","Known Flow","343493.234623","852508.634185","","0.000000","","-12.300000","-10.998880","-12.300000","","","","D1 PROFILE"
"60605300000020","Nodes","20","21.000000","22.889187","DDS demands","Known Flow","343514.484629","852538.134193","","0.000000","","-8.709999","-7.788637","-8.709999","","","","D1 PROFILE"
"60605300000010","Nodes","10","21.000000","23.243965","DDS demands","Known Flow","343529.484633","852509.384185","","0.000000","","-1.460000","-1.305558","-1.460000","","","","D1 PROFILE"
"60605300000014","Nodes","14","21.000000","23.064725","Default Known Flow Node","Known Flow","343552.109639","852466.634173","","0.000000","","","0.000000","0.000000","","","",""
"60605300000011","Nodes","11","21.000000","23.175080","Default Known Flow Node","Known Flow","343554.109640","852522.259189","","0.000000","","","0.000000","0.000000","","","",""
"60605300000021","Nodes","21","21.000000","22.651571","DDS demands","Known Flow","343403.859599","852742.759249","","0.000000","","-6.469999","-5.785589","-6.469999","","","","D1 PROFILE"
"60605300000012","Nodes","12","21.000000","22.305243","DDS demands","Known Flow","343618.734658","852572.009202","","0.000000","","-4.159999","-3.719946","-4.159999","","","","D1 PROFILE"
"60605300000018","Nodes","18","21.000000","22.098271","DDS demands","Known Flow","343559.359641","852683.009232","","0.000000","","-4.980000","-4.453205","-4.980000","","","","D1 PROFILE"
"60605300000013","Nodes","13","21.000000","21.626987","DDS demands","Known Flow","343714.109683","852624.009216","","0.000000","","-8.660000","-7.743927","-8.660000","","","","D1 PROFILE"
"60605300000015","Nodes","15","21.000000","21.210403","DDS demands","Known Flow","343650.859666","852512.884186","","0.000000","","-7.869999","-7.037494","-7.869999","","","","D1 PROFILE"
"60605300000019","Nodes","19","21.000000","22.221666","DDS demands","Known Flow","343219.497835","852501.674030","","0.000000","","-3.680000","-3.290721","-3.680000","","","","D1 PROFILE"
"60605300000016","Nodes","16","21.000000","21.069923","DDS demands","Known Flow","343601.609653","852482.259178","","0.000000","","-8.390000","-7.502488","-8.390000","","","","D1 PROFILE"
"60605300000017","Nodes","17","21.000000","21.165481","Default Known Flow Node","Known Flow","343739.359690","852559.509199","","0.000000","","","0.000000","0.000000","","","",""
"60605300000005","Nodes","5","21.000000","23.463518","DDS demands","Known Flow","343196.859543","852360.009144","","0.000000","-0.779999","-10.249999","-9.863223","-11.029999","","","C3 PROFILE","D1 PROFILE"
"60605300000053","Nodes","53","21.000000","22.989348","DDS demands","Known Flow","343295.154099","852496.649938","","0.000000","","-4.050000","-3.621582","-4.050000","","","","D1 PROFILE"
"60605300000054","Nodes","","21.000000","23.437498","Default Known Flow Node","Known Flow","343486.383621","852457.259171","","0.000000","","","0.000000","0.000000","","","",""
"60605300000062","Nodes","62","21.000000","22.145511","DDS demands","Known Flow","343598.299509","852610.658286","","0.000000","","-4.330000","-3.871963","-4.330000","","","","D1 PROFILE"
"60605300000056","Nodes","-1462471","21.000000","24.750844","Default Known Flow Node","Known Flow","343308.359573","852359.884144","","0.000000","","","0.000000","0.000000","","","",""
"60605300000063","Nodes","-8","21.000000","24.407570","Default Known Flow Node","Known Flow","343286.090652","852396.345758","","0.000000","","","0.000000","0.000000","","","",""
"60605300000058","Nodes","58","21.000000","24.134995","DDS demands","Known Flow","343322.219294","852448.644829","","0.000000","","-2.809999","-2.512752","-2.809999","","","","D1 PROFILE"
"60605300000060","Nodes","-21","21.000000","21.671894","Default Known Flow Node","Known Flow","343884.109730","852684.759233","","0.000000","","","0.000000","0.000000","","","",""
"60605300000059","Nodes","-2","21.000000","24.500823","Default Known Flow Node","Known Flow","343282.234566","852318.759133","","0.000000","","","0.000000","0.000000","","","",""
"60605300000064","Nodes","-9","21.000000","24.407570","Default Known Flow Node","Known Flow","343280.504565","852406.390157","","0.000000","","","0.000000","0.000000","","","",""
"60605300000055","Nodes","-11","21.000000","24.452280","Default Known Flow Node","Known Flow","343267.770562","852429.517163","","0.000000","","","0.000000","0.000000","","","",""
"60605300000057","Nodes","57","21.000000","22.201110","DDS demands","Known Flow","343356.696025","852574.587069","","0.000000","","-6.449999","-5.767705","-6.449999","","","","D1 PROFILE"
"60605300000061","Nodes","-22","21.000000","21.671894","Default Known Flow Node","Known Flow","343878.984728","852709.009239","","0.000000","","","0.000000","0.000000","","","",""
"60605300000024","Nodes","24","21.000000","24.604358","DDS demands","Known Flow","343313.556744","852411.347608","","0.000000","","-3.769999","-3.371201","-3.769999","","","","D1 PROFILE"
"60605300000022","Nodes","22","21.000000","24.341305","DDS demands","Known Flow","343379.007926","852447.298297","","0.000000","","-12.149999","-10.864747","-12.149999","","","","D1 PROFILE"
"60605300000023","Nodes","23","21.000000","23.786059","DDS demands","Known Flow","343438.336655","852479.049684","","0.000000","","-8.250000","-7.377297","-8.250000","","","","D1 PROFILE"
"60605301000058","Nodes","-1462475","21.000000","22.098271","Default Known Flow Node","Known Flow","343550.234639","852678.134231","","0.000000","","","0.000000","0.000000","","","",""
"60605300010019","Nodes","19","21.000000","22.053333","Default Known Flow Node","Known Flow","343624.734659","852718.259242","","0.000000","","","0.000000","0.000000","","","",""
"60605300010057","Nodes","-1462473","21.000000","24.500823","Default Known Flow Node","Known Flow","343268.234562","852337.384138","","0.000000","","","0.000000","0.000000","","","",""
"60605300000029","Nodes","","21.000000","22.790691","Default Known Flow Node","Known Flow","343468.827834","852622.215379","","0.000000","","","0.000000","0.000000","","","",""
"60605300100053","Nodes","100053","21.000000","23.571863","DDS demands","Known Flow","343466.504616","852494.247181","","0.000000","","-5.810000","-5.195405","-5.810000","","","","D1 PROFILE"
"60605301000008","Nodes","8","21.000000","22.221877","Default Known Flow Node","Known Flow","343427.329605","852608.238212","","0.000000","","","0.000000","0.000000","","","",""
"60605310000062","Nodes","-4","21.000000","24.750844","Default Known Flow Node","Known Flow","343319.609576","852338.884139","","0.000000","","","0.000000","0.000000","","","",""
