"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60201400000005","Nodes","Logger ID 9068, 38 South Union Street","21.000000","31.405011","Val Log Cath","Known Flow","337121.429741","714455.079842","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000003","Nodes","Logger ID, Rathcluan Hotel, Carslogie Road","21.000000","32.933312","Val Log Cath","Known Flow","336585.818467","714468.969828","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000006","Nodes","","21.000000","34.249669","Default Known Flow Node","Known Flow","336819.449745","714493.643393","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000015","Nodes","","21.000000","40.420387","Default Known Flow Node","Known Flow","336933.020036","715001.341932","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000012","Nodes","","21.000000","39.750486","Default Known Flow Node","Known Flow","336888.920116","714979.873610","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000013","Nodes","","21.000000","39.889325","Default Known Flow Node","Known Flow","336898.927461","714982.235967","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000014","Nodes","014,","21.000000","40.275479","Default Known Flow Node","Known Flow","336924.232868","714995.158091","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000009","Nodes","","21.000000","28.730895","Default Known Flow Node","Known Flow","336720.813516","714807.517323","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400011638","Nodes","","21.000000","34.028608","Default Known Flow Node","Known Flow","337976.472960","714631.097104","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000334","Nodes","","21.000000","30.833632","Default Known Flow Node","Known Flow","337534.754675","714605.544899","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000303","Nodes","303","21.000000","30.249880","Default Known Flow Node","Known Flow","336368.676672","714617.737697","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001011","Nodes","","21.000000","26.805022","Default Known Flow Node","Known Flow","334868.642277","713178.742272","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001012","Nodes","","21.000000","26.717189","Default Known Flow Node","Known Flow","334883.201280","713157.092266","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001013","Nodes","","21.000000","27.025988","DDS demands","Known Flow","337656.829035","714584.534654","","0.000000","-59.910000","","","","","","","","","","","","","","-53.572595","-59.910000","","","C1 PROFILE","","","","","","","","","","","","",""
"60201400001015","Nodes","","21.000000","26.718030","Default Known Flow Node","Known Flow","334897.142402","713156.463664","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001014","Nodes","","21.000000","26.718030","Default Known Flow Node","Known Flow","334898.514285","713154.327265","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001017","Nodes","","21.000000","41.483359","Default Known Flow Node","Known Flow","336481.628861","715697.096414","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001018","Nodes","","21.000000","41.013796","Default Known Flow Node","Known Flow","336616.651949","715541.638946","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001019","Nodes","","21.000000","31.821944","Default Known Flow Node","Known Flow","337585.098399","713861.182465","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001020","Nodes","","21.000000","42.893304","Default Known Flow Node","Known Flow","338221.908129","713859.925613","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001021","Nodes","","21.000000","26.872228","Default Known Flow Node","Known Flow","335255.087382","713415.952336","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001022","Nodes","","21.000000","26.960038","Default Known Flow Node","Known Flow","335239.746377","713440.989343","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001023","Nodes","","21.000000","26.960038","Default Known Flow Node","Known Flow","335227.074374","713433.860341","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001025","Nodes","","21.000000","26.711528","Default Known Flow Node","Known Flow","334778.873252","713079.500245","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001026","Nodes","","21.000000","26.779230","Default Known Flow Node","Known Flow","335004.700314","713234.387287","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001028","Nodes","","21.000000","29.268017","Default Known Flow Node","Known Flow","337527.945249","713667.243420","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001016","Nodes","","21.000000","26.719733","Default Known Flow Node","Known Flow","334908.395287","713165.439268","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001030","Nodes","","21.000000","34.673784","Default Known Flow Node","Known Flow","337939.387596","714397.419819","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001027","Nodes","","21.000000","26.812195","Default Known Flow Node","Known Flow","335086.316336","713292.964303","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001031","Nodes","","21.000000","37.535800","Default Known Flow Node","Known Flow","338449.808169","713873.719098","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001032","Nodes","","21.000000","26.778484","Default Known Flow Node","Known Flow","335002.193313","713232.512287","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001035","Nodes","","21.000000","31.979317","Default Known Flow Node","Known Flow","336170.396901","714418.399085","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001034","Nodes","","21.000000","42.978200","Default Known Flow Node","Known Flow","338356.206806","713855.328861","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001036","Nodes","","21.000000","26.942738","Default Known Flow Node","Known Flow","335276.232387","713466.096350","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001038","Nodes","","21.000000","40.800003","Default Known Flow Node","Known Flow","336993.673402","714979.250090","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001040","Nodes","","21.000000","37.828058","Default Known Flow Node","Known Flow","336761.060683","714965.634226","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001041","Nodes","","21.000000","30.493904","DDS demands","Known Flow","336104.960613","713927.298476","","0.000000","","","","","","-0.999999","","","","","","","","","-0.894217","-0.999999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400001046","Nodes","","21.000000","31.979317","Default Known Flow Node","Known Flow","336168.316630","714418.205609","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001052","Nodes","","21.000000","30.303142","DDS demands","Known Flow","336360.658682","714614.711663","","0.000000","","-33.470000","","","","","","","","","","","","","-29.929474","-33.470000","","","","C2 PROFILE","","","","","","","","","","","",""
"60201400001058","Nodes","","21.000000","37.387925","Default Known Flow Node","Known Flow","336716.179668","714947.677293","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001069","Nodes","","21.000000","30.180280","Default Known Flow Node","Known Flow","336346.251142","714647.300762","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001059","Nodes","","21.000000","31.852448","Default Known Flow Node","Known Flow","336010.252587","714410.044607","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001062","Nodes","","21.000000","31.985153","Default Known Flow Node","Known Flow","336166.370630","714424.409611","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001063","Nodes","","21.000000","31.921181","Default Known Flow Node","Known Flow","336176.475632","714460.849621","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001064","Nodes","","21.000000","31.921181","Default Known Flow Node","Known Flow","336183.842634","714427.702612","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001066","Nodes","","21.000000","31.931360","Default Known Flow Node","Known Flow","336264.133656","714436.003614","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001068","Nodes","","21.000000","31.979317","Default Known Flow Node","Known Flow","336166.749339","714418.857502","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001067","Nodes","","21.000000","31.687038","Default Known Flow Node","Known Flow","337148.114897","714535.967641","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001070","Nodes","","21.000000","30.093477","Default Known Flow Node","Known Flow","336334.795675","714722.279692","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001073","Nodes","","21.000000","31.364236","DDS demands","Known Flow","336415.581697","714221.306556","","0.000000","","","","","","-1.019999","","","","","","","","","-0.912102","-1.019999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400001074","Nodes","","21.000000","31.324654","Default Known Flow Node","Known Flow","336445.670706","714177.620544","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001076","Nodes","","21.000000","41.483359","Default Known Flow Node","Known Flow","336479.798715","715696.716957","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001078","Nodes","","21.000000","37.238931","Default Known Flow Node","Known Flow","336858.629818","713895.307467","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001080","Nodes","","21.000000","33.822918","DDS demands","Known Flow","336718.511780","713989.749493","","0.000000","","","","","","-1.200000","","","","","","","","","-1.073061","-1.200000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400001083","Nodes","","21.000000","35.959746","Default Known Flow Node","Known Flow","337017.155861","713913.946472","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001085","Nodes","","21.000000","22.823111","Default Known Flow Node","Known Flow","337062.049873","714001.852496","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001087","Nodes","","21.000000","42.928276","Default Known Flow Node","Known Flow","338206.994519","713938.440369","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001079","Nodes","","21.000000","37.715562","Default Known Flow Node","Known Flow","336898.604829","714038.361506","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001088","Nodes","","21.000000","32.917626","Default Known Flow Node","Known Flow","337285.892720","714226.825949","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001089","Nodes","","21.000000","34.383796","Default Known Flow Node","Known Flow","336917.011834","714028.013503","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001114","Nodes","","21.000000","36.244405","Default Known Flow Node","Known Flow","336937.613900","713816.550751","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001094","Nodes","","21.000000","36.176013","Default Known Flow Node","Known Flow","336975.317850","713876.793462","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001093","Nodes","","21.000000","36.347531","Default Known Flow Node","Known Flow","336951.619843","713899.757468","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001095","Nodes","","21.000000","32.856681","Default Known Flow Node","Known Flow","337052.549871","714531.057640","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001111","Nodes","","21.000000","32.621846","Default Known Flow Node","Known Flow","337320.441944","714179.749544","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001097","Nodes","","21.000000","35.443667","Default Known Flow Node","Known Flow","338113.284061","714548.937538","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001098","Nodes","","21.000000","26.942738","Default Known Flow Node","Known Flow","335275.740452","713466.963094","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001081","Nodes","","21.000000","33.808625","Default Known Flow Node","Known Flow","336724.658782","713982.008491","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001099","Nodes","","21.000000","35.077325","Default Known Flow Node","Known Flow","337055.299872","713872.795461","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001100","Nodes","","21.000000","35.077325","Default Known Flow Node","Known Flow","337079.031878","713885.349464","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001101","Nodes","","21.000000","34.383796","Default Known Flow Node","Known Flow","336905.970831","714038.540506","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001103","Nodes","","21.000000","36.131330","Default Known Flow Node","Known Flow","336971.973849","713924.120475","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001115","Nodes","","21.000000","36.174238","Default Known Flow Node","Known Flow","337004.230858","713956.439484","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001105","Nodes","","21.000000","35.279653","Default Known Flow Node","Known Flow","338032.886142","714522.140797","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001106","Nodes","","21.000000","33.563061","Default Known Flow Node","Known Flow","336778.114796","713926.058475","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001107","Nodes","","21.000000","32.374915","DDS demands","Known Flow","337967.786120","714771.760705","","0.000000","","","","","","-5.630000","","","","","","","","","-5.034446","-5.630000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400001108","Nodes","","21.000000","33.412931","Default Known Flow Node","Known Flow","337861.205984","714752.926811","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001109","Nodes","","21.000000","31.902878","Default Known Flow Node","Known Flow","336168.673775","714426.135968","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001112","Nodes","","21.000000","31.484028","DDS demands","Known Flow","337144.750896","714551.504645","","0.000000","-16.860000","","","","","","","","","","","","","","-15.076514","-16.860000","","","C1 PROFILE","","","","","","","","","","","","",""
"60201400001113","Nodes","","21.000000","37.739373","Default Known Flow Node","Known Flow","336952.277843","714101.892523","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001110","Nodes","","21.000000","26.717265","Default Known Flow Node","Known Flow","334884.636489","713158.110302","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001104","Nodes","","21.000000","36.174238","Default Known Flow Node","Known Flow","337006.443858","713959.192484","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001116","Nodes","","21.000000","34.397576","Default Known Flow Node","Known Flow","336926.700837","714171.114542","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001117","Nodes","","21.000000","34.300147","Default Known Flow Node","Known Flow","336955.797844","714100.057523","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001102","Nodes","","21.000000","34.301467","Default Known Flow Node","Known Flow","336956.958845","714101.653523","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001119","Nodes","","21.000000","38.493838","Default Known Flow Node","Known Flow","337493.176991","714361.511594","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001137","Nodes","","21.000000","34.280014","Default Known Flow Node","Known Flow","336823.431808","714492.945630","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001121","Nodes","","21.000000","31.515192","DDS demands","Known Flow","337087.692644","714275.751942","","0.000000","","","","","","-3.020000","","","","","","","","","-2.700538","-3.020000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400001186","Nodes","","21.000000","32.694721","Default Known Flow Node","Known Flow","336690.025029","714251.193089","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001123","Nodes","","21.000000","30.232589","Default Known Flow Node","Known Flow","337015.257861","714180.933545","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001125","Nodes","","21.000000","32.932334","Default Known Flow Node","Known Flow","337042.987868","714271.356569","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001167","Nodes","","21.000000","32.656268","Default Known Flow Node","Known Flow","336685.530771","714251.877564","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001129","Nodes","","21.000000","35.863877","Default Known Flow Node","Known Flow","336925.535836","714256.364565","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001131","Nodes","","21.000000","33.088458","Default Known Flow Node","Known Flow","337002.363857","714365.748595","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001133","Nodes","","21.000000","30.474169","Default Known Flow Node","Known Flow","336996.282855","714201.471550","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001135","Nodes","","21.000000","38.476199","Default Known Flow Node","Known Flow","337031.795107","714893.666573","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001136","Nodes","","21.000000","28.057185","Default Known Flow Node","Known Flow","336701.751427","714662.775670","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001122","Nodes","","21.000000","35.560453","Default Known Flow Node","Known Flow","336882.292824","714259.443566","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001174","Nodes","","21.000000","35.610878","Default Known Flow Node","Known Flow","336889.261826","714259.547566","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001140","Nodes","","21.000000","35.167777","Default Known Flow Node","Known Flow","336970.633848","714586.897655","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001141","Nodes","","21.000000","37.804712","Default Known Flow Node","Known Flow","336924.717836","714140.471534","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001144","Nodes","","21.000000","36.393633","Default Known Flow Node","Known Flow","336949.549843","714739.480697","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001150","Nodes","","21.000000","34.485663","Default Known Flow Node","Known Flow","336933.936838","714505.685633","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001151","Nodes","","21.000000","31.566448","Default Known Flow Node","Known Flow","337138.902894","714498.563631","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001154","Nodes","","21.000000","33.174765","Default Known Flow Node","Known Flow","336913.133833","714364.306595","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001157","Nodes","","21.000000","37.172701","Default Known Flow Node","Known Flow","336688.216231","714938.376801","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001139","Nodes","","21.000000","35.851844","Default Known Flow Node","Known Flow","336925.650836","714257.476565","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001160","Nodes","","21.000000","34.229284","Default Known Flow Node","Known Flow","336956.790845","714402.134605","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001161","Nodes","","21.000000","43.626496","Default Known Flow Node","Known Flow","338104.176557","713993.163773","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001163","Nodes","","21.000000","31.502246","Default Known Flow Node","Known Flow","337088.169214","714275.806402","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001156","Nodes","","21.000000","30.912521","DDS demands","Known Flow","337167.435902","714288.710574","","0.000000","","","","","","-1.019999","","","","","","","","","-0.912102","-1.019999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400001162","Nodes","","21.000000","31.488465","Default Known Flow Node","Known Flow","337087.588880","714277.272571","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001164","Nodes","","21.000000","31.876641","Default Known Flow Node","Known Flow","336558.829736","714245.126562","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001165","Nodes","","21.000000","31.876641","Default Known Flow Node","Known Flow","336556.390736","714259.438566","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001166","Nodes","","21.000000","31.876641","Default Known Flow Node","Known Flow","336561.472955","714231.843608","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001169","Nodes","","21.000000","33.412968","Default Known Flow Node","Known Flow","336701.228775","714467.599623","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001057","Nodes","","21.000000","33.678892","Default Known Flow Node","Known Flow","336721.136781","714484.016627","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001168","Nodes","","21.000000","32.913007","Default Known Flow Node","Known Flow","336696.516774","714412.282608","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001175","Nodes","","21.000000","35.579990","Default Known Flow Node","Known Flow","336869.647423","714259.714983","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001190","Nodes","","21.000000","35.455252","Default Known Flow Node","Known Flow","336927.777516","714259.668025","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001177","Nodes","","21.000000","34.586672","Default Known Flow Node","Known Flow","336969.794848","714509.360634","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001178","Nodes","","21.000000","34.586672","Default Known Flow Node","Known Flow","336971.016849","714503.630632","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001134","Nodes","","21.000000","30.474169","Default Known Flow Node","Known Flow","337012.172860","714206.266552","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001180","Nodes","","21.000000","31.429011","Default Known Flow Node","Known Flow","337078.919878","714221.740556","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001181","Nodes","","21.000000","31.429011","Default Known Flow Node","Known Flow","337079.166878","714219.207555","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001182","Nodes","","21.000000","37.934924","Default Known Flow Node","Known Flow","337083.988879","714587.037655","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001183","Nodes","","21.000000","37.934924","Default Known Flow Node","Known Flow","337061.466873","714585.489655","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001184","Nodes","","21.000000","31.118733","Default Known Flow Node","Known Flow","337072.741876","714200.415550","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001185","Nodes","","21.000000","31.118733","Default Known Flow Node","Known Flow","337100.353884","714204.215551","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001128","Nodes","","21.000000","32.686924","Default Known Flow Node","Known Flow","336690.276772","714252.374564","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001130","Nodes","","21.000000","35.166919","Default Known Flow Node","Known Flow","336941.756841","714262.307567","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001176","Nodes","","21.000000","35.455252","Default Known Flow Node","Known Flow","336927.806837","714260.992566","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001192","Nodes","","21.000000","34.613052","Default Known Flow Node","Known Flow","336979.116851","714510.679634","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400001191","Nodes","","21.000000","35.235134","Default Known Flow Node","Known Flow","338030.628793","714498.026197","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
