"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-555.226999","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-25.670000","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-74.469999","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-10.499999","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-15.730000","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-6.000000","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-21.969999","0.000000","1.000000","Volumetric","-1.000000"
"DH","Flow Categories","-0.037450","0.000000","1.000000","Volumetric","0"
"PL-AF","Flow Categories","-100.630001","0.000000","1.000000","Volumetric","-1.000000"
"TT","Flow Categories","","","1.000000","Volumetric","0.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
