"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-1097.020003","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-36.059999","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-33.100000","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-65.660000","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-224.329996","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-3.670000","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"DH","Flow Categories","","","1.000000","Volumetric","0"
"PL-AF","Flow Categories","-30.270001","0.000000","1.000000","Volumetric","-1.000000"
"PL-DC","Flow Categories","-8.949999","0.000000","1.000000","Volumetric","0"
