"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(D1)"
"60211600000021","Nodes","21","21.000000","46.292001","DDS demands","Known Flow","336433.729786","752651.220320","","0.000000","","-7.190000","-6.429426","-7.190000","","","","D1 PROFILE"
"60211600000003","Nodes","3","21.000000","40.506450","DDS demands","Known Flow","336390.316676","752726.409035","","0.000000","","-3.670000","-3.281779","-3.670000","","","","D1 PROFILE"
"60211600000005","Nodes","5","21.000000","40.378145","DDS demands","Known Flow","336365.248366","752707.736376","","0.000000","","-8.590000","-7.681332","-8.590000","","","","D1 PROFILE"
"60211600000006","Nodes","6","21.000000","40.378145","Default Known Flow Node","Known Flow","336373.400696","752658.674412","","0.000000","","","0.000000","0.000000","","","",""
"60211600000007","Nodes","7","21.000000","39.558058","DDS demands","Known Flow","336379.575693","752750.353923","","0.000000","","-10.640000","-9.514479","-10.640000","","","","D1 PROFILE"
"60211600000004","Nodes","4","21.000000","39.493875","DDS demands","Known Flow","336427.962844","752737.888810","","0.000000","","-3.599999","-3.219184","-3.599999","","","","D1 PROFILE"
"60211600000008","Nodes","8","21.000000","36.970452","DDS demands","Known Flow","336227.516857","752997.527988","","0.000000","","-12.449999","-11.133012","-12.449999","","","","D1 PROFILE"
"60211600000009","Nodes","9","21.000000","37.058344","Default Known Flow Node","Known Flow","336028.375000","752947.875000","","0.000000","","","0.000000","0.000000","","","",""
"60211600000002","Nodes","ROWAN ROAD RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","336488.299355","752650.442521","","999998.967025","","","29.133614","32.579999","","","",""
"60211600000014","Nodes","14","21.000000","44.550358","DDS demands","Known Flow","336560.287686","752549.687622","","0.000000","","-14.369999","-12.849910","-14.369999","","","","D1 PROFILE"
"60211600000015","Nodes","15","21.000000","44.286136","DDS demands","Known Flow","336595.709514","752581.012058","","0.000000","","-2.430000","-2.172949","-2.430000","","","","D1 PROFILE"
"60211600000018","Nodes","18","21.000000","43.959641","DDS demands","Known Flow","336627.237643","752435.354563","","0.000000","","-8.290000","-7.413066","-8.290000","","","","D1 PROFILE"
"60211600000016","Nodes","16","21.000000","44.166349","DDS demands","Known Flow","336557.814200","752630.112201","","0.000000","","-6.589999","-5.892895","-6.589999","","","","D1 PROFILE"
"60211600000017","Nodes","17","21.000000","44.236936","DDS demands","Known Flow","336646.688623","752503.908986","","0.000000","","-0.899999","-0.804796","-0.899999","","","","D1 PROFILE"
"60211600000010","Nodes","10","21.000000","36.781928","Default Known Flow Node","Known Flow","336350.304435","753042.550504","","0.000000","","","0.000000","0.000000","","","",""
"60211600000011","Nodes","11","21.000000","36.254770","DDS demands","Known Flow","336411.737945","752940.211036","","0.000000","","-3.970000","-3.550045","-3.970000","","","","D1 PROFILE"
"60211600000019","Nodes","LOW ROAD RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","336728.038985","752433.164590","","999998.967025","","","3.782541","4.230000","","","",""
"60211600000020","Nodes","20","21.000000","49.703840","DDS demands","Known Flow","336928.737941","752481.192266","","0.000000","","-4.230000","-3.782541","-4.230000","","","","D1 PROFILE"
"60211600000001","Nodes","MAIN ROAD WEST RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","336461.492448","752649.866368","","999998.967025","","","44.809255","50.109999","","","",""
"60211600000013","Nodes","13","21.000000","45.721782","DDS demands","Known Flow","336853.088031","752931.430594","","0.000000","","-14.399999","-12.876737","-14.399999","","","","D1 PROFILE"
"60211600002000","Nodes","","21.000000","49.201759","DDS demands","Known Flow","336662.166451","752755.025754","","0.000000","","-4.079999","-3.648408","-4.079999","","","","D1 PROFILE"
"60211600000012","Nodes","MAIN ROAD EAST RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","336569.292423","752745.564902","","999998.967025","","","19.386641","21.680000","","","",""
"60211600000026","Nodes","","21.000000","46.181769","Default Known Flow Node","Known Flow","336812.975467","752903.783137","","0.000000","","","0.000000","0.000000","","","",""
"60211600000022","Nodes","","21.000000","40.732675","Default Known Flow Node","Known Flow","336848.010976","752865.876885","","0.000000","","","0.000000","0.000000","","","",""
"60211600000024","Nodes","","21.000000","40.254972","Default Known Flow Node","Known Flow","336887.918613","752891.501789","","0.000000","","","0.000000","0.000000","","","",""
"60211600000034","Nodes","-320180","21.000000","46.292001","Default Known Flow Node","Known Flow","336401.139497","752617.580613","","0.000000","","","0.000000","0.000000","","","",""
"60211600000033","Nodes","-320179","21.000000","40.378145","Default Known Flow Node","Known Flow","336330.621572","752697.804978","","0.000000","","","0.000000","0.000000","","","",""
"60211600000032","Nodes","-271320","21.000000","49.997233","Default Known Flow Node","Known Flow","336729.034759","752431.123478","","0.000000","","","0.000000","0.000000","","","",""
"60211600000030","Nodes","-271315","21.000000","49.576336","Default Known Flow Node","Known Flow","336458.266959","752651.252209","","0.000000","","","0.000000","0.000000","","","",""
"60211600000031","Nodes","-271317","21.000000","49.951735","Default Known Flow Node","Known Flow","336570.869231","752743.672732","","0.000000","","","0.000000","0.000000","","","",""
"60211600000035","Nodes","-3390894","21.000000","49.303303","Default Known Flow Node","Known Flow","336601.380334","752752.345186","","0.000000","","","0.000000","0.000000","","","",""
"60211600000036","Nodes","","21.000000","49.315147","Default Known Flow Node","Known Flow","336595.735522","752760.980797","","0.000000","","","0.000000","0.000000","","","",""
"60211600000027","Nodes","","21.000000","38.044675","Default Known Flow Node","Known Flow","336288.361110","752890.153268","","0.000000","","","0.000000","0.000000","","","",""
"60211600000028","Nodes","","21.000000","47.275961","DDS demands","Known Flow","336717.988577","752837.233581","","0.000000","-3.199999","","-2.861497","-3.199999","","","C1 PROFILE",""
